"phnK",-2.3,-1.7,-1.8,-5.9,-1.7,-2.5,-2.3,-1.1
"fhuB",-3.5,-2.9,-6,-4.4,-1.9,-3.1,-4.7,-1.2
"hofB",-3.2,-2,-1.8,-8.6,-1.3,-1.6,-3.9,-2.6
"yafD",1.2,1.4,1.8,-1.3,1.3,1.3,-1.3,-1
"betA",-1.7,1,-1.3,-1.3,-1.1,1.1,-1.8,-1.6
"nhaA",1.4,1.5,1.8,2.2,1.1,1.5,1,1.2
"zapD",1,1.7,1.3,2,1.2,1.6,1.1,1.1
"metN",-1.4,1,-1.3,1,-1.5,1.1,-1.4,-1.9
"ykgG",-2.6,-1.1,1.2,1.4,-1,-1.4,-1.6,-1.9
"dnaJ",-1.4,1.1,-1.1,-1.2,-1.4,1.1,-1.2,-1.1
"lpxC",-1.9,1.4,1.4,1.8,-1.1,1.9,1.1,1.1
"trmO",-1.1,1.2,1.1,1.2,-1.2,-1.1,-1.6,-1
"rclR",-1.4,-1.5,-1,1.1,-1.3,-1.5,-1.8,-2.1
"yaaW",-2.2,-3,-1.7,-1.4,-1.3,-1.2,-2.3,-1.6
"ddlB",-1.1,-1.4,1.1,1.2,-1.2,1.4,-1.2,-1.4
"arfB",-1.5,-1.3,-1.1,-1.1,-1.1,1.2,-1.4,-1.6
"rclC",-1.4,-1.7,-1.3,-1.1,-1.2,-1.1,-1.9,-2.4
"yaaJ",-4.1,-2.8,-2.7,-2.3,-1.7,-1.6,-2.2,-2.2
"ftsW",1.4,1.5,1.7,2.1,1.3,1,-1.2,-1.1
"yaeR",-1.1,1.2,-1.4,-2.9,1.3,1.7,1,1.3
"ykgM",-2.4,-1.6,-1.7,-6.9,-1.3,-1.4,-3.3,-2.2
"thrB",-1.2,1.1,-1.3,-2.9,-1.1,1.8,-1.2,-1.2
"murE",-1.5,-1.4,-1.5,-3.8,-1.3,1,-2.3,-1.9
"rnhB",-1,1.2,1.3,1.6,-1.1,1.6,-1.5,-1.2
"ecpB",-2.4,-1.9,-1.5,-1.3,-1.2,-1.5,-1.4,-2.2
"nrdR",1.3,1.7,1.2,1.9,1.3,1.8,1.4,1.1
"rna",-2.9,-1.6,-2.6,-1.7,-1.7,-1.6,-2.5,-2.4
"ybgQ",-4.7,-2.9,-3.7,-2.9,-1.8,-2.4,-3.7,-2.6
"secF",1.4,1.8,2,1.8,1.5,1.7,1.5,1.5
"gcl",-2.9,-2,-3,-2.4,-2,-1.6,-1.9,-2.3
"uspG",2,1.2,2,2.7,1.8,2.1,1.8,1.7
"nei",1.2,-1.2,1.2,1.5,-1.3,1.1,-1.2,-1.6
"queA",-1.1,1.5,1.4,1.7,1.1,1.9,1.5,-1.1
"selU",-1.4,-1.3,-1.6,-1.5,-1.5,1,-1.6,-1.4
"ybdO",-2.6,-2,-2.7,-2.4,-2.4,-1.5,-1.8,-2.2
"ybgI",1.4,1.5,1.6,1.7,1,1.4,1.1,1.2
"brnQ",-1.7,-1.2,-1,-7.1,-1.2,-1.2,-3,-1.9
"ylbH",1,1,1.1,-2.5,-1.1,-1.3,-2.4,-2
"hcxA",-1.1,1.1,1.2,-2.3,1.1,1.2,-1,-1.6
"ybfD",-2.1,-1.9,-1.6,-7.5,-1.2,-1.5,-3.2,-2
"sbcC",-1.1,-1.2,1.4,1.4,1.1,1.1,-1.7,-1.6
"ybbA",-1.3,-1,-1.5,1.1,-1,1.3,-1.2,-1.1
"entB",-1.5,-1.2,-1.3,-1.1,-1.4,-1.3,-2.6,-1.7
"rhsC",-2.8,-1.5,-1.6,-1.1,-1.4,-2,-2.3,-2.3
"rdgC",-3.4,-1.7,-2,-1.7,-1.4,-1.6,-2.4,-2.5
"fetB",-2.1,1,1.5,1.6,1.1,-1.3,-1.3,-1.6
"entS",-2.3,-1.3,-1.6,-1.4,-1.1,-1.3,-1.7,-1.4
"kdpD",-2,-1.4,-1.9,-1.6,-1.4,-1.2,-1.8,-2.2
"ybiV",-1,1,-1.3,1.2,-1.2,1.5,-1.1,1.1
"ycbJ",-2.3,-1.7,-2.1,-2,-1.4,-1.1,-2.2,-2
"efeO",-5.2,-1.5,-1.7,-1.4,-1.2,1,-1.9,-2.1
"nagK",-1.2,-1.3,1.3,1.1,1.1,1.3,-1.4,-1.7
"ybiR",-1.3,-1.1,-1.2,-1.2,-1.1,1.2,-1.2,-1.5
"lpxK",1.1,-1,1.4,1.3,-1,-1,-2,-1.6
"putA",-2,-1.2,-1.9,-6.7,-1.5,-1.5,-3.5,-1.9
"ycfT",-1.1,1.1,1.6,-3.6,1,-1.2,-2.4,-1.9
"ompX",1.3,1.5,2.2,1.3,1.2,2.7,1.8,1.2
"rpsA",1.8,1.9,2.1,1.5,1.3,1.8,1.4,1.4
"rutC",-1.5,-1.2,-1.3,-1.4,-1.4,-1.3,-1.6,-2.1
"comR",-2.3,-1.6,-1.9,-1.8,-1.2,-1.1,-2.5,-1.6
"glnP",1.2,1.4,1.5,1.8,1.2,1.2,1.1,-1
"aroA",1.2,1.7,1.9,2.7,1,1.4,1.3,-1.3
"rutG",-1,1.3,2,3,1.2,-1.1,-1,-1.4
"nagZ",-1.2,1.7,1.6,2.2,1.2,1.6,1.4,1.1
"mcbA",-2.6,-1.8,-2,-1.4,-1.6,-1.5,-1.7,-1.2
"ycaO",-2.7,-1.8,-2.8,-1.9,-2,-1.4,-2.4,-2.2
"agp",1.1,-1,-1.2,1.3,-1.1,1.2,-1.3,-1.1
"hinT",1.5,1.8,1.7,1.7,-1.1,1.6,1.4,1.2
"ybiJ",-2.2,-1.6,-1.8,-1.4,-1.2,1.2,-1,-1.3
"ycaK",-2.3,-1.4,-2.7,-1.6,-1.5,1.2,-1.4,-1.4
"torD",-1.6,-2.1,-1.7,-1.6,-1.1,-1.1,-1.7,-2.2
"holB",-1,1.3,1.4,1.4,1.5,1.5,-1,-1.2
"2.1.5.1",2.1,2.1,2.8,2.3,1.4,1.8,1.1,1.3
"ycjP",-3.4,-3.1,-5.1,-15.7,-1.7,-1.7,-4.1,-2.6
"azoR",-1.5,-1.2,-1.9,-8.3,-1.4,1.1,-1.6,-1.3
"hipB",-1.5,-1,-1.7,-5.1,-1.8,-1.2,-2.1,-1.5
"prmC",-1.1,-1.1,-1.1,-1.3,-1.3,1.1,-1.3,-1.2
"pspE",-1.3,1.3,-1.3,1,-1.1,1.7,1.5,1.4
"ynbA",-2.1,-1.8,-1.8,-1.9,-1.4,-2.5,-3.1,-1.9
"ispE",1.1,2,2.7,3.6,1.1,2.5,1.7,-1.1
"pspA",1.8,1.7,1.8,2.5,1.2,2,2.1,2.1
"insC2",-2.1,1,1.1,1,-1.3,-1.3,-1.6,-1.4
"ydeQ",-2.6,-2.6,-3,-1.7,-1.5,-1.3,-2.5,-1.8
"pth",1,-1.2,1,1.5,1,1.2,-1.2,-1.4
"puuC",-2.2,-2.6,-2.1,-1.9,-1.4,-1.6,-2.7,-1.9
"paaX",-1.2,-1.2,-1.1,1.1,-1.1,-1.1,-1.9,-1.7
"ydeN",-3.9,-3.6,-3,-2.9,-1.9,-1.9,-2,-2.8
"dhaK",1.7,1.9,2.1,2.7,1.4,1.7,1.3,1.1
"puuP",-1.5,-2,-1.5,-1.3,1,1,-1.7,-2.1
"paaH",-5.2,-2.6,-6.1,-9.3,-2.2,-1.7,-4.9,-2.9
"pqqL",-2.3,-1.2,-3,-10,-1.6,-1.4,-3.3,-1.7
"ycgY",-2.2,-1.6,-2.7,-9.5,-1.9,-1.4,-3,-1.7
"sapC",1.5,1.3,2,1,1,1.1,-1.4,-1.4
"paaD",-3.1,-2.5,-2.4,-3.1,-1.5,-1.9,-1.5,-2.4
"dosC",-2.4,-1.5,-2.2,-2.3,-1.8,-2.2,-3.4,-2.1
"manA",-1.6,-1.1,-1.6,1.1,1.1,1.8,1.1,1.2
"btuE",-1.8,1.4,-1.1,1.4,-1.1,1.2,-1.4,-1.2
"yoaA",-3.7,-2.1,-2.9,-2,-1.6,-2.1,-2.2,-1.9
"yecA",-1,1.3,1.3,1.9,-1.1,1.5,1.1,1.2
"rstB",-2.2,1.2,-1,1.3,-1.2,1.5,-1.1,-1.3
"rflP",-2.7,-2.3,-2.4,-1.4,-1.6,-1.2,-2.5,-1.5
"rnd",-1.6,-2.4,-1.5,-1.1,-1.3,-1.3,-2.5,-2.3
"yecR",-3.2,-3.5,-4.2,-2.2,-1.9,-1.7,-2.2,-2.2
"ydgI",-1.3,1,-1.4,1.1,-1.4,1.4,-1.1,-1.4
"ppsR",1.2,1.4,1.3,1.6,-1.1,1.4,1.1,1.1
"dmlA",-1.4,-1.3,-1.5,-1.3,-1.2,-1,-1.6,-1.4
"araG",5.9,-2.4,2.3,2.2,1.2,1.3,1.2,1.1
"tqsA",-1.8,-1.3,-1.4,-2.3,-1.2,1.1,-1.7,-1.5
"ydiS",-3,-2.2,-2.9,-8.8,-1.6,-1.5,-3.7,-2.2
"dgcP",-1.5,-1.1,-1.5,-4.9,-1.7,-1.3,-2.5,-1.5
"otsA",1,1.4,1.1,-1.9,-1,-1.2,-1.3,-1.1
"asr",-2.7,-2.5,-2.1,-1.7,-1.4,-2.1,-3.2,-2.2
"ydiO",-3.3,-2.5,-3.3,-3.3,-2,-2.1,-3.5,-2.3
"nimR",-1.9,-1.4,-2.1,-2.6,-1.8,-1.9,-3,-1.7
"motA",1.3,1.2,1.9,2.2,1.3,-2.1,-1.5,-1.2
"bidA",-3.6,-2.2,-2.2,-1.8,-1.5,-1.8,-1.8,-2.1
"ydiN",-2.2,-1.6,-2,-1.8,-1.6,-1.8,-1.5,-1.4
"cdgI",-5,-3.9,-5.9,-3.4,-2.6,-2.6,-3,-2.4
"tar",-4,-2.8,-3.8,-2.4,-1.7,-2.3,-3.1,-1.8
"hisG",2,1.7,2.5,3.5,1.4,2.8,2.6,1.5
"rcsD",1.6,1.4,1.7,2,-1,1.4,-1.1,-1.1
"argT",-1,1.3,-1,1.1,-1,1.2,-1.5,-1.3
"plaP",-1.1,1,1.4,1.5,1.5,1.8,-1,-1.5
"yehE",-1.7,-1,-1.5,-1.1,-1.2,1.4,-1.4,-1.5
"alkB",-3.7,-2.3,-6.9,-9.8,-1.9,-1.5,-3.6,-2.2
"hisP",-1.6,-1.1,-2.2,-8,-1.5,-1.3,-3,-2.1
"dacD",-1.5,-1.4,1.2,-3.3,-1.2,-1,-1.7,-1.6
"yehA",-3.7,-2.6,-4.3,-12.7,-2.6,-2.1,-1.4,-2
"napF",-2.7,-2,-2.1,-2.1,-1.6,-2.1,-3.8,-2.2
"yfcG",-1.2,-1.3,-1,1.1,-1,-1.5,-2.2,-1.8
"yeeW",-1.8,-1.6,-1.9,-2.5,-1.5,-1.4,-2.2,-1.7
"napH",-4,-2.9,-3.6,-3,-2.4,-2.6,-2.2,-2.4
"yfcC",-5.4,-4.2,-6.1,-3.7,-2.5,-3.1,-1.6,-2
"yeeR",-3.2,-2.7,-2.9,-2.3,-1.8,-2.1,-3.6,-2.2
"yegX",-3,-1.7,-2.2,-1.5,-1.4,-1.3,-1.9,-1.4
"ccmB",-1.8,-1.5,-1.5,-1.9,-1.2,-1.1,-2.2,-1.9
"yfbU",1.4,1.2,1.5,-1.1,-1.1,1.4,1.1,1
"yegT",-1.1,-1.6,-1.3,-2.3,1.1,1.2,-1.7,-2.1
"ccmF",-2.8,-3,-2.5,-5,-1.4,-1.1,-1.9,-2.5
"alaA",-1.4,-1.3,-1.3,-2.6,-1.2,1.2,-1.6,-1.7
"ptsH",1.8,2.2,1.3,1.9,1.3,2.1,1.4,1.4
"xseA",1.2,1.5,1.2,-2.5,1.1,1.3,-1.3,1
"hycI",-3,-1.9,-3.4,-8.8,-2.8,-2,-1.5,-2.3
"ligA",1,-1.1,1.1,1.5,-1.2,-1.1,-1.8,-1.4
"yfgH",-2.3,-1.9,-2.9,-1.8,-1.8,-1.7,-2.6,-1.9
"rpsP",1.9,1.8,2.4,2.9,1.1,2.1,1.3,1.2
"hydN",-3.1,-3,-2.7,-3.1,-1.8,-1.8,-3.3,-2.2
"xapA",-1.6,-1.3,-1.5,1.2,1,-1.5,-1.5,-2.1
"ppk",-1,1.3,1.3,1.7,1.2,1.3,1,1.1
"yfiB",-3.3,-1.4,-1.3,-1,-1.2,-1.1,-1.9,-1.5
"norR",-3.9,-2,-3,-2.2,-1.8,-1.7,-2.7,-1.8
"yfeD",-2,-2.1,-1.8,-1.8,-1.3,-1,-1.7,-1.6
"uraA",1.1,-1,1.4,-1.1,1,1.2,-1.2,-1.9
"aroF",1,1.2,1.4,-1.4,1.1,1.6,1.6,2
"srlD",-4.5,-3.7,-4.3,-6.5,-2.1,-1.7,-3.1,-3.1
"mntH",-1.5,-1.1,-1.3,-2.9,-1.2,1.1,-1.3,-1.6
"yfgO",1.8,1.4,1.8,1.8,1.2,2.2,1.4,-1.2
"mltB",-1.7,-1.2,-2,-8,-1.8,-1.2,-2.3,-1.4
"fryB",-3.3,-3.2,-4.3,-11,-3.1,-2.1,-1.8,-2.9
"hyfI",-3.1,-2.6,-3,-8.7,-2,-1.9,-2.5,-2.7
"clpB",1,1,1.2,1.3,-1,1,-1.5,-1.1
"alaS",1.3,1.2,1.3,1.7,-1.2,1.2,-1.5,-1.2
"mltA",1.1,1.1,1.1,1.4,1.1,1.2,-1.2,-1.1
"der",1.2,1.2,1.4,1.8,-1.1,-1.5,-1.8,-1.3
"ftsP",-1.3,1.2,1.6,1.4,-1,-1,-1.4,-1.4
"tdcC",-3.3,-2,-2,-1.7,-1.3,-2,-2,-1.6
"ygdI",-3.4,-1.4,-1.9,-1.1,-1.1,1.1,1.3,1.3
"rpiA",1.2,1.3,1.7,1.9,1.1,1.4,-1,1.1
"yqhG",-1.7,-2.1,-1.6,-1.2,-1.1,-1.4,-1.9,-1.6
"fucR",1.2,1,1,-1.5,1,1.3,1,-1.1
"ygfB",2,1.9,2.2,2.3,1.6,2,1.7,1.4
"yghB",1.2,1.3,1.5,-1.2,1.1,1.3,1.3,-1.3
"fucP",-2.9,-2,-5.1,-6.8,-1.4,-1.3,-2.8,-2
"gcvT",1.3,1.6,1.3,-1.3,-1,1.1,1.8,-1.9
"exbD",1.4,1.4,1.4,-1.5,-1.4,1.1,-1.4,-1.1
"yhaH",-1,1.1,1.3,-2.2,-1,1.3,-1.3,1
"sdaB",-3.1,-2.7,-1.5,-1.8,-1.5,-1.6,-3.3,-2.2
"bglA",1.9,1.9,2.5,3.6,1.7,1.6,1.1,1
"gpr",-1.2,-1.1,1.2,1.3,-1,1,-1.7,-1.3
"yqjE",1.5,1.4,1.8,1.8,-1.2,1.1,-1.1,1.3
"syd",-1.5,1,-1.2,1.3,1.2,1.1,-1.2,1
"sdhE",-1.9,1.1,-1,1.2,1.1,1,-1.3,1
"hybO",-4.8,-3.2,-3.6,-2.2,-1.8,-2.8,-2.8,-2
"yqjA",-1.3,-1.1,1.1,1.3,1,1,1.1,1.1
"yhcA",-2.1,-2.2,-1.7,-1.3,-1.3,-1.5,-2.1,-2.2
"rplD",1.7,1.7,2.2,2.7,1.3,1.7,1.5,1.1
"gntT",1.4,1.2,1.6,1.2,1.1,1.2,1.1,-1.3
"gadW",-1.2,1.1,1.4,-1.6,1.1,1,1,-1.3
"yhcC",-2.3,-2.7,-5.1,-5.8,-1.5,-2,-2.2,-2.5
"rplV",1.6,1.6,2.2,1.5,1.6,2.4,1.5,1.2
"feoC",-2.2,-1.7,-4.5,-4.8,-1.9,-1.3,-2.8,-1.9
"hdeD",-1.6,-1.2,-1.6,-7.4,-1.3,1,-1.7,-1.4
"yrbL",2.1,1.7,2.1,1.2,1.3,2.2,1.3,1.3
"rpsQ",1.4,1.3,1.3,-2,-1.1,1.8,-1.1,-1.1
"greB",1.7,1.6,2.1,2.3,1.1,1.4,-1,1.1
"dctR",-3,-2.9,-3.1,-2.5,-2.3,-1.9,-4.5,-2.9
"hpf",1.9,1.6,1.9,2.4,1.2,1.7,-1,1.2
"rpsN",1.8,2.4,2.7,3.3,1.6,3.3,-1,1.2
"yhgE",-1.7,-1,-1.2,1.2,-1.3,-1.2,-1.5,-1.1
"arsB",-4.1,-2.4,-2.8,-1.8,-1.6,-1.8,-2.6,-1.3
"lptC",-1.4,1.4,1.7,2.2,1.3,1.3,1.1,1.1
"rpsE",2.2,2.2,3.3,4.1,1.5,2.6,2.1,1.5
"igaA",1.3,1.1,1.6,2,-1.1,1.1,-1.2,-1.2
"prlC",-1.3,-1,-1.2,-2.1,-1.1,-1.2,-1.1,-1.1
"mlaF",1.6,1.3,1.9,1.2,1.3,1.3,1.1,-1.1
"rpmJ",2.4,1.9,2.5,3.2,2.1,2.8,1.9,-1
"hofN",-4,-3.4,-3.1,-5.1,-2.4,-2.1,-2.2,-2.7
"uspB",-1.2,-1.1,1.3,-2.5,-1.1,1,1.3,-1.4
"waaH",-2.7,-2.3,-4.9,-9.9,-1.1,-1.3,-2.7,-2.1
"yidZ",-2.9,-3,-3.9,-11.1,-2.6,-1.9,-2.2,-2.1
"rarD",-1.8,-1.5,-1.7,-5.2,-1.2,1.1,-1.3,-1.3
"uspD",1.4,1.1,1.3,-2.2,-1,1.5,-1,1.3
"yibN",1.3,1.4,1.8,-1.8,1.1,1.3,1.1,1.2
"mnmE",-1.2,-1,1.1,1.3,-1.3,1.2,-1.9,-1.2
"cdh",-2.5,-2.4,-2.6,-1.5,-1.7,-1.4,-1.7,-1.7
"cysE",-2,-1.7,-1.6,-1.4,-2,-1.7,-1.9,-2
"xerC",-1.5,1.3,1.7,1.7,1.1,-1.7,-1.1,-1.4
"lldP",-1.7,-1.4,-1.5,-1.3,-1.5,-2.1,-1.2,-1.3
"recF",-1.1,-1.2,1.3,-1.9,1,-1.2,-1.6,-1.2
"cyaY",-1.6,-1.1,-1.1,-3.4,-1.4,-1.5,-1.2,-1.4
"yiiM",-1,1.1,1.3,-2,1.3,-1.6,-1.3,-1.3
"mtlA",-2,-1.9,-1.2,-3.1,1.3,-1.7,-1.8,-1.9
"yidX",-1.5,-1.4,-1.4,-3.1,-1.2,-1.8,-1.1,-1.3
"hemX",1.1,1.3,-1.5,-1.6,-1.1,1.3,-1.4,1
"rhaR",-2.4,-2.5,-2.6,-9.2,-1.5,-1.5,-1.5,-1.6
"yibJ",-3.3,-2.5,-4.3,-13,-2.1,-2,-2.5,-2.5
"yifK",1.7,1.8,2,-1.2,1.2,1.8,1.4,1.8
"rhaD",-2.3,-3.2,-2.5,-1.8,-1.3,-1.8,-3,-2.5
"xylE",-2.7,-2.6,-2.7,-2.8,-1.6,-1.7,-2.4,-2
"lysU",-1,1.1,-1,1.1,-1.2,1.1,-1.5,-1
"ytfT",-2.3,-2.4,-2,-1.5,-1.4,-1.4,-2.1,-1.8
"yjiJ",-3.6,-2.3,-2.5,-2,-1.5,-1.7,-2.9,-1.5
"yjbF",-4.6,-3.4,-3.3,-2.3,-1.2,-1.3,-2.3,-1.3
"dcuS",-1.1,1,1.3,1.2,-1.2,-1.5,-1.4,-1.2
"ppa",1.4,1.6,2.3,1.8,1.4,1.2,1.2,1.1
"iadA",-2,-2.1,-1.5,-3.6,-1.3,-3,-1.8,-1.6
"yjbD",1.2,1.2,1.6,-1.2,1.6,1.2,1.3,1.2
"yjdF",-1.2,-1.4,1.2,-1.9,1,-1.4,-1.4,-1.6
"ytfP",1.4,1.1,1.8,-1.3,1.3,1.1,1.1,-1.1
"uxuR",-2.3,-1.6,-1.9,-4.4,-1.9,-2.2,-1.9,-1.7
"metH",1.2,1.1,1.5,-1,-1.1,1.2,-1.6,-1.2
"adiA",-2.9,-2.3,-4.5,-10.8,-2.2,-1.9,-1.4,-2.1
"paeA",-1.3,-1.2,-1.3,-3.6,-1.2,1.2,-2,-1.3
"fimH",-2.7,-2.1,-2.9,-10.5,-1.8,-1.6,-3.3,-2.1
"aceA",2.4,1.9,2.9,2.4,1.5,1.3,1.3,1.8
"basR",-2.5,-1.9,-2.5,-2.3,-1.7,-1.7,-3.1,-1.9
"cysQ",-1.9,-1.9,-2.2,-2.2,-1.8,-1.1,-1.7,-1.6
"fimC",-1.3,-1.3,-1.4,-1.2,-1.3,-1.3,-1.3,-1.6
"yjaA",1.5,-1.1,1.7,2.2,-1,1.3,1,1
"rdcA",-2.6,-1.9,-1.6,-1.4,-1.2,-1.5,-2.3,-1.7
"ytfF",-2.6,-2,-1.2,-1.4,-1.2,-1.8,-2.6,-1.4
"fimB",-2.4,1.1,1.1,1.1,-1,-1.1,-1.6,-1.4
"yecT",-4.4,-4.8,-3.7,-8.1,-2.1,-2.5,-2.7,-2.4
"2.1.16.16",-2.5,-2.9,-1.9,-4.5,-1.3,-2.5,-1.9,-2.5
"hcaR",1.2,1.5,1.8,-1.3,1.3,-1.5,1.3,1.1
"2.1.16.18",2.6,2,3.2,2.4,1.8,1.7,1.6,1.8
"panD",-1.4,-1.1,-1.2,-1.4,-1.3,-1.2,-1.9,-1.7
"prfH",-4,-3.2,-3.1,-3.3,-2.1,-2.5,-2.9,-2.8
"prpE",-2.9,-2.6,-2.9,-2.4,-1.6,-2.1,-2.8,-2.5
"caiT",-3.4,-2.7,-3.2,-2.4,-1.8,-1.5,-2.7,-2.5
"yadG",-1.2,-1,-1.1,1,-1.2,1.4,-1.2,-1.3
"dinB",-3.3,-2.4,-2.6,-1.9,-1.7,-1.4,-2.2,-2.6
"prpB",2,1.7,2.4,3.2,2.5,1.5,1.4,1.4
"caiC",-2.8,-1.9,-2.5,-1.9,-1.7,-1.8,-2.7,-2.2
"cueO",1.6,-1.2,1.5,2.1,-1,1.3,1,-1.2
"yafL",-1.2,-1.3,-1,1.1,-1.1,1,-1.5,-1.3
"yahM",-2.9,-2.9,-3,-2.4,-1.9,-2.7,-2.8,-2.3
"caiF",-1.5,-1.5,-1.2,1.1,-1.3,-1.3,-1.4,-1.7
"yacL",-2,-2.2,-1.5,-1.2,-1.4,-1.7,-1.3,-2
"gmhA",-1.5,-1.1,1.1,-1.3,-1.3,-1.3,-1.1,-1.1
"yahI",-3.7,-3.5,-3.1,-3,-1.9,-2.5,-2.3,-2.3
"rihC",-1.6,-1.3,1.2,1,-1.1,-1.3,-1.1,-1.2
"aceF",-1.1,-1.3,-1.4,-1.7,-1.4,-2.1,-1.1,-1
"yafU",-3.9,-2.8,-3.1,-3.2,-1.8,-1.8,-3,-2.5
"yahE",-2.1,-1.6,-1.9,-1.9,-1.6,-1.5,-2.2,-1.8
"ileS",-1.7,-1.4,1,-1,-1.4,1,-1.4,-1.6
"ampE",-2.6,-2.3,-2.2,-1.8,-1.4,-1.5,-2.4,-2.1
"yafS",-1.6,-1.1,-1.4,-1.2,-1.2,-1.1,-2.2,-1.5
"pdeL",-1.6,1.4,1.6,1.4,1,1.2,1.2,-1.4
"clpP",1.4,1.5,1.6,1.7,1.3,1.3,1.4,1.2
"sfmH",-2.8,-1.8,-2.4,-1.6,1,-1.8,-2.3,-2.1
"cpoB",1.8,1.4,1.9,2.5,1.2,1.3,1.2,-1.2
"ampG",-1.2,-1.2,-1.1,1.2,-1.2,-1.1,-1.4,-1.4
"folD",1.6,1.5,2.2,2.5,1,1.3,1.3,-1.5
"ybeD",1.2,1.2,1.5,1.3,1.2,1.2,1.3,1.3
"tolR",1.3,1.1,1.9,2,1.2,-1.1,1.2,-1.2
"cyoD",1.7,1.8,2.3,2.6,1.2,1.8,1.7,1.3
"ppiB",1.2,-1.1,1.7,1.5,1,1.2,1.1,-1.4
"tatE",-1.8,-1.5,-1,-1.3,-1.3,-1.5,-1.4,-1.5
"cydB",1.3,1.2,1.6,1.1,1.1,1.1,1.4,1.1
"panE",-1.7,-1.6,-1.4,-1.9,-1.4,-1.5,-2.2,-1.8
"ybcF",-1.4,-1.8,1,-1,-1.2,-1.4,-1.5,-1.9
"cspE",1.4,1.8,2.2,2.5,-1,1.5,1.3,1.3
"mngR",-2.9,-1.9,-2.5,-1.9,-1.8,-1.9,-2,-2
"ispA",-1.8,-1.3,-1.2,1,-1.6,1.1,-1.3,-2
"allD",-4.2,-3.3,-4.7,-3.3,-2.1,-1.9,-2.8,-2.7
"dpiB",-1.7,-1.7,-1.7,-1.4,-1.3,1.1,-1.4,-2.1
"sucA",2.1,1.5,2.2,2.5,1.7,1.2,1.3,1.3
"thiL",-1.2,-1.1,-1,1.1,1,1.1,-1.2,-1.4
"ybbY",-2.2,-2.4,-2.2,-1.5,-1.6,-1.9,-2.3,-1.9
"citF",-3.9,-2.6,-2,-1.9,-1.5,-2.4,-2.9,-2.4
"sdhD",1.6,1.8,2.5,2.9,1.2,1.2,1.5,1.3
"ybjL",-1.3,1.1,1.6,1.5,1,1.1,1.4,-1.1
"ycbF",1.4,1.2,1.8,2.2,1,1.1,1.1,-1.2
"ymdB",-1.3,1.2,1.8,1.4,-1.2,-1.1,1.1,-1.2
"ymfI",-1.4,1.2,1.4,-1,-1.1,-1.2,1.1,-1.1
"ybjH",-1.5,-1.5,1.3,1.1,-1,-1.1,-1,-1.4
"elfC",-4,-3.6,-9,-7.4,-2.3,-4.3,-2.5,-2
"csgD",-2.8,-2.6,-2.6,-2.4,-1.7,-1.6,-2.5,-2.6
"lit",-2.7,-1.8,-2.2,-2.6,-1.7,-1.5,-1.6,-2.1
"dacC",-1,1.2,1.5,1.5,-1.1,1.4,1.1,-1.3
"ssuD",-1.9,-1.8,-1.6,-1.7,-1.4,-1.3,-2.1,-1.8
"ycdZ",-1,1.4,1.4,1.6,-1.2,1.3,-1.2,-1.4
"rluE",1,1.3,1.4,1.5,1.2,1.3,-1,-1.4
"rimO",-1.1,-1.5,-1.1,1.2,1,-1.1,-1.2,-1.4
"pncB",1.8,1.7,2.4,2.8,1.9,1.3,1.2,1.1
"ghrA",1.2,1.4,1.8,1.7,1.3,-1.1,1.3,1.1
"purB",-1.6,-1,1.3,1.2,-1.2,-1.5,-1.1,-1.7
"gsiC",1.3,1.2,1.9,1.9,1.1,-1.3,1.3,1.1
"gloC",1.4,1.2,1.8,2.4,-1.2,1.1,1.6,1.1
"ymdE",-1.4,-1.7,-1.1,-1.3,1,-1.8,-1.6,-1.4
"pepT",-2.1,-2,-1.5,-1.7,-1.2,-2.2,-1.5,-1.7
"moeA",1.8,1.4,2.2,2.8,1.3,1.6,1.6,1.2
"mukE",1.5,1.3,2.4,2.3,1.1,1.5,1.4,1.4
"pgaC",-1.8,-2.3,1.5,1.5,1.4,1.1,1.2,-1.1
"potD",-1.6,-1.9,-1.6,-2.9,-1.6,-1.9,-1.5,-1.5
"abgR",-2.4,-1.7,-2.1,-1.9,-1.9,-1.2,-2,-2.1
"yncJ",-1.6,-1.1,-1.1,1.1,2.2,3.3,1.9,1.6
"ydeE",-2.9,-2.1,-2,-5.5,-1.5,1,-1.9,-2.2
"galU",-1.9,-1.8,-1.5,1,-1.2,1.7,-1.5,-1.5
"ogt",-1.4,-1.4,-1.2,-1,-1.4,-1,-1.2,-1.7
"insQ",-1.1,-1.3,-1.1,1.3,1.1,-1,-1.2,-1.3
"ydeA",-1.8,-1.9,-1.7,-1.7,-1.1,-1.3,-1.4,-1.7
"ynaI",-2.1,-1.7,-1,-1.2,-1,-1.7,-1.5,-1.6
"ydcK",-1.6,-2,-1.2,-1.3,-1.1,-2.4,-1.5,-1.4
"glsB",-2,-2.2,-1.1,-1.5,-1.7,-1.7,-1.4,-1.8
"ychS",-2.1,-2.4,-1.7,-2.1,-1.1,-2.5,-1.7,-1.6
"mpaA",-1.8,-2,-1.2,-1.5,-1,-1.9,-1.3,-1.5
"opgD",-1.5,-1.7,1.3,-1.1,-1.1,-1.7,-1.1,-1.3
"yneE",-1.6,-1.7,-1.1,-1.3,-1.5,-1.2,-1.1,-1.4
"narG",-3.3,-3.9,-2.4,-2.4,-1.6,-3.1,-2,-2.2
