"","0","216000","540000","972000","0 | 1","216000 | 1","540000 | 1","972000 | 1","0 | 2","216000 | 2","540000 | 2","972000 | 2"
"ykgE",212.5,1165.7,598.5,225.2,186,1082.8,811.2,61.3,221.1,840.9,368.4,23.5
"ykgF",135.3,553,411.3,576.9,99.4,321.6,236.7,127.9,74.1,90.4,252.7,100.2
"ykgG",413.2,875.2,792.6,791.4,561.4,953.3,709.7,581,231.5,285.6,446.2,230.9
"ykgH",49,106,86.2,25.3,66.5,191.2,4.7,14.1,17,4.2,5.5,8.7
"betA",371.2,631.5,305.7,682.6,368.8,1380.3,967.6,1259.4,171.5,120.8,337.7,119.5
"betB",350.6,703,389.3,607.1,51.8,1196.3,451.8,1045.9,226.8,101.3,424.9,196.3
"betI",1035.6,1487.5,725.2,1640.8,583.2,2627.7,1091.7,2808.5,951.9,264.1,1027.2,645.9
"betT",355.7,629.8,614.9,1089.3,257.9,785.7,486.7,977,324.6,128.5,446.7,296.2
"pdeL",330.6,184.4,153.4,76.9,314.3,208.8,94.2,40.1,64.6,27.2,50.3,65.6
"yahB",63.1,101.3,125.2,42.6,27.4,167.8,60.1,88,11.6,39.5,32.5,58.4
"yahC",207.5,153.3,177,68.6,47.7,50.9,44,38.8,52,16.2,35.5,21.1
"yahD",139.1,293.5,398.5,221.6,26.6,43.7,111.7,42.4,73.5,11.4,254.8,123.9
"yahE",110.2,240.9,257,186.2,21.1,23.6,24.5,21,73.6,48.5,138.6,64.3
"yahF",107.9,352.7,169.5,357.6,65.2,185.5,31,125.7,87.2,42.4,72.1,60
"yahG",139.4,183,178.6,283.6,67.1,353.7,144.5,202.1,60,65,80.5,47.1
"yahH",1451,975.3,1194.3,1955.2,680.3,1014.7,483.3,479.6,37.7,46.6,93.6,165.7
"yahI",47.7,235.1,153.7,138.3,22.3,33.8,33.7,59.9,55.7,30.5,83.1,50.9
"yahJ",43.4,17.9,24.3,50.8,35.2,30.5,44,37.5,9.7,6.8,14.1,7.1
"yahK",181.7,193.4,170.5,313.6,195.3,301.4,241.4,364.5,54,59,73.2,55.7
"yahL",15.8,10.2,12.3,5.7,1.5,17.4,4,12.8,4.5,3.8,5.8,2.7
"yahM",10.1,39,7.4,8.9,71.8,53.7,136.5,11.8,5.6,3.4,13.7,4.1
"yahN",48.6,11.9,81.3,72.4,28.9,76.2,49.8,76.1,40.6,8.8,66.7,15.3
"yahO",10.7,29.1,50.6,49.2,23.4,16.9,49.1,68.8,5.1,3,5.7,1.2
"prpR",25.9,22.8,27.2,37.6,26.4,38.4,18.7,33.8,6.7,11,9.9,3.6
"prpB",217.3,141.6,262.4,386.2,230.3,359.6,320.4,500.2,32.1,76.2,64.3,24.4
"prpC",117.7,131.5,144.5,105.8,40.9,47.8,42.2,153.1,36.1,32.7,35.8,35
"prpD",15.3,17.3,30.7,44.1,12,54.1,25.5,44.9,2.3,6.5,4.6,4.1
"prpE",97.9,155,193.7,207.9,16.2,34.1,108.6,31,34.4,46.8,88.6,36.9
"codB",13.7,16,12.6,65.4,40.7,8.3,8.5,18.6,3,4.1,5.3,1.5
"codA",107.3,122.4,97.9,89.5,33.2,44.8,152.4,228,38.8,22.5,18.7,17
"cynR",65.7,57.5,84.5,179.7,108.8,126.7,142.4,186,33.9,46.8,81,22.8
"cynT",80.1,79.8,174.8,125.2,187.7,74.2,285.1,327.2,36.4,36.8,56.3,27.6
"cynS",4.2,9.8,4.7,9.5,4.5,5.1,6.5,5.4,1.3,1.1,1.6,1.6
"cynX",35.4,96.4,33.1,32.8,18.7,155.6,28.1,44.4,8.6,7.3,10.5,8.3
"lacA",3.8,16.3,31.6,100,12,79.2,36.9,43,1.8,1.8,2.5,6.4
"lacY",23.6,18.8,22.1,92,7.7,121.8,17.6,13.9,5.3,3.8,11,20.5
"lacZ",205.3,114.7,117.5,56,32,159.1,21.5,188.5,6.4,36.9,55.6,6.7
"lacI",85.9,71.2,137.7,25.5,800,757.5,752.9,717.4,48.8,15.3,25.1,9.7
"mhpR",20.4,10.4,10.7,27,26.9,20.7,18.8,36.8,7.8,24.6,8.1,7.2
"mhpA",260.9,335.2,338.7,720.9,247.5,334.1,335.5,533.8,166.3,112.6,257.5,126.2
"mhpB",20.1,16.6,24.5,30.4,39.5,48.9,16.6,53.3,5.7,6.4,6.2,4.9
"mhpC",10.7,186.3,178.8,131.6,87,262.6,25.7,42.8,3.8,22.3,37.7,14.5
"mhpD",100.3,89,136.3,234.3,31.7,29.5,53.1,32.1,40.3,40.3,58.6,33.3
"mhpF",72.2,92.7,96,146.7,96.2,193.1,132.7,178.2,13.8,32.1,49.5,17.1
"mhpE",275.4,289.7,319.2,529.4,56,233.9,220.2,431.4,134.9,102.2,211.5,124.5
"mhpT",262.2,225.1,328.6,454.7,86.6,420.5,189.4,280.5,144.1,51.7,196.3,122.2
"yaiL",685.9,885.7,932.8,825.5,1097.7,1000.9,802.8,703.1,323.4,251.7,382.8,346.6
"frmB",141.1,129.1,127.8,133.2,169.6,223,114.8,71.7,33.1,17.4,77.1,49.9
"frmA",687.1,883.3,1390.1,525.1,715.5,929.3,1042.6,1096.2,359.6,251.6,586.4,266.4
"frmR",367.7,534.9,1006,385.3,520.1,550.3,622.9,683.9,254.3,235.9,396.3,119.3
"yaiO",122.8,253.3,140.6,383.9,146.8,333.2,314.3,345.9,27.9,13.8,135,115.1
"insC1",NA,NA,NA,NA,NA,NA,NA,NA,546.7,540.4,2401.4,1135.9
"insD1",NA,NA,NA,NA,NA,NA,NA,NA,961.2,1293.8,5157.2,1831.5
"yaiP",99,163.5,71.6,195.2,169.9,255.2,148.4,146.7,81,19.6,87.9,78.1
"yaiS",55.6,54.3,36.2,34.8,55.5,96.7,44.5,65.9,1.1,0.9,5.6,9.9
"tauA",162.2,172.2,174.9,295.1,153,351.8,53.6,199.9,19.4,12.1,29.8,40.9
"tauB",307.6,260.2,257.6,288,125.3,403.7,196.4,222.1,75.4,94.9,97.8,41.1
"tauC",324.7,363.9,204.1,517.2,197.4,349.1,223,320.1,163.3,97.6,162.2,97.3
"tauD",121.3,123.9,223,35.6,252.3,299.3,175.1,69.9,11.1,23.2,19.8,5.2
"hemB",1425.1,1431.5,1271.3,1113.1,1541.5,1288.8,1143.2,1021,377.5,375.1,313.9,131.7
"insF2",NA,NA,NA,NA,NA,NA,NA,NA,152.7,85.3,112.8,74.3
"insE2",NA,NA,NA,NA,NA,NA,NA,NA,252.5,208.8,518.4,341.7
"iprA",35.8,33.2,4.1,10.3,8.1,69.7,11.1,6.8,0.7,3.4,1.3,0.9
"ampH",249.9,297.4,296.3,392.3,237.3,212.5,239.3,404.5,113.3,124.7,249.2,147.6
"sbmA",254,265.9,285.3,324.1,153.7,191.7,65.9,106.9,57.3,58,141.9,90.1
"yaiW",243.1,175.7,157.2,62.3,270.2,288.2,389.1,53.8,56.9,88.5,90.3,18.4
"yaiY",NA,NA,NA,NA,NA,NA,NA,NA,40.5,3.1,110.4,57.9
"yaiZ",NA,NA,NA,NA,NA,NA,NA,NA,126.5,312.4,413.5,274.2
"ddlA",1283.2,1038.6,1064.7,667.7,752.5,1024.7,717.2,643.4,136.9,170.8,259.5,137.5
"iraP",281.8,571.4,868,625,303.4,210.2,1498.4,870.5,51.6,201.3,760.4,445.6
"phoA",107,91,61.8,187.1,151,268.2,169.8,190.4,12.3,18,28.7,14.5
"psiF",153.7,654.8,6375.2,4364.7,107.5,943.7,4361.3,3202.8,62.6,95.9,3260.7,1623.6
"dgcC",246.7,201.3,231,188,264.1,368,392.7,389.7,54.1,53.5,86.4,77.9
"proC",603.1,939.6,1546.6,1301.1,477.9,698.1,938.9,586.7,126.4,213.5,394.4,205.3
"yaiI",490.7,401.4,438.9,491.7,501.9,630.3,325.6,708.1,211.5,227,226.1,179.8
"aroL",1091.3,512.6,383.4,497.6,1090,1043.7,1414.6,764.6,294.6,178.2,423.6,266.4
"yaiA",707.1,545.7,2177.3,3055.6,492.3,658.2,2528.9,2196,172.2,126.2,1984.7,2308.8
"aroM",205.1,183.6,246.7,766.9,174.1,239.1,249.5,1050.8,66.1,32.2,264.1,575.2
"ppnP",1314,1923.6,5047.4,2392.4,1942,4114.5,4498.3,2323.2,900.9,750.1,2306.5,1357.6
"ykiA",NA,NA,NA,NA,NA,NA,NA,NA,5,4,59.9,136.8
"rdgC",2285.3,1868.6,874,871.3,1920.4,791.2,435.4,611.1,661.5,233.6,335.5,285.4
"mak",283.5,515.9,2096,576.2,403.7,893.8,1097,892.3,148,137.8,616,247
"araJ",110,39.9,124.7,62.8,226.7,344.3,240.6,326,15.2,10.4,18.5,22.5
"sbcC",213,431.4,508.2,340.1,391.3,583.5,355.2,395.5,88.9,74.5,61.6,108.9
"sbcD",423.5,550,455.4,527.1,343.6,416.3,248.3,332.6,235.7,102.4,157.2,91.3
"phoB",105,213.2,258.6,437.9,360,397.2,463.2,593.3,85.6,77,120.7,91.5
"phoR",114.9,113.4,124.9,202.4,128.4,224.4,166.2,187.1,7.6,6.9,51.4,56.6
"brnQ",506.8,305.3,516.7,812,808.7,427,430,555.9,138.9,64.1,109.3,150.6
"proY",498,297.1,243,308.5,405.7,255.7,144.9,107.2,211.3,126.6,186.2,115
"malZ",359.8,338.5,460.3,571.1,242.6,456.3,196.2,336.5,70.4,40.6,115.8,99.1
"acpH",382.4,386.7,504.4,528.7,376.7,814.3,506.3,632.8,85,91,187.1,141.7
"queA",3253.9,1645.5,310.1,270.2,2189.7,860.3,219.5,296.8,959.9,325.4,132.3,74
"tgt",3996.1,4028.4,1607.8,973.8,3935.2,1692.2,1024.7,842.2,1052.3,717.4,611.7,173.8
"yajC",3986.8,4596.5,3654.7,2533.2,7442.1,4476.9,4946.6,2976.3,1171.6,1398,1499.9,541.9
"secD",2609.8,1796,1155.4,798.2,1514.6,1064.2,946.8,893.6,479.5,569.8,435.6,182.3
"secF",3351.9,1912.6,1392.6,2390.3,2715,1156,997.8,977.8,491.3,495.9,423.1,285.7
"yajD",1149.4,620.6,1444,1050.2,1074.8,559.4,991.4,1027.8,185.6,157,402.4,373
"tsx",2271.8,5175.2,8339.9,6901.3,4203.6,5536.5,9440.2,6702.1,849.8,2332.9,3241.4,903.3
"yajI",264.3,283.8,399.2,265.5,137.6,235.1,308.7,159.5,61.8,28.1,173.5,47.5
"nrdR",1906,1939.5,1734.8,1199.6,1231.3,952.4,994.2,1619.1,298,389.8,434.7,196
"ribD",1106.4,1088.1,593.4,686.9,703.2,522.2,499.1,803.8,443.1,215.1,369.2,85.4
"ribE",8173.5,4119.3,958.1,1340.2,6498.8,2085,1428.5,1291.1,1646.5,529.4,600.1,169.2
"nusB",7820.5,3762.7,1417.9,1677.6,4611.3,1282.2,1022.7,623.9,1758.3,784.7,646.6,190.6
"thiL",484.7,391.1,508.7,381.1,458.8,360.7,352.9,301.7,219.4,123.6,171.1,69.3
"pgpA",614.2,654,842.4,1311.2,688.2,261.5,732.3,724.8,224.3,112.7,293.9,228.5
"yajO",432.9,639.5,2876.7,2661,496.9,1264.3,2337.7,2693.5,194.1,169.9,1324.6,762.8
"dxs",675.6,825.8,630.7,855.8,1026.1,1166.2,557,581.1,220.5,288.8,250.6,112.3
"ispA",1034.9,1105.6,647.2,735.9,799.6,991.3,773.2,1178.5,472,383.9,532.4,194.1
"xseB",3112.4,3495.5,2145.2,3210.9,3593.3,2934,2380.7,2886,1248.5,879.7,1231.6,550
"thiI",1631,781.6,328.5,374.6,1528.3,701.1,316,463.6,654,266.1,304.7,151.2
"yajL",285,282.7,402.8,306.2,342.1,471.7,460.8,337.8,99.5,67.9,183.3,85.8
"panE",677.7,759.8,643.7,476.1,612.5,549.9,632.3,625,174.8,180,348.1,132.5
"yajQ",2870.5,3168.4,2865.6,1718.6,5927.4,3809.6,3102.3,2189.5,597.2,526.6,834.6,661.2
"yajR",451.5,683.7,389.2,601.3,810.6,793.6,559.7,639,161.4,167.2,181.1,157.9
"cyoE",547.2,1032.8,531.2,1196.7,328,1337,1077.9,780,356.6,597.9,469.2,304.5
"cyoD",1010,3144.3,1009.5,1240.3,258.5,1909.5,2389.1,1071.7,1113.6,1170.1,1267.8,276.7
"cyoC",925,2446.6,813.3,1111.4,590.2,2081.2,2537,1517.6,962.7,1343,1374.3,375.2
"cyoB",910.5,3616.2,792.4,1240.9,370.1,1592,2281.3,1435.8,1235.9,1685.4,1446.2,322.7
"cyoA",1205.2,4055.6,953.9,2288.4,1023.6,3184.1,4033.5,2419.8,2195.3,3216.6,2111.5,441.1
"ampG",282.5,289.6,143,272.8,434.1,539.8,357.4,262.9,139.6,127.2,111.5,77.5
"yajG",1940.1,1703.5,818.4,946.9,2490.1,1658.8,1977.2,2020.6,1242.4,972.2,910.9,308
"bolA",483.5,1411.6,5792,6280.2,1712.3,4054.1,6162.4,5200.9,224.4,229.2,3496.7,2681
"tig",6636.9,5389.6,2137.3,1378.1,12054.5,3374.7,1820.1,1112.2,1601.5,1752.5,808.9,225.1
"clpP",1872.4,2500,3605.1,1322.2,1110.1,1528.4,1480.1,1203.7,420.5,248.1,637.6,295.1
"clpX",2441.2,2306.1,4066.3,2622.7,3130.9,3358.8,3270.4,3404.7,599.9,346.1,833.4,526.4
"lon",2612.6,1810.8,2497.7,907.3,1776.4,2068.1,1353,1407,638.7,401.6,557.5,344.4
"hupB",5760,8835.2,12171.1,9335,12371.3,11392.6,14645,3504.4,1441.1,3361.3,3458,1254.6
"ppiD",964.7,979.8,1151.7,1461.4,1672,972.7,1118.5,958.2,496.2,381.1,548.9,293
"ybaV",333.3,307.4,543.6,282,351.8,355,90.4,52.1,88.4,80.1,131.1,55.4
"fadM",266.5,307,555.9,1287.8,179.1,585.1,637.5,595.9,27.7,33.6,872.8,346.3
"queC",1626.6,1756.6,1261.6,1250.7,1944,1490.9,1192.4,758.2,309.4,289,336.5,242
"ybaE",332.4,562.3,829.8,734.9,263.5,619,659.7,784.7,68.9,112.6,303.7,136.2
"cof",612.7,477.5,718.3,1180.4,650.6,630.9,816.8,1182.3,118.8,164.1,231.6,136.6
"decR",419.2,364.9,440.8,419.6,331.5,504.8,555.9,380.5,93.8,91.8,122.6,58.8
"mdlA",331,316,223.1,292.5,238.6,295.1,75.6,92.8,88.2,80.4,91.2,37
"mdlB",328.5,347.5,364,632.4,392,528.9,312.9,460.5,49.3,77.3,113.5,54.2
"glnK",137.5,117.2,124,143.8,77.1,86.6,26.3,23,15.2,6.4,6.8,2.9
"amtB",53.4,53.3,55.9,140.3,127,201,152.6,95.8,12.9,14.2,8.3,15.8
"tesB",337.6,617.2,737.3,402.3,270.8,290,569.3,753.4,66.7,50.6,189.2,98.6
"ybaY",168.3,481.2,2949.8,2165.9,98.4,1050.8,4792.7,6723.1,65.2,94.3,2424.7,730.4
"ybaZ",188.9,194.7,272.1,478.7,119.2,320.6,412.8,465.7,41.1,61.8,135.3,137.1
"ffs",16966,20412,18732.3,35765.2,50691.1,96523.4,46079.9,30064.3,1446.6,2896.3,2523.7,5894.4
"ybaA",465,485.9,1909.2,2587.1,947,2014.7,3083.4,5260.3,56.6,90.5,1057.3,1574.9
"pdeB",179.5,219.9,246.6,296,173.5,314,249.1,320.7,44.9,46.3,191.2,95
"ylaC",719.4,1249.1,761.2,1156.6,427.5,861.1,1190.7,1207.3,301,497,747.6,361.2
"maa",677.7,1267.1,378.5,276.8,594.6,881.5,409.6,300.6,417.4,339.4,219.5,202
"hha",3785.5,1616.4,1672.3,1611.6,3533.2,1845.1,1258.3,1782.4,1078.3,700.1,1031.1,1340.5
"tomB",1779.4,876.9,2025.5,1142.4,1723.9,1004,856.5,1133.2,665.3,189.2,975,1134.7
"acrB",1680.8,1232.1,1221.6,1366.1,1592.4,1007.8,1423.9,1379.1,558.3,520.5,740.7,434.1
"acrA",1429.5,632.2,1012.2,1000.9,959.8,619.1,1324.8,1628.4,648.4,379.6,820.7,401
"acrR",296,328.4,291.8,254.5,432.3,407.4,226.9,125,99.2,100,118.9,71.7
"mscK",1047,906.9,554.2,660,1507.4,1108,600.8,495.1,169.5,163.6,107.3,107.3
"ybaM",563.7,548.1,652.6,525.1,687.8,1044.5,707.2,625,181.4,135.5,213.9,104.9
"priC",717.3,639.7,610.5,496.8,781.3,910.9,684,923.1,203.8,132.6,369.6,214
"ybaN",889,454.1,212.7,1184.7,952.5,1454.3,110.6,1648.5,485.3,192,134.1,462.4
"apt",4109.8,1426.2,268.6,568.6,4746.2,1132.8,515.9,836.6,1461.2,959.6,245.6,213.8
"dnaX",1191.5,947.7,637.4,446.9,1916.4,773.8,518,479.1,923.1,346.6,294.7,110.3
"ybaB",2884.6,2710.2,1855.5,1045.5,3599.3,1501.4,2004.8,1678.5,1566.2,788.5,733.2,254.6
"recR",2518.8,1901.2,1135.4,668.3,3365.5,1764.7,1393,1540.6,1367.2,633.5,587.3,151.3
"htpG",603.2,557.3,825.4,300.9,874.3,1261.1,525.8,583.5,262,73.6,187.6,72.4
"adk",6867.3,5358.9,2837.3,1059.2,8822.6,3517.2,2445.9,892.7,1388.9,1287.7,483.7,280
"hemH",513.9,945.8,1410.3,726.2,648.6,890.9,921.3,825.9,121,172.6,277.8,184.1
"aes",129.8,165.4,361.2,316.2,145.1,402.8,302.8,324.1,58.1,43.9,98.8,62.7
"gsk",1526.5,571,283,634.1,1227.9,543.3,446.5,243,337.3,165.1,95.8,60.5
"ybaL",1139.2,1063.8,1241.2,840.6,1091.7,1313.5,1070.2,874.2,308.3,244.9,496.8,193.8
"fsr",211.6,213.1,443.2,225.6,154.8,340.4,352.9,249.6,59.2,92.1,127.2,88.9
"ushA",565.2,1169.2,3449.2,1178.5,554.4,961.3,1560.7,1111.6,219,219.1,1194.6,298.6
"ybaK",374,471.7,511.4,91.8,413,365,333.7,108.4,51.3,74.6,76.2,42.5
"ybaP",365.9,453.2,476.5,248.7,375.4,549.7,323,254.9,147.8,120,148,89.4
"ybaQ",704.1,708.5,1449.5,2115.9,674,1355.7,981.8,1058.7,204.5,85.5,548.5,535.5
"copA",126.9,136.8,380.8,142.4,57,307,183.8,241.4,10.2,4.9,54.7,19.2
"glsA",158.8,214,667.2,1165.6,224.1,378.9,1586.2,3540.1,43.7,51.5,1585.9,791.2
"ybaT",179.2,206.9,320.3,562.4,252,406,631.1,1260.7,48.1,34.8,536.6,289
"cueR",590.6,689.1,994.3,647.2,286.4,237.3,723.6,808.5,115.3,111.4,477,254
"ybbJ",316.4,434.3,915.8,396,327.4,468.1,611.4,529.6,93.9,133.4,334.2,88.1
"qmcA",395.4,572.3,1326.2,484.4,321.3,370,507.6,364.5,93,100.9,251.5,78.7
"fetA",370.6,427.6,351.5,198.7,242.2,295.5,400.5,153,58.4,100.2,91.3,53.7
"fetB",262.3,301.9,283.8,176.5,248.9,1488.5,344.6,155.4,54,65.7,116.4,53.1
"cnoX",837.1,868.9,1562.3,696.3,951.1,2009.7,1130.5,1021.3,225.7,177.9,427,145.8
"ybbO",587.4,497.1,630,604.9,522.7,624.2,699.1,752.7,196.3,187.1,351.9,138
"tesA",494,534.2,716.7,576.1,549.3,1139.9,659.2,1101.7,203.8,232.3,348.7,201.2
"ybbA",220.7,249.4,481.6,699.2,286.2,504.1,319.3,693.6,104.4,98.5,144.6,133.9
"ybbP",401.5,489.6,549.4,828,194.5,413.8,385.6,357.8,169.5,126.1,418,148.4
"rhsD",117.6,100.8,96.1,106.6,139.4,173.6,14.6,7.7,35.6,10.7,60.2,30
"ybbC",88.5,63.6,75.6,91.1,71.5,102.2,15.2,27.5,58.6,8.6,48.1,51
"ylbH",NA,NA,NA,NA,NA,NA,NA,NA,13.9,8.1,15.4,16.9
"ybbD",NA,NA,NA,NA,NA,NA,NA,NA,145.2,55.3,185.5,144.2
"ylbG",NA,NA,NA,NA,NA,NA,NA,NA,54.1,21.4,90.3,47.3
"selU",453.2,425.5,343.4,280.1,680.5,723.5,550.6,785.1,292.7,116.1,218.3,129.7
"allS",143.3,175.2,155,238.2,131.4,275.8,143,206.1,75,60.7,130.5,58.7
"allA",262.6,341.5,473.8,520.8,345.7,455.1,340.7,277.2,66.6,119.5,124.9,84.4
"allR",520.3,1120.4,1642.4,1730.3,728.4,800.6,1375.3,2561.1,306.8,261.5,775.4,827.2
"gcl",61.2,143,167.1,220.1,189.4,201.8,110.6,139,29,43.2,74,48.1
"hyi",72.4,90.6,159.9,113.4,140.9,150.5,148.3,170.9,41,30.3,61.9,27.8
"glxR",94.6,126.6,21.4,266.2,54.1,90.7,152.8,275.5,11.1,42.8,51.1,30
"ybbW",26.2,119.8,134.8,16,72,96.1,7.1,35.2,3.3,2.1,4.4,3.9
"allB",165.4,166.2,286,323.9,117.3,239.9,211.1,252.2,28.3,53.5,188.1,123
"ybbY",80.9,115,69.5,117.9,21.5,113.5,21.1,102.5,4.3,28,24.6,14.4
"glxK",172.3,155.4,186.8,427.6,324.2,556.7,508.9,353,64.4,64.7,106.3,70.7
"allE",118.4,151.9,284.2,205.4,205,231.3,233.3,165.9,19.2,36.8,79,41.8
"allC",338.3,312.8,347.2,241.3,207.9,536,345.9,272.7,54.5,104.1,104.2,39.1
"allD",42.6,32.2,58.5,44.3,102.4,137,82.4,84.3,1.3,2.7,10.4,4.2
"fdrA",246.2,300.1,352.3,598.4,319.9,688.9,521.7,469.8,69.6,129,108.1,43.3
"ylbF",164.6,210.8,226.9,182.4,227.6,428.4,75.2,266.4,8.6,51.5,34.6,7.2
"ybcF",124.1,110.3,286.2,90.3,361.7,835.5,669.6,497.8,32.6,66.6,51.1,35.8
"purK",834.8,571.5,553.8,490.5,721.3,623.1,346.7,373,230.4,208.8,160,92.6
"purE",1033.4,679.8,329.5,528.1,1264.2,585.8,412.9,284.2,275.7,230.3,50.8,27.8
"lpxH",1124.6,668.4,539.1,767.9,1417.3,1091.9,739.7,1244.8,428.4,296.7,409.8,263.9
"ppiB",4655.2,3810.7,4520.5,3421.6,8153.9,3273.9,5363.6,4512.7,2124,1063.4,3604.7,2298.9
"cysS",1453.2,1002.8,679.2,643,1159.4,673.7,620.4,756.6,484,300.9,278.4,183.8
"ybcI",251.9,161.4,231.7,275.2,220.8,888.4,172.8,233.1,79,20.7,63.2,8.6
"ybcJ",579.6,411.5,260.2,125.9,366.7,1105.2,72,262.2,46.4,114.4,37.5,22.8
"folD",1610.3,913.5,580.9,684.9,1381.3,1008.4,598.3,520,610.2,374.7,275.8,157
"sfmA",112.4,179.3,210.4,29.6,40.7,102.5,87.1,73.4,11.5,14.8,80.4,41.1
"sfmC",42,68.2,55.9,99.7,17.7,126,5.6,71.8,23.5,16.5,26.3,20.4
"sfmD",75.6,93.4,72.7,117.3,11.2,71.5,24.6,28.5,26.6,2.7,34.7,27.7
"sfmH",59.4,63.1,21.7,14.7,16.3,108.4,69.1,57,6.6,4.5,7,3.7
"sfmF",121.9,123.9,37.8,147.7,142,188.9,79,24.4,8,18.1,9.8,44
"fimZ",3.1,58.5,22.9,10.6,13.6,9.9,28.8,1.7,1.3,0.4,2.6,0.5
"argU",1162.7,552,724,1024.2,1955.7,994.3,683.6,521.4,127.5,171.3,236.3,265.2
"intD",373.8,142.4,151.7,39.5,233.2,159,93.1,138.7,78,44.1,62.4,60.8
"exoD",NA,NA,NA,NA,NA,NA,NA,NA,91.8,13.5,74.3,50.4
"renD",NA,NA,NA,NA,NA,NA,NA,NA,124.5,78.4,64.7,77.8
"emrE",389,266.3,103.7,272.4,363.9,340.9,79.2,182.7,150.1,60.2,114.6,124.3
"ybcK",59.5,31.7,23.1,21.7,20.9,99.5,19.4,7,1.3,3.2,16.5,1.5
"ybcL",58.3,96.9,88.1,25.3,31.3,56.6,9.7,56.4,23.2,14,89.9,97.5
"ybcM",106.1,77.2,115.5,138.4,177.5,151.7,167.3,184.6,41.4,28.6,240.4,209.9
"ybcN",22.7,46.9,64.9,104,92.4,201.5,109.6,159.9,16.3,6.1,44.3,15.4
"ninE",39.8,65,67.1,45.9,26.3,178,21.4,38.4,49.6,4.6,103.2,66.3
"ybcO",182.2,346.9,635.5,373.2,142.1,428.7,188.4,184.6,33.1,54,28.5,13.8
"rusA",184.4,248.4,291.8,267.9,231.4,376.9,62.4,241,15.5,66,34,10.5
"quuD",65.8,86.9,148.4,232.5,88.8,31.8,24.1,76,20.4,16.8,62.4,44.5
"nmpC",272.1,1142.3,2314.9,445.1,325.4,689.5,1322.7,1200.2,649,1593.3,967.1,409.8
"essD",95.2,103.7,48.5,49.3,93.1,65.6,37.7,39.4,19.2,20.7,16.2,17.5
"rrrD",202,187,139.2,235.2,249.4,436.6,186.8,135.5,79.4,20.7,81,40.8
"rzpD",NA,NA,NA,NA,NA,NA,NA,NA,7.2,53.8,15,21.5
"borD",1207.7,983.7,120.4,28.4,1635.4,398.6,138.3,47.9,341.6,655.1,86.9,29
"ybcV",82.4,66.7,22.5,82.7,72.1,96.1,17.5,44.8,16.2,0.9,2.9,6.2
"ybcW",232.9,147.6,105.8,63.3,182,104.2,9.6,6.8,3.8,9.2,2.2,9.4
"tfaD",12.1,61.1,22.7,21.6,85.9,169.4,46.7,19.4,0.5,8.8,1,0.5
"ybcY",58.4,70,31.2,23.7,59.2,39.4,7.7,71,8.4,2.3,2.8,12.3
"tfaX",173.8,87,126.4,99.9,178.2,119.1,23.7,130.6,4.5,4.4,8.9,23.3
"appY",45,29.5,51.9,61.1,37.8,91.7,94.5,122.6,0.3,1.8,13.5,6.3
"ompT",2183.1,2342.5,1442.5,895.2,1526.5,1023.7,767.6,683.2,1218.1,1550.4,1324,923
"envY",35.7,64,66.1,66.4,44.7,61.4,68.6,46,3.3,4.6,13.3,0.8
"ybcH",130.5,149.3,134.8,109.9,145.5,23.9,24.6,27.7,20.3,14.3,19.2,35.8
"nfrA",186.5,193.9,132.7,391.9,222.1,174.8,69.2,104,13,71.4,23.8,43.4
"nfrB",193.1,174.9,150,204,265.8,232.6,148.2,391.5,28.6,42.1,51.9,22.3
"cusS",533.3,355.7,167.1,184.2,340.4,494.4,53.7,55.8,109.8,108.5,158.8,85
"cusR",500.4,510.1,585.8,339.1,618.9,2924,504.2,536.8,142.4,88,116,73.8
"cusC",116.6,106.6,96.7,108.9,124.7,242.3,29.7,106.6,19.4,7.1,9.4,3.8
"cusF",14.6,17.6,77.6,245.1,29.2,96.8,17.2,159.8,4.2,6.1,12.3,4.5
"cusB",255.1,266,337.9,402.6,49.5,81.9,62,62.5,52.7,84.1,111.7,47.7
"cusA",29.5,38.2,47.4,47.7,30.5,135.8,46.3,22.8,32.2,7,19.5,15.9
"pheP",280.7,280.8,208.9,87.5,498.5,59.5,47.6,57.3,82.9,41.5,24.4,48.6
"ybdG",240.7,292.6,220.2,152.9,323.5,350.6,173,226.6,42.9,42.9,56.6,44.1
"nfsB",1629.5,1753,1624.9,792.1,1534.5,1422.8,1160.4,923.5,457.4,352.8,528.8,430.7
"ybdF",242.8,529.5,598.7,139.3,209,458.9,377.7,420.2,157.5,94.1,293.9,182.6
"ybdJ",190.4,324,99.5,312,164.8,338.7,28.2,288.8,90,63.6,200.7,195.9
"ybdK",133.2,112.9,629,705,84.4,478.8,1095.6,1878.3,64.6,42.8,529.1,272
"entD",100.1,163.9,103.4,256.8,116.2,145.9,55,110.4,24.6,13.9,29.3,53.8
"fepA",354.4,341.1,483.8,1240.1,384.8,601.8,312.8,1284.6,208.2,79.4,274.4,411.8
"fes",141.4,158.6,173.3,346.2,185.6,192.7,219.3,1187.2,157.9,64.3,86.9,313.5
"entF",16.8,57.2,25.6,690.9,7.9,119.3,17.9,438.7,5.5,11.1,29,492.1
"fepE",68.2,150.8,144.7,74.3,22.6,249.6,144.2,140,16,51.4,24.7,4.8
"fepC",186,260.5,258.5,435.2,113.5,159.4,198.4,342,89.1,69.1,36,101.9
