"","0","0 | 1","0 | 2","0 | 3","0 | 4","900","1800","2700","3600","5400","0 | 5","0 | 6","0 | 7","0 | 8","0 | 9"
"ugpE",0.984866442895551,0.984866442895551,0.775930854274856,0.855595025682602,0.78567251666758,1.42800397968506,1.09353545748463,1.2736774753265,1.29235283063749,1.76663010296293,0.798851916449148,0.989656656415207,0.721964597761248,0.90877811644852,0.564091068728256
"dctA",0.567621051073032,0.477310507069858,1.14710702422617,0.674083865868528,0.713507252858939,0.94409241915025,0.728499556949005,0.598324481615357,0.72396908618978,0.993092495437036,0.840896415253715,0.70417211345604,0.568802613936252,0.640379930664885,0.44658292617638
"uhpA",0.604577837916681,0.756283998641981,0.950000382874886,0.670356295790168,0.869344560090022,1.34443499415263,0.907519155317161,1.07103082319145,1.06658578083176,1.45095220783418,0.884540435331541,0.863339558574412,0.792234810924969,0.759435844907265,0.586417474615939
"bcp",0.754190038343289,0.75471298426028,1.38223220652858,1.12583858613676,1.27015098253879,0.910038824080899,1.29863860272988,0.972654947412286,1.16634936978847,1.94261499108327,1.37745004638314,1.08147476348362,1.17609125029096,1.12818213745651,1.320422841015
"cmtA",0.570381857934212,0.71054602159068,1.02101212570719,0.753667454779191,0.869344560090022,1.41323364388273,0.993781093322555,1.15508578455358,1.16554119813456,1.68062750446656,0.571569167707018,0.799405830352472,0.636397467637971,0.616853584904748,0.502780290199234
"trkA",0.693034942825207,0.922103117912631,1.0882424416708,0.954621014139717,1.1558867065548,0.980099415341871,1.20999408921929,0.844986384412514,1.11728713807222,1.77276339838973,0.917639882311365,1.11110872865509,1.03025395362007,0.967947026893737,1.06806540804785
"ugpB",0.883315051481465,2.11403608112276,0.853817714391245,1.75686093647672,1.71832150989437,1.02740143937896,2.34892394242731,1.05482231706806,1.61552155521922,1.87254449486898,1.02030465924846,2.06479707096648,1.3491025343397,1.59992025666551,1.22858698044565
"dppD",0.604577837916681,0.708087719107272,1.12896440480613,0.657015813574686,0.778085176555419,1.06437018245336,0.868140227601043,0.843815796130018,0.878430468238362,1.16150873192572,0.675955416514063,0.790589116603944,0.697855382061083,0.683967651951245,0.461051558956316
"glvB",0.931740429304773,0.733058378594605,0.891928519420093,0.660669202829133,0.831622098374906,1.56157298521478,1.07698637619305,1.4005563208872,1.38031735339663,1.67829927421308,0.751059963470465,0.701735863019538,0.571569167707018,0.787307976569203,0.402483068810561
"lepB",0.640823962080097,0.590087171668101,0.90125046261083,0.720464874418961,0.784584097896751,1.34257250278026,0.917004043204671,0.998614666101029,0.84147948228538,1.26137740883125,0.915733686418126,0.78567251666758,0.769503610080431,0.789493886700555,0.610473256334567
"galP",0.603321959860381,0.712518807074392,1.02526723788859,0.896888159662015,1.09429370126074,0.844400887423782,0.919550046151658,0.76312960448028,0.835087919428369,1.27987241384431,0.824733548610081,1.13053056712459,0.875998315067126,0.77110541270397,0.742776460330414
"gspG",0.703684187662699,0.865136690584988,1.11033883362864,0.90250072746243,0.994470168673214,1.15829280619464,1.03526492384138,1.03454758151891,1.20246924889818,1.51887168981453,0.734584316639154,0.989656656415207,0.750019494642909,0.788946840852465,0.615999036722878
"livG",0.877213548732822,1.05995278339728,0.877213548732822,1.05995278339728,0.877213548732822,0.94343825089536,1.13997327269346,0.94343825089536,1.13997327269346,0.94343825089536,0.877213548732822,1.05995278339728,0.877213548732822,1.05995278339728,0.877213548732822
"dppB",0.615572206672458,0.857970530428691,1.15909595190446,0.919550046151658,0.768970415635134,0.741747466920561,0.863938187400277,0.664803554090857,0.645728675151167,0.895645670090849,0.903752726751086,1.08598185632229,0.9138314502294,0.66803703919505,0.608783009331493
"tnaB",0.921464186198704,0.90250072746243,1.29056249045178,0.806641759222126,1.12661922849728,1.31130201421565,0.998614666101029,1.19168257457405,1.32133840565827,1.57134503333516,0.677362488742684,0.956608158091874,0.830470024090894,0.858565436437754,0.643048741715302
"yebQ",0.707597080163328,0.922103117912631,1.16958766405195,0.907519155317161,1.75564359521904,1.27015098253879,1.01395947979003,1.22348804113187,1.31403162714937,1.63693836318161,0.74535519339946,0.90250072746243,1.52308873970326,0.712025097798536,0.79608809877878
"otsA",0.832198734711525,1.71713087287551,1.20246924889818,1.67481297501685,1.3764956015907,1.03957943517528,3.33803712462164,1.8881848383005,1.96427919052678,2.89386977174105,1.11342161822869,2.48457656356888,1.17121018121881,1.63920921527503,1.92118972790695
"rlmE",0.492774668469685,0.646624465943743,1.04030026652199,1.24487423538217,1.03025395362007,1.10496448479991,1.50420375138869,0.880869374126979,1.14234624684855,1.60658799351407,0.833931043824964,1.06289567435855,0.814507563070215,0.733566672083662,0.815072332402625
"cspA",0.528142812675929,0.518709968282806,1.06880599121101,0.857970530428691,0.907519155317161,1.97657130300147,0.864537231307865,0.472373520498603,0.592546385470791,0.796640096285583,0.420156876116641,1.75442709746564,0.384485207817567,0.381036207584942,0.31643914849257
"ampC",1.09202054574565,0.679714120953369,1.70054832012839,1.2074805914865,1.62563120396864,1.03526492384138,1.05117290908771,0.801625329399394,0.857970530428691,1.30676525389317,1.01185320102693,0.752623373705534,0.733058378594605,0.719965659257343,0.731028724200017
"yebZ",0.573553512113083,0.585605090609405,0.9246632781137,0.807760777609608,0.94409241915025,0.951318276331799,0.870550563296124,0.752623373705534,1.0111520808513,1.29414565448285,0.837406487508427,0.77646887500104,0.594603557501361,0.750539548757186,0.56330961424864
"sdiA",0.726986258660155,0.882091365197177,0.726986258660155,0.882091365197177,0.726986258660155,1.13366941277842,1.37554181813974,1.13366941277842,1.37554181813974,1.13366941277842,0.726986258660155,0.882091365197177,0.726986258660155,0.882091365197177,0.726986258660155
"envR",2.40994462998957,0.72396908618978,0.904379377561088,0.672683604260913,0.819036697859828,1.47938750924884,0.985549336939371,1.40639319991312,1.6077019814863,1.85960988522632,0.561360711036804,0.73866903179128,0.586011141837257,0.822450068712464,0.429580377473592
"emrD",0.84968499913865,0.882091365197177,0.92082569720504,0.685866644295299,0.873572895916694,1.49484924863494,0.988285651500733,1.36225803464049,1.3660402567544,1.7111900513652,0.683493725970905,0.71301285868207,0.614293490222825,0.818469181590804,0.591725510876286
"btsT",0.711038705293637,0.823020345278708,0.711038705293637,0.823020345278708,0.711038705293637,1.21503679190502,1.40639319991312,1.21503679190502,1.40639319991312,1.21503679190502,0.711038705293637,0.823020345278708,0.711038705293637,0.823020345278708,0.711038705293637
"cutC",0.693515484565693,0.66989180121392,1.03741993656561,0.988285651500733,0.938221196500671,1.19250887233063,1.06363267289318,0.938221196500671,1.08297504552592,1.60881674188383,0.855595025682602,0.903126510151822,0.770037174236072,0.779704842611323,0.684916489982783
"fliI",0.759962428200758,0.84147948228538,0.861546159712017,0.717972255311718,0.945402116750744,1.30224418956903,0.977385766410805,1.08673486252606,0.975355461527642,1.67017583885674,0.70417211345604,0.847332434946118,0.591725510876286,0.741747466920561,0.540737381741809
"mscL",0.779704842611323,1.21419488439505,0.779704842611323,1.21419488439505,0.779704842611323,0.823591017267573,1.28253660276225,0.823591017267573,1.28253660276225,0.823591017267573,0.779704842611323,1.21419488439505,0.779704842611323,1.21419488439505,0.779704842611323
"ibpA",0.648419777325505,0.500693627855667,0.808881348361739,0.995849753094458,0.957271458195298,1.10266916306891,0.877213548732822,0.665264520540343,0.975355461527642,1.1313144628459,0.9246632781137,1.02313746973443,0.910669833591978,1.0245568230328,0.767373048000443
"opgB",0.795536483754919,0.929160674250913,0.795536483754919,0.929160674250913,0.795536483754919,1.0762401247838,1.25701337452183,1.0762401247838,1.25701337452183,1.0762401247838,0.795536483754919,0.929160674250913,0.795536483754919,0.929160674250913,0.795536483754919
"cheZ",0.909408251800733,0.829319545814442,1.06437018245336,0.790041311863377,0.922742492653798,1.08673486252606,0.983502074026248,1.30224418956903,1.37458869557203,1.67481297501685,0.922103117912631,0.94343825089536,0.913198250011992,0.893785162356787,0.511568734867216
"fliK",0.866937563514687,0.842062953608416,1.08372596684478,0.865736565519658,0.821880187294851,1.2192550940763,0.932386486436833,1.09885421757688,1.35378627905246,1.3995858655952,0.757333157938488,0.959264119325264,0.922742492653798,0.857376036634172,0.587230985606827
"emrB",0.922103117912631,0.870550563296124,1.11573932232496,0.93432734688318,0.907519155317161,1.15188764234936,1.06732533803996,1.11342161822869,1.16312004154785,1.68179283050743,0.885767519102361,0.920187650624875,0.91891288347905,0.916368644675351,0.628506687260914
"ftsX",0.831622098374906,0.845572287377517,1.07997655983288,0.922742492653798,1.0762401247838,0.936921446872426,0.969289816935065,0.889458993537898,1.11728713807222,1.39088197170999,0.967276329613932,0.779704842611323,0.932386486436833,0.933032991536807,0.613017430026578
"sodA",1.42405019559707,1.2074805914865,2.09943336724613,2.29421404845233,2.41831135166672,0.70466037757101,1.20915567583336,1.2074805914865,1.87384289374485,2.6982050686794,1.42109204318136,2.21606469572985,3.56524198358788,2.67029660659182,3.9394657715822
"sfmC",0.780786492607391,0.7791645796605,0.780786492607391,0.7791645796605,0.780786492607391,1.2834258975629,1.28075986132977,1.2834258975629,1.28075986132977,1.2834258975629,0.780786492607391,0.7791645796605,0.780786492607391,0.7791645796605,0.780786492607391
"holE",1.21756601866299,0.729004689408289,2.00833508647795,1.30676525389317,1.44292868686163,1.18181154693437,0.978741650397436,0.862143545017596,1.02242853060992,1.42701450571788,0.967947026893737,0.808320868805567,0.720964435730112,0.71301285868207,0.65022007327424
"ung",0.923382310729395,0.988970916380931,1.42503761414878,1.37554181813974,1.34071259158034,0.992404374685819,1.18263100024414,0.691595314505482,0.899378312147752,1.1149662187277,1.06437018245336,1.04391192742172,0.930449657703015,0.839149637106542,0.725979139951947
"gspB",0.954621014139717,0.758383772687221,1.07177346253629,1.01959768299819,1.07922823650443,1.15188764234936,1.03454758151891,1.15268634679886,1.29863860272988,1.53368265967309,0.770037174236072,0.782411781736511,0.674083865868528,0.802181166352486,0.611320138846034
"rep",0.75471298426028,0.959264119325264,1.74835724082075,1.13918337722211,1.23541863712693,1.00905163384468,1.19168257457405,1.02811382665607,1.00277643590108,1.69231719320058,0.947370070599268,1.06880599121101,1.05336103595484,0.892546971472977,0.801069877589622
"mrr",0.831045861593648,0.76365874898035,1.09961614931455,0.788946840852465,0.900001929793512,1.27015098253879,1.01536610086943,0.9246632781137,1.04608493979253,1.32225460514257,0.934975197751455,0.973329374158238,0.745872013345733,0.877213548732822,0.532923368033971
"dbpA",1.09657158858789,0.823591017267573,0.853817714391245,0.622868707784737,0.755759964158113,1.52943627788277,1.01889119661672,1.33052904108069,1.37745004638314,1.74714579183339,0.947370070599268,0.748980467212091,0.604577837916681,0.903752726751086,0.400257405328151
"ruvA",0.683967651951245,0.747424624317469,0.940174202509126,0.74071989901016,0.911301280637142,1.43594451062344,1.35191083302813,1.45195827990389,1.63580411711556,2.11550192723685,1.11883710103571,1.07177346253629,1.24833054890161,1.13918337722211,0.9246632781137
"yfjH",0.699308041369231,0.73509366819452,0.861546159712017,0.753667454779191,0.871154192142256,1.2192550940763,0.997231251352069,1.20413738123142,1.42998498636169,1.71832150989437,0.767373048000443,0.80552429104875,0.606256409530869,0.741233504901418,0.521232880420561
"tag",0.826450318154212,1.03885910329766,1.11419365081933,0.817902058557781,1.00905163384468,1.28520633746937,1.03168317930136,0.938221196500671,1.16070391438372,1.45902034424018,0.857376036634172,0.971980987981352,0.795536483754919,0.788946840852465,0.647970482716667
"uvrD",0.639049681601526,0.889458993537898,1.45095220783418,0.93757109645711,1.29773876693918,0.963929807740643,1.58117823320789,1.33145161323637,1.40541870020672,2.73397490388362,1.2596299799474,1.3966785324674,1.85574695294257,1.4329616503731,1.6437603745897
"dnaT",0.896266699569405,0.915099168127928,1.05555371763797,0.878430468238362,0.977385766410805,1.27809936320305,1.15668818390529,1.15108949132776,1.29056249045178,1.94665874831648,0.779704842611323,1.04536010020516,0.889458993537898,0.844400887423782,0.866937563514687
"hrpA",0.810565119885309,0.872362705770759,0.810565119885309,0.872362705770759,0.810565119885309,1.14631218572838,1.2337071698095,1.14631218572838,1.2337071698095,1.14631218572838,0.810565119885309,0.872362705770759,0.810565119885309,0.872362705770759,0.810565119885309
"dcm",0.836246399914063,0.799405830352472,1.32960710818171,0.9246632781137,1.04608493979253,1.11419365081933,0.920187650624875,0.869947352708651,0.903126510151822,1.37268443125491,1.03025395362007,0.837987134667949,0.802737388715953,0.780786492607391,0.552099423581546
"stpA",0.688247800795349,0.978063473447339,0.688247800795349,0.978063473447339,0.688247800795349,1.02242853060992,1.45296504957137,1.02242853060992,1.45296504957137,1.02242853060992,0.688247800795349,0.978063473447339,0.688247800795349,0.978063473447339,0.688247800795349
"dfp",0.723467442935263,0.986232704493359,0.723467442935263,0.986232704493359,0.723467442935263,1.01395947979003,1.38223220652858,1.01395947979003,1.38223220652858,1.01395947979003,0.723467442935263,0.986232704493359,0.723467442935263,0.986232704493359,0.723467442935263
"polA",0.555554364327547,0.615572206672458,1.06584673606794,1.16231410751812,0.948026965128645,0.933032991536807,0.925946022527324,0.592135805926816,0.721964597761248,1.09809281378705,0.929160674250913,0.976708528962227,0.875998315067126,0.821310700752066,0.588861394797491
"rob",0.911301280637142,1.2033030259995,1.52203338083936,1.43097652002291,1.33422316967777,0.852634891767957,1.17283494923188,0.697855382061083,0.825305408512657,1.21083308395055,1.25527199128264,1.4142135623731,0.952637998043937,1.01747969210269,0.972654947412286
"xthA",0.919550046151658,0.734075318017052,1.11573932232496,0.829894585589983,0.840896415253715,1.21503679190502,0.781869643128594,0.843231110250112,1.04102159768411,1.31585452502901,0.971307495541633,0.886381699194867,0.760489376620505,1.02101212570719,0.538866572521835
"alkA",0.84909624644684,0.867538687152068,1.1313144628459,0.90877811644852,0.917004043204671,1.14949484803468,1.16473358646846,1.12349990303165,1.41912335620038,1.59217619755756,0.748980467212091,0.879039560911787,0.677362488742684,0.927873476471283,0.523405140987288
"mutS",0.890075733252496,0.850863729506541,1.13681697323601,0.876605721316035,0.960594863953477,1.16796739461312,0.921464186198704,1.02811382665607,1.04681028197458,1.42998498636169,0.790589116603944,1.08447740884306,0.74432262758327,0.910669833591978,0.603740295743248
"dinD",0.956608158091874,0.823020345278708,1.09505247079357,0.945402116750744,1.09353545748463,1.36888381309184,1.89736863028091,2.40994462998957,2.90794503464062,3.16016524745351,1.50942596852056,1.98068574386605,2.24388696106097,1.8777434946309,2.15995311966576
"hupA",0.739181215636921,0.778624691061662,1.29594096543333,1.15029189335061,1.10037860936614,0.560583039014254,0.861546159712017,0.491751037013124,0.616426162731903,0.70417211345604,1.15989965450543,1.05190177920387,1.13209890211067,0.979420297586927,0.803850990743151
"pcnB",0.680657058249737,0.789493886700555,1.5540145375681,1.18591449941095,1.08297504552592,0.914465089499901,0.76312960448028,0.683493725970905,0.709561678100191,1.10190511587661,1.13839402907488,0.922103117912631,1.0083524548946,0.925946022527324,0.681129017320244
"vsr",1.07326028639345,0.762600826628142,1.05995278339728,0.7791645796605,0.777546035882558,1.69114457475503,0.999307092990453,1.36698745194181,1.36793530390249,1.72070526122288,0.939522749214012,0.77431902785322,0.604577837916681,0.782954296256543,0.459456441739525
"metC",0.872362705770759,0.811127155577043,1.51676754537444,0.92082569720504,1.15428541751684,0.986916545885842,0.926588061890371,0.939522749214012,1.05263115470944,1.63127498667802,1.01959768299819,0.876605721316035,1.18099266142953,1.08748839085488,0.948684315140454
"glnG",1.10956947206785,0.852044095074866,1.29324893188749,1.24401165329847,1.05628562535186,0.989656656415207,0.877213548732822,0.71301285868207,0.90877811644852,1.16796739461312,1.11573932232496,1.00556058039847,0.721964597761248,0.850863729506541,0.604997044609646
"cadA",1.04391192742172,0.74432262758327,1.05482231706806,0.571173123424273,0.730016005327261,1.60102962131261,1.04536010020516,1.44793817237956,1.37840515297563,1.71594106085738,0.762600826628142,0.75471298426028,0.574349177498517,0.888226795842405,0.441963765531836
"purK",0.742776460330414,0.638606879597695,1.3918463918311,0.690158676698315,0.911301280637142,1.08372596684478,0.752623373705534,0.571173123424273,0.688247800795349,1.01889119661672,1.0217200827143,0.705637921704346,0.674083865868528,0.786217292140332,0.470087101254563
"amn",1.28431580898943,1.30134185544193,1.15428541751684,1.22094651266913,1.54542109929597,1.10496448479991,1.12038921419418,0.808320868805567,1.12661922849728,1.48658298443101,1.23456260689354,1.41814003567946,1.19168257457405,1.23884869778391,1.11573932232496
"tdcA",0.748461493396346,0.863938187400277,0.748461493396346,0.863938187400277,0.748461493396346,1.15749021699012,1.3360740783901,1.15749021699012,1.3360740783901,1.15749021699012,0.748461493396346,0.863938187400277,0.748461493396346,0.863938187400277,0.748461493396346
"asnC",0.808881348361739,0.773246337455317,0.808881348361739,0.773246337455317,0.808881348361739,1.29324893188749,1.23627526092095,1.29324893188749,1.23627526092095,1.29324893188749,0.808881348361739,0.773246337455317,0.808881348361739,0.773246337455317,0.808881348361739
"glnA",1.24401165329847,1.11883710103571,1.24401165329847,1.11883710103571,1.24401165329847,0.893785162356787,0.803850990743151,0.893785162356787,0.803850990743151,0.893785162356787,1.24401165329847,1.11883710103571,1.24401165329847,1.11883710103571,1.24401165329847
"argI",0.824162084953241,0.333787075823977,3.39403160682358,0.639492790638714,1.1376052278725,0.945402116750744,0.542990928161147,0.733566672083662,0.638606879597695,1.15668818390529,0.953298545288159,0.651122094784514,0.941478464541206,0.73509366819452,0.574747424017338
"deoR",0.980099415341871,0.775393206347005,1.01185320102693,0.811127155577043,1.04246576084112,1.40347172603908,0.875391329694264,0.94409241915025,1.08899701533611,1.57461595313841,0.806641759222126,0.773782496771195,0.709070017839729,0.853226098112067,0.546010272872826
"cdd",0.903126510151822,0.799960128332753,0.804408370941916,1.0245568230328,0.803293996757034,1.50107909751437,0.953298545288159,1.35848628454894,1.30314714936329,1.71832150989437,0.752623373705534,0.754190038343289,0.643940814754913,0.854409740889733,0.494485458190466
"ilvL",0.863938187400277,0.859756486243006,0.863938187400277,0.859756486243006,0.863938187400277,1.16312004154785,1.15749021699012,1.16312004154785,1.15749021699012,1.16312004154785,0.863938187400277,0.859756486243006,0.863938187400277,0.859756486243006,0.863938187400277
"trpR",0.857970530428691,0.765778998547191,0.906890328933143,0.872967591133763,0.813943185070435,1.37936092182706,0.967947026893737,0.585199320737295,1.25266443862413,1.72309231942403,0.658383461029622,0.764188260382583,0.608361179317034,0.769503610080431,0.484309094613314
"cmk",1.00975129759669,0.877821797609519,1.9251888862035,1.10573065332027,1.44092974883792,0.847919964633148,0.768437590644006,0.627635995641322,0.793883930931652,1.11033883362864,1.22348804113187,0.94409241915025,1.02740143937896,1.01677467329196,0.77646887500104
"nrdB",0.936921446872426,1.56049096034741,1.52837652076517,1.16796739461312,1.18099266142953,1.10649735309227,0.9841840220338,1.54221082540794,2.33269873957693,4.1872411278983,1.09353545748463,1.30224418956903,1.78757032471357,2.06479707096648,2.78948733270081
"aroE",0.727994774499543,1.03598276356002,1.37363623342962,1.02101212570719,1.12896440480613,0.9356234978314,1.04536010020516,0.891928519420093,0.869947352708651,1.30134185544193,0.90250072746243,0.995849753094458,0.936921446872426,0.866336856400087,0.663882579191219
"argE",1.01818519976462,0.964598184584138,3.68585674479482,1.14076371586842,1.71356390953714,0.739693754624419,0.76365874898035,0.693034942825207,0.840896415253715,1.50316147806556,1.09657158858789,1.02668954572,1.34536720852183,1.15668818390529,1.25440220452099
"carB",0.592135805926816,0.185308376225354,1.30224418956903,0.714497069870547,0.56998663634673,0.623732785957023,0.267572174606656,0.178748123295211,0.277008086966231,0.29138529953364,1.10190511587661,0.376572616658453,0.350381862270187,0.522317881432116,0.221902834317374
"pyrC",1.19664896323071,0.376311686852767,1.57352489070713,1.06732533803996,0.852044095074866,0.581157053759059,0.241819082403483,0.170755032094299,0.284401306968126,0.32511003663712,1.43594451062344,0.39804404938939,0.460093825312438,0.554016173932463,0.316219885588484
"purC",0.855595025682602,0.569591688611057,1.27898558127743,0.808320868805567,0.885153764579545,0.865736565519658,0.572758948989878,0.447202450891303,0.597081593537295,0.789493886700555,1.21335356024869,0.698339266233699,0.764718138941384,0.860949188338904,0.592135805926816
"moeA",0.854409740889733,0.831045861593648,0.922103117912631,0.775393206347005,0.845572287377517,0.862143545017596,0.938871747315452,0.822450068712464,0.871154192142256,1.20163604952685,0.924022572446823,1.01677467329196,0.730016005327261,0.867538687152068,0.61386784195753
"cobS",0.797745239809033,0.857970530428691,0.948026965128645,0.748461493396346,0.929804942613162,1.09809281378705,1.00069338746258,0.905633983017823,1.10573065332027,1.36983297996557,0.866336856400087,0.872362705770759,0.674551267169849,0.735603372927869,0.483638164806966
"gshA",0.726986258660155,0.965267024871757,1.30585978708892,1.04391192742172,1.19913991379111,0.958599438492977,1.18838310505693,0.816203046150902,1.01959768299819,1.47631440568283,1.2074805914865,1.18838310505693,1.29773876693918,1.18920711500272,0.971307495541633
"hemX",0.790589116603944,0.842062953608416,1.08147476348362,0.727994774499543,0.891928519420093,1.30857807145501,1.0245568230328,0.831045861593648,1.05044454401075,1.44894215455488,1.16796739461312,1.03383073624796,0.819604607637517,0.889458993537898,0.606676780124346
"ubiA",0.809442216547408,0.823591017267573,1.04898932757495,0.722966147272874,0.975355461527642,1.41029796048439,0.980779003988551,0.89316585235276,1.16312004154785,1.57461595313841,0.835087919428369,0.929804942613162,0.739181215636921,0.878430468238362,0.658383461029622
"ybbP",0.967947026893737,0.777007268784049,0.889458993537898,0.62157483445197,0.809442216547408,1.50316147806556,1.05409142329074,1.36698745194181,1.29324893188749,1.74110112659225,0.814507563070215,0.717474767303352,0.601234624449089,0.827023368443266,0.504176227447298
"pncB",0.792784136610284,0.651122094784514,1.09733193757924,0.865136690584988,0.862143545017596,0.947370070599268,0.88699630515215,0.608361179317034,0.696888619343735,1.13053056712459,1.14313833541404,0.820741608810498,0.790041311863377,0.688247800795349,0.710053679271714
"folE",1.320422841015,0.751580739032781,1.77030752915909,1.11728713807222,1.87644239300134,0.904379377561088,0.659753955386447,0.405563577788521,0.659296807246183,1.37554181813974,1.88295692908241,0.816203046150902,1.14710702422617,1.01255480735049,1.3764956015907
"gshB",0.988285651500733,1.15428541751684,1.42109204318136,1.24487423538217,1.31494276020507,0.997922718999051,1.03383073624796,0.693996359507796,0.931740429304773,1.33422316967777,1.24746557191405,1.16231410751812,1.20246924889818,1.10880064360307,0.879649075922436
"hemC",0.583174684894234,0.751059963470465,0.960594863953477,0.731535610352163,0.752623373705534,1.31221125459196,0.914465089499901,0.966606097064973,1.08297504552592,1.4349495346067,0.856188284546457,0.855002177891973,0.69207485802574,0.767905134851049,0.526680517977418
"yaaW",0.719965659257343,0.726986258660155,0.979420297586927,0.773246337455317,0.915733686418126,1.42109204318136,0.959264119325264,1.13524210214606,1.41715739650822,1.77645359168481,0.641712948781452,0.697855382061083,0.565265283562296,0.766309980103892,0.515841589650679
"allC",0.951977908497531,0.786217292140332,0.799960128332753,0.692554734055462,0.697855382061083,1.5540145375681,0.986232704493359,1.48555292066083,1.3995858655952,1.8378257669581,0.527776858818983,0.682546858942583,0.556325060292417,0.810565119885309,0.435879119768531
"pabC",0.823020345278708,0.772175133091785,0.823020345278708,0.772175133091785,0.823020345278708,1.29504299885442,1.21503679190502,1.29504299885442,1.21503679190502,1.29504299885442,0.823020345278708,0.772175133091785,0.823020345278708,0.772175133091785,0.823020345278708
"menE",0.79608809877878,0.90250072746243,0.857376036634172,0.79608809877878,0.90250072746243,1.16634936978847,1.25614238114353,1.10803234786493,1.16634936978847,1.25614238114353,0.90250072746243,0.857376036634172,0.79608809877878,0.90250072746243,0.857376036634172
"ribB",0.862143545017596,0.978063473447339,1.00486382042379,0.885153764579545,0.979420297586927,1.10496448479991,1.06068774136822,1.02668954572,0.914465089499901,1.28075986132977,0.936272247434492,1.14949484803468,1.04246576084112,0.799960128332753,0.748461493396346
"hemN",0.782954296256543,0.840313752233282,1.66786208764993,1.33514830329591,1.01959768299819,0.751580739032781,0.94343825089536,0.718470088272032,0.608361179317034,0.861546159712017,0.998614666101029,0.970634469769547,0.825305408512657,0.633756261017212,0.541487522762962
"can",0.75680839648479,0.885153764579545,1.58008262372675,1.49796093442418,1.36225803464049,0.70466037757101,0.950000382874886,0.672217497076313,0.993092495437036,1.58997050189795,1.29414565448285,1.2860974834306,1.35472497748537,1.46003201065452,1.75199663013425
"ylbF",0.9841840220338,0.831045861593648,0.970634469769547,0.762600826628142,0.867538687152068,1.56157298521478,0.976031760776225,1.19168257457405,1.32684514059716,1.59881166070494,0.698823485925533,0.751580739032781,0.651573574681647,0.788400174056278,0.443805668634749
"hemA",0.683493725970905,0.788400174056278,1.03670110101972,0.944747040997206,0.914465089499901,1.04898932757495,0.982139595263391,0.88884268116657,0.915099168127928,1.29414565448285,1.00905163384468,1.03454758151891,0.929804942613162,0.924022572446823,0.628071190571764
"menB",0.741747466920561,0.977385766410805,1.21672235863407,1.01818519976462,1.12349990303165,1.20664391972076,0.965936328924846,0.882702996290655,0.919550046151658,1.3717332885906,1.12974721457012,0.975355461527642,1.03168317930136,0.922742492653798,0.654742711541783
"ispB",0.983502074026248,1.01959768299819,0.983502074026248,1.01959768299819,0.983502074026248,0.980779003988551,1.01677467329196,0.980779003988551,1.01677467329196,0.980779003988551,0.983502074026248,1.01959768299819,0.983502074026248,1.01959768299819,0.983502074026248
"menA",0.775930854274856,0.894404901782606,1.01185320102693,0.980099415341871,0.948684315140454,1.22773568391506,1.06732533803996,1.12818213745651,1.08297504552592,1.68997276882503,0.92082569720504,0.917639882311365,0.869344560090022,0.818469181590804,0.669427628489221
"yafE",0.844400887423782,0.808320868805567,0.976031760776225,0.820172911196726,0.917004043204671,1.404444875738,1.03670110101972,1.19416318707459,1.27103168930567,1.70645219622413,0.846745312362527,0.891928519420093,0.66989180121392,0.84968499913865,0.584388624280623
"citE",1.06584673606794,0.832775770880549,0.948026965128645,0.721964597761248,0.877213548732822,1.54328017505893,1.03168317930136,1.41323364388273,1.35942824190674,1.86606598307361,0.953959550547558,0.764718138941384,0.602486157497393,0.890692900606681,0.517632461920689
"arfB",1.06142320894979,1.03813927054306,1.38223220652858,1.3435034257213,1.404444875738,1.27103168930567,1.28788162950983,1.07997655983288,1.20080342748521,1.88687650179072,0.989656656415207,0.997231251352069,0.893785162356787,0.895645670090849,0.869947352708651
"ykfJ",1.01677467329196,0.748980467212091,0.867538687152068,0.911933165519769,0.868742185150623,1.44092974883792,1.05409142329074,1.404444875738,1.42405019559707,1.87644239300134,0.786762445353566,0.857376036634172,0.606676780124346,0.850863729506541,0.546388869550476
"yagN",1.02526723788859,0.915733686418126,2.03637039952924,2.33431620363694,2.90190441566836,1.49692298679269,1.88556907183648,0.807201074504765,1.19913991379111,2.00416321015927,1.33052904108069,1.27987241384431,1.05775096361843,0.872362705770759,1.79626474576787
"ykgF",1.01889119661672,0.800514810656303,1.09885421757688,0.789493886700555,0.898132372883934,1.49277838329695,0.980779003988551,1.32317143990812,1.33237482509202,1.55186170854971,0.819604607637517,0.733058378594605,0.622005826649234,0.845572287377517,0.467487598875728
"yaiO",0.959929261038908,0.726986258660155,1.00556058039847,0.652477473844479,0.819036697859828,1.40932075514202,1.0475361270998,1.37936092182706,1.32776515838244,1.83146737283625,0.635515844652833,0.660669202829133,0.571569167707018,0.801069877589622,0.502780290199234
"yaiI",0.892546971472977,0.769503610080431,1.04826247551693,0.75471298426028,0.829319545814442,1.3717332885906,0.997922718999051,1.01466254658088,0.991716730738293,1.42998498636169,0.820172911196726,0.93432734688318,0.734584316639154,0.69207485802574,0.597495602428391
"trmO",0.854409740889733,0.907519155317161,1.1149662187277,0.741233504901418,1.00556058039847,1.38606988565041,1.02384690042844,1.05775096361843,1.12505848468881,1.67017583885674,0.807201074504765,0.859160754947185,0.707106781186548,0.691116103264291,0.663422570298581
