"","0","0 | 1","0 | 2","0 | 3","0 | 4","900","1800","2700","3600","5400","0 | 5","0 | 6","0 | 7","0 | 8","0 | 9"
"tauA",0.9841840220338,0.986916545885842,1.02030465924846,0.475000191437443,1.14155470712677,1.50003898928582,0.9841840220338,1.31585452502901,1.18591449941095,1.57898777340111,0.804408370941916,1.09733193757924,0.764718138941384,0.867538687152068,0.505576040425652
"ybhI",0.89875512661103,0.770571108358408,0.89875512661103,0.770571108358408,0.89875512661103,1.29773876693918,1.11265012058483,1.29773876693918,1.11265012058483,1.29773876693918,0.89875512661103,0.770571108358408,0.89875512661103,0.770571108358408,0.89875512661103
"ydcS",0.948026965128645,0.931094819830229,1.14155470712677,0.651573574681647,1.15668818390529,0.971980987981352,0.871154192142256,1.10266916306891,0.842646829503152,0.991716730738293,0.84615859660029,1.1313144628459,0.807760777609608,0.770571108358408,0.50034669373129
"frvB",0.868140227601043,0.910669833591978,1.06142320894979,0.737134608645551,0.906261938267334,1.25266443862413,1.12505848468881,1.39764697185107,1.14949484803468,1.51256799728396,0.79608809877878,0.989656656415207,0.65610562729598,0.725979139951947,0.514056913328033
"fecR",0.768970415635134,0.837406487508427,1.20580782769076,0.895025070927972,2.23147864464993,0.953959550547558,0.866336856400087,1.26400309845281,1.72667911714882,2.65185152059732,0.719965659257343,0.865736565519658,1.01677467329196,1.1328838852958,1.22264027769207
"ybaT",0.844986384412514,1.04536010020516,1.09353545748463,0.953959550547558,1.17690673721877,1.34630006927678,1.21841026367519,1.41715739650822,1.16715810181847,1.49692298679269,0.769503610080431,0.991029563264079,0.713507252858939,0.778624691061662,0.65610562729598
"ybiT",0.974679630891549,0.885153764579545,0.974679630891549,0.885153764579545,0.974679630891549,1.12974721457012,1.02597814533714,1.12974721457012,1.02597814533714,1.12974721457012,0.974679630891549,0.885153764579545,0.974679630891549,0.885153764579545,0.974679630891549
"ydcU",0.793883930931652,0.925946022527324,1.01959768299819,0.599569956895556,1,1.44092974883792,1.01185320102693,1.59107296750984,1.14869835499704,1.4005563208872,0.699792932797598,0.794434400096105,0.569197014537439,0.757333157938488,0.503477775028359
"rhaT",0.965936328924846,1.00486382042379,1.12272142207361,0.824733548610081,1.03096831879479,1.48864525516654,0.854409740889733,1.58446962184994,1.33885525697844,1.41127584340869,0.706616821941365,0.853226098112067,0.591315500122071,0.852634891767957,0.574349177498517
"phnC",0.827023368443266,0.682546858942583,1.12505848468881,0.900625979847929,0.926588061890371,0.799405830352472,0.675018992561373,0.787307976569203,0.822450068712464,1.02030465924846,0.852044095074866,0.9841840220338,0.831622098374906,0.830470024090894,0.496202187342909
"sgcC",0.969289816935065,0.786762445353566,0.969289816935065,0.786762445353566,0.969289816935065,1.27103168930567,1.03168317930136,1.27103168930567,1.03168317930136,1.27103168930567,0.969289816935065,0.786762445353566,0.969289816935065,0.786762445353566,0.969289816935065
"fetB",0.859160754947185,0.481964903870322,0.999307092990453,0.983502074026248,0.840313752233282,0.602068690615708,0.575544745663881,0.844986384412514,0.749499800877774,0.934975197751455,0.890692900606681,0.954621014139717,0.723467442935263,0.847919964633148,0.358240412593275
"macB",0.812252396356236,0.531447837179277,0.957935218222696,0.728499556949005,0.811689580977279,0.747942879181195,0.74535519339946,0.850863729506541,0.679243142274472,1.09733193757924,0.980779003988551,0.885767519102361,0.895025070927972,1.0083524548946,0.498615625676035
"yncD",0.933679944915313,0.921464186198704,0.933679944915313,0.921464186198704,0.933679944915313,1.08522937188181,1.07103082319145,1.08522937188181,1.07103082319145,1.08522937188181,0.933679944915313,0.921464186198704,0.933679944915313,0.921464186198704,0.933679944915313
"fixA",0.641712948781452,0.657015813574686,1.04318859352986,0.79829838635665,0.830470024090894,0.614293490222825,0.743806881217253,0.896888159662015,0.76312960448028,1.26225203211212,0.970634469769547,0.831622098374906,0.811689580977279,0.896888159662015,0.411795508633787
"cyoD",0.511214265304961,0.486664687079119,0.824733548610081,0.74071989901016,0.624165274450806,0.828744904487992,0.762072415169885,0.773246337455317,0.73662384290824,0.863938187400277,1.02740143937896,0.647970482716667,0.470087101254563,0.618995145418723,0.440129506781575
"sucD",0.558256480991286,0.473356815618357,0.693034942825207,1.02384690042844,0.521232880420561,0.533292890415882,0.626766510220345,0.345558051632146,0.683493725970905,0.566441942647899,1.04391192742172,0.577542892276792,0.554016173932463,0.632001549226403,0.385018587118036
"hyaF",0.969961910341735,0.848507901705896,0.990342871933025,0.653382626946587,0.974679630891549,1.27456062731926,0.85678195476857,1.06806540804785,1.05117290908771,1.36414783487935,0.729510172120088,1.14155470712677,0.684441906545919,0.834509281155409,0.459138081150462
"narJ",0.982139595263391,0.882091365197177,0.928516852306729,0.550189304683069,1.08072540203935,1.53368265967309,0.84615859660029,1.22264027769207,1.2217931016735,1.43594451062344,0.859756486243006,1.29594096543333,0.65610562729598,0.802737388715953,0.437695664847132
"fdnG",0.816203046150902,0.895025070927972,0.816203046150902,0.895025070927972,0.816203046150902,1.11728713807222,1.22518533190468,1.11728713807222,1.22518533190468,1.11728713807222,0.816203046150902,0.895025070927972,0.816203046150902,0.895025070927972,0.816203046150902
"fixX",0.831622098374906,0.88148015790717,1.04681028197458,0.773246337455317,1.05921833468388,0.997922718999051,0.868140227601043,1.17446197121365,1.00486382042379,1.40152744908075,0.758383772687221,1.28164792416019,0.657015813574686,0.835087919428369,0.519429551648832
"cyoB",0.554400321801535,0.480297431976738,1.07549439045738,0.828744904487992,0.723467442935263,0.570381857934212,0.578344091952644,0.450312989923965,0.456282744271726,0.671751712860648,1.01889119661672,0.71301285868207,0.743806881217253,0.573951206927501,0.568014632393343
"cydA",0.739693754624419,0.980779003988551,1.24573741556947,0.895645670090849,0.955282936382437,0.579146403097322,0.649319301364942,0.548665968789621,0.458184322337676,0.55171687002098,0.940174202509126,1.72189837667781,0.857970530428691,0.753667454779191,0.577542892276792
"appB",0.897510050667261,1.0076537604105,1.07028869842662,0.629378586752429,1.17446197121365,1.19913991379111,0.900625979847929,1.50838007668658,1.31130201421565,1.44994683287885,0.714992493180845,1.33792755478611,0.662503508522604,0.91891288347905,0.592546385470791
"adhE",1.29145735030233,1.56808090815148,2.65001403409041,1.73267371280017,2.64634287981624,0.553248676546136,0.888226795842405,0.596254436165316,0.465224828851508,0.758383772687221,1.7605180271263,2.94649537163296,2.66844633935554,1.30134185544193,1.89342726247343
"fdnI",0.871154192142256,0.772710549647987,0.871154192142256,0.772710549647987,0.871154192142256,1.29414565448285,1.147902413855,1.29414565448285,1.147902413855,1.29414565448285,0.871154192142256,0.772710549647987,0.871154192142256,0.772710549647987,0.871154192142256
"cra",0.955945317593742,0.988970916380931,0.955945317593742,0.988970916380931,0.955945317593742,1.0111520808513,1.04608493979253,1.0111520808513,1.04608493979253,1.0111520808513,0.955945317593742,0.988970916380931,0.955945317593742,0.988970916380931,0.955945317593742
"cnoX",0.614293490222825,0.709070017839729,1.23285232546381,1.23199807344576,1.24142749152611,0.79829838635665,0.986916545885842,0.811127155577043,0.89316585235276,1.21419488439505,1.14155470712677,1.11806185096586,1.09657158858789,1.02882670789358,1.11961288865424
"gpmA",0.576742802530011,0.828744904487992,1.45397251732031,1.42503761414878,1.89736863028091,0.687770909069872,0.940174202509126,0.895025070927972,1.06880599121101,2.07052984768276,1.11961288865424,1.36509371788517,1.45800937881658,1.53474609600089,2.24855784755724
"torT",0.897510050667261,0.946057646725596,1.06289567435855,0.703684187662699,1.0111520808513,1.49588575836239,0.946057646725596,1.52837652076517,1.29863860272988,1.35097408453564,0.751059963470465,0.804966137621122,0.545631938527467,0.77110541270397,0.858565436437754
"puuC",0.933679944915313,2.23457427614444,0.911933165519769,1.33145161323637,0.979420297586927,1.19747870461893,1.9493592617831,2.25323845699456,1.71713087287551,1.21167266043024,1.00138725571133,2.1961856275741,2.07052984768276,1.22264027769207,0.590905773467183
"ynfF",0.773246337455317,0.751580739032781,0.773246337455317,0.751580739032781,0.773246337455317,1.33052904108069,1.29324893188749,1.33052904108069,1.29324893188749,1.33052904108069,0.773246337455317,0.751580739032781,0.773246337455317,0.751580739032781,0.773246337455317
"aceE",0.611320138846034,0.66803703919505,1.64832416990648,1.26225203211212,1.34257250278026,0.411795508633787,0.421323414751576,0.23245123565329,0.454074208860755,0.726986258660155,1.36414783487935,1.09505247079357,1.10114159809796,0.865736565519658,1.14393097320381
"citD",0.853817714391245,0.878430468238362,1.08297504552592,0.747424624317469,0.957271458195298,0.953959550547558,0.745872013345733,0.917639882311365,1,1.320422841015,0.965936328924846,0.917639882311365,0.762600826628142,1.02597814533714,0.441963765531836
"dmsA",0.701735863019538,0.868140227601043,0.981459063853479,0.723467442935263,0.91891288347905,0.718968266423479,0.823020345278708,0.968618189226628,0.924022572446823,1.2033030259995,0.844986384412514,0.890075733252496,0.739693754624419,0.782411781736511,0.417254640577705
"torC",0.758383772687221,0.743291492215507,1.10496448479991,0.624165274450806,0.947370070599268,0.781327880172317,0.861546159712017,1.19250887233063,1.04102159768411,1.08372596684478,0.890075733252496,1.0217200827143,0.741747466920561,0.995849753094458,0.448133349784702
"paaE",0.860949188338904,0.953298545288159,0.959929261038908,0.727490341817379,0.91891288347905,0.807201074504765,0.743291492215507,1.15668818390529,1.15348560506002,1.17202228367451,0.900001929793512,0.885153764579545,0.698823485925533,1.10496448479991,0.461691155364697
"fumC",0.903126510151822,0.879649075922436,0.903126510151822,0.879649075922436,0.903126510151822,1.13681697323601,1.10726458448428,1.13681697323601,1.10726458448428,1.13681697323601,0.903126510151822,0.879649075922436,0.903126510151822,0.879649075922436,0.903126510151822
"rpoS",0.944747040997206,1.03741993656561,0.94278453591824,0.846745312362527,0.857376036634172,0.720464874418961,0.957935218222696,0.896888159662015,1.42010735854343,1.12349990303165,1.10037860936614,1.47529145708284,0.9138314502294,1.28431580898943,0.702222437868999
"rhlB",0.90877811644852,1.05701804056138,1.44994683287885,1.14076371586842,1.14393097320381,0.687770909069872,0.90125046261083,0.832198734711525,0.802181166352486,1.1558867065548,1.26575659397028,1.43395524801583,1.24401165329847,1.20831784338994,0.766841329836546
"map",0.874784764905822,0.732550437305669,1.50942596852056,1.31585452502901,1.4896774631227,0.927230546435463,0.839149637106542,0.768437590644006,0.976708528962227,1.27721375919539,1.19997138237322,1.13602926478669,1.13602926478669,1.26751252203442,0.940826107513788
"ybcM",1.13524210214606,1.00069338746258,0.906261938267334,0.731028724200017,1.21083308395055,1.05628562535186,1.02668954572,1.42800397968506,1.32868581409651,1.53687518128801,0.871758239537062,1.33700049540513,0.680657058249737,1.07773314504367,0.454704125900367
"infC",0.764718138941384,0.956608158091874,1.19997138237322,0.748980467212091,1.35097408453564,0.771640087529467,0.65202536762928,0.493458272942921,0.642603168734686,0.886381699194867,1.26663425372322,1.24401165329847,1.0245568230328,1.06954708788524,0.764188260382583
"recD",0.790589116603944,0.758909626487027,1.82639650002398,0.890075733252496,1.16392653440214,0.821880187294851,0.777007268784049,0.913198250011992,0.84909624644684,1.28698924730127,0.945402116750744,1.20497231499479,0.846745312362527,0.918276162300924,0.647072827241427
"rho",0.885153764579545,0.853226098112067,1.98068574386605,1.37840515297563,1.29863860272988,0.683493725970905,0.860949188338904,0.670356295790168,0.588861394797491,0.88884268116657,1.23799029083745,0.981459063853479,1.08598185632229,0.718968266423479,0.961260928388761
"tsf",0.644387315242508,0.54186298342239,1.18838310505693,0.808881348361739,0.810565119885309,0.734584316639154,0.720964435730112,0.612168196200102,0.571173123424273,0.863938187400277,1.10573065332027,0.932386486436833,0.821880187294851,0.725476103917089,0.597081593537295
"ybeU",0.7791645796605,0.768970415635134,0.7791645796605,0.768970415635134,0.7791645796605,1.30044014654848,1.2834258975629,1.30044014654848,1.2834258975629,1.30044014654848,0.7791645796605,0.768970415635134,0.7791645796605,0.768970415635134,0.7791645796605
"rpmF",0.670356295790168,0.615572206672458,0.993781093322555,0.70270935010336,0.896266699569405,0.81281560198432,0.761016690419679,0.586824089140676,0.561749951515823,0.857376036634172,1.03025395362007,0.785128118673572,0.768437590644006,0.706127202192377,0.724973416439426
"selD",0.894404901782606,0.967276329613932,1.06880599121101,1.04102159768411,1.00069338746258,0.927230546435463,0.864537231307865,0.932386486436833,0.84615859660029,1.03957943517528,1.22348804113187,1.17283494923188,1.07922823650443,1.10956947206785,0.723467442935263
"recC",0.823591017267573,0.76365874898035,0.823591017267573,0.76365874898035,0.823591017267573,1.30948542308357,1.21419488439505,1.30948542308357,1.21419488439505,1.30948542308357,0.823591017267573,0.76365874898035,0.823591017267573,0.76365874898035,0.823591017267573
"rpoB",0.871154192142256,0.9356234978314,1.38031735339663,1.38799271901559,1.29235283063749,0.609205131837596,0.853226098112067,0.607939641591549,0.677362488742684,1.03741993656561,1.3717332885906,1.46916863327831,1.23114441334492,0.955945317593742,1.35003798512275
"proS",0.821310700752066,0.828744904487992,1.34536720852183,0.957935218222696,1.07773314504367,0.77431902785322,0.716977624007914,0.730016005327261,0.693996359507796,0.984866442895551,1.19085684936497,0.880259013563151,0.989656656415207,0.84968499913865,0.755236292781413
