"","0","0 | 1","420","420 | 1","600","600 | 1","600 | 2","1800","1800 | 1","0 | 2","0 | 3","420 | 2","420 | 3","600 | 3","600 | 4","1800 | 2","1800 | 3"
"yccJ",1.61340541152742,0.780541434060159,1.73855776188906,1.22942192940015,1.87723205411863,0.772686530407787,0.614730153319197,2.52793610666256,0.394659311677707,1.37399332936849,0.439963715671338,1.5124652544138,0.608062796924214,1.83835705325975,0.341645813176549,3.10733976867659,0.239136478599367
"ycfL",1.68368354076472,1.00011992165226,1.9071112437726,1.18825992675229,2.47719939702194,1.54951466497775,0.741741041224607,2.48442157245176,0.545902732657998,1.25657170542812,0.821227042272739,2.48655785695344,0.908256116263096,1.8267358092433,0.634345086746373,3.13464051019944,0.419837413159218
"ybiI",1.62713618042771,0.649136071555873,1.63626679456479,0.674252140218909,1.33132795146056,1.76220131979651,0.537143583595423,1.58294485804053,0.472391894274675,1.24305488709168,0.391548195154003,2.30312066703041,0.319021119490889,1.60177998753506,0.228821452609171,1.19651128181192,0.281421687125529
"pflA",0.831179512945851,1.14923603398098,0.700841931820513,1.77099797932111,0.710151135956946,0.817395417258918,0.909039885280778,0.811950116000947,1.06019176963929,1.00943547929859,0.525491669585673,0.651583059114786,0.9103511702332,0.562590852376237,0.699870887170695,0.907470091184693,0.556233774938981
"cbpM",1.44219175575017,1.00735755329002,1.38906296798836,1.16203104538681,1.21606808129812,0.904232159561338,1.01498712000584,1.48058980534177,0.632459229137741,1.29825249678167,0.650543566642055,1.36504451580707,0.736925337291279,1.59894021844143,0.49590087532588,1.91763480606555,0.439112181430701
"ycfH",1.65519248486401,0.5926125223626,1.32066448842948,0.659736352975852,1.79367188088063,1.33821839536437,0.511861072377914,1.6265689733502,0.427748385646011,1.23793451497776,0.406446768507589,2.61741012564936,0.352467130098506,2.16893978368906,0.191495417782303,1.35730411076156,0.287265714716606
"chaB",0.745088137933054,0.765128899024139,0.737171397443393,1.41235122876064,0.732582427216161,1.24972061763053,0.993812293975612,0.937099146253865,0.799702012142981,1.41574457346479,0.616281695232092,0.875753649348779,0.610108948065552,0.757857757948049,0.648339000400373,1.23712647609751,0.745534418022561
"ycjQ",1.22359744541295,0.632150233246181,0.842496150781928,0.707993777133562,1.58847677866712,0.593890527883795,1.14482249781466,1.00681889013853,0.811072796455933,0.563948372461142,0.908223673976137,1.31984453135656,0.790012259236254,1.10249032855944,1.07784787592775,0.694175330063258,1.5880166809354
"hrpA",0.901711608570928,0.605488653066885,0.76726401574185,0.951023944991954,0.713744683814154,0.846363932538141,1.32426345865521,0.574655802872837,1.0175920290966,1.0506785854928,0.665876219922713,0.839824045189322,0.728761348651646,0.681312697796349,0.774386441912554,0.649867722776455,0.990470393661055
"ychQ",1.06733281018296,1.20761957280097,0.851363414578147,1.49446486445325,1.31508039618669,0.413386827391223,0.841125571861434,1.53585072285207,0.649605850077526,1.13463085333956,0.921631792636255,1.03694429919408,0.953955550087991,0.752592595287489,0.737763555620456,1.28160794810463,0.557055906587042
"ycjM",0.80583814312798,0.522874678894253,0.700197589370845,0.685870865918284,0.95553505078738,0.424909831496565,0.779652024039266,0.596016840569706,0.693976831416946,0.815756226914346,0.701246230136053,0.822425555683086,0.580340543716595,1.18511987889414,0.560107398814809,0.601201285846656,1.08187969168188
"ynbB",1.18890134066816,0.343613558167296,0.734536455743871,0.696259615190179,1.13672163147521,0.470178458270604,1.58050828626277,0.408361850537936,0.404844135733848,0.372571700373381,1.06918097676758,1.57785758960334,0.974923006379499,1.4387969436912,0.983149222013291,1.15843331651023,0.315880634392732
"ydeT",0.701454776526612,0.648622306551838,0.847819468189182,0.831145649882058,1.40507875878438,0.684161490351792,0.609985476403022,0.591013094395637,0.873347864820711,0.906434073989642,1.34180854285674,1.66433863316992,0.988630498278597,1.41106162907795,1.09660136838225,1.68217639939776,1.53949106478851
"lolB",0.689144774934231,1.38006817737778,1.05480564704556,1.32602441605186,1.54636833405318,0.786333182979368,0.585497445322702,1.22167623748565,0.669399116494835,0.69449971149331,0.94899203124838,0.847711932557213,0.938274563068493,0.685541068120594,0.577139535611461,1.11211501547568,0.445318417136842
"pspB",1.10472937758946,0.805754748187411,0.536545714085863,2.37080812846917,0.49294206392768,0.870655240574909,2.06912913061287,0.372427110104196,1.86082620789719,0.944313172388139,0.722693909923396,0.4802541547412,1.78450753857169,0.254086212930769,1.69702724043749,0.0895067316910678,5.21837747395435
"ydeR",1.3379312643141,3.17622782265923,1.00559085859865,1.58855213068789,1.03851136178029,0.593486895552237,1.00335686423609,0.804107895015717,0.40622627688925,0.554278902297244,0.952120578453429,1.53737487915374,0.525615750157017,1.004020732159,0.983149222013291,1.04577718401602,0.994856453322257
"ychH",1.76100377277169,0.814772656013195,9.15132092050521,0.203413615584452,3.22089136058989,0.8483604358486,0.367521597017709,3.19855435483307,0.440335443642126,1.73728807521047,0.609785116538396,9.77014517893121,0.16473114396868,9.55390148139555,0.0900233067987348,1.75625337771495,0.390723319384984
"puuB",1.42378469680414,0.976939843511057,1.37450580514311,0.809109339250586,1.01471663259851,1.94703358799972,0.977225787672923,0.684663970643579,0.819115310577484,0.963616632143079,0.991943529731687,1.08253524744724,0.962699072160841,1.04992036090422,1.28764210337333,1.13027513453672,2.65542862703128
"paaY",0.969218803881259,0.976189083767504,1.08325958345542,1.14912637350352,0.924447310688869,0.381005575798026,0.673380119228715,0.690681745838662,0.588659355066973,0.896294656018519,0.60584877549939,1.1498861282486,0.564486115109097,0.62163429360816,0.681793183149344,0.628657003668405,0.713765204524861
"ydeO",1.05412547168784,0.656434640060343,0.704446964518933,1.13268941860072,0.484587803689251,1.24148350823538,1.58039660144927,0.429574422266321,0.80911088658716,0.825112647441688,0.626681161756773,1.06713559273281,0.690831539087859,0.407335652938456,0.405648271475312,0.46153757135277,0.994856453322257
"dhaR",0.767289012012807,0.872094432445048,0.794769271912703,0.736001341000726,0.678367049353146,1.13557804837164,1.23615282244085,0.507626045985131,0.702800009519314,0.475464653880038,0.529142272307358,0.883950200953782,1.14926763273968,0.393193124612431,0.799134439898763,0.580906549137735,1.0756064532513
"puuA",0.888433069876582,0.936380964108105,1.22936813817615,0.700161443637782,2.06797679915618,1.61362381440379,0.347629417778331,1.36694102407885,0.38498894089904,0.685306843979339,0.856356462193638,1.91705403224917,0.625860413539788,1.43097056877125,0.531713363462218,2.19740378918959,0.180264318720036
"paaI",1.15160104247546,0.69194174801835,1.01601844970495,0.318213286825802,1.5458592839547,0.370765098189364,0.676124282260595,0.64107853082053,1.23941820811189,0.607405130702937,1.52337562294552,1.15941495515816,0.719881871460125,0.480320736718867,0.999950094648313,1.2553659643301,0.562934404001353
"yddB",0.645255303804552,0.473608779100349,1.13979391838204,0.151322632098693,1.76713958283825,0.365090797578922,1.93807721182959,0.394129051372779,0.935628771001324,1.52436036274292,1.22472845801273,2.25620788107974,1.42424993266349,1.11183908205238,0.983149222013291,1.05396466478652,1.06671539333402
"treA",0.906052780828765,0.726462873145702,0.724438437282236,1.20267946715339,2.02939542542886,0.864704174335174,0.596695100501331,0.644900726545564,1.26968800564464,0.924521643930663,0.729703988731338,1.10585252305529,0.765385502148249,1.02729141957665,0.680067187910281,0.933134598224206,0.758245442213842
"sapB",1.49185983898142,0.653474995928115,1.05675189539837,0.828537339139871,0.708228595304034,0.946592865111377,1.80881461619364,0.659257964263997,0.958388526572678,1.19532008710494,0.959577506592961,0.95523274660406,1.63048408596505,0.790155223975629,1.11064851825575,0.900114850794702,0.898601261312751
"paaE",0.632157521422229,0.493910713531451,0.671113182039952,0.503536652803286,0.797414641322096,0.384645178902368,0.793070802829909,0.69957711460716,0.806755184984438,0.396098186192357,0.542368719053382,0.876766754553008,0.526841210349509,0.938508944563973,0.769360470269604,0.963009943688719,0.838222974881714
"digH",1.00324727673566,0.687562455310556,1.29374653617196,0.579266433370492,1.65999166769183,0.38952214731896,1.02974245463569,0.926411456699521,1.01278975275874,0.89495931262868,1.1545487482631,0.950349314988076,0.636162340965857,2.4807562701585,0.942515536377104,0.934275343933222,0.91327530284949
"ydgA",0.77259861690888,0.717578845105697,1.11230003711791,1.13759663058577,1.94918361462302,0.41963468987442,0.466817473222662,0.798016233710151,0.504693009105895,0.874662289852374,0.617104666375336,1.43323581451572,0.536482996692138,1.31310383200012,0.44317793985306,1.48526566023572,0.552918189762881
"yoaB",0.978659701656888,1.02520845084559,1.08867022073315,1.28131425294653,1.20995131607176,0.648911045360051,0.624220523521684,0.829322420021947,0.819982836308646,0.7561508594677,1.02442440643799,1.05612646545505,0.750621672245443,0.915758441543417,0.556282833565931,0.996345766871246,0.569265167835217
"pgsA",1.21618019404933,1.09896573290999,0.776197127923089,1.67289380585879,1.22016224860788,0.567632843527003,0.917487205751308,1.22850778497931,0.843576203071313,1.04117949162031,0.917596537788527,1.17184763414114,0.995431235522523,1.09461080295251,0.680410738757879,1.06265044086202,0.680576131257394
"tus",1.2467913059527,0.861856211934739,1.25446306997218,1.27491885453718,1.21673332246321,0.906413351264142,0.654907544487203,1.0488889920225,1.26156510524202,0.960706464150712,0.953486121099318,1.01537905083797,0.774168244366674,0.975692132327709,0.692249337495144,0.914591870067159,0.178063650352667
"nlpC",1.0439281358428,1.15951180648708,1.42557406921445,1.12375938627787,1.63030625282892,1.46176562038837,0.406022972352629,1.6398024259015,0.375074837282577,1.04163959886025,0.958686971217739,2.39651837220909,0.472886112129047,2.00312159587085,0.302658012657417,1.94697181596534,0.26458566500006
"fadD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ftnA",1.03964140703604,0.894110772571819,0.176590544329411,6.03056623025155,0.191952332999354,1.26395130123031,4.18616412563999,0.730428518790525,0.557267184189136,0.774218131621751,0.593996523721537,0.183492118280922,3.53619920138047,0.108496469280503,2.08087741347536,0.221514032680782,0.872705731372211
"folM",0.995558170331077,0.806911745999913,0.97916405300052,1.43623799106803,0.791359972599264,1.64468344644907,0.728673028451244,0.799638034441226,0.658572769002376,0.738736619722318,0.486295051495531,0.857809976492347,0.652854869267883,0.795631334314679,0.432230037261473,0.820000673620424,0.0936944296428074
"aroH",0.409884687558898,1.93831011426683,0.805049835973503,1.28461627464645,1.5380559656696,0.754037838737096,0.45694020174064,0.661253335677422,0.704246802283978,0.780051888860426,0.703213054430917,0.420474437369069,2.19518964765362,0.450753312843834,1.39774265231947,1.68038405335789,0.436421876954686
"yeaV",0.716823082678868,0.752654660474981,0.685026640359871,1.16769068123933,0.953770985143371,1.41881664931047,0.8201854620792,0.443227714709131,0.631079805445871,0.788338424533164,0.650346483873662,1.2623447777216,0.762902858781956,1.9821360641083,1.18829013986284,1.48890633617442,1.10848712922505
"araF",0.735617649745722,0.685388015673444,0.770304095035374,1.22248044942925,1.01153118629877,0.579413957012693,0.827499474582898,0.618338611033541,0.396138563662494,1.26199482994747,0.504971005332841,1.79297205158507,0.566532352375348,1.03161195697451,0.547825773852994,0.939426567829166,0.61581338947914
