"","0","0 | 1","0 | 2","0 | 3","10800","10800 | 1","10800 | 2","10800 | 3"
"2",NA,NA,NA,NA,NA,0.267586206843722,NA,0.0207900207883301
"3",NA,NA,21.8000000016688,3.29999999892243,24.8999999968809,NA,18.099999997543,NA
"4",0.465460526190512,6.68508287256326,0.425766871029942,2.57499999947194,1.23730378600596,1.46554770305427,0.818490822850584,1.53326063198982
"13",1.41891891888236,1.20374999994265,0.998972250892217,1.33516483478809,1.51415094385896,2.28519195650939,1.31527777765132,1.62999026263937
"16",2.53632478622194,4.19268292690885,1.04524886876044,65.1999999844664,2.68406593449442,2.08040201011417,2.16350710858929,2.33034825800395
"17",1.25563909776798,2.51815980697786,0.848958333621722,2.40809968880311,1.26806953298534,1.13078797696875,1.26884226854237,1.49737118811308
"25",1.485472154713,1.39178082191319,1.4715359825193,2.16754850023514,0.722957198292537,0.803921568824385,0.917231000533715,1.00515463948008
"26",0.763578274734909,2.60246913604558,0.878223495409124,1.68561872874436,1.55141129038567,1.55240549832879,1.50000000028992,1.63087248305912
"35",1.07938044534788,0.980327869023793,1.4083224970941,1.55618776701609,0.886737657166284,1.4353671146871,1.04732142851078,1.26491994177908
"36",1.33980582561888,1.24965893591188,1.42857142874,1.6179104477514,1.18921568605883,1.14864864903977,1.00178094410594,1.8250377073282
"38",1.49099526084836,0.396767465977034,1.75782312928801,1.0210822205853,1.00316455698824,0.853360488570843,0.892147587331,1.33071895379116
"43",1.67642752597758,1.13235294082754,2.0589390956082,1.39087546221711,1.93894165535856,2.53162650621845,2.1778471145021,2.84799999939927
"46",1.31768158479806,0.667083854896575,1.51595259811634,1.0718697358787,1.02369077283822,1.0733427360518,1.36611195161391,2.22715404639018
"48",0.847380410273773,1.24371859259989,0.7282717280239,1.0244215938273,0.75717566034302,0.532800000176599,1.05577427804682,1.00837138507281
"51",0.796389167643403,1.98439937643498,0.900299102773875,1.5614678898848,1.32843137219693,1.82402528934186,1.12260216832114,1.88275862081374
"52",4.6515837110442,1.66990291317825,8.40157480284527,4.44047618900964,3.75478577818797,4.96124999922588,4.79526748993409,6.80448717928376
"67",1.38059701486935,3.49340866361691,4.63917525763578,1.39017341027616,1.88550983926741,1.26971762422468,2.57073170708228,2.95744680841661
"72",1.59255725210141,0.523364486105935,2.95109612106124,0.955049944356054,1.27215980046387,1.11559139775183,1.70659722234256,1.99803536375995
"73",0.896024464878903,0.437012263039865,0.89304812859826,0.569756097368565,0.553909044560589,0.549295774511746,0.915875169706104,0.817155756474914
"75",0.946717411680927,0.888682745835659,1.98116438324927,0.908602150427954,1.11538461539507,1.31029987001848,1.43064516126372,0.829287392159289
"76",1.12068965524941,1.55295566487065,1.41126760582635,1.05161943296546,1.00646352720011,1.10404624246921,1.33244325778911,0.759383378244908
"80",NA,NA,NA,0.0066181336875733,0.0540540540401518,NA,NA,0.19379652609131
"81",1.29428172904629,0.901705115273379,1.23929098977638,0.917460317388202,0.93504117091653,0.877956480760736,1.34235294093119,0.959808612677077
"82",1.16730523645925,0.8795180725738,1.22714285688246,0.882352940957408,0.950467290003581,0.8994023907312,1.31849315095705,0.842940684950795
"83",1.35666218038631,0.891191709576455,0.786382978743193,1.06976744159729,1.11744186032237,0.902217742082606,0.960033305614527,0.909734513342863
"84",NA,NA,25.4000000020281,NA,21.9000000043443,17.6000000030506,NA,NA
"85",2.29402261684171,1.14268142657061,2.7417355370084,144.199999964671,1.05134189053292,1.04646464666805,0.971509971698785,1.28415841618646
"86",0.4728761513374,1.80861244001564,0.558293838771266,1.67948717986529,1.61741122606029,1.53069806524018,1.08972073657932,1.61583577763348
"93",1.34053367209191,1.59177679844814,0.720823798683621,1.61091549332988,3.9626168219848,0.86527777796111,3.98466257608831,4.02659574382095
"94",1.05366631279853,2.37612323523129,1.58879781399932,1.98640776743812,6.91711711898949,3.75156576259248,2.21529175049982,2.58465608510879
"95",1.33943089461643,0.801291248420494,1.4281496060076,1.04588607570971,1.54699248128832,1.96096654269938,1.22622950782496,1.86577181174255
"98",0.992307692036143,2.37028301968432,0.830321285081171,1.92351274791062,1.11782786903786,0.871527778074716,1.3347421813397,1.11186113802221
"99",0.522210184332526,0.532016756518613,0.383082158501432,0.833199032931273,0.853002070187946,0.646666666805061,0.81545064395958,1.01945945926766
"105",4.29310344845289,0.453281853427595,125.800000000704,1.61258278172827,1.50583090411131,1.84826762259096,19.0894308973415,5.05952380866002
"106",1.5877862599782,1.98042414415355,1.76342525424938,2.02564102519895,1.92043681765145,1.32187499978689,1.72727272750465,2.10200927335878
"107",1.798136646119,2.15508021444101,2.20077220021457,4.18840579790705,2.15063291121389,1.76601141354257,1.51981880001925,2.42223786100163
"108",1.68142857118835,0.592551210240081,2.35962680309049,0.936724565961691,2.06050955399605,2.4728915655265,2.32231404967317,2.86407766977192
"112",0.737179487137522,1.66454352499022,0.858069748752475,1.1921515563435,2.41216216149312,3.1724137932586,1.86766275339019,3.85473684323006
"114",1.89375000054398,0.550762244396768,3.33550065127571,1.49194167302323,0.753663003923277,2.02453987727993,0.32520325213438,1.26884422102153
"116",5.58593750129417,0.0364025696047375,0.227460711305996,46.7000000057522,0.14658925979198,4.00546448129141,40.5000000032389,45.2000000147934
"117",1.48392554964056,3.28559935679364,1.72212389323406,1.27389984831764,1.57228915638352,1.3480040938966,1.9837251353922,1.56901840543626
"120",0.97855227915128,2.14225053005266,0.559031281587007,1.67285382813033,1.20906994644842,1.38726993827513,1.24386825524988,1.70779220826878
"124",0.760245901608824,3.37875939890498,1.36482084659413,0.91157347201078,1.63739837423322,1.07705192625102,1.41598119816652,1.50682852857384
"126",2.30549199098294,1.95104895098025,2.85383502172814,2.12993762958152,1.03523316088226,1.21582733850142,1.52409638517518,2.03399999972449
"130",1.06121045417683,0.55741021756233,1.45859305407573,0.927125506386309,0.998666666614398,1.23013698632374,1.04651162817713,1.30360205820117
"131",NA,NA,NA,1.1800000003377,15.6000000002716,NA,NA,NA
"136",NA,NA,NA,0.0249999999980481,NA,NA,10.6000000023817,NA
"137",1.91774193485723,0.722052067316921,8.78499999857723,1.17053481345907,2.05197132594425,1.9001883235191,3.6351039266494,2.95514511919669
"138",1.98935140408678,1.07812500016577,2.86939820669363,1.54454023028322,1.32952924426562,1.28837876625426,1.77530017129747,2.35853658541262
"140",1.73130544960466,0.929752066152796,2.3304940378408,1.35282457907139,0.910646387552519,1.08375378420756,0.92299794633546,1.42920353954688
"143",1.25790139068118,NA,1.50000000028992,1.08938547449384,0.769124741684192,0.767235926755212,1.16515426533528,1.22706935104341
"144",0.8824681685016,1.22528160227792,0.836306400792773,1.0740740741008,0.975041597533048,1.01466544422421,0.987996306774883,1.42698019811874
"156",0.542791761954269,0.391304347721582,0.742238267015625,0.500217485824046,0.776963350948148,0.914179104766055,0.920828257938757,0.565121412821643
"157",4.28030303046889,1.21091811411461,51.0000000010077,1.38005390799306,1.94041867968786,1.58106508842369,1.54780361795259,0.695606140847088
"161",1.5965909095517,0.627173213268439,4.09960159378691,1.14870559900238,1.08917197452662,1.07588739290256,1.01895734605471,1.84927066432716
"162",0.401606425784474,NA,NA,NA,51.0999999982198,NA,5.34000000032265,10.9000000008344
"163",0.0222222222273003,NA,NA,NA,NA,13.4999999984703,0.442420996191409,0.201481481437888
"164",1.31737346111182,0.871668312036962,1.26685796289042,0.899845916869368,0.90681622090791,0.892175572372182,1.22087132754124,0.875919117853728
"165",0.01100110011235,NA,NA,0.385737439179657,22.3999999973567,1.17445482854129,0.647969052210807,0.0057703404511777
"166",NA,0.04048582995102,6.41999999845327,0.459288330675387,5.39999999896654,0.0431034482830388,NA,NA
"167",1.93697478975298,0.640203932995085,1.07186147192771,1.27882797743756,0.729299362953535,0.60489181570136,0.711284046704031,0.794149512190725
"169",1.11286681729237,3.3579858383431,2.49175824118858,2.47953216429731,1.69501466219675,1.61932938881331,11.6249999991295,1.22434367549599
"181",2.01618122960628,2.87441130389717,3.09969788562644,4.07209302369586,1.17475728147899,1.41141141092838,0.959731543413795,1.46511627927509
"184",2.35692307690814,0.687655343599232,1.98809523851514,1.43737166349344,0.666975881406395,0.688929551692578,0.940421631345941,0.767021276768096
"186",1.37604924496876,0.429964539103744,1.28939962498554,0.927877429297328,1.15401785693702,1.16952789698759,0.929368029671839,1.38501291959581
"187",6.24102564118087,16.9254185658691,88.7999999715175,88.4999999949086,1.29943502837344,2.06927710775792,1.97821187058988,3.88330632187833
"192",0.753759398520415,0.553129548949511,0.527962716308738,0.695973706018073,0.810835629055913,0.469450889259544,0.677419354654699,0.843243243041046
"197",0.764150943225977,1.42478813551209,0.943712574788182,1.5019011409216,1.44528710772096,1.49905303053295,1.20440528598649,1.77515527938764
"202",1.09537166923343,2.22727272653492,0.815436241529562,2.01995012424435,0.968847352019349,0.904834995904535,1.09333333324072,1.30381050462613
"205",0.845253576099778,7.32203389931187,0.856812933088311,2.43968871661593,1.59523809559302,2.00169923563267,2.13495389835986,2.59023066430299
"206",1.37935174042803,1.1957349582056,1.27470534862292,1.22658610239769,1.19496855342053,0.963190184275708,1.47177419316021,1.36635006792622
"214",1.22257053292829,104.300000026575,188.000000042008,120.899999969684,3.42146596915631,2.66370370448608,227.100000028409,3.75229357755297
"215",1.63040540574507,1.07059545714922,2.54873294430497,1.80406386023222,0.974603174614726,1.17349397602721,0.94837261527092,1.70786516797443
"216",1.08361486451881,3.31627056733453,1.23272727296283,2,1.76000000016765,1.88097660215511,1.8795871555431,2.85666104595455
"219",0.431089743681067,1.823204419684,0.460122699302049,2.20000000038133,1.05027027013802,0.903225806657759,1.11210494963936,1.41569767404548
"233",0.921529175347542,2.48707753417014,2.05725971391063,1.7988047814624,1.2602848098224,1.37399821889407,1.46875000032818,2.06542056076157
"235",1.52235772345113,2.47169811325166,82.1000000062347,4.89510489492188,1.07343412504524,1.70637701413197,1.54745529553768,2.18009478637143
"236",1.29080118734246,0.806679511986614,1.76653696486173,1.15970350370599,1.09331797267107,1.0388958598267,1.46046511597318,1.88737864138476
"239",1.30520504772105,92.999999993036,104.400000022974,NA,NA,1.60999999962069,NA,NA
"243",0.940466612720622,0.827092510885166,48.399999987009,11.2704918053372,0.976284585054426,2.14932126722624,2.03910614595368,0.69737774640396
"244",1.21133412019425,0.7148906140311,0.518306636318842,0.663278271889991,0.905504587286446,0.919117646796506,1.54400000042167,1.61983471092276
"245",0.00470145745204896,0.00459770114858424,0.0403225806591224,0.0011631964639458,0.266816143426067,0.010427528676649,0.234273318915191,0.00534188034075488
"246",0.0199813693560003,0.00307408545990343,0.456112852619236,0.0164302600505135,0.00616522811485004,0.237827715341857,1.57572115375805,0.00931966449123307
"247",NA,0.00565610859534076,NA,0.0439266615737467,0.0111607142870313,0.207683073190254,21.2999999950027,0.0137551581846264
"258",1.69505178339919,1.45338567210373,1.45139412160376,1.93078758985932,1.49190938560451,1.57708628005847,1.33720930210102,1.62956810579323
"259",1.1788830719056,0.448674371178874,1.14420803770241,1.25426944982798,1.32233883024288,1.08321964528645,1.37735849026357,1.36115107939282
"265",1.99669967039741,0.7362132352133,1.83374689874834,1.21613545813645,1.80589254811967,1.56850393656369,1.45984455968249,1.8256410253667
"267",1.70618556745961,1.19508448555571,1.45035971234176,2.25784753349694,1.63680623183601,0.981161695248042,3.2612942613076,2.0455089816686
"270",1.77922077889319,23.2325581380804,145.899999996913,7.10810810976676,1.58290598313697,1.72641509467368,2.12554490032131,1.61283422404705
"277",NA,4.6900000008431,NA,4.83999999832302,NA,NA,NA,NA
"281",3.57986111129524,3.31754874642368,1.54806070840492,1.18479685486601,2.09391124821425,2.06069802697605,3.67727930620819,2.04392764811358
"286",2.15978456038908,2.86757990809848,2.38489208568775,1.76160602220117,2.1972413798845,2.26610644194735,2.00427960043493,2.7284552841496
"287",1.73069679791173,3.0233766226934,1.39161849691041,2.88439306418254,1.37524950146597,1.27378640816651,1.39322916708448,2.29344262340467
"290",1.36893704868047,0.384654471638969,2.87007168469624,0.792978208229495,1.76095617476094,1.24309392253662,1.48590021648865,2.19444444484785
"297",0.730200174168815,1.43486073667863,1.43257676872968,1.19645293289358,2.03236245956488,2.06545454532189,2.10273972531298,3.40733944890093
"307",1.13968775708715,1.56201881901385,1.96445131373884,1.73401826495928,0.910871694342994,1.01450777170551,1.72657450070188,1.55411954813604
"309",1.35558583144998,2.43478260869465,1.89591078027197,2.08074534128244,1.01698113186263,1.26382978702751,1.19708846617798,1.76661264240929
"310",1.87955801144992,0.958394160554049,2.50961538386949,1.30118694338309,1.59967320271302,1.71308724782861,1.89094650247277,2.46682464524699
"311",22.7999999956164,18.099999997543,102.100000000677,13.1999999956897,37.8999999925464,70.8999999826937,120.299999975925,0.638592750412028
"314",1.82069970790565,1.74173228397744,87.6000000173773,5.39860139676896,1.09577677261174,1.22393538915539,2.13087248292996,2.07024793399822
