"","0","300","300 | 1","300 | 2","3300","3300 | 1","3300 | 2","2100","0 | 1","0 | 2","0 | 3","300 | 3","300 | 4","300 | 5","3300 | 3","3300 | 4","3300 | 5","2100 | 1"
"mrr",8.535939091,8.556395929,8.851526641,8.576962272,8.504376916,8.811099289,8.642549796,8.68438294,8.0957834,8.334765575,8.494646092,8.375946563,8.734916392,8.603439052,9.042264503,8.544190026,8.572275515,8.359431614
"pdeF",4.852060927,4.649813908,5.211578178,5.215947132,4.891214128,4.239009386,4.683930195,4.786116819,4.895059201,4.855880227,4.567355897,3.632357656,4.758091739,5.065823554,4.704846326,4.431665124,5.073252446,3.896098183
"ycfK",5.696863288,5.495812211,5.458891213,5.953662181,5.552665629,5.878584806,5.552794164,4.900053872,5.633227694,5.365279406,5.663766953,5.522848198,5.447586287,5.880677567,5.278818656,5.503077911,5.560746004,5.521605915
"yfbN",4.091783057,3.62170323,4.158524511,4.182063509,4.002210277,4.898009758,5.014366882,4.158524511,3.887938875,3.83253114,4.148683985,4.115872564,4.519417162,4.482610827,4.146710133,4.160928454,4.791876505,3.944128533
"ggt",7.187719505,7.316299533,6.957103623,7.393093376,7.758741663,7.399529593,7.589486954,7.379217296,7.234829474,7.10353178,7.133921609,7.192865003,6.59559649,7.209260449,7.781611882,7.733434784,7.398188698,7.728292622
"yajO",9.076502022,8.782540111,9.026149956,8.992384923,9.062730149,9.2526062,9.464964167,9.372560714,8.907845772,8.799094351,9.102648045,8.780400486,9.116171714,8.999766788,9.032996811,9.027022278,9.50705271,8.983545126
"ygeK",2.790240645,3.124706019,3.101609859,2.88930494,3.22941813,2.949453319,2.709651287,3.100617478,3.029601902,2.968369813,2.977927775,3.0237915,3.300508305,3.101708271,3.027738628,2.831375484,2.700510683,3.690682044
"rimO",10.58253932,10.86768461,10.64546809,10.1018438,9.735660163,10.10477483,9.929803494,9.666721974,10.27139114,10.30912784,10.51265981,10.66159589,10.51904141,10.3055931,10.38346863,10.10652962,10.23484572,9.724687547
"frc",6.076148743,4.963105668,5.534189481,5.922536602,5.1409227,5.335502403,5.918786102,5.058569501,5.734730518,5.456756746,6.033696901,4.739656573,5.544228957,5.984454269,5.378602499,5.458822127,5.455495549,5.991932728
"speF",4.317706408,4.570185378,4.339169794,4.332200538,4.441328481,4.132360325,4.260805479,4.30137961,4.638526217,4.097643621,4.132360325,4.294825116,3.971300336,4.211285212,4.631305626,4.103589156,4.066250875,4.518971216
"nanS",4.990725687,5.195435291,5.306052711,4.766890849,5.349824583,5.195705866,5.065868759,8.137828997,5.178676884,4.973548117,5.254672168,4.889405429,4.83120528,5.232836358,5.362401433,5.102070282,5.13970689,6.079473255
"rnc",11.58376759,11.97833736,11.73076454,11.6435892,11.39843706,11.42806404,11.29473187,10.8865064,11.40873521,11.55465028,11.70175125,11.96926976,11.80696204,11.60531965,11.53194744,11.42238502,11.45031174,10.72767233
"slt",9.526127215,9.091328606,9.278753013,9.498599842,9.326870642,9.546467002,10.12355416,9.860982024,9.600757261,9.530580296,9.502406317,9.069759319,9.029789638,9.602542445,9.894214682,10.01833254,10.13736522,10.33746597
"fkpA",11.34734157,11.31541803,11.42427865,11.3912772,11.23436305,11.57617229,11.48138116,11.41499638,10.86510586,11.02681977,11.07649633,11.25697796,11.38177026,11.07896297,11.66175567,11.43360029,11.93069376,11.71533204
"yecF",10.10648109,9.53452352,10.30962238,10.19797894,8.568526903,9.919553215,9.511915438,9.040522174,9.631225843,9.629838514,9.819927524,9.916665952,10.87426229,9.98885428,8.751810957,8.4864646,9.363329712,9.309621781
"menI",8.811881492,8.346298208,8.577092306,8.705499117,8.537751552,9.060047957,9.086725436,8.842676866,8.768085942,8.81337481,8.837913821,8.337302029,8.538616343,8.774516298,8.696288066,8.900901269,9.001688605,8.807331679
"ftsK",10.5267428,10.14807283,10.07075326,10.20242879,9.720936482,9.901242583,10.07395429,9.251808852,10.44969947,10.69046639,10.39054971,10.02088071,9.975270713,10.22764821,9.812259722,10.11907782,10.13416802,9.14191298
"ftp",7.975059026,7.774597729,7.744940844,7.869929193,6.994752234,7.501245227,7.813924902,7.551659333,7.807169818,7.823021031,7.928434541,7.538935888,7.894626057,7.714732181,7.503691812,7.440745112,7.378166086,7.300946165
"thrA",11.6662506,11.39239029,11.30747828,11.58235259,11.17401171,10.97688591,11.03186618,9.889285069,11.51671465,11.60274907,11.82393895,11.20866432,11.02888384,11.60800981,11.56225338,11.44744189,11.11125181,10.36171203
"yghA",5.819870693,6.108121389,5.92542663,6.454059884,6.247169099,6.183550821,6.127834158,6.301601006,5.99781612,5.858464729,6.110109057,6.075920223,5.81820523,6.024999719,6.443574387,6.395115637,6.433019489,7.385570592
"yggN",10.2346003,9.837365487,10.12605908,10.16382315,9.674811685,9.916796186,10.15004909,9.626572942,10.03261843,10.04560702,10.15855361,9.898938511,10.20241282,10.19573147,9.989810712,10.12331036,10.48942891,10.08805555
"ydhL",5.613701574,5.966294048,5.414410203,5.314160639,5.641538927,5.593807702,5.751193697,6.209003225,5.515682023,5.377806384,5.252184059,5.373408165,5.568562291,5.526847373,5.692033424,5.357472326,5.674305484,5.286351082
"sokB",6.597033425,7.110045545,7.348622079,6.828483541,7.179372309,7.491752736,6.540333329,6.490337932,6.438282838,6.547312088,6.546144636,7.308296105,7.148977551,6.462182315,7.122684125,6.510916019,6.430137499,5.92719767
"ycjW",5.675270606,5.217060632,6.154498048,5.905805857,5.83384865,6.393754647,6.862078277,6.567278235,5.574219317,5.656472466,6.13412529,5.752219196,6.531378303,6.228343572,6.297958668,6.571079167,6.594520384,5.34267591
"mdtJ",8.251768687,7.861769791,7.604144855,8.567895087,7.645404085,8.1054708,8.750589597,8.575729234,7.91271729,7.992836622,8.457028826,7.668865883,8.068161707,8.961158805,7.310465584,7.648269452,7.887463989,8.123798774
"higB",8.28569957,7.448583792,8.151482629,8.510810826,7.263216355,8.130432368,8.126556127,7.739971736,8.106850274,8.016007344,8.596827894,8.208058001,8.646479375,8.735005106,7.161262195,7.476637325,7.616054073,7.563151396
"kdgR",10.20634406,10.22735039,10.60276968,10.29253451,9.967173547,10.39909343,9.998926916,10.62551286,9.810694815,9.870287891,10.16646044,10.67431091,10.72898503,10.25823405,10.1884578,9.86300152,10.15151401,10.03379036
"fau",7.294006638,6.816225463,7.587318099,6.72298461,6.573633911,6.72555036,6.985251707,7.457386224,6.927108127,7.393280756,7.369952414,6.794042467,7.49028608,7.215307952,6.749953041,6.852325941,6.924721221,6.784004633
"yqeA",6.534465822,6.130261304,6.62571446,6.578886574,6.013797459,6.441966192,6.477046972,6.624438564,6.464211047,6.232846864,6.672378048,6.445956359,6.600216551,6.887459202,6.061260529,6.261968956,6.498134626,6.93974709
"cbeA",5.386623881,5.386647514,5.266209866,5.58942221,4.899097418,5.275177851,5.157351466,5.121205977,5.719921445,5.115483295,5.346292175,4.718283414,4.773860983,5.542216169,5.182713818,5.954929896,5.421981822,4.801290973
"hycB",5.273592854,5.156261651,4.90773883,5.288816953,4.70415537,4.758098552,5.048531263,5.114017281,5.699335432,5.311412366,5.301849909,5.309943873,4.736758632,5.356937267,4.820138915,4.789589623,5.084974841,5.039579809
"grpE",12.72864376,12.63044824,12.9422439,13.30567693,12.63467571,12.89881918,12.37283663,12.47863433,12.40933092,12.63373295,12.85672792,12.80715765,13.08306741,13.06803632,12.62944555,12.43024834,12.59893884,12.8374886
"arfB",9.279976505,9.263700294,9.22375522,8.898766415,8.973685668,9.147258895,9.226462775,9.036511878,9.105700129,9.255077906,9.35701069,9.27262457,9.25937448,9.250444145,9.101192761,9.205870199,9.119154654,9.257974795
"pepA",10.96163389,10.97662458,10.90608588,10.97660291,10.88686379,10.45178312,10.53562546,10.52096866,10.8570185,10.85066596,11.13492513,10.79984295,10.47837737,10.9269466,10.89009272,10.82132419,10.41084955,9.757514367
"plsY",7.453700601,7.525394529,7.836733614,6.908943275,7.64127545,7.72432889,7.095032165,6.51891084,6.810523013,7.099170053,7.48774947,7.901506894,7.875651966,7.255966954,7.589572495,7.335060362,7.209100556,6.418151717
"ypdE",5.688800873,5.378271646,5.37214337,5.469151439,5.363408357,5.484764182,5.882149345,5.473175645,5.909210911,5.499843685,5.5417222,5.676172074,5.389786335,5.605442251,5.605646053,5.555446029,5.766106845,6.146068207
"tdcE",6.942368716,7.155531558,7.094264417,7.069863058,7.740631819,7.073162881,7.513938528,7.53306295,6.862618134,7.07836756,6.932489352,6.472075944,6.745199697,7.058951661,8.001592552,7.903499856,8.23912522,6.754956916
"fruB",11.46045567,12.18565565,12.18396742,12.17786193,8.071695849,7.079474539,7.596525833,8.470819739,11.39925787,11.6440315,11.51110968,12.24549465,12.09867585,12.08626965,7.856657859,8.057352612,6.950341742,8.327090473
"osmB",8.072462707,7.325015617,7.908386853,8.029057795,7.513046989,7.838940987,8.004614683,6.902441061,7.423546857,7.803315202,7.889590418,8.837231759,9.406471734,8.826622156,10.04226303,10.16848899,10.27118282,12.6533567
"yoaF",8.45950223,8.399823429,8.39945255,8.316025712,8.361356687,8.675157705,8.270061685,8.170961487,7.987965363,8.368640011,8.306775648,8.279325828,8.569511232,8.231516631,8.407975172,8.374279506,8.509037142,7.824344842
"yhcN",11.41181999,10.33976416,10.41784099,11.26520722,8.762556759,9.868430291,9.703243378,9.112297243,11.00507113,10.85613823,11.27775301,10.41443579,10.45039538,11.21053862,8.86118822,8.848574747,9.581540852,10.46020036
"ybbA",8.027120905,7.708260701,7.619681883,7.932541131,8.015120997,8.031293815,8.217776098,7.735782071,7.831114484,7.938259926,8.046512851,7.730940327,7.508002395,8.003981661,8.395525593,8.520178354,8.307227422,7.395019098
"ryeA",7.372684935,7.978647232,8.760882932,7.502713684,8.504687889,9.078897727,8.238912289,9.257923509,6.844750278,6.727668289,7.020317587,8.73154634,9.387342252,7.723772469,8.618938163,8.046959686,8.544792253,8.303276673
"ygcW",3.676030172,3.728037555,4.054604621,4.033497937,4.006684982,3.937093112,4.741736477,4.529041024,3.756998324,3.745978518,3.858052834,3.985150337,3.864356012,3.681003432,4.513950166,4.635597602,4.474900354,4.755333744
"ftsP",9.692550205,9.496883431,9.772034434,9.243507279,9.363268088,8.989521685,9.31993917,8.93706247,9.387748818,9.533633683,9.646369411,9.376785686,9.478415965,9.562705584,9.342542223,9.474349345,9.134926918,8.469298729
"kefG",7.896791003,8.156703375,7.861206053,7.649364666,7.86066547,7.785963999,7.830525631,7.775049252,7.456894368,7.687909182,7.869695777,7.551758086,8.027051983,7.826107578,7.997318634,7.986724087,7.907748917,7.193926511
"lspA",11.65565847,11.98732261,11.64913113,11.59156086,11.93197562,11.74516731,11.7316604,11.82763049,11.77883991,11.74341911,11.94156731,11.94447851,11.49828087,11.79861766,12.2146041,12.10714657,11.64415971,11.90315874
"nanT",4.842561476,5.947421328,5.990897299,5.182432168,9.286280914,6.720716482,7.064191995,10.03866141,5.041458435,5.052749804,5.193773264,5.980226235,6.036662134,5.041458435,8.850294852,7.52240118,7.447764091,7.783223104
"ttdT",6.274607463,6.485373829,6.579004258,6.678818715,6.999049611,6.566013117,6.489263287,7.028202437,6.557296948,6.389174454,6.492709944,6.378848949,6.237980361,6.5350095,6.77458618,6.822484867,6.612883108,6.749113507
"mntP",7.879796058,7.74053845,8.344225905,7.834329582,6.708839877,6.751635063,6.992025882,7.246689223,7.494262179,7.791424167,7.946831657,8.512564814,8.668036241,7.997033728,6.571154017,6.642948615,7.165899311,6.783057851
"ydfT",6.211212188,5.801467248,5.848150721,6.433154996,5.54984173,6.196746496,6.462537854,6.209003225,6.010033343,5.840880833,6.311911697,5.486004097,6.326364846,6.489150779,5.662204771,5.923238334,6.136995163,6.728574716
"matA",4.436939681,3.865541559,4.092594448,4.821308387,3.942624608,5.008817247,4.882295568,3.725891557,3.918380166,4.395504009,4.991020003,3.931613083,4.875658397,4.96721078,4.101722993,4.049630323,4.159730106,5.026324448
"yajD",10.53826103,10.05471606,10.51571169,10.78129039,10.70399628,11.32809973,11.26898974,10.85483633,10.54698685,10.39903929,10.60591892,10.34169102,10.77992647,10.64946276,10.8145937,11.06448259,11.20387417,11.12739591
"ecnA",7.953573713,8.506203006,8.216106635,7.40325547,7.357299771,6.961584761,6.802075848,5.690697674,7.420688917,7.734278307,7.794466458,8.977674739,8.316982978,7.620999951,7.144321329,6.409678754,6.641935756,5.05639602
"fruK",11.81624634,12.3804465,12.52044793,12.41420196,7.440399823,7.662760423,8.092522993,8.379795849,11.9026521,12.04274344,11.89734671,12.40971258,12.40539292,12.35671698,7.562813496,7.810385905,7.594198924,7.474662792
"frdC",7.159455743,7.222539065,7.658399847,7.038798611,8.766249639,8.155284267,8.496624592,8.514171161,7.012042886,6.984565754,6.870583729,6.996610107,7.726590078,7.279472694,8.809906738,8.339513189,9.054149456,7.962471731
"wcaE",3.147968246,3.052114021,3.079824644,3.216502515,3.422298263,3.402768869,3.328748099,3.584670791,3.265736934,3.122822208,3.264500948,3.061348355,3.340109179,3.342997041,4.340533506,3.714500585,3.510695026,5.696464141
"lptB",10.71194495,10.6332046,10.66303831,10.66219041,10.33188104,10.37714251,10.78913715,10.63538976,10.79874401,10.91454674,10.79787463,10.61214369,10.3813917,10.68699163,10.72848739,10.86633141,10.79506931,10.24710223
"yiiE",5.921574372,6.030456028,5.87559531,5.938166273,6.030892436,6.164939761,5.77725417,6.069582224,5.974550223,6.060576317,6.191637718,5.474221385,6.127540569,6.287347346,5.880163047,5.801205338,5.800844065,6.416207148
"yiaK",6.421382017,6.204662933,6.513818824,6.59770151,7.139399845,6.644276071,7.160142193,8.046967153,6.422998285,6.597888789,6.572487586,6.046738217,6.553482159,6.545569231,7.048045278,7.022665393,7.009434265,7.349527162
"sdhE",10.18383336,10.46126235,10.61510618,10.09057514,10.51207693,10.49205363,10.02871664,9.955146556,9.802824729,10.041883,10.13269634,10.61986221,10.52874268,9.91596685,10.43596335,9.970182552,10.0423351,9.988378416
"yafL",5.869130531,5.879744851,5.834940186,5.850224872,5.767209861,5.383245784,6.033775353,5.521605915,5.616492625,5.852138991,5.910485037,5.42672148,5.843193359,6.048314304,5.630323002,5.785262739,5.84155388,5.590567957
"flgF",7.003398307,6.862617448,6.770166212,6.441152503,7.232072877,7.349948427,8.068338094,8.644954366,7.591955596,7.192850145,7.123675881,6.359339858,6.772727181,6.780359562,5.106045025,6.615392038,6.391059425,6.636472077
"cusC",5.468373681,6.16470199,5.762487596,5.880413858,5.772356788,5.851300173,5.552665629,5.223081645,5.758154976,5.670388329,5.486198688,5.354390647,5.582830096,6.026150379,5.849417223,5.827126965,5.625350881,5.769674884
"eutQ",5.943614587,6.395752307,5.93812193,5.826056134,6.83416223,6.243898333,6.389941981,6.764336474,6.006766395,5.88787708,5.818615437,6.315711541,6.135958987,5.743270049,6.528629806,6.534889885,6.475499125,6.03175399
"ybgO",5.288767256,5.585948017,5.384916319,5.588619527,5.552665629,5.266922738,5.589755214,5.07352037,5.488162465,5.397706237,5.547704208,5.237537232,5.364468257,5.824832964,5.492765316,5.305974431,5.864321021,5.749101281
"lipB",10.03356303,10.02067746,10.25853219,9.694554725,9.942879589,10.19680716,9.841964075,10.08464569,9.707593772,9.85534997,10.07511834,10.26941203,10.25117792,9.912543819,10.13259112,9.665744794,9.815927789,10.21590335
"lit",7.692190592,7.289310421,7.626911207,7.234621098,7.949674864,8.382992188,8.425185602,7.8351625,7.31761826,7.293533041,7.748391838,7.61024962,7.913627058,7.696026778,7.722598205,7.702834342,8.265598612,7.517339322
"hsdR",9.3979551,9.45011002,9.352960869,9.467207318,9.695496989,9.766297248,9.880004638,10.25470035,9.328355102,9.611428064,9.408512704,9.194958919,9.530892108,9.564933758,9.53570367,9.892339379,9.82368265,9.33882802
"lsrB",5.242224882,5.495204787,5.472669566,5.652680981,5.558498717,5.572173483,5.689282567,5.753943647,5.200614776,5.509213892,5.422355331,5.111487387,5.358511023,5.578700845,6.07511175,6.072655729,6.131140156,5.672921439
"sgcE",6.554469185,6.019354888,6.424069568,6.573185863,6.447025982,6.389984395,6.641052135,6.009658217,6.400741005,6.547785475,6.668444898,6.309546386,6.331977303,6.568019905,6.331182434,6.622101363,6.523088887,6.236058915
"ydeE",4.362633213,4.152748374,4.112047758,3.680181728,4.392018601,4.489833031,4.113686581,4.120997641,4.504442939,4.336969097,4.157056062,4.466477605,3.96426294,4.072315014,4.452249192,4.67465257,4.670755989,4.832760717
"preA",7.129142983,6.720961402,7.550801032,7.252799625,7.50280387,7.71695911,8.499064521,8.791119114,7.013854333,7.031857074,7.080175494,7.014494467,7.891089975,7.477718917,7.730383259,8.015451941,8.41325328,7.733211246
"yagH",6.830999432,6.215488016,6.619697722,6.773025415,6.724769172,6.383101592,7.035253703,6.818577404,6.764116649,6.947830375,6.813412701,6.342659925,6.280777569,6.785879102,6.772210532,7.107718092,7.253335678,6.261172312
"ykfF",5.61365056,5.756086965,5.705428462,5.542219837,5.472457949,5.504273745,5.568491395,5.415086266,5.600820906,5.545578259,5.555320793,5.808048232,5.669984095,5.541897892,5.332641838,5.403317088,5.320711433,5.21028054
"ygeN",3.155678918,2.496310265,2.961306311,3.168664121,2.462625608,3.046981266,3.016298098,2.852434848,2.859003301,3.044989527,3.616147929,2.903042018,3.919449988,3.278082699,2.579651004,2.571842288,2.53012586,3.22429345
"narX",8.47176889,8.093877025,8.372867985,8.454752291,8.359068269,8.6840651,8.601876179,8.450745833,8.319397853,8.26874546,8.50632135,8.271645356,8.45040543,8.422726658,8.494605138,8.853666188,8.632099387,8.019090807
"ycjO",6.077046207,6.266790533,6.446469496,6.19748657,6.780574805,6.139494957,6.136741794,6.711308808,6.154274645,6.231203235,6.248070201,6.664124881,5.913744519,6.133151454,6.378437795,6.42367596,6.451769629,6.541369307
"nfsB",11.3610751,11.29388175,11.40741169,11.30192428,11.16986555,11.32837188,11.21613281,11.23596567,11.63366822,11.41428939,11.41276507,11.29737749,11.39747801,11.48239478,11.31950358,11.37118622,11.40376051,11.31218119
"talB",12.2699816,12.50481976,12.50106992,12.17809993,12.93145196,12.73162825,12.48496947,12.53172086,12.13336352,12.32773671,12.18992136,12.48461752,12.49489275,12.21517705,13.0918017,13.05449025,12.82272435,12.49053418
"pgrR",7.202588689,7.014162795,6.969957646,7.244043591,6.851673258,7.005354642,7.279816024,6.345939718,7.094877015,7.155484988,7.280049526,7.17269885,7.227952713,7.117626729,6.923413901,6.660954059,6.910188582,6.185294256
"ybdO",4.285718579,4.003865612,3.934854222,4.213897538,4.079119838,4.096040169,3.907358808,4.056321885,4.141510232,4.208512099,4.259223658,4.423672803,4.136737387,4.229063277,4.245138614,4.204686851,4.233804271,3.813094615
"ydhV",5.399362509,5.098185932,4.816972034,5.222215675,5.222578273,5.253102578,5.663577665,4.611393167,5.767761499,5.341417176,5.607936427,4.483031433,4.663134756,5.513326021,5.077230535,5.325198783,5.534122322,5.087946496
"tesA",10.27687282,9.359735536,9.517586989,9.896099379,9.562945658,9.669648896,10.21185597,9.901661606,10.21108686,10.1015222,10.25413572,9.513981262,9.445538617,10.03059615,9.773893955,9.800176208,9.861568886,9.662881272
"cheW",5.755507682,5.718400262,5.881510473,5.228055978,6.038260792,6.031162764,6.026613435,5.755507682,5.654386884,5.525610957,5.701903266,5.20890342,5.981025924,5.881809691,5.791171712,5.683324076,5.514221413,5.341470242
"crcB",8.298659821,7.445551713,8.41148913,7.79230067,7.079396593,7.711338143,7.558248501,7.267280983,7.773642337,7.908747642,8.255941654,8.079627805,8.71226339,8.178118714,6.966378367,6.992662697,7.342991925,7.393453657
"yfiL",5.901570443,5.214331099,5.716800827,5.820404539,5.588322861,6.042732983,5.68699215,5.739540819,5.738774401,5.522922878,5.678363499,5.32750984,5.717292585,5.578183923,5.974178078,5.705537307,5.810937435,5.387118326
"dps",9.976791236,9.58040293,9.987123672,9.908349477,10.72771971,10.72240142,10.60742265,10.44144317,9.159495735,9.053472077,9.879368356,9.778442907,9.967869864,10.17617904,10.68189638,10.04358198,10.2584576,11.06247225
"menC",10.18091165,9.672099959,10.03361286,9.74823228,9.726462441,10.05422113,10.39942585,10.22891772,10.19732393,10.25138264,10.2430063,9.596681237,9.862596935,10.06621475,9.974946926,10.11485065,10.14399786,10.11509149
"nrdF",6.709631352,5.539755621,6.035548162,6.28902273,5.514587831,5.536982954,5.689166169,6.848073358,6.498418361,6.341212296,6.548977054,6.020571654,6.548168802,6.79636999,6.215932507,6.154333061,5.638997909,7.535110464
"yojI",10.09222455,10.13485168,10.32218875,9.986311953,10.1295118,9.940282319,9.37001746,9.712139649,10.14146915,10.46372205,10.15094556,10.18433871,10.30285501,10.14863241,10.04224875,9.914463539,9.863402615,9.697540722
"glvC",3.310548439,3.063919903,3.44253475,3.573954559,3.479211289,3.323539212,3.405129658,3.549971692,3.501564469,3.27978357,3.666639024,3.410510296,2.990352844,3.385661241,3.895606932,3.50605384,3.180265265,3.728675462
"cadC",6.909140304,6.57279475,7.07015497,6.679609622,6.45853521,6.511320191,6.781455452,6.283626147,6.74159201,6.839665671,7.171700711,7.208480613,7.556924395,7.059884374,6.316852897,6.374233701,6.60732402,6.192045546
"psuG",5.646183416,5.596386309,6.209007425,5.732248984,6.37589423,6.239793414,6.688778992,7.011513609,6.120009097,5.637715586,5.066068058,6.042374158,6.567514517,6.032663538,6.691337943,6.720547718,6.670075856,6.206643515
"yccE",6.246837252,5.184628679,5.677754971,6.152734489,5.266042897,5.972989915,6.243752714,5.657238836,5.758154976,6.005921431,6.075729284,5.579280537,6.043134527,6.057518848,5.616683919,5.418610639,5.669503557,5.536475634
"yccS",9.635867502,9.666506925,9.733761132,9.328832059,9.314334321,9.117670421,9.105115777,8.518212229,9.633148056,9.725245901,9.80393788,9.283756813,9.241265937,9.470790814,8.953387868,8.970429211,8.863983812,7.986203682
"dacB",7.851096234,8.263999302,8.108083772,7.290266041,8.332488514,7.718867958,7.599285849,7.241680125,7.802562739,7.942370749,7.84356612,8.360668618,7.763657636,7.442244417,8.322275747,7.713361081,7.70586631,7.015830599
"purA",11.54144385,11.26035112,11.62671283,11.20390534,11.62621817,11.84584918,11.74965759,11.10922284,11.38635396,11.35712104,11.50435096,11.14478824,11.51411386,11.48502738,11.96908658,12.124556,11.43743644,10.86905753
"yjiL",6.354801357,6.614754666,6.530204634,6.687488856,6.84237072,6.567538571,6.271338956,6.882698296,6.624752811,6.496737119,6.25539139,6.752802333,6.13427925,6.62121272,6.655031131,6.563883875,6.045250246,6.920013455
"yfdV",5.210391334,4.733838072,5.161957222,5.11948957,5.085518706,4.987787716,5.126559262,4.900796064,4.959935208,5.004645973,5.186391624,4.982401373,4.865786744,4.995731716,5.342932867,4.932694106,5.285371061,5.195406499
"trpD",5.912624089,5.568267831,5.951003871,5.655650131,5.399876257,4.758783759,4.778587084,3.741418592,5.84395224,5.635200639,5.709367013,5.618331628,5.237537232,5.526374995,5.29063682,5.378260088,5.390975192,4.533861839
"oxyS",10.98181255,10.05729193,10.64688281,11.10733016,8.757543378,9.904107909,9.932194058,10.05605978,10.75027263,10.55443416,10.6676437,10.56297205,11.29850166,11.30672356,9.428751754,9.670974355,9.958921431,10.51431709
"queD",10.12524032,10.01953562,10.12379315,9.797824643,8.82759786,9.54695307,9.410292777,9.557707676,10.08006265,9.974204375,9.921896971,10.05356593,10.21261558,9.866524143,8.972032238,9.327727818,9.532907286,9.241649899
"hiuH",8.212039307,7.563718591,7.838333306,8.725576746,8.24310306,8.882440962,8.684826348,8.224231732,7.538174157,7.709209123,8.504093122,8.152786304,8.310286844,8.585022072,8.183223518,7.991517351,8.384010843,8.700645517
"yqfB",10.19002696,9.755482784,9.907649991,10.1205058,9.387902374,9.854755227,9.675802472,9.52297651,9.738221074,9.821748067,10.06885507,9.961821252,10.0963363,10.16194325,9.46625216,9.619366057,9.656086061,9.144348056
"rplP",13.53714147,13.64752714,13.58910942,13.41461156,13.69120921,13.49762668,13.34135069,13.28747036,13.54232409,13.62124012,13.60937755,13.59958286,13.51883603,13.4480334,13.69060689,13.48555533,13.346806,13.23789093
"afuC",6.037500431,5.87237457,6.104562951,5.839967887,5.919951995,5.583583378,5.704945338,5.480907688,5.950856529,6.017893178,6.122298983,6.319889467,5.630323002,5.718742024,5.707552121,5.969395166,5.759701488,6.444632215
"ygeF",2.491361641,2.287348354,2.778470688,2.792389281,2.680145005,2.74138855,2.585311109,2.502707832,2.65123187,2.820861034,2.756939771,2.775113119,2.971210821,3.030626401,2.767750894,2.73726181,2.552145762,2.532705563
"ybgP",5.72202009,5.252286228,5.275238009,5.735478635,5.427464451,5.237537232,5.644810931,5.287490303,5.47579246,5.294484566,5.60959162,5.201123194,5.105313459,5.690483089,5.136816688,5.280918789,5.792394816,5.328607238
"cyoB",12.98830389,12.81360749,12.97679022,12.5026656,13.23639618,13.00572372,13.19123512,13.11993614,13.13345127,13.00653391,13.10521357,12.81802499,12.75749083,12.83141977,13.06953736,13.01564514,12.87429281,12.94349109
"yihD",10.81495271,10.51867953,10.78347932,10.9112994,10.47918262,10.81279495,10.39285132,10.05809383,10.67492431,10.69470409,10.77861005,10.71288563,10.86845745,10.79438126,10.52596438,10.75311383,10.84836605,10.20400281
"dsbA",11.22509178,11.15019226,11.1982209,11.04430734,11.65359513,11.69690322,11.52362236,11.06672312,10.90795548,11.06766281,11.2856559,11.25494601,11.39549476,11.23348213,12.12174768,11.84562909,11.94698552,11.61808984
"mrp",10.62744038,11.46815683,11.20540238,10.03498864,11.36220207,10.87934646,10.0469332,10.45841293,10.42396937,10.56063389,10.67034538,11.69129479,11.33379152,10.44283282,11.24437978,10.26898351,10.34266009,10.38623792
"hybD",9.057312277,8.796507187,9.14403362,8.864389724,8.674483154,8.988290914,8.929563311,9.24817242,8.961136648,9.153305147,9.143876743,8.931547135,9.103211097,9.084344647,8.864095142,9.092327739,9.219552201,9.386279587
"creB",8.904851749,8.332885494,8.517321787,9.023324781,8.305884918,8.333275312,8.863187473,8.296265665,8.634101669,8.974487343,9.087825543,8.410918326,8.490847552,9.133794466,8.418415277,8.720091064,8.647598178,8.240722652
"waaF",11.64334166,11.1924358,11.24150473,11.25452963,11.02698652,11.13495829,11.56548233,10.78935474,11.57696005,11.61071393,11.62260638,10.93698813,11.03496743,11.35735194,10.91141338,11.28103815,11.22379437,10.32847269
"mtlR",10.06930675,9.534517374,10.03654497,10.11991533,9.783218195,9.842559207,9.939537422,9.843705852,9.887829398,9.998853353,10.01885566,9.816541452,10.1024487,10.16172555,9.963638055,9.762887923,9.928908014,9.464657794
"yahE",5.198205155,5.302514195,4.817362679,5.207735527,5.242907697,4.996590697,5.041163817,4.305232656,5.090377936,4.765620975,5.018260545,5.07451043,4.533149737,5.455172346,4.526067783,4.971373515,5.194540035,5.126600092
"hscB",11.54527509,11.35227685,11.36658514,11.18060267,11.16848001,11.04670469,11.22509232,10.46403529,11.25782076,11.58613753,11.63106857,11.21670047,10.96529171,11.28269651,10.47123422,10.84163897,10.7771291,10.20339319
"dppA",9.311430798,9.162927703,9.256319807,9.319477852,9.809003099,9.240849583,10.33648227,9.996311793,9.536799723,9.563026589,9.43820245,9.48689533,9.212710027,9.300959882,10.06783231,9.879993442,9.78213293,9.498191991
"yfiH",10.12220119,9.904173192,10.0038911,9.758448001,9.10146255,9.379641513,9.720672599,9.334163112,10.0996621,10.04815691,10.18253995,9.765208833,9.906412254,9.903621007,9.13373123,9.135778065,9.430973165,8.967186022
"yehR",5.530443799,4.851036358,5.044619705,5.499833681,5.090584424,5.842124078,5.654107693,5.358157194,5.126180184,5.052749804,5.399176672,5.154728863,5.71557333,5.389711881,4.987293466,5.209599529,5.72579233,5.999339836
