"","0","0 | 1","0 | 2","1800","1800 | 1","1800 | 2","4800","4800 | 1","4800 | 2","11700","11700 | 1","11700 | 2"
"rluA",0.710288183666184,0.846959077092095,1.07366207341872,0.685594096078581,0.696367598467893,0.598922199503127,0.96152144516993,0.911044127832648,0.764305904088895,0.524256203906692,0.442831531822291,0.573291514323703
"rapA",0.537143194893943,0.963895372818794,1.09423859411029,1.0049332984588,0.748462924750288,0.77760354438416,1.18827454066925,1.15418479382349,1.26562437548912,1.76985390500366,0.81173796495581,0.776475043418392
"polB",2.08661328130762,0.820791996794704,0.985152748690792,0.915218949266417,0.818626760134049,0.749114014793018,1.53237856764065,0.972733571610606,1.08486440468957,0.786165776718021,0.80866940386224,0.964149980721354
"araD",0.571637678338981,0.909619739905383,1.43439190352544,0.859065573313657,0.905066479547378,1.14997695936344,0.990568124955871,0.845250125829271,1.17620167571694,0.931801948244483,0.924657631557514,0.944885722600592
"araA",0.792834031493626,0.938452751959996,0.887407382895151,0.867614870842064,0.843493826714761,0.815136071996248,0.924497866896023,0.565897847115982,0.791286489041426,1.01615548845264,NA,0.946953375789223
"araB",0.894085783346973,0.998105943493197,0.975450787278486,0.874252342715393,0.804542310105717,0.841310416549821,0.845935336665565,1.85754059370613,1.01024635693089,0.991584247647351,NA,1.56351840815658
"araC",1.10462569129775,1.17321662908147,1.11405311417818,1.4540500960997,1.41690918253749,1.39215961818651,0.83602686504599,1.04354599524232,0.915201543908511,1.21575948154041,1.70502633431322,1.34152505281308
"yabI",1.08735894576386,0.888437660172537,1.04497398474959,1.06388529863902,1.13304231612697,1.12722082946979,1.23506407532088,1.20511977514925,1.16639481213118,0.892246251279045,1.12866118447797,1.17926624919185
"thiQ",0.793657075308329,0.596024728050075,1.16734674880826,0.842337902897723,0.957628690432788,0.900975346469743,0.964675960930282,0.755023763801806,0.576137601822499,0.769022623573018,0.339074182925271,0.640904083906728
"thiP",0.913923227850036,0.831183658209637,0.900483001740328,0.928000674460198,0.88061793612136,0.929739621809578,0.892496385790951,1.94045798220631,1.09370881314532,1.26918885162934,1.44127839793038,1.14712334803272
"thiB",1.56136501916831,0.909728387279634,0.897698594885182,0.952210441485973,1.10538083993718,1.1176023852931,1.27904461901592,0.847790213033255,1.13132525068867,0.595646148031704,1.33094412771908,1.50729137943381
"sgrR",1.24451494732286,1.00522994241611,1.08887908777809,1.04687283291364,0.994040150983703,1.07127266732189,0.523922271431219,0.502733298464517,0.579831697869389,0.725323563277336,1.13637091511176,0.988139578146079
"setA",0.779711990098155,0.993852784507102,0.98314164480968,1.13483450972892,0.624240095526175,0.550699336348152,1.36333039399422,0.636340175280026,0.36371639253723,1.73390773300164,NA,1.03876080087882
"leuD",10.3647516477937,1.21372957857532,1.00188364355323,0.186753861115954,0.203520379357246,0.198886678872659,0.104046547637568,0.118484469863657,0.111562096786441,0.101525795529568,1.718393178041,1.18007947559605
"leuC",2.13379365579792,1.12755344849812,1.00021701257555,0.611927928649559,0.433571277578761,0.309506335632892,0.312148531115526,0.296212282785266,0.319778201216117,0.50789358708394,1.31005020757458,1.3452970676781
"leuB",7.11003393695806,1.3080147720608,1.04428354484146,0.241008142653339,0.182028362928592,0.192555058108523,0.421950522215649,0.229388889195477,0.279493416164556,0.227785987823473,2.74891901935899,1.53624175001297
"leuA",8.99745714754458,1.75236136322743,1.41944602494863,0.185297642948014,0.16689893536432,0.142108323007062,0.975033803692739,0.789063186541292,0.767217273304927,0.204732957596942,2.85394458441196,1.92184025759256
"leuL",1.88178512270739,0.487529868384189,0.997220109509693,0.685635790563783,0.498433016286157,0.584546894982094,0.488095219541898,0.235211318459509,0.248570083108213,0.510019812506474,0.613272190931135,0.623697145843979
"leuO",1.46774154806076,1.07753389980329,0.917421426969659,0.754660656616632,0.747412476587232,0.780645163995639,0.916601636745238,0.310828920503067,0.667304478316212,0.577411921696454,NA,0.898790118247668
"ilvI",1.01704436000274,0.980306025690521,0.984815782145083,0.928964865244267,1.05012643170568,0.853157917031719,1.14663013767369,1.50636398008199,1.26546512700809,1.18250238880925,0.942916851125915,0.975804319749325
"ilvH",2.23111845426178,0.986198385414267,0.915970627395465,0.830875436030666,0.852864871994981,0.87291825973542,1.10469526209964,1.11374467809039,0.840452069005726,0.424294564217197,0.811214655168963,0.992742090853505
"cra",1.59304977531061,0.946308833758369,0.857464861704145,1.03724665881547,1.09861314801436,1.25580654110852,0.530434772821884,0.458397998820323,0.592307152973762,0.967759762350489,1.67323271279165,1.13865483547967
"mraZ",1.32898875724734,1.02670974174782,0.929327856347979,1.03971574643568,1.46537842102097,1.43117520883046,1.26259525203765,2.21146838237133,1.7495599979434,1.71447438269777,4.50730300192148,3.38790599397314
"rsmH",1.26416247314213,0.991566459437787,0.945910759994225,0.997306979640441,1.31879219787697,1.18791671405993,1.46745770332887,2.34825956233446,1.82543970529308,1.42492463163273,4.69999651810515,3.80162748846988
"ftsL",1.2849716161904,0.99328928036161,1.0950372576102,1.39681234437387,1.40567130850241,1.53752566638358,1.61205138469296,2.49753903390826,1.6252332437962,1.52383337013789,5.2206559435189,3.2170746229665
"ftsI",0.305018587345853,1.32672149651102,0.685891903109376,1.58580341540095,2.48978111376907,2.56345177454812,0.889067755147124,2.1797878649302,1.5314656559662,1.73409918677601,0.650627995172019,0.999840961016547
"murE",1.08597116739218,1.33967366852603,0.966717999620452,1.24939822898035,1.48801838028652,1.65359406977513,2.01744168723866,5.78936415125016,2.1722749484376,1.62645290859393,7.03773255290542,3.93049486776096
"murF",1.05946810028475,1.04962870493144,0.873568932227182,0.96274424155865,1.39825437075394,1.57053816200322,1.74316693828414,4.16032240605676,1.96023891836411,1.64957944972697,6.04136850398179,3.82765611031179
"mraY",0.569751223227131,0.862086996706456,0.911031493746466,1.27219139994355,1.25870832295463,1.51017037262032,1.98758277469893,5.23173394218238,2.32011626486502,1.98373554839665,6.34632698555689,3.72677446386369
"murD",1.11341454039386,0.964084730328243,1.03894377690047,1.55087776343544,1.95710994792885,1.71304637370265,2.04998332700295,3.59556415329486,1.83541951857562,1.75936725348088,2.86916017920865,2.9584345286136
"ftsW",0.721771813206492,1.11309688756247,0.875423251497163,1.39189741187324,2.08922830546225,2.07011309988103,1.82553198836746,4.59102928289396,2.48705420976665,2.24790804414025,7.15794025947469,4.5586187479844
"murG",0.672108233778182,1.02764940383005,1.01087532760181,1.61657189619156,2.22935880285733,2.28879523141928,1.59058886895502,3.42957966708243,2.03087948106502,2.91811096161882,4.81041274828218,3.75223511256361
"murC",1.37889410845767,1.00140637442533,0.932205076835318,1.25883346843796,1.66124244450893,1.60775518035704,1.92475622688825,2.89678821977042,1.97825190431603,2.50445624552867,4.49806577272294,4.12349215549257
"ddlB",0.928311274201198,1.03790858841322,1.19082176376883,1.6227865282423,1.82928073022289,1.85474518994427,1.96100545264471,3.23020482031968,2.11711884108414,3.36338930652916,3.02366441035833,3.32570469818678
"ftsQ",0.948562885379104,1.01728171013971,0.986928167078482,1.85553986541053,1.93858773249356,1.71736316207225,1.75465479332185,3.45826087682005,1.85365161529143,3.25593493548492,4.08749440829276,3.313112951527
"ftsA",0.425454928777581,1.04305603187328,0.907372761458272,1.1333638014472,1.44763510755748,1.30540936378893,1.23707279366059,1.72497082461678,1.34283397296015,1.19588923565383,1.22456993895051,1.66363018306889
"ftsZ",1.29766250933688,1.22164819259068,1.01519638568522,1.36392879568752,1.26572770473429,1.45416714584576,0.990539602921142,0.996569987585304,0.906354742374159,0.751303316019586,1.79674048500224,1.41842168636484
"lpxC",1.09254629875191,0.953576430940438,1.09073241084781,2.39691969403106,1.98438209221811,2.35696943018043,2.73283574426864,4.53350967249789,2.6197742611582,2.02990925970244,6.64145882705984,3.87621939508362
"secM",1.6736225089742,0.990337625383819,0.893260232240527,1.68725250307313,1.90613358599117,1.77939863277587,1.65196480321012,2.27391103340283,2.05661307345315,1.50190786708667,5.37262583446937,3.71306343035897
"secA",2.61654581614532,1.04998589750518,0.924958649402112,1.76450522721461,1.81365532646734,1.97611761620991,2.22986063290177,2.623110881422,1.72844334422471,0.797660691961468,2.49724034839848,1.96056925716747
"mutT",1.77073791234776,0.890491530515147,0.952745766772084,1.28096377093432,1.23072860673699,1.3470410439785,1.29094788513018,0.972758936459234,1.05893336544285,0.765397558419347,1.4234724694229,1.40125362476379
"yacG",1.20161984036222,0.806208859896027,1.03265543712354,0.846989430776418,0.887826940480269,0.931761418476023,1.25730297937787,1.19237117797194,1.08595549399771,0.885369936238942,1.0625993725259,1.14016620252085
"zapD",1.59385026605856,0.996928524226186,0.836497130269373,2.806994986319,1.17457698610525,1.44410332984879,2.06628178322645,1.43904336322942,1.09032460455031,1.02818057057846,1.53187197267108,0.957002275382046
"coaE",1.38743507485272,1.11836363225185,1.00107986963801,2.05666418951671,1.09634231452524,1.16029782697511,1.50799118257347,1.33085178280676,1.18989168417591,1.09221655016933,1.71379764893895,1.22208871549333
"guaC",2.22694586968304,0.907595331380771,0.854333653756375,2.48918976102145,1.83460665600151,2.12684738300938,1.45357650927547,1.0258641110421,0.802180119349407,0.746380290047316,1.93112849406356,1.51460317070861
"hofC",1.40207317461919,1.22432213439323,0.876783267904707,1.04614495365623,0.961156186477496,1.22379382519061,1.00386050263036,0.658004488371947,1.14997170487058,0.653727416337121,NA,1.47852983433611
"hofB",0.748430994120049,0.977275627156144,0.989011418063184,1.10444078795496,1.63258806084828,1.74417554682174,1.00263789753306,1.05635554249026,1.02247043722131,1.28639917019097,1.19575219447709,1.22073748031025
"ppdD",1.12486578620839,1.10753452086413,1.14690143173771,1.38575054786178,1.24563544110203,1.58319200169082,1.78331182907065,2.17651196633463,2.0130685591304,1.60079394014511,2.89506050103352,1.70229801688248
"nadC",1.24100108258399,0.702584653818739,1.10631178063956,0.811414189601731,0.867749480824058,0.812834205129634,0.958998785305774,0.995337227378648,0.942831751640511,1.01709422455702,1.20403872445895,1.47023256483731
"ampD",0.610472536137408,0.885294138742745,0.8528415356473,1.10853912663737,1.24919604859035,1.0552153643052,0.892960063372382,1.2005992126817,1.2612772034769,1.24606945899944,1.20308534693244,1.23525332142699
"ampE",1.70273429183207,1.02394528904092,1.15110233398632,1.1082217439954,1.21631040027061,1.13959519753232,0.846051995294635,2.19702871835023,0.940129817041851,0.713546683186139,1.68182299287485,1.32440759939991
"aroP",0.919911676231583,0.652206410302516,0.953527518519746,0.877874451032153,1.03747101800512,0.866460056317733,1.20296371237077,1.36666698305623,0.983537210074345,1.03157972834233,0.759566993727528,1.27655264705261
"pdhR",0.961642054876358,0.670107966664299,0.827537407947549,2.3244177633736,2.67150287175691,3.32674964709151,2.12871204228945,3.40723909565623,2.75371775574758,1.28489565993673,3.25698361738141,2.43834312315451
"aceE",4.04330881709531,1.32477490365349,1.07443531367759,7.21438337744799,9.08858296520644,9.54436150497927,4.44608418643725,3.86726053182104,2.24517019573457,0.805526675751852,5.429462621369,2.8974233943766
"aceF",1.4860847275971,1.17099398725503,0.963002416902128,5.59756188042694,5.088006984268,8.83174715106856,2.12412752061351,4.06553616158663,1.59143444264993,0.908528230614881,4.00415638585507,2.02441071006407
"lpd",3.82139145289014,1.15068218228432,1.02247889160697,3.18738382716023,3.19524158674991,4.05812398102821,1.33737369302598,1.11926812664286,1.0000339146724,0.502511549834101,3.25401260374003,1.77699123463249
"yacH",0.979586620928003,0.860809445789308,1.22575440053639,1.66635043883537,1.32891417100633,1.86417262013812,1.44235212370487,1.40471405121713,1.50348105294047,1.05811308163758,1.23301699762735,1.23606398632233
"acnB",4.87512225756531,1.00536009257758,0.893461662387887,0.716459787396682,0.643011741163601,0.755285854767547,2.39531471522622,2.11270333821433,1.12553940089857,0.248511639369076,2.25223983759586,1.42660145985654
"yacL",0.533472339324716,0.921610453523608,1.06563707517176,0.97457583507953,1.11958047091468,1.14097776726714,0.643601229401405,0.834304867204009,0.703824174591489,1.38227182221635,0.929594030213328,1.18974909739831
"speD",7.0240599682296,1.06840868746303,0.900470555931296,0.579891369109997,0.593885457980376,0.640700145391582,0.444421329185457,0.357328250120137,0.341687738133548,0.173483212141206,1.20576337385768,0.997192679500276
"speE",4.70085859518384,1.23430666725112,0.888078381445976,0.561342466171991,0.607118260761928,0.699202776095844,0.72420285880251,0.569845317478217,0.678172553985798,0.27346735565175,1.67756581036944,1.41291957778596
"yacC",1.62875235186584,0.948164255785515,0.910427219890999,0.892913121991753,0.895635858175042,0.92865596116874,0.747340071963034,0.662443209785427,0.844001143681103,0.790206574682529,1.11885298144651,1.22356059543195
"cueO",0.956958240341648,0.903530039486677,0.883522980508931,0.6330202080554,0.799823876211588,0.868315567871243,1.10555041497783,1.61399022043843,1.76639616620543,0.679882371007732,1.92955901237693,1.54463883832289
"gcd",1.63344203317588,0.739095924173321,0.853495190671737,0.455945404294436,0.107192249344451,0.145314913823311,1.690371471335,1.50405790743469,1.16293350840592,0.689010599436547,1.82534467500095,0.993749976306835
"hpt",1.24214956470874,0.938059350978552,0.928455059864093,1.11393886877489,0.953154266473443,1.00387810154189,1.16238795778952,0.914922775325961,0.957653833995593,0.61131313836298,1.02807544917014,0.860796277435209
"can",2.49510654804323,0.815557460830218,0.885494591315912,1.49203291445624,0.962891275487291,0.953254244577284,2.48535448601175,1.70646118215054,1.28039385137905,0.581311717750324,2.16455250190678,1.37698226763681
"yadG",1.25438770854498,1.44971602077189,1.05716226531716,1.66240195732946,1.90683335913665,1.64872363123209,1.3337897081026,1.4532250020837,1.35749702375907,1.04002253303035,1.61049460852641,1.16644116744089
"yadH",1.69845096900228,0.876456920089664,0.909020022274772,2.32101468080817,1.93661833177428,2.11610577007685,1.34228139230529,1.5696626530939,1.08699819069051,0.756486329615174,1.72707843245396,1.12667922216951
"yadI",0.989837391689212,1.02438170543409,1.08272474924571,1.69964393354241,2.13339689917953,2.32779022692353,1.12863488525331,1.34449339332276,1.19575963244095,1.63695326900479,2.55325241342372,2.45663420137692
"yadE",1.84238564182289,1.05498013747315,0.837608208059957,1.06012445778167,0.896785805388588,1.06326440088427,1.21637846503799,0.957137426554503,1.05374399524489,0.831419598981612,3.75131624293281,2.29368092444932
"panD",2.24510371442841,0.865113970697835,0.930074589329057,0.333899961461772,0.293890336668006,0.313829802529854,0.542677216632533,0.809385123709677,0.623319590727719,0.233243710835167,1.21199890383622,1.12041405462522
"rpnC",1.10337404650451,1.02111363713112,0.941978767164611,0.981449251319044,0.814762366198902,0.782283302660151,1.02779301530851,1.35851921378194,0.710102522102925,0.70784288897748,NA,1.14869907159258
"panC",1.02259482275056,0.859691577957939,1.23082697801599,0.96078337328775,0.782970997563342,0.899573681224565,0.777652692461238,3.16327818298927,0.621387884963485,0.596590704797523,1.1725540795186,1.04261619452181
"panB",1.53642545789199,1.04253465771787,0.865034990631371,0.959252913641929,0.853895354228239,0.910484525103211,0.799977838942834,0.764847640925914,0.678521623929009,0.787279257470569,2.03753296398097,1.31019139543871
"yadC",1.51441987082901,1.05677848712125,0.92117838659153,1.0664999721465,0.956013529183172,0.811496304520287,1.45465007729278,0.480479720536627,1.36419818946113,0.908458670520305,NA,0.578204547270679
"yadK",1.42474344884894,1.1439942929862,1.16050936910869,1.18295442346496,0.975765658185955,1.02903922924706,1.51662710820199,2.30515315677629,2.43480369444374,0.938234138064931,NA,0.543045455249063
"yadL",1.99600102702282,1.13099678869064,1.1400261062148,3.24351022534685,3.20544510946798,3.38742982152939,2.60290301416253,1.9341814021437,1.6830105963462,0.769948562040045,1.62218257325284,1.40010597121583
"yadM",1.15346231243345,1.11963970871264,1.16319171451288,1.77638130096134,2.24948869726639,2.21230011318412,2.15628391752452,1.41264071457235,1.13374836797254,0.757868913448928,0.902864405229095,0.560495458292564
"htrE",0.689121546285407,1.2665119943627,1.36390575829204,0.968440778613416,1.16463192280446,1.87371405755679,0.883427892211466,2.70751983143145,2.26556667878191,1.05934425500532,NA,0.806619071510541
"yadV",0.919976638783085,1.14560436999876,5.87970163715199,0.932094898356988,0.7792136168395,4.64742189086737,0.970907752834582,2.1291370332795,0.618500272525857,1.08525889029266,NA,0.802990667669792
"yadN",1.48725327379166,1.10222383948636,2.19714385447378,0.836407798787249,1.67035530358726,NA,0.894370182539463,0.796293136640419,2.13930326103334,0.764404446217742,NA,1.3565835952882
