"","0","0 | 1","0 | 2","0 | 3","0 | 4","21600","21600 | 1","21600 | 2","21600 | 3","21600 | 4"
"glyA",5.2377,5.4025,5.8215,5.6559,5.3714,5.5359,5.0096,5.4232,5.0538,5.2568
"narG",0.8759,1.0173,0.7863,0.8127,0.8144,1.0268,0.8773,0.8712,0.8382,0.7055
"dcuA",4.4374,4.54,4.2131,4.2607,4.1331,4.4008,4.4205,4.1968,4.3662,4.4103
"ldrB",2.9123,3.4719,2.3183,2.6072,2.8469,3.7084,2.9141,2.841,3.0118,3.0005
"trhP",2.5666,2.2479,3.4638,2.7728,2.9416,2.5176,2.7653,2.6093,2.593,2.6783
"rng",4.346,4.7525,4.8359,4.6374,4.4994,4.8439,4.2256,4.632,4.284,4.3705
"fepG",0.759,1.0855,0.9382,0.9976,0.7193,1.1071,0.6111,0.9389,0.6735,0.7956
"guaB",0.4148,0.5181,0.5344,0.5468,0.4996,0.5478,0.3873,0.4481,0.3911,0.4294
"ccmE",2.8063,3.2762,3.5522,3.7493,3.4428,3.9239,3.2163,3.8968,3.4972,3.3059
"znuB",5.9154,6.2084,5.8683,5.6678,5.9389,6.3121,5.7661,6.1463,5.7609,5.857
"allA",1.2298,0.9711,0.6971,1.024,1.0444,0.8353,1.289,0.9704,1.177,1.1993
"proS",0.6566,0.8421,0.7695,0.7128,0.6235,0.9906,0.5682,0.7302,0.5766,0.6206
"ygfB",4.976,4.9598,4.8706,4.9417,4.8579,4.7544,4.83,4.9188,4.8097,4.7812
"pdeN",0.4969,0.577,0.5557,0.577,0.6054,0.5794,0.5665,0.639,0.5047,0.4666
"yqcC",2.5452,2.5368,3.0634,2.7857,2.7121,2.892,2.3491,2.9021,2.2748,2.4053
"ybcY",1.2834,1.1646,1.766,0.9235,0.8475,1.271,1.0826,0.8551,0.7236,1.3675
"idnR",2.3701,2.092,2.2202,2.5036,2.3986,2.3877,2.4967,2.5478,2.589,2.509
"torA",1.586,1.7135,1.8588,2.269,2.3863,1.9737,2.8091,2.3335,2.8011,2.7086
"nrfE",0.4189,0.6807,0.5857,0.6259,0.5423,0.5714,0.5769,0.6519,0.5824,0.48
"yifK",2.7531,2.4279,2.2122,2.4729,2.7514,1.9569,3.2036,2.4279,3.0131,2.934
"bamD",5.4766,5.1672,5.1907,5.1421,5.4232,4.9329,5.6312,4.9229,5.3293,5.6025
"cedA",4.5392,4.7663,4.5377,4.4959,4.4103,4.8964,4.4243,4.6826,4.3628,4.3094
"wecB",3.2065,3.2973,2.8738,2.9253,2.915,3.1224,3.1712,3.0076,3.1642,3.1167
"napG",2.4756,2.4418,2.9053,3.5447,3.2489,3.4163,3.202,3.4064,3.4727,3.1697
"mtgA",3.824,3.983,3.6529,3.8755,3.6264,4.2038,3.6411,3.9341,3.9423,3.7171
"ispG",5.6217,5.8341,5.6295,5.5772,5.6607,6.039,5.5506,5.9506,5.5698,5.6277
"mdtP",0.6925,0.8159,0.6129,0.6995,0.564,0.8659,0.7169,0.8683,0.9545,0.7302
"dnaT",3.7879,3.3956,3.2052,3.4787,3.6082,3.3026,3.7852,3.2685,3.6952,3.7648
"rimI",3.8671,3.7879,3.9141,3.6381,3.7461,3.7973,3.6952,3.8279,3.4774,3.7916
"gadB",0.9142,0.8768,1.5309,1.4002,1.0377,1.2395,0.8778,1.2105,0.7894,0.9113
"yhaH",2.7505,2.6459,2.5104,2.7721,2.6493,2.7495,2.8747,2.6359,2.6748,2.8791
"fes",3.3111,3.3987,3.9329,2.4947,2.4485,3.5467,3.0022,3.5686,3.0201,3.0464
"tdcB",5.011,4.9072,3.6604,5.0035,4.6991,4.8685,5.0067,4.9135,4.95,4.8332
"ybbY",0.4498,0.4447,0.4871,0.4643,0.4989,0.3964,0.624,0.5576,0.6443,0.5366
"pheP",2.2113,2.0877,2.2968,2.1652,2.24,1.9193,2.3329,2.2924,2.4101,2.1874
"accA",5.7788,5.7586,5.7075,5.6749,5.7816,5.6633,5.8278,5.7494,5.7816,5.8081
"mltB",2.5263,2.139,3.0937,2.6758,2.5674,2.6502,2.2949,2.6883,2.2918,2.1353
"murQ",0.4391,0.4005,0.4137,0.4126,0.384,0.4309,0.3294,0.3285,0.2997,0.3362
"eutC",1.518,1.6917,1.3727,1.5517,1.4597,1.755,1.5987,1.8563,1.7218,1.6435
"ebgC",0.5381,0.6028,0.6414,0.6919,0.6023,0.5756,0.577,0.7671,0.5772,0.5853
"yfdN",0.3742,0.4849,0.4506,0.4332,0.4289,0.4328,0.4581,0.4457,0.4382,0.4679
"yjaA",1.0462,0.663,1.6324,1.6872,1.3891,0.4337,0.9505,0.6406,0.7156,0.8786
"recJ",0.4357,0.427,0.4084,0.3768,0.4233,0.4383,0.4809,0.3531,0.4816,0.5798
"yohF",1.7592,2.0277,1.693,1.6324,1.5727,1.9353,1.6049,1.858,1.6582,1.6741
"yghT",0.6587,0.5993,0.6312,0.7635,0.7141,0.4744,0.7663,0.7038,0.6782,0.7295
"xdhD",0.9319,0.4408,0.5425,0.4822,0.7278,0.5496,1.379,0.6263,1.1646,1.0867
"fldA",0.4979,0.5963,0.7385,0.7086,0.5666,0.8322,0.4096,0.6419,0.5722,0.3874
"ydeS",1.161,0.9704,2.6649,1.0004,1.2886,0.9433,1.2022,1.1114,1.154,1.1267
"bcsE",3.337,3.4937,3.7561,3.6264,3.4882,3.3111,3.309,3.3475,3.2078,3.2872
"rimJ",4.7371,4.6938,4.4959,4.9016,4.8359,4.8251,4.9873,4.8097,4.9315,5.0354
"cspI",2.9741,1.286,0.5102,1.0886,2.0741,0.644,3.4024,0.8028,2.6584,3.2892
"ydfG",5.0444,5.1302,4.9967,5.148,5.1521,5.2508,5.2508,5.2016,5.0859,5.0991
"clcA",4.0905,4.1341,4.0466,3.7658,4.132,3.9304,3.9881,4.0318,4.1752,3.9792
"yejO",0.5383,0.6201,0.6306,0.6727,0.5756,0.786,0.4665,0.6194,0.4615,0.6041
"pspE",6.6057,6.6538,6.8625,7.0541,6.8554,6.7542,6.5154,6.6639,6.2249,6.6789
"malY",2.7764,2.9131,3.05,3.1622,2.9187,3.1768,2.8143,2.7887,2.9311,2.771
"bepA",0.7496,0.7093,0.5126,0.6656,0.6656,0.5058,0.678,0.5844,0.5537,0.759
"csqR",0.4316,1.0189,0.6519,0.6991,0.4654,0.9073,0.4462,0.4961,0.4583,0.5246
"glgB",5.0203,4.8425,4.9576,5.0652,4.7812,4.9379,4.9329,5.0538,4.9576,4.9342
"soxR",2.5273,2.9021,2.9592,2.852,2.7111,2.756,2.5299,3.028,2.358,2.5191
"ilvA",0.4667,0.5225,0.5177,0.4078,0.497,0.5376,0.4608,0.4152,0.4804,0.5867
"fadR",5.1257,5.1421,4.7581,5.1198,5.1735,5.1302,4.9983,5.2336,5.0518,5.1735
"flgD",0.5129,0.4415,0.5144,0.5118,0.5274,0.4941,0.5468,0.5429,0.5066,0.5021
"rplU",7.2579,7.2366,7.2631,7.372,7.4034,7.1731,7.3633,7.1048,7.2432,7.3054
"yjbE",2.4851,2.8195,2.0252,2.3797,2.5388,2.6748,2.294,2.3944,2.7836,2.4133
"deoD",5.8396,5.7344,6.2885,5.8642,5.7609,6.2637,5.7639,6.2368,5.6897,5.7494
"hemH",2.8229,2.9332,2.9978,2.8557,2.8342,2.8971,2.7387,2.9197,2.754,2.6964
"yccX",2.8052,2.8371,2.6379,2.8363,2.7848,3.0322,2.7308,2.9631,2.5803,2.7822
"yeaX",0.4355,0.3856,0.4346,0.3281,0.371,0.4131,0.4397,0.3536,0.4565,0.3438
"ycaD",2.7245,2.7579,2.7728,2.8781,2.8614,2.6369,2.4532,2.8011,2.5263,2.4611
"rhaB",0.6375,0.7193,0.7046,0.7042,0.6006,0.6402,0.5841,0.6564,0.5171,0.5231
"rpoE",6.7081,6.7232,6.4133,6.6164,6.5061,6.0418,6.5546,6.4409,6.5244,6.5585
"yfeR",1.8888,1.8039,1.6958,2.0462,1.9889,1.7633,1.8546,1.9514,1.8963,1.773
"recO",2.5845,2.9575,3.1768,2.7593,2.7531,2.9044,2.4611,2.9373,2.6292,2.5306
"ryjA",3.1828,3.4615,3.0172,3.158,3.3575,3.9412,2.9802,3.3343,3.1377,2.9286
"glmU",4.4337,4.4134,4.8406,4.6148,4.3731,4.3167,4.3014,4.4032,4.3047,4.3537
"malF",2.1001,1.9213,2.5733,3.731,1.9462,1.8167,2.0517,1.7781,1.7966,2.3443
"holB",3.3922,3.3548,3.2841,3.0792,3.3902,3.1122,3.4355,3.3627,3.4056,3.465
"hpf",6.211,5.7453,5.9241,6.1572,6.2146,5.682,6.7627,5.857,6.4482,6.6321
"yqiI",0.3574,0.4615,0.3941,0.4107,0.3546,0.3768,0.3218,0.3762,0.3098,0.4105
"yjiH",3.1642,3.6877,2.8904,3.5024,3.2346,4.4125,3.343,4.0179,3.4397,3.4615
"oxc",0.9097,0.6782,0.8404,0.7356,0.8807,0.8764,0.9267,0.8147,0.898,0.8185
"yciB",4.3731,4.5365,4.2467,4.391,4.5897,4.4151,4.5251,4.381,4.3568,4.4151
"hycD",1.0948,1.3208,1.0639,1.1527,1.1516,0.9587,1.1473,1.0478,1.2561,1.1617
"galF",3.7772,3.4638,4.1301,3.7735,3.9251,3.5871,3.9531,3.8055,3.8544,3.8555
"rnpB",8.1675,8.0089,8.0546,8.1675,8.214,8.214,8.1675,8.214,8.2713,8.1311
"ynbA",0.9373,0.9162,1.1571,1.1032,1.1681,1.0767,0.9328,1.1267,0.8603,1.0413
"elaB",2.8203,3.43,3.7113,3.558,2.9592,3.6493,2.5075,3.3335,2.4672,2.6609
"tusB",3.2734,3.5457,2.9602,2.8229,3.0843,3.2673,3.1072,3.0736,2.9028,2.8738
"ygaM",0.7346,0.753,0.9749,0.9757,1.0797,1.0654,0.7481,1.0184,0.711,0.605
"uxaC",4.7355,4.7598,5.0292,4.9983,4.8753,4.9302,4.8563,5.0849,4.765,4.732
"tdcF",4.0296,4.0537,3.1004,3.7158,3.8635,3.9985,3.9304,3.9195,4.0151,3.9057
"lldD",0.7627,0.838,0.877,0.9634,0.8316,1.1511,0.825,0.8546,0.7575,0.8813
"cysU",1.0914,1.1459,0.8529,0.8701,0.9263,1.236,0.9842,0.7663,1.0244,1.0244
"rpsL",7.1412,7.0846,7.3448,6.9043,7.0484,6.7491,7.1882,7.0438,7.1624,7.2145
"yjdC",4.3167,4.4423,4.629,4.3522,4.1842,4.54,4.1908,4.5343,4.1454,4.2929
"rplB",6.9401,6.6105,7.0247,6.5504,6.9453,6.569,7.0165,6.6321,6.959,7.0115
"bamE",4.5717,4.1791,3.9755,4.5273,4.618,3.7622,5.1907,3.6913,4.8878,4.9873
"yajL",2.4093,1.6296,1.5817,2.2425,2.5281,1.0862,3.1893,1.9595,3.3932,2.7721
"rsxA",2.9575,2.5273,2.3305,2.492,2.8988,1.5455,2.7698,2.0322,2.6468,2.7736
"cdsA",4.3418,4.6116,4.6416,4.4125,4.4049,4.7985,4.1616,4.662,4.3954,4.2553
"yqeG",2.4871,1.9747,1.9213,1.4795,2.2169,1.7375,2.6082,2.0894,2.4641,2.5083
"ydeA",1.2493,1.3383,1.6753,1.4317,1.5428,1.2142,1.2688,1.476,1.2189,1.1727
"marB",1.3084,1.1442,1.0377,0.9433,1.1699,0.8653,1.5943,0.8589,1.5716,1.5065
"rplN",7.83,7.8916,7.9716,7.7831,7.8916,7.75,7.8916,7.8916,7.8076,7.9349
"rutE",0.4311,0.405,0.5189,0.4963,0.4814,0.4255,0.497,0.5649,0.5525,0.4825
"yidL",1.2292,0.9267,1.189,1.284,1.2243,1.0605,1.2108,1.3512,0.9235,1.1911
"yqiJ",1.3462,1.0742,1.3462,1.3029,1.4002,0.86,1.3408,1.0897,1.369,1.1895
"cyuP",6.1916,6.2189,5.9737,6.7081,6.5419,6.2823,6.3689,6.3153,6.3046,6.4133
"yidG",2.0335,1.9846,2.1194,1.9213,1.9514,1.7331,2.0905,1.982,2.2236,1.9772
"yfiF",3.9518,4.1854,4.2412,4.1604,4.095,4.0617,4.0793,3.937,4.1036,4.019
"fdhF",2.2105,2.1838,1.9826,2.1259,2.1794,2.1965,2.4604,2.2949,2.5357,2.2729
"nfuA",6.2336,5.9737,5.806,5.7559,5.9943,5.6518,5.9064,5.5931,5.9673,5.74
"proV",0.5647,0.5155,0.6011,0.5473,0.5996,0.5417,0.5606,0.5052,0.5819,0.5193
"bcsA",0.4744,0.6602,0.4992,0.5451,0.4475,0.6813,0.4387,0.5011,0.4395,0.5794
"ulaF",2.5083,2.4899,2.3078,2.5126,2.4013,2.8887,2.6876,2.4077,2.7797,2.6082
"galT",2.8164,2.6658,3.3037,3.1979,2.6556,2.7721,2.7086,2.8634,2.8685,2.841
"yebC",5.5486,5.3507,5.4908,5.2315,5.5506,5.8827,5.7287,5.7007,5.6518,5.7639
"yidH",2.8035,2.9009,2.8237,2.7745,2.7913,2.9659,2.7454,3.0537,2.9785,2.7338
"rsmF",1.8613,1.7909,2.6843,1.8722,1.9837,1.8607,1.9343,2.3183,1.8175,1.9626
"yjdF",2.0535,2.3902,2.2034,2.1727,2.168,2.4101,1.9257,2.3146,1.9691,1.9747
"cra",5.3978,5.3098,4.976,5.4661,5.3701,5.2336,5.5996,5.2868,5.5978,5.5772
"ynjC",0.4646,0.5108,0.4452,0.4728,0.4458,0.4994,0.4136,0.4404,0.445,0.401
"hcxB",5.0815,5.7639,6.1204,5.9445,5.1122,5.9464,4.8097,5.7287,4.783,5.0904
"ybjX",7.2521,7.5004,7.1577,6.9129,7.1233,7.4143,7.0484,7.3302,6.9768,7.0293
"tmk",4.4049,4.5352,4.4712,4.3662,4.44,4.7718,4.6475,4.5653,4.6807,4.5022
"galP",1.6601,1.3167,1.1494,1.1836,1.3072,1.4574,1.698,1.2704,1.8104,1.5548
"lamB",3.2601,2.6912,4.154,5.3398,2.8305,2.5184,2.8496,2.3228,2.9197,3.2489
"rdlA",0.5052,0.3109,0.316,0.3259,0.552,0.2249,0.586,0.3151,0.5471,0.5904
"yejK",2.3006,1.5727,2.0471,1.8764,2.4785,1.6753,2.4209,1.9222,2.6523,2.4101
"ynfA",3.6794,4.0652,3.689,3.7468,3.6668,4.3376,3.542,4.1,3.5952,3.6584
"kduI",2.3405,2.0581,2.4322,2.5384,2.3357,2.1394,2.5126,2.3069,2.3423,2.5526
"eamA",3.0765,3.4345,3.465,3.2985,3.0086,3.5322,2.8887,3.5216,2.9845,3.1342
"bolA",3.813,4.0062,3.9402,4.5694,4.1287,4.0991,3.8194,4.0098,3.6381,4.0271
"rihC",0.7315,0.6316,0.7335,0.8313,0.7644,0.8537,0.7803,0.6002,0.753,0.8476
"acnA",5.0002,5.1144,4.9772,5.3012,5.0968,5.4338,4.947,5.2992,4.9172,5.1028
"ybhD",0.9895,0.6916,0.8427,0.8487,0.8768,0.9175,0.9466,0.8947,0.8039,0.9962
"arnD",2.2597,2.2547,4.0827,3.2443,2.7086,2.8844,2.3498,2.7018,2.3183,2.4468
"fdnI",2.3285,2.1481,1.7765,2.358,2.7269,2.6162,2.8844,2.7094,3.1614,3.0876
"umuC",3.0076,2.8336,3.8755,3.5662,3.3475,1.3619,1.2582,1.395,1.2454,1.2874
"ydjE",1.277,1.7147,1.2607,1.3637,1.161,1.5492,1.0849,1.3246,1.0395,1.2962
"ftsW",5.0273,5.1961,4.8478,4.8236,4.9016,4.8514,4.8406,5.0127,4.886,4.9329
"greA",4.5931,4.4282,4.573,4.3251,4.4898,4.2412,4.3591,4.2663,4.2333,4.3263
"cnu",2.6044,2.593,3.5309,3.6309,3.1855,2.7349,2.0685,2.4515,1.7608,2.0677
"ptsN",5.7235,5.9064,5.8771,5.9214,5.7559,6.0255,5.6333,5.9103,5.6971,5.7938
"yceI",5.8642,5.7938,6.1043,6.1155,5.9793,5.9881,5.9623,5.9793,5.7235,6.0285
"nfi",3.0213,2.865,2.7436,2.7153,3.0022,2.4708,2.9373,2.8781,3.0765,2.9582
"mltF",2.3491,2.429,2.2739,2.3659,2.227,2.2834,2.0793,2.4978,2.0216,2.1974
"yagA",0.5429,0.7177,0.5559,0.5216,0.5178,0.5688,0.5124,0.56,0.5354,0.6375
"prkB",3.7235,3.9402,3.8313,3.8645,3.557,4.0915,3.7372,3.7973,3.7211,3.7094
"ydgI",1.2717,1.174,3.0975,1.1803,1.09,1.2344,1.0759,1.3397,1.3451,1.1036
"ybaM",2.8614,3.7211,3.1243,3.5035,2.9304,4.1018,2.657,3.4808,2.5083,2.9311
"marA",3.1342,2.9829,2.7954,3.1235,3.2945,3.0901,3.0345,2.8563,2.838,3.1206
"pgi",4.4592,4.6217,4.4605,4.5785,4.4546,4.5242,4.598,4.6374,4.4712,4.5909
"anmK",4.9135,5.0652,4.6589,4.9891,5.011,5.0035,4.9152,5.1108,5.0769,4.9215
"pdeI",1.501,1.1776,1.3103,1.0151,1.3263,0.903,1.6058,1.3752,1.4257,1.5193
"eptA",0.6348,0.8154,0.6342,0.6718,0.5775,0.873,0.581,0.6557,0.5647,0.6775
"nuoJ",6.1405,6.3689,5.9546,6.0933,6.1837,6.3835,6.2404,6.2793,6.1671,6.3566
"zapG",6.7775,6.6479,6.6999,6.7775,6.8008,6.8676,6.6747,6.5968,6.4369,6.8008
"dhaM",3.9621,4.1625,3.9109,4.154,3.9586,4.4032,4.0652,4.1759,4.1908,4.0814
"fdoI",6.417,6.2885,6.2756,6.2756,6.5102,6.2336,6.6789,6.5585,6.5968,6.669
"htpX",7.2982,7.372,6.4409,6.821,7.2982,6.8443,7.1233,7.0713,7.1285,7.1233
"yceJ",3.6751,3.6158,3.5883,3.5074,3.8468,3.7782,3.696,3.8844,3.5503,3.6289
"degP",1.9079,2.574,1.8147,2.0471,1.6435,2.2406,1.5296,1.7369,1.6565,1.9902
"rbsA",2.4938,3.0926,2.8844,3.0674,2.6015,3.2298,2.3382,2.8675,2.4653,2.6175
"mdlA",0.4896,0.6383,0.5743,0.5091,0.4873,0.561,0.5042,0.4837,0.5226,0.4707
"ytjC",3.8844,3.623,3.7609,3.8251,3.8695,3.7573,3.9279,3.9279,3.983,3.8335
"fliJ",0.8467,0.6604,0.6877,0.7272,0.7134,0.6891,0.9134,0.7489,0.8958,0.9239
"gsiC",2.1592,2.2162,2.306,2.1574,2.2547,2.5246,2.2511,2.4716,2.2949,2.2587
"rlmJ",3.6178,3.5773,3.5818,3.412,3.5299,3.414,3.4397,3.3824,3.4912,3.3743
"bioH",2.0077,1.9616,1.8214,1.8072,1.8931,1.5548,2.019,1.8532,2.1353,2.0052
"yihF",0.4703,0.4199,0.5621,0.5573,0.52,0.4867,0.6091,0.4963,0.5855,0.561
"yjeT",1.5987,1.6086,1.5086,1.4812,1.6769,1.7867,1.6017,1.5934,1.5158,1.7572
"araA",0.5039,0.5248,0.3573,0.4989,0.4568,0.4278,0.4659,0.4061,0.4491,0.4689
"yjeO",0.4867,0.4746,0.483,0.4695,0.3843,0.4933,0.3981,0.4359,0.4107,0.4407
"helD",3.4596,3.0355,2.9582,3.0967,3.2995,2.7338,3.5662,3.3316,3.6178,3.5952
"hisC",5.6916,5.8176,6.563,5.2946,5.4187,5.7869,5.8913,5.8771,5.9584,5.806
"yecH",2.7797,2.5515,2.0156,2.6739,3.1046,2.877,3.1721,2.9159,3.1631,3.1493
"rseA",7.4505,7.5173,7.2366,7.4034,7.2631,7.1624,7.2241,7.3054,7.1464,7.232
"rpoS",6.7957,6.563,6.0008,6.6432,6.7864,6.4369,6.8008,6.4735,6.7186,6.7586
"lysS",4.7775,4.7109,4.9188,4.7124,4.8047,4.8123,4.9215,4.6234,4.9329,5.0518
"mhpD",0.4002,0.4941,0.5328,0.497,0.4825,0.4966,0.4598,0.5024,0.4727,0.4591
"yheT",0.5901,0.5328,0.533,0.4295,0.4763,0.5705,0.5008,0.572,0.4737,0.6146
"aidB",1.4369,1.476,1.5099,1.5843,1.4137,1.4936,1.3366,1.6017,1.3657,1.3431
"cusF",0.5206,0.5446,0.5136,0.4347,0.4945,0.5092,0.5819,0.4655,0.4161,0.7239
"citD",0.3849,0.3212,0.3184,0.3104,0.37,0.3122,0.3593,0.3251,0.4906,0.3501
