"","0","0 | 1","14400","14400 | 1","0 | 2","0 | 3","14400 | 2","14400 | 3","14400 | 4","14400 | 5"
"kefC",0.933958855402376,0.949752288309099,1.20727891560986,1.19255173314286,1.10332542843613,1.09260984601312,1.06565233195904,1.15309201462668,1.03336327111422,1.05990468787275
"folA",1.172774346394,1.13807071932022,1.37876062256238,1.29530408310826,1.15526282060803,1.09462820068694,1.11517510177431,1.23838995546805,1.1878057692336,1.06012134654871
"apaH",1.01897636725853,0.937788136203589,1.17078604906956,1.28773226588508,1.1586839625825,1.08651462348887,1.1348408364294,1.13856786522514,1.03306429481647,1.19724039464153
"apaG",1.01564182307213,0.935101320438309,1.39419547661111,1.25325165561349,1.05721739003839,1.08457968052948,1.28274749661805,1.34867201370976,1.40180456737872,1.02608472438977
"rsmA",1.16169733465146,1.11877838727383,1.30546364722318,1.40007836231657,1.39850036369262,1.33623105069217,1.41259840144321,1.56521879586615,1.4300435054379,1.35257715875949
"pdxA",0.92554174820544,0.84967686980736,1.40175315406923,1.1789547135175,1.14016556553682,NA,1.20333077820087,1.07221298497792,1.02267878175449,1.15485063999954
"surA",1.21130763258696,1.05718624692165,1.13025627477389,1.21683670526576,0.911392737817034,0.852147554168433,1.12541979789948,1.08624047618608,1.19720467700634,1.02322799622118
"lptD",1.07751491254356,1.08463581163538,0.932666269225708,0.833057784062446,1.05821500958272,1.00390855732221,1.17701291931475,0.968293136880703,0.979090068149128,1.07835627001119
"djlA",0.972266756454543,0.98755667866085,1.15132750512048,1.20414081412885,1.11264735804135,1.15347563649704,1.17784110618646,1.18177239374592,1.06131143725078,0.971489928845861
"yabP",0.858845960427037,0.937868292936741,0.864152403332767,0.828451091487335,0.916776456370685,0.906110983930513,0.832983212102187,0.824531325773244,0.927935356273553,0.910636798861874
"yabQ",1.48531455544995,1.27539607813074,0.674086431951819,0.691557717962473,0.82652323680051,0.78805804965312,0.537766985368936,NA,0.775201104818727,0.742329944331263
"rluA",1.05781259481438,0.924645359870368,1.06904303809445,1.22250092687537,1.08305243394359,1.13467483416702,0.911876414468911,1.25221101589504,1.0285280517433,1.12924527871936
"rapA",0.754832925926686,0.786817643552263,0.632851965897535,0.631496566459561,0.785230904777475,0.81373886215369,0.724294565661254,0.609928188377219,0.741816769054171,0.87833257953554
"polB",0.798407851365386,0.818284016371642,0.809703229591576,0.773158230572752,0.805978107511253,0.858667050124086,0.900713635479924,0.71802833338285,0.890334850706877,1.02495287398995
"araD",0.890890951369827,1.00319217282362,1.12426311130088,1.12799455293059,1.1909891506584,1.16403922014359,1.20439967176696,1.16448707280298,1.17925640195402,1.1378825845593
"araA",0.742674767783561,0.833652566694668,0.863818963124642,0.842660921677506,1.06349290977916,1.08175491520868,1.13609107385393,0.854839696134366,0.987914502800116,1.2368351814171
"araB",0.992883560457617,1.01828667928426,0.947924680373969,0.952482688643963,0.952419858464956,0.968083040619167,1.0759987530577,1.07937905524982,1.03825078172189,NA
"araC",0.990267934654,1.0644551232734,0.995638959909367,1.02170310228659,1.01159315565035,0.858540471843434,1.05802458403675,0.940339493935036,1.05507688056329,1.08042933016535
"yabI",0.932632305987305,1.15608980446119,1.03369030999971,0.886568054955776,1.07517060372817,1.08267413229126,1.02252753775265,0.914694350768819,0.910519457777334,0.866093427315094
"thiQ",0.764345444449639,0.772418648070805,1.04320450292845,1.05755208969919,1.11010916799545,1.21360814565443,0.930799945897736,1.00176186892961,0.851481422000935,0.80229305899037
"thiP",0.912026395497012,1.02590121061931,1.25146417642872,1.12342583537058,1.09756588890119,1.04446743431995,0.992937890280158,0.950653510083717,0.972769447634888,1.1146290196887
"thiB",0.939567916186026,0.946289431509419,0.947039523420867,0.869164696006463,1.04085203270089,0.998913734941226,1.0219397212977,0.95322342195915,0.990193283075962,1.1320925106563
"sgrR",0.949301960022224,0.981065946044318,1.12587010423588,1.11289484806988,0.997427322248571,0.933640904741525,1.16284745485936,NA,NA,1.21649838164127
"setA",1.07800570865228,1.36096972480615,0.977782263566518,0.958434118197219,NA,0.855077200222308,NA,NA,NA,0.945581647447158
"leuD",1.01151379467083,1.04404596922178,0.73014627872709,0.829644696215036,0.857239230616683,0.893468428270727,0.868098189233676,0.902129202209883,0.79802405905833,0.673752643747358
"leuC",0.880213058946187,0.959033963319897,0.771491878110403,0.848352946033451,1.03794660632026,1.00875311883879,0.896315430709978,0.862202068626795,0.827696104737007,0.841502121597958
"leuB",1.02371307339595,0.984398479823123,0.965597485294623,1.02207507699793,0.997886789600888,1.02704163790626,0.992347509085835,1.03452672434066,0.929310692837071,0.745832034361119
"leuA",0.908126066402433,0.842077281165235,0.90352371095652,0.821694272604279,1.02718614343833,1.00209563311825,0.88108745474043,0.920786541588501,0.891156601752768,0.610413517556356
"leuL",0.764835812266274,0.684133438170219,0.765279861260646,0.740282017492111,1.07762787381397,1.06465936149913,0.883096266479891,0.77757823634662,0.945455094224942,0.9562473104012
"leuO",0.998335440248312,1.13491815512977,1.22133935773825,1.36686768263858,1.24949805699971,1.07832846487224,1.19574598653956,1.13589169711396,1.05038966103929,NA
"ilvI",1.04352855226189,0.926808726319717,0.442137404343858,0.405106741037327,1.28900984898966,1.190825104227,0.794432983249279,0.808864215472412,1.35570111181293,1.05827653137819
"ilvH",1.07582773767444,0.998089420550882,1.16512355586043,1.26150534060332,1.09748676661966,1.18260707153343,0.980973285033444,1.33018810037061,1.08800355610591,0.852543862306944
"cra",1.05437853103578,1.12691601371844,1.09624625793385,1.0780803230553,0.849202713924351,0.933447729577546,0.891961192646527,0.766910873039068,0.870255285919817,0.91266615116706
"mraZ",1.02753242316795,0.958524273484076,1.23240245379992,1.33277502660041,1.10814842854708,1.13068525883038,1.12539985139076,1.24415320944548,1.05498622520114,1.0932481825199
"rsmH",1.13030809463354,1.05968461095498,1.09388685708431,1.12506467812458,0.935476018057242,0.936895940424558,1.10833294315089,1.03870455777847,0.987511785297556,1.05200214336369
"ftsL",0.990621554915264,0.950193141159356,1.20417319385255,1.28349750726788,1.08402100577798,1.210241197483,1.24567481143383,1.41069364174601,1.16983512125065,0.928203568431981
"ftsI",1.20396214285811,1.03359944752377,1.07622978015124,1.16816337798789,1.15678331847158,1.20154749190065,1.39524738068333,1.30040221904436,1.1688481731413,1.52933037299741
"murE",0.988695234092455,0.930399339022656,1.10317309738446,1.06480593894297,1.2007098493781,1.20946067031925,1.3878112463838,1.43176159494651,1.15436708555971,1.0998335345694
"murF",0.912081855431352,1.01759224422565,1.05361074590101,1.12108342364396,1.15483622662023,1.14810573548851,1.22949624942213,1.35514330297882,1.18975187406959,1.19425819780057
"mraY",0.695221562708509,0.891583422214203,0.661847682599944,0.600118574054802,0.717361981009881,0.690215533251151,0.881344243886594,0.595387809513002,0.776632067424923,1.13630930347972
"murD",1.12352131810372,0.99215430045138,0.970737448149403,1.00640149887759,1.06632751145194,1.05982431802792,0.980165815529494,1.09139251836616,1.05018735004082,1.2176128471093
"ftsW",0.692598061153981,0.776085523936645,0.856520446945749,0.724501418727197,0.871571531503885,0.960231237824886,0.929188758906048,0.829612606434235,NA,1.09150712742194
"murG",0.872155818126309,0.89837621984519,0.977279728796597,0.883730793704657,0.98607699580157,1.01616617554026,1.06245062072475,0.935584069003542,0.943189061448806,1.1944490797949
"murC",0.875042110535996,1.01458196446568,1.02541344338076,0.76968526902525,0.851684806270026,0.775020292851457,0.721117080287837,0.868837315757184,0.778011372002596,1.07236878394552
"ddlB",1.36256827909975,1.34045833850338,1.15051327344715,1.0697977970708,1.13473405655164,1.14062223292471,1.09254964221616,0.998604587910034,1.0347931822864,1.15965410203909
"ftsQ",1.03818972103506,1.20552609410317,1.19016140878008,1.20574507812296,1.12469784487721,1.07646601795142,1.03911885431456,1.00594724798748,0.992796764581712,1.07651615662698
"ftsA",0.832174472180692,0.871440092366468,0.650540016539379,0.671734834711601,1.26268972343606,1.21227845454135,1.53804586654545,1.43804958817617,1.3286964477144,1.20029825406727
"ftsZ",1.18986153426335,1.19504814802586,1.35870540655552,1.35292154515368,1.0174183374665,1.04238088690049,1.27419948901407,1.26036274190125,0.970896263081368,0.912294863240968
"lpxC",1.54872609268628,1.26418413073882,2.8669418881882,3.20149547753691,1.1915298226395,1.16900647352286,1.51117922660844,1.38814720931853,1.06356400948487,0.957264650401579
"secM",1.05730176003818,1.02616190830379,1.46003560028349,1.43100950429213,1.01267460540924,0.983499001556462,0.902046666539001,0.924589346849505,0.911401293998926,1.08371207232783
"secA",0.964370149847693,0.874478092989357,1.16024627121482,1.24060829822106,1.0741144017244,0.997394105530001,1.03385669457851,1.18464303454373,1.01382369993443,0.995631014539568
"mutT",1.07666580828748,0.883022461266761,1.12111924818845,1.1934063959373,0.983911238620266,1.06300850003356,1.07721623847936,1.18760603769242,1.07277273047918,NA
"yacG",0.856396222957291,0.821157471504488,0.82629707791829,0.799983459953245,0.940426286222612,0.957862521369701,0.861233047369378,1.04623765869278,1.04889601519877,1.06974034433477
"zapD",0.842961427215543,1.01731137733635,1.10914551642726,1.01427455656145,0.936851844793731,0.909699634744764,1.0160371244824,0.796488161660539,0.910874188881958,1.08812882480423
"coaE",0.851132522436315,0.799632637008866,1.07232432307221,0.964514090002824,0.96114690404143,0.95040226533713,1.16970256726328,0.926545212451553,0.943930982583523,1.01937534909345
"guaC",0.865339565543076,1.00270160519323,1.56441072306837,1.29441695927624,0.957532294196286,0.923156371028716,1.16432807860483,0.95286973457285,1.0015803691376,1.00290150794393
"hofC",0.753609945163002,0.898453759546375,1.27330411182602,1.5050458769279,1.1407394561334,1.05466598161767,1.20467390332943,1.06959941982976,0.996584104945187,NA
"hofB",1.0346887324053,1.0504436156675,0.9390551533389,0.986950915952348,0.955934361386922,0.962791659394554,0.914661852861216,0.975145638291136,0.923890688984707,1.07740045458302
"ppdD",1.05994927886841,0.946383718494305,1.37608951614435,1.46304979952641,1.14429789204768,1.10959133688364,1.13518176739545,1.1990387243345,1.17506543799799,0.997680961302909
"nadC",0.896492367790313,0.984042549891096,0.908704970282022,0.97061694031805,0.978336638801264,1.03251527500734,0.864232784841562,1.03249320852594,1.04637086404663,1.06807263069786
"ampD",0.851982339111515,0.892842074015891,0.677361872273841,0.739455269093259,1.13843611909274,1.21929109685748,0.805669958496561,0.904473927991106,0.892130165611334,0.908522693294684
"ampE",1,0.977918043342544,1.10983907413494,1.18270140220237,1.0981843401119,1.16002255275444,1.18032796958244,1.44534910724211,1.13810340028839,NA
"aroP",1.03277037237317,1.09218340250153,0.790694339668111,0.729851882200308,1.24378438225366,1.26223701233933,1.08398745014534,1.20147189738459,1.26634684356887,0.947374726378982
"pdhR",0.914232737477287,0.928486808955415,1.54027631742737,1.77935222109813,0.770439436795766,0.712508653953423,0.983379989767392,0.940723968481331,0.974716391462547,1.12959823303553
"aceE",0.844554920441537,0.765362162065427,1.57890333613265,1.49355095349538,1.09442973952992,1.13952226378514,1.59932099949291,1.45023540572153,1.34064798463777,1.21943977932005
"aceF",1.01723040505918,0.958796157949453,1.0507961458338,0.982260632933942,1.17381659526074,1.14670542044349,1.05023470833691,1.14411722686684,1.06348056099491,1.13975991693503
"lpd",1.24590068258638,1.19063288175964,2.04999492048653,2.06143639215497,0.907808717274682,0.938223405008251,0.872424848696828,1.04947454173146,0.790384174005307,0.662183963191086
"yacH",0.911805685394789,0.910440018510047,0.981511486790205,1.06374287521818,1.02343320425424,1.10006371411453,1.04249811712914,1.21039755296136,1.01279087808518,1.12996920071331
"acnB",1.01630308346114,1.01087280163416,1.45632026595687,1.50625544021201,0.997858499499463,0.995171251762753,1.24896641754587,1.15657235853425,1.02707786240752,0.944539698693767
"yacL",1.16280784991117,1.00797398533775,0.648796846763245,0.589053343630753,1.06082407106508,1.0934872016878,0.882995256641634,1.03628133680377,1.00376084762112,0.917380628014755
"speD",0.747181354009199,0.744034612912877,1.06492834188142,1.10176293167683,1.11403228497525,0.953568322209497,1.21831655400447,1.20439175513577,1.03534821223389,1.04373418097206
"speE",0.99484384991287,0.83331078835263,0.730721223219699,0.779787170495752,0.790953842902742,0.715170016540602,1.00829556095868,0.915157888284083,0.87287831090317,0.885886757113012
"yacC",0.876674980212958,0.897049850895494,1.14767440916442,1.01072293301239,1.04583896135151,0.975344640493068,1.0442698599706,0.895038766011854,0.989540608822799,0.966456502936975
"cueO",0.903935030438312,0.891012145158061,1.13970551657157,1.10127171068723,1.05187144594736,1.04988384089436,1.07624076857578,1.2004660368995,1.10156388553044,1.00577658692953
"gcd",1.49691869533509,1.5663612143261,1.02849043157332,1.09232824443425,0.993430452658814,0.997664194371135,1.25584921955642,1.03530035478387,1.02147503654128,1.24724588714852
"hpt",1.0803648296314,0.923727968764588,1.15521335347462,1.21655176406139,1.07910627006398,1.10127947620683,1.07372261701489,1.08972316045798,1.00362224351335,0.925998372516882
"can",0.903762160891163,0.84509240275021,1.01373634745099,1.05411829220686,0.901466289544442,0.884188089108,0.962908571971174,0.990489927339848,0.933660348582588,0.854452139809306
"yadG",1.0723104914903,1.09463851502604,0.844778247610113,0.84120093106563,0.934251731145764,0.961506274965651,1.01118595551534,1.05227503595543,0.999552081892537,1.02889507920474
"yadH",0.912717331542992,0.998996790390463,0.998966052927557,1.2401405868129,0.97243197014451,0.951161483082726,1.17154934744826,0.959827157776902,0.913385470105325,1.18054847672351
"yadI",1.13472935463894,1.13364595611254,1.10310797004353,1.22013932556039,0.962968940903116,1.04048380508616,1.13780525949018,0.991052307755772,1.00020937246515,NA
"yadE",1.58485238684219,1.60726342255518,1.86089118532834,1.84144472597842,NA,NA,0.857556028448137,NA,0.866324799666078,NA
"panD",0.715667964131011,0.730749790228946,0.945907380752451,1.00360320492775,1.13245052535441,1.13614618843627,0.948904692443073,1.01355765141729,0.918674524889343,0.734754308101294
"rpnC",0.777525115053754,0.826355323605419,1.09489254141514,1.09911046027748,0.930637483410937,0.859823807202566,1.01065249987898,0.925232960133213,0.923300255506957,1.07148507762003
"panC",0.930456276086025,0.933583773449476,1.06993205011825,1.09244838711789,1.19260526668531,1.25363128886369,1.16033969896726,1.23551910720192,1.29005397293267,0.961250041851464
"panB",0.799103863114241,0.771386643958408,0.904856952622322,0.87324383166524,0.935609415221578,0.875261804943742,0.935101293863633,0.86953573693687,1.07801600235755,0.966995811595237
"yadC",1.30228523627787,1.48203650907173,NA,NA,NA,NA,0.569638406523406,NA,NA,NA
"yadK",NA,NA,NA,NA,NA,NA,NA,NA,0.850654841939391,NA
"yadL",1.14460007457775,1.18085476865091,1.20160158001442,1.2545768554195,1.08659645849112,1.19566272040908,1.17061443828456,1.17902948460841,1.22713426084385,NA
"yadM",1.03213661824147,1.11539868791786,1.06249614809038,1.12136013874087,0.889838841071109,0.84306519937313,1.05244505027555,0.89215693248335,0.971203925544756,NA
"htrE",NA,NA,NA,1.15557480317781,NA,NA,NA,1.129160955674,NA,NA
"yadV",1,0.908047032954582,0.783855051724775,0.896148687613237,0.777188133818219,NA,NA,0.732404658693925,1.00418528813503,NA
"yadN",0.88169997688453,0.809866030707567,1.09574425134268,0.933735368910215,0.978295574745124,1.14737021727118,1.0766440146634,1.11394890488247,1.03905979664472,NA
"folK",0.920535207390873,0.926041640849323,1.1999281476029,1.13111773077685,0.936059762912894,0.829448978379203,1.04785849610617,NA,1.04667051585806,1.02212586409586
"pcnB",1.24566598024189,1.26878942961658,1.92845883441325,1.7747582681638,1.17029252069155,1.14739995776666,1.21530872722595,0.945380932358798,1.00255768317963,1.02557723958219
"gluQ",1.08358775298676,1.32069898445841,0.853603292489616,0.775994276671959,0.895418146352957,0.920155812203599,0.931428337457776,0.747784909691946,0.919395415889477,1.17323964564078
"dksA",1.20000797024826,1.08844787836954,0.968548575455566,0.852190125544138,1.21785787804885,1.14977009379921,1.38805409551078,1.4749600459955,1.2148286323818,1.16363322327527
"sfsA",1.13097551177886,1.06851908911215,0.756767865402299,0.705026513894632,1.1779660573084,1.11253099578999,1.11522591325759,0.988069045597399,1.14681281889375,1.04879078299106
"thpR",0.991174603895951,0.991145946232772,1.01554210577614,0.944251482598478,0.908816860948742,0.849235629153337,0.914745800224957,0.928980489836701,0.920380252613544,1.17050544772036
"hrpB",1.13470023200147,1.07065655955211,1.14386912135547,1.28793128196931,0.994965919444773,0.942169225182135,1.02932228738518,0.864162647830558,0.975267179561578,1.11085608421255
"mrcB",1.06853860814318,1.00973041120994,1.27825587604551,1.5448033071941,1.39733737013813,1.41924748592035,1.05344113034421,1.3169464586108,1.0586837009537,1.11709073996511
"fhuA",1.04361487381312,1.05251465264804,1.18497331358203,1.12064227282934,1.02917770462362,0.84012488947725,1.28840773041997,1.29036623579263,1.11087599547869,1.07709883858098
"fhuC",1.04071782819192,0.99249262427739,0.961861060597202,0.873262065506126,0.991841348714978,0.837788700848165,1.06711999591156,0.765918946023358,0.896778484160053,0.901539937859168
"fhuD",0.999835467327792,0.999678141087248,1.00072086035597,1.12186830316786,1.12691163399464,0.996824590142431,1.16958669527016,0.954148557326253,1.0317659628427,NA
"fhuB",1.10751181145613,0.990176953578967,1.1836160082204,1.22171860793041,0.858463368263636,0.912208488322475,0.934173452447984,0.834515322381193,0.806429027025421,0.983277578588669
"hemL",1.04265571393531,0.85616740612661,1.08371429204326,1.14795375451231,1.09042187763544,1.10661342637311,1.01573549457131,1.18845742461972,1.01212963268834,0.942499176530739
"clcA",1.25949368104225,1.20315349724798,1.83745512964344,1.80266014184621,1.04073877123473,1.02444722785332,1.02943969515865,1.00147849143946,0.900910840795823,1.11972325786722
"erpA",1.72270046453921,1.38180962969595,2.72997481154539,2.74883657370078,1.4754322024014,1.50915980081934,1.38875541216476,1.45817168353768,1.41408662856141,1.1630558913061
"yadS",0.819553385336422,1.00741778029473,0.905088229207499,0.843734270700313,0.778591753775222,0.800112481787536,0.855613110440442,0.768083934941092,0.984713186629931,0.947894016284866
"btuF",0.830495016940089,0.859747529344763,0.941129888499566,0.901646927689124,0.914570349729142,NA,NA,NA,NA,NA
"mtn",1.08591885111339,0.962296913144148,1.39099483893528,1.44533819324207,1.09894676257626,1.11666725813047,1.25324998512786,1.24001699625235,1.02002874871168,0.9417706165172
"dgt",0.843041619858981,0.901817074795355,0.921086032985446,0.954476906326979,0.81512235086161,NA,0.957045594678395,0.726060096928042,0.940714858592855,0.880152704561332
"degP",0.868307478167701,0.829168925413757,0.651744333220979,0.605170966489588,0.860416543325593,0.876263340845094,1.11364885290448,1.01929717922133,0.989761015591999,0.955529063375244
"cdaR",0.938824892590713,0.888998766249426,0.908812603168268,0.883171299135553,1.02836022593536,1.01813817446422,1.02025271163049,0.863867581495244,0.995056448048662,1.00775524366429
"yaeH",1.35167012129693,1.21923924473825,0.650007191084858,0.597847305542283,1.00284209590971,0.946221068973066,0.822548816874258,0.817431990514583,0.836220991700259,0.71164927194156
"yaeI",1.00457613120467,0.952364204700353,1.02335280374928,1.00300416514604,1.07634595652668,1.08204140960441,1.03146313677656,1.03875270075155,1.05795577813814,1.03949478902403
"dapD",0.986165319806347,0.90894308211208,1.35164271331693,1.31348321919564,1.13926490068807,1.14336366686327,1.19094858229063,1.19055929595085,1.03729881669453,1.02131116989055
"glnD",0.95910051524993,0.885306628841831,0.916380194195933,0.982913591431271,0.952507201261885,0.900451398210194,1.03234372667072,0.879215279751464,1.00771519745475,0.961031065340767
"map",0.783009602314474,0.769880215159517,1.02245339896563,0.915109283340551,1.13015763377609,1.01874602205765,0.983477581793632,0.962956346320333,0.886001567936952,0.731213300075525
"rpsB",1.76868815292173,1.58083062363798,2.52037314554355,2.31072646312992,1.10451699396843,1.03556854305908,1.58458465340199,1.41339663170236,1.10363381254249,1.1072871522056
"tsf",1.12462349244501,1.0792047969213,1.64695605182169,1.50098652466249,0.967647109397607,0.973956275529068,1.50610852562866,1.29760601658515,1.14818592850199,1.081233797617
"pyrH",1.00137040150443,0.93425012516374,1.77317574457495,1.99040893928645,1.17985284966759,1.19313987254228,1.09302992068862,1.30102564875682,0.905778894662488,0.750322359967518
"frr",1.19496427862821,1.06694283051634,1.13945424099173,1.2427570486854,1.19015657041696,1.14697920564087,1.16776893324621,1.0759734392921,1.00181986981361,0.811005284967627
