"","0","1200","3000","6600","0 | 1","1200 | 1","3000 | 1","4800","6600 | 1","0 | 2","1200 | 2","3000 | 2","4800 | 1","6600 | 2","0 | 3","1200 | 3","3000 | 3","6600 | 3","0 | 4","1200 | 4","3000 | 4","6600 | 4","0 | 5","1200 | 5","3000 | 5","6600 | 5"
"insA1",2.00833508647795,2.15098878091476,1.61888443309482,1.25614238114353,0.989656656415207,1.70408819014973,1.0160701429937,1.01045144648676,1.02597814533714,1.03957943517528,1.03813927054306,0.904379377561088,1.0217200827143,1.28788162950983,1.78138580121336,0.971980987981352,0.864537231307865,1.11728713807222,1.39474366635041,1.2596299799474,1.04608493979253,1.20080342748521,1.41519416032666,1.08372596684478,1.03885910329766,1.11728713807222
"rpsT",0.878430468238362,1.29773876693918,0.910038824080899,0.772710549647987,0.33471381424461,0.527776858818983,0.333555792419442,0.399980064166376,0.16945804085,1.68880177484756,1.86865469376636,1.64490013742493,1.47733806358256,1.09809281378705,1.64262140150413,1.06068774136822,1.45095220783418,0.674551267169849,1.03526492384138,0.698339266233699,0.580754365962861,0.523405140987288,0.538866572521835,0.321524370857651,0.741233504901418,0.809442216547408
"yaaY",1.37268443125491,0.984866442895551,1.08598185632229,1.04971668362307,0.928516852306729,0.7791645796605,0.924022572446823,0.986916545885842,0.768437590644006,0.993781093322555,1.09657158858789,0.93757109645711,1.2596299799474,1.05628562535186,0.938221196500671,1.13839402907488,1.24228828178444,0.736113431084089,1.16231410751812,0.817902058557781,0.749499800877774,0.759435844907265,1.0076537604105,0.852044095074866,0.987600861445373,0.991716730738293
"ribF",1.1376052278725,0.985549336939371,0.927873476471283,1.25788497183602,1.12116607802851,1.15749021699012,1.24056729771539,0.771640087529467,0.538866572521835,1.37363623342962,2.80305489816149,1.39088197170999,1.15989965450543,1.67365248536678,0.998614666101029,1.42602571736414,1.21167266043024,1.07997655983288,0.993092495437036,0.896266699569405,0.984866442895551,0.954621014139717,0.883315051481465,1.73387512702937,0.895645670090849,1.04391192742172
"ileS",1.62000694726409,0.70466037757101,0.683493725970905,1.06658578083176,0.722966147272874,0.90125046261083,0.941478464541206,1.48658298443101,0.70417211345604,1.06068774136822,1.16231410751812,1.17690673721877,1.05555371763797,1.08147476348362,1.06954708788524,1.35754497988001,1.03598276356002,0.882091365197177,0.939522749214012,1.00138725571133,1.13524210214606,1.22518533190468,0.654742711541783,1.03454758151891,1.09581176644769,1.1558867065548
"lspA",1.23456260689354,0.949342120950519,1.10649735309227,0.703684187662699,0.698339266233699,0.757333157938488,0.890075733252496,0.972654947412286,0.746389191648477,0.992404374685819,5.06302637588112,0.816203046150902,1.06142320894979,0.790041311863377,0.963261894020148,0.955282936382437,0.991029563264079,1.47120674585574,0.6778321634,1.27191300674357,0.804408370941916,0.457549584063964,0.933032991536807,0.856188284546457,0.877213548732822,0.656560562712076
"fkpB",1.07997655983288,1.27191300674357,1.02740143937896,1.22943886725458,0.988285651500733,0.903126510151822,1.02030465924846,0.748461493396346,1.04826247551693,1.29235283063749,0.875391329694264,1.36037085240596,0.889458993537898,0.977385766410805,1.47529145708284,1.28164792416019,1.23029134475114,1.19830902133942,1.01889119661672,1.01395947979003,1.06658578083176,0.873572895916694,1.16958766405195,0.897510050667261,1.22518533190468,1.05190177920387
"ispH",0.750019494642909,0.84147948228538,0.920187650624875,1.13445548493595,0.761016690419679,1.29235283063749,0.993781093322555,0.438302860658018,0.88699630515215,1.13053056712459,1.0882424416708,1.14234624684855,1.20831784338994,1.08748839085488,1.33052904108069,1.16958766405195,1.1558867065548,1.30314714936329,0.948684315140454,1.1801743433362,0.813943185070435,0.547526235396787,0.963929807740643,0.910038824080899,0.74071989901016,1.05701804056138
"rihC",0.636397467637971,0.811689580977279,2.07627854108611,2.82255168681738,0.880259013563151,0.686818116714811,0.775930854274856,0.550189304683069,1.05482231706806,1.26487954235394,0.986916545885842,1.19168257457405,0.787307976569203,0.581560020773925,1.76785506212734,0.696888619343735,1.0034717485095,0.784584097896751,1.10266916306891,0.90250072746243,0.973329374158238,1.18755966607341,0.696405740334518,1.18263100024414,1.36793530390249,1.16231410751812
"dapB",1.22264027769207,0.773246337455317,0.973329374158238,0.717474767303352,1.36414783487935,0.840896415253715,1.04898932757495,1.30405073525856,1.21083308395055,1.2074805914865,1.81252387653467,1.42405019559707,0.986916545885842,1.08372596684478,1.78880980356521,1.11651296198257,0.892546971472977,0.842062953608416,1.12818213745651,0.695923195915551,1.05190177920387,1.83400808640934,1.06658578083176,1.08522937188181,1.24228828178444,1.14551789797976
"carA",3.12531152068927,2.3603486866724,7.15523921426085,1.44793817237956,0.380244688310252,0.302708270987638,0.380244688310252,0.118175264593843,0.153466960489383,2.48457656356888,3.12964712694605,1.66670641431844,1.12038921419418,0.434672280045011,2.14206164638291,1.3332986770912,0.36023243720948,0.033123524481165,0.642603168734686,0.496546247718518,0.485653747770817,0.840313752233282,1.0475361270998,0.62157483445197,0.643940814754913,1.2074805914865
"carB",2.1840410914913,1.44292868686163,4.53467765111369,1.30314714936329,0.371645746107754,0.448755025333631,0.639936206922154,0.623732785957023,0.382094130191292,2.84612692246919,4.56621882850709,2.08348685801644,1.27279493527594,0.674551267169849,1.63807339571966,1.17853940781168,0.276241121199978,0.150412878249938,0.71946679000541,0.566049451055337,0.731028724200017,1.18181154693437,1.147902413855,0.877213548732822,1.13209890211067,0.850274160064196
"caiF",0.779704842611323,1.01045144648676,1.08673486252606,1.22348804113187,0.662962880149329,1.02668954572,1.02597814533714,0.738157202841417,0.969961910341735,1.52097875324101,0.633317126861609,1.20999408921929,0.79113730118545,0.828170661334546,1.87384289374485,1.31039340385836,0.675018992561373,0.707597080163328,0.88884268116657,0.801069877589622,0.991716730738293,0.817335328488283,0.983502074026248,0.88148015790717,0.956608158091874,1.16231410751812
"caiE",1.20163604952685,1.24314966890394,1.17609125029096,1.19664896323071,0.970634469769547,0.855002177891973,0.758383772687221,0.700763724540373,0.931740429304773,1.13839402907488,1.15029189335061,1.0083524548946,0.951977908497531,0.617709318563465,1.23627526092095,1.22603486005316,0.557483109363849,0.964598184584138,1.41814003567946,1.15029189335061,1.23627526092095,1.21083308395055,0.991029563264079,1.22858698044565,1.08748839085488,1.29504299885442
"caiD",1.00905163384468,0.734584316639154,0.697855382061083,1.16473358646846,1.01395947979003,0.934975197751455,0.825305408512657,0.479964630519454,1.59217619755756,1.09202054574565,1.0217200827143,0.80552429104875,0.624165274450806,0.589678296130608,1.49588575836239,1.2337071698095,0.786217292140332,0.824733548610081,1.82260256127428,0.864537231307865,0.501388217950539,1.42701450571788,3.12747857251437,1.11883710103571,0.738157202841417,1.14710702422617
"caiC",1.36414783487935,0.938871747315452,0.959264119325264,0.758383772687221,1.61776269672348,1.05044454401075,1.08372596684478,1.32776515838244,0.911301280637142,1.81126796603565,0.931740429304773,1.16231410751812,1.08975211221333,1.06954708788524,1.02526723788859,0.877213548732822,1.20246924889818,0.82587766493572,0.965936328924846,0.895025070927972,0.965267024871757,0.827023368443266,0.797192476540536,1.07177346253629,1.00905163384468,1.03813927054306
"caiB",1.08899701533611,0.993092495437036,1.66670641431844,0.952637998043937,1.12038921419418,0.989656656415207,0.907519155317161,1.67365248536678,1.09505247079357,1.03168317930136,1.16715810181847,1.14393097320381,0.673616788432845,0.869947352708651,1.41617543821454,1.37363623342962,1.19003169630668,1.11728713807222,1.13839402907488,1.28431580898943,1.85703370461346,1.42405019559707,1.45095220783418,1.3918463918311,1.05995278339728,1.2074805914865
"caiA",0.725476103917089,1.08372596684478,0.714497069870547,0.969961910341735,0.671751712860648,0.683493725970905,0.824162084953241,0.721464343430814,1.35378627905246,0.843815796130018,1.28253660276225,0.961260928388761,1.29594096543333,0.831622098374906,0.992404374685819,1.48864525516654,0.80552429104875,1.12740041214542,1.01747969210269,0.915733686418126,1.23541863712693,1.17527632841977,1.30585978708892,1.04898932757495,1.15188764234936,0.969289816935065
"caiT",0.528875481809214,1.24056729771539,0.954621014139717,1.51256799728396,0.929804942613162,1.2158792831831,0.715488260011456,1.08598185632229,1.15108949132776,0.9246632781137,1.38703096913139,1.05044454401075,0.860949188338904,1.02526723788859,1.20497231499479,1.43893358001082,1.04391192742172,1.45902034424018,0.980099415341871,1.10649735309227,1.4329616503731,1.01959768299819,1.11883710103571,0.930449657703015,1.03454758151891,1.36225803464049
"fixA",0.83973149294414,0.642157904494713,0.694959109921168,0.922103117912631,0.942131273904809,0.739181215636921,0.995159721820083,0.740206649000025,1.03383073624796,1.11033883362864,0.522317881432116,0.971307495541633,0.732042847972813,0.821310700752066,1.00625782349778,0.964598184584138,0.911301280637142,0.827596816078205,0.766841329836546,1.4896774631227,1.30948542308357,1.27809936320305,1.06215918649537,0.938871747315452,0.755759964158113,1.07400447162012
"fixB",1.02101212570719,0.784584097896751,1.2192550940763,0.930449657703015,0.992404374685819,0.868140227601043,0.71301285868207,0.767373048000443,1.21672235863407,0.949342120950519,1.05628562535186,1.17935659226122,1.00695555005672,1.04681028197458,1.26839139932587,1.31859361449237,1.24314966890394,1.03813927054306,1.03670110101972,0.807201074504765,0.880259013563151,0.977385766410805,0.816768991110023,0.867538687152068,0.970634469769547,0.898132372883934
"fixC",1.27191300674357,0.930449657703015,0.889458993537898,1.71237656909291,0.926588061890371,1.17446197121365,0.871154192142256,0.384485207817567,1.08222464452571,0.83973149294414,0.970634469769547,0.813943185070435,0.831045861593648,0.986232704493359,1.17609125029096,1.97109867387874,1.15108949132776,1.5157165665104,0.874178620410373,0.986232704493359,1.36037085240596,1.73027338116998,0.961260928388761,1.05628562535186,1.10956947206785,0.9246632781137
"fixX",1.32317143990812,0.962594443101751,1.57134503333516,1.18263100024414,0.73764572854142,0.950659101229818,0.815072332402625,0.933032991536807,1.59881166070494,0.81563749333901,1.09809281378705,1.48349493384112,0.665725806618185,1.0747491728555,0.9356234978314,1.58776786186331,0.76365874898035,1.54649267491063,0.989656656415207,0.875998315067126,1.04826247551693,1.52414483033977,0.847919964633148,0.922103117912631,1.16312004154785,1.01395947979003
"yaaU",1.2217931016735,0.925304428037852,1.00069338746258,0.896888159662015,0.882091365197177,0.960594863953477,0.944747040997206,0.959264119325264,1.42405019559707,1.06658578083176,1.06584673606794,3.85037777240701,1.01325690015909,0.747942879181195,0.957935218222696,1.1558867065548,1.06732533803996,0.862143545017596,0.792234810924969,1.30314714936329,0.997231251352069,0.926588061890371,0.758383772687221,0.777546035882558,1.29056249045178,1.19250887233063
"kefF",1.23970769993899,0.926588061890371,1.36793530390249,1.24919612565338,1.07997655983288,1.10266916306891,1.29953906245544,0.995159721820083,1.05482231706806,0.976031760776225,0.812252396356236,0.870550563296124,1.02242853060992,0.986916545885842,1.58666768638229,0.899378312147752,0.978741650397436,1.45397251732031,0.741747466920561,0.905006462882905,0.808881348361739,1.13209890211067,0.931740429304773,0.810003473632046,0.999307092990453,1.07028869842662
"kefC",1.36983297996557,1.01747969210269,0.955945317593742,1.37554181813974,0.712025097798536,0.716977624007914,0.73509366819452,0.962594443101751,1.29773876693918,0.761544369851631,0.600401713742604,0.523768063549899,1.11110872865509,1.03311438768413,1.04971668362307,0.9138314502294,1.06806540804785,1.73267371280017,0.987600861445373,1.5157165665104,0.888226795842405,0.845572287377517,0.678772489940003,1.17364817828135,1.14393097320381,1.05555371763797
"folA",0.637722195839272,0.825305408512657,0.666187412546011,0.768970415635134,1.17039864147459,1.22943886725458,1.07400447162012,1.41029796048439,1.40834422691208,0.90814841772151,1.2631272618458,1.05775096361843,0.997922718999051,0.869947352708651,1.04246576084112,1.39088197170999,1.2217931016735,1.08072540203935,1.3240889103954,0.996540262827868,1.04608493979253,1.03383073624796,0.929804942613162,0.986916545885842,1.36793530390249,1.03813927054306
"apaH",0.801625329399394,1.00486382042379,0.855002177891973,0.988970916380931,0.842062953608416,1.03526492384138,0.941478464541206,0.993092495437036,1.46611675718921,0.74432262758327,0.761544369851631,0.69207485802574,0.762072415169885,1.01466254658088,0.952637998043937,1.05482231706806,0.88699630515215,1.46408569594563,1.20246924889818,1.35472497748537,1.24142749152611,1.10266916306891,0.793883930931652,0.911933165519769,0.844986384412514,0.819604607637517
"apaG",0.768970415635134,0.872967591133763,1.02811382665607,0.834509281155409,0.73662384290824,1.58337173174254,1.83910009230332,2.51228476228705,2.19010494158715,1.03383073624796,0.955282936382437,1.2033030259995,1.20831784338994,1.32960710818171,0.928516852306729,0.823020345278708,1.56808090815148,1.38606988565041,1.66439746942305,2.4571739608913,2.11110743527593,1.3491025343397,1.03885910329766,1.41029796048439,1.34816773173706,1.6077019814863
"rsmA",0.806641759222126,0.699792932797598,0.624598062826688,0.711038705293637,1.23627526092095,1.13053056712459,1.58556827322057,1.52943627788277,1.11265012058483,0.971307495541633,1.11033883362864,1.17446197121365,1.23456260689354,1.01045144648676,1.27721375919539,0.940826107513788,1.03168317930136,1.2596299799474,1.29683955465101,1.52625920896056,1.41617543821454,1.51887168981453,0.949342120950519,1.12349990303165,1.00625782349778,1.19913991379111
"pdxA",0.565265283562296,0.799405830352472,0.62114414089222,0.794985250948974,0.747424624317469,0.861546159712017,0.733058378594605,0.677362488742684,1.16554119813456,0.872362705770759,1.07848043169445,0.883315051481465,0.887611337269498,0.73764572854142,1.13918337722211,0.948684315140454,0.452503231441453,0.81563749333901,1.28164792416019,1.27015098253879,1.16715810181847,1.33792755478611,1.21167266043024,1.10956947206785,1.06437018245336,0.904379377561088
"surA",0.760489376620505,0.731028724200017,0.645281245225889,0.531447837179277,0.831622098374906,0.796640096285583,0.853226098112067,1.19250887233063,0.870550563296124,1.22943886725458,0.974004268543241,0.90250072746243,1.08975211221333,1.01536610086943,0.702222437868999,0.891928519420093,0.803293996757034,1.04246576084112,1.08447740884306,1.29324893188749,0.840896415253715,0.959929261038908,1.65290063630842,0.873572895916694,0.837406487508427,0.967947026893737
"lptD",0.687770909069872,0.739181215636921,0.683020128377198,0.731028724200017,1.0160701429937,0.990342871933025,1.12896440480613,1.13524210214606,0.854409740889733,1.03598276356002,1.07773314504367,0.953298545288159,0.857970530428691,0.894404901782606,1.23884869778391,0.938221196500671,1.34443499415263,1.10956947206785,1.24833054890161,1.04681028197458,0.840313752233282,0.857970530428691,1.29863860272988,1.68295896457076,1.3556643268,0.854409740889733
"djlA",0.801625329399394,0.850863729506541,0.758909626487027,0.70417211345604,0.927230546435463,0.969289816935065,0.850274160064196,0.784584097896751,1.03741993656561,0.90125046261083,0.864537231307865,0.826450318154212,0.920187650624875,0.781327880172317,1.02882670789358,1.39088197170999,1.02384690042844,0.929804942613162,1.16715810181847,1.20999408921929,1.15909595190446,0.939522749214012,1.04318859352986,0.877213548732822,1.02668954572,0.925946022527324
"yabP",2.29262437145676,1.68763159226004,0.873572895916694,0.593368398828266,1.10573065332027,1.32317143990812,0.862741344542656,1.02384690042844,1.15268634679886,0.856188284546457,0.988285651500733,0.827023368443266,0.9356234978314,0.995159721820083,1.19416318707459,1.28164792416019,0.961260928388761,1.18920711500272,0.965936328924846,1.05995278339728,0.961927454664775,1.12974721457012,0.953959550547558,0.856188284546457,1.2192550940763,0.6602114205075
"yabQ",1.46205744840003,1.80750545350217,1.00556058039847,0.791685865871272,2.03495938420537,1.73027338116998,1.65290063630842,1.29863860272988,0.538866572521835,1.52308873970326,1.32317143990812,1.19747870461893,1.33978360242784,1.09809281378705,0.953298545288159,1.52625920896056,0.680185426202978,0.844400887423782,1.00905163384468,0.811689580977279,1.51361679296958,0.85678195476857,0.767905134851049,1.16473358646846,1.49796093442418,0.968618189226628
"rluA",1.46510087461134,1.28788162950983,0.665725806618185,1.16554119813456,1.27809936320305,1.2243363924002,0.84147948228538,0.74071989901016,1.32592576029866,0.854409740889733,1.37745004638314,1.08522937188181,0.896266699569405,1.05263115470944,1.16150873192572,0.88699630515215,1.22094651266913,1.2033030259995,1.24573741556947,1.00138725571133,1.43395524801583,0.744838731561351,0.855002177891973,1.2596299799474,1.24056729771539,0.604577837916681
"rapA",0.854409740889733,1.00277643590108,0.910669833591978,0.944747040997206,1.15749021699012,1.18427161185363,1.23114441334492,1.04030026652199,0.955945317593742,0.927873476471283,0.915733686418126,0.900625979847929,1.11728713807222,1.12505848468881,1.11342161822869,1.1328838852958,1.2217931016735,1.09885421757688,0.825305408512657,1.03025395362007,1.03383073624796,0.961260928388761,0.708578698254108,0.703684187662699,0.891310495896971,1.02811382665607
"polB",1.19003169630668,1.05775096361843,1.45397251732031,4.06709869316783,1.20999408921929,1.08072540203935,1.32684514059716,2.07771820659533,1.77645359168481,1.15909595190446,1.2268849772538,2.75108363627949,2.17346972505212,2.8147367506508,1.04102159768411,1.03670110101972,1.31039340385836,1.1801743433362,1.18591449941095,0.915733686418126,1.19664896323071,1.47836243127384,1.02526723788859,1.19085684936497,1.19499120485678,0.9246632781137
"araD",0.759435844907265,0.959929261038908,1.02882670789358,2.94649537163296,1.05190177920387,1.04681028197458,0.871154192142256,1.50838007668658,1.26575659397028,1.51256799728396,1.16554119813456,1.88426254780962,1.09809281378705,1.34630006927678,0.665264520540343,0.934975197751455,1.33237482509202,0.883315051481465,0.997922718999051,1.10343374004196,1.07326028639345,1.21167266043024,0.948684315140454,0.865736565519658,0.922103117912631,1.23456260689354
"araA",0.977385766410805,0.978063473447339,1.06068774136822,1.42800397968506,0.850274160064196,0.936272247434492,1.00695555005672,0.70319659995656,1.1149662187277,0.857376036634172,0.323985241358333,1.14949484803468,0.843231110250112,1.05336103595484,1,1.15989965450543,0.961927454664775,1.31767995173414,1.18427161185363,1.04246576084112,0.934975197751455,0.996540262827868,0.998614666101029,1.02030465924846,1.19333574303172,1.19830902133942
"araB",1.43196874120114,0.853226098112067,0.986232704493359,1.59107296750984,0.865136690584988,0.837406487508427,1.01255480735049,0.926588061890371,1.35942824190674,1.16231410751812,0.70466037757101,1.49484924863494,1.07549439045738,0.93432734688318,1.13681697323601,1.2692708860198,1.26137740883125,1.30767134853676,0.966606097064973,1.24573741556947,0.858565436437754,1.00695555005672,0.838568184440931,0.936921446872426,0.554400321801535,1.11342161822869
"araC",1.28431580898943,1.16150873192572,1.33700049540513,1.23029134475114,0.801625329399394,0.801625329399394,0.895025070927972,0.645281245225889,1.30948542308357,1.03741993656561,0.977385766410805,0.915733686418126,0.907519155317161,1.23541863712693,0.957271458195298,1.16473358646846,1.20163604952685,1.39474366635041,1.05409142329074,0.926588061890371,0.976708528962227,1.25788497183602,1.44593229454575,1.20163604952685,1.17121018121881,1.00975129759669
