
tf,tg,kd
fadR,nimR,2.4390756461622045
fadR,cspC,3.0396545737437703
fadR,yebV,2.2224948684678125
fadR,yebY,3.154628868461173
fadR,argS,1.8202170016817107
fadR,flhC,1.9467524277183235
fadR,yecH,2.155767878971427
fadR,fliG,3.1588964497156775
fadR,dgcQ,3.257424484756882
fadR,yodC,2.5762937190902626
fadR,yefM,1.9157968950662412
fadR,hisB,1.9711152767653626
fadR,trhP,1.8026118863960812
fadR,lapC,1.7015310943352278
fadR,yfaY,2.150523225313119
fadR,hyfH,1.663600800678053
fadR,hisS,1.973402481494611
fadR,rodZ,2.933935544639384
fadR,csiE,1.9115616523505414
fadR,hcaT,3.1968809781321696
fadR,hcaF,1.7708974738355383
fadR,rplS,1.5090826859454283
fadR,alpA,2.8027325806557424
fadR,yfjS,1.714240611302046
fadR,emrA,1.7090711789962394
fadR,hypF,2.3953495226163506
fadR,ascG,2.7518351893954733
fadR,fhlA,2.7335722118234487
fadR,ygbN,2.2176049311524544
fadR,ygcR,1.2215664996432887
fadR,queE,2.840122411343401
fadR,rlmM,3.1859791941155953
fadR,tcdA,2.516998446892077
fadR,araE,1.7163795069788885
fadR,yqeG,2.1371437182400763
fadR,ygeX,2.2068792089811695
fadR,fldB,2.7300847152917433
fadR,gcvH,2.258776763442029
fadR,glcA,2.490540784949955
fadR,glcC,1.9913592354520389
fadR,yqiA,1.2489781973923495
fadR,ygiB,3.1734345458895725
fadR,ygiM,3.0165503052768052
fadR,rpsU,2.562496096282948
fadR,nfeR,2.5422570879800803
fadR,fadH,2.326723113246503
fadR,yqjG,2.149427097121662
fadR,rsmI,1.4383512005211978
fadR,secG,1.984106316416806
fadR,yhbY,1.8169223940457968
fadR,nanA,3.316752714156916
fadR,degS,1.591283587703182
fadR,rplF,2.14564418643371
fadR,gspM,1.811187245527434
fadR,yhfA,2.6948985091001982
fadR,rpe,2.389305064193803
fadR,hofM,2.928783158918346
fadR,ompR,2.4305654701861963
fadR,feoB,1.694702711990228
fadR,tusA,2.8678049512747874
fadR,arsR,1.8883154520947065
fadR,hdeA,2.2058231431299946
fadR,pdeH,3.085616606237968
fadR,gpsA,3.110205934325104
fadR,yidB,2.270188839411091
fadR,yieF,2.8987168651115516
fadR,asnC,2.358876784585223
fadR,yzcX,3.1608210651694275
fadR,yihI,3.061369496455927
fadR,yihV,1.8997738508398299
fadR,pflC,1.759428115497597
fadR,murI,2.5658802620013414
fadR,metH,2.8045180817184785
fadR,dnaB,2.7030779663238547
fadR,phnD,1.3539224349178214
fadR,fumB,2.1256736445704423
fadR,ecnA,2.5812580089168318
fadR,ampC,2.688542735684745
fadR,ulaG,1.8113505627066964
fadR,insG,2.317472149197565
fadR,fecD,1.6772150671657846
fadR,mcrB,1.8006257896503628
fadR,hsdR,1.6698125717833168
fadR,yjjW,3.10313317195645
fadR,lplA,2.382472533795217
narL,yaaI,2.866725912712467
narL,caiF,3.0539183725299743
narL,caiT,3.0012711836015855
narL,fixA,2.8667135859249977
narL,yabR,2.4953656961041357
narL,ftsZ,3.0167032608828555
narL,zapD,2.4977956952988984
narL,panB,2.8665369141258945
narL,mltD,2.712538991904246
narL,yahV,3.1377004638159605
narL,yahL,2.712520208907887
narL,iraP,3.1377004638159605
narL,phoA,3.3076986686512857
narL,secD,2.4976927569746827
narL,ampG,3.1694315708246457
narL,decR,3.016731352264908
narL,maa,2.495894589932129
narL,acrB,2.4977956952988984
narL,cysS,2.4977800981288545
narL,fimZ,2.8649855519692258
narL,appY,3.0167032608828555
narL,ybdG,2.4972312658677724
narL,dsbG,2.7394192710572263
narL,dpiB,2.4976927569746827
narL,gltI,2.7720681003226355
narL,nagE,3.3076986686512857
narL,chiP,3.1618640228418027
narL,kdpE,2.864260225714879
narL,ybfQ,2.4977956952988984
narL,mngA,3.1691554677470677
narL,ybgS,3.016731352264908
narL,ybhA,3.0539183725299743
narL,ybiY,2.497801934297818
narL,potF,2.712520208907887
narL,infA,3.3076986686512857
narL,dmsB,2.4977956952988984
narL,focA,2.7125652889641136
narL,elfD,2.8643095279179662
narL,pqiA,2.4977956952988984
narL,yccE,2.4977925758461903
narL,ycdY,3.208552718653938
narL,csgE,2.7125615321794907
narL,csgB,3.1377004638159605
narL,lpxL,2.8666683866676985
narL,trhO,2.8664054415840905
narL,dinI,3.3076986686512857
narL,ndh,2.86588588627683
narL,purB,3.3076986686512857
narL,iraM,2.738131251301853
narL,ymgK,2.4976771604902797
narL,ycgY,2.495894589932129
narL,topA,2.4977894563934813
narL,ymiB,2.7394004880608667
narL,pspB,2.4977956952988984
narL,ycjN,2.712520208907887
narL,ymjC,2.4977925758461903
narL,ynaL,3.1681372421356087
narL,rcbA,3.053890281147921
narL,racC,3.057797065067737
narL,ompN,3.00057389033764
narL,ydbJ,3.169481777472729
narL,feaB,3.161334337641838
narL,paaA,2.4953656961041357
narL,ynbG,3.053890281147921
narL,ynbC,3.3076986686512857
narL,aldA,2.8660152719238496
narL,yncH,3.0282351884316983
narL,ydcC,2.4977956952988984
narL,yddK,3.1693010354794198
narL,ydeM,2.864276659405706
narL,lsrA,3.0539183725299743
narL,rzpQ,2.712520208907887
narL,ydfV,2.7721430127662474
narL,ydfD,2.7404319013049045
narL,rspA,2.4977956952988984
narL,ynfG,2.4977956952988984
narL,uidB,2.865018420481486
narL,cnu,2.866467066005142
narL,ydiL,3.1693010354794198
narL,ydiM,2.770866703415207
narL,ppsR,3.00057389033764
narL,rpmI,2.4971096315183225
narL,ydjJ,2.866450632314315
narL,ydjK,3.1691554677470677
narL,yoaG,3.2085939018930834
narL,pphA,2.495894589932129
narL,yebY,2.8667341306885707
narL,mepM,2.8664794059350225
narL,yebB,2.8650225291515174
narL,nudB,2.7702838590614496
narL,yecM,2.4977956952988984
narL,tcyJ,2.7125652889641136
narL,fliE,2.86620837012439
narL,drpB,2.4977925758461903
narL,ldtA,3.2087534801610667
narL,yeeW,3.1693060599266563
narL,glf,2.7720681003226355
narL,gatB,2.7404319013049045
narL,yehD,2.805804364734514
narL,yehR,2.7404319013049045
narL,preT,3.161334337641838
narL,yeiL,2.4963592003826673
narL,yeiP,3.0570950898351485
narL,yeiQ,2.865961863346946
narL,ccmH,2.7125652889641136
narL,yojO,2.864276659405706
narL,yfaU,2.8666971495016105
narL,nudI,2.712538991904246
narL,yfbK,2.865961863346946
narL,dedA,3.3076986686512857
narL,oxc,3.2085887701947735
narL,gltX,2.712538991904246
narL,eutE,2.4977956952988984
narL,hscB,3.0570950898351485
narL,yfjF,3.1681372421356087
narL,yfjH,3.20857330817594
narL,proV,3.0570950898351485
narL,yqaA,2.4975555261408298
narL,srlD,2.4977956952988984
narL,hydN,2.495811590726643
narL,mutS,3.3076986686512857
narL,pphB,3.3076986686512857
narL,cysH,3.3076986686512857
narL,ygcP,3.161334337641838
narL,yqeJ,3.161334337641838
narL,lysS,2.712520208907887
narL,yqgD,2.712520208907887
narL,rdgB,3.053913690561331
narL,ansB,2.4976927569746827
narL,yqhH,2.8385843308198915
narL,ribB,3.3076986686512857
narL,ygiL,3.1681372421356087
narL,yqiG,3.016726670296265
narL,yqiH,3.056062486736174
narL,yqiI,3.1693060599266563
narL,yqiK,3.317783985720258
narL,ygjJ,2.7708628607231773
narL,ygjK,3.3076986686512857
narL,yhaI,2.495830306554674
narL,tdcA,2.712520208907887
narL,tdcR,3.2086608273948984
narL,gltF,3.3076986686512857
narL,yhcA,3.001247774188176
narL,nanE,2.497801934297818
narL,rpsQ,2.4977925758461903
narL,nirC,3.3076986686512857
narL,cysG,3.208444627651744
narL,yhfL,2.864589496162791
narL,yhhZ,3.1377004638159605
narL,yhhI,2.4977956952988984
narL,yhhJ,3.060059795889364
narL,dctR,3.1232241960495104
narL,bcsE,3.057797065067737
narL,dppA,2.4963592003826673
narL,yhjY,3.1377004638159605
narL,glyS,3.1691604921943046
narL,xylB,2.864969118278399
narL,yiaO,2.495830306554674
narL,waaJ,3.1693060599266563
narL,waaO,3.3076986686512857
narL,yicU,3.3076986686512857
narL,adeD,3.161334337641838
narL,tnaA,2.4976927569746827
narL,adeP,2.7125615321794907
narL,yieL,2.7404319013049045
narL,atpE,2.7394004880608667
narL,atpI,2.86620837012439
narL,ilvD,3.05607653281403
narL,rhlB,2.712520208907887
narL,yihV,3.057792383099094
narL,rhaT,2.8664794059350225
narL,zraP,2.4977800981288545
narL,rluF,2.712520208907887
narL,zur,3.2085887701947735
narL,rdcA,2.7404732245765087
narL,adiA,3.1693010354794198
narL,dcuS,2.866467066005142
narL,cadB,2.495830306554674
narL,ecnB,3.1693010354794198
narL,yjeV,3.3076986686512857
narL,queG,3.3076986686512857
narL,yjfJ,2.7720681003226355
narL,yjfL,2.7703453395773368
narL,tabA,2.495811590726643
narL,yjhG,2.712538991904246
narL,sgcC,2.4977956952988984
narL,fimA,3.0167032608828555
narL,ytiD,3.1694265463774087
narL,kptA,2.7125652889641136
narL,yjiJ,3.169421521962027
narL,yjiL,3.3076986686512857
narL,ytiE,2.497801934297818
narL,lgoD,3.053890281147921
narL,creA,3.1693060599266563
narL,arcA,3.3076986686512857
cysB,yadN,2.58152858973239
cysB,tauA,1.5879292217732448
cysB,copA,2.873208195633934
cysB,ydjI,1.3899284395349618
cysB,yrdD,1.3899284395349618
cysB,yrhB,2.0496087297021117
cysB,yjjG,1.6958939862861042
ycjW,ycjM,1.0493586844400045
ycjW,ycjU,1.0465231883375457
tyrR,ydcC,2.9611292562791287
tyrR,yfiL,0.9042510722370569
tyrR,deaD,1.079830784536636
tyrR,yihR,1.8443872486360635
fnr,frmR,2.4394646838697716
fnr,ybcL,2.084723148765844
fnr,nohD,3.039097995714872
fnr,cusB,1.1599891889007594
fnr,ybdF,2.9799064905343267
fnr,fiu,1.9828876793274046
fnr,lysO,2.0273160565458994
fnr,ycaO,2.2609088853719195
fnr,ynfR,2.8746866591541522
fnr,sdiA,2.3126841474752426
fnr,hmp,1.687629096448605
fnr,luxS,2.129254249991483
fnr,yraR,2.449521485977714
fnr,greB,3.2686788653761925
fnr,yhiM,1.7439558848919359
fnr,yiaK,1.2732495365371688
fnr,yibL,3.1228237821767957
fnr,waaB,3.18628622409151
fnr,ibpA,1.2587292876095724
fnr,cdh,3.0688778954862945
fnr,malM,2.5996646432610193
fnr,yjgL,2.6360671986250273
fnr,yjiN,1.2732495365371688
fnr,yjjZ,3.218228043639172
marA,acrR,1.1104203560745103
marA,hcr,1.3991512748366841
marA,ogt,2.961138024565601
marA,cspF,2.6574188490718966
marA,fumA,1.1573554119810183
marA,topB,2.610257266956231
marA,letB,3.305757803880299
marA,yedP,1.5579381623184614
marA,intA,2.3630718042998455
marA,ftsB,3.214834532466614
marA,yqfI,3.268871193399495
marA,rpsE,1.699821688704855
marA,rhaM,3.2148448676609114
marA,glpX,1.4659561101927303
marA,ghoT,1.7674089784376106
marA,ytfP,2.7458044108602055
mlc,malT,0.9999071320835903
malI,malX,1.00242788032615
purR,lpxH,1.2089639148279905
purR,yceB,1.807822175813695
purR,purR,2.3248817248162457
purR,purT,1.0272996733854307
purR,bamC,2.8007517217621207
kdgR,nanT,2.083103324007974
flhC,yhhL,1.9443319528486507
flhC,yigB,2.1134507842187804
flhC,gdx,2.322430014563018
flhC,creB,1.741159269243109
nac,phoA,3.208770154352139
nac,ybiW,2.2896184121954235
nac,iraM,1.7659997368674163
nac,narG,3.0032600387788593
nac,recT,2.0535736288635293
nac,pinR,2.4141410727477273
nac,ynbG,1.854927940816067
nac,ydfJ,3.258193950519939
nac,tqsA,2.8676302840051915
nac,lepB,3.2101285977516256
nac,ygbA,1.115926333239385
nac,alx,1.3692243549470668
nac,yhaV,3.3015504080716305
nac,mtlA,2.0656398371234737
nac,hemY,2.6072899828096103
nac,yjiT,2.6056696766538443
galS,galS,1.209592065076053
galS,yeiB,1.9182002678089893
galS,mutH,2.2549134564215425
ada,perR,2.3417558633803166
ada,ybeT,2.3415941371593765
ada,gltK,2.5876401472864137
ada,pflA,2.052760038509778
ada,ompG,2.5878142424929296
ada,ttcA,2.587814241557108
ada,yeaE,3.0239938796092196
ada,cdgI,3.0186815547238264
ada,ftp,0.9999016836413334
ada,atoA,1.498535930396003
ada,yfdS,1.5898845187470236
ada,yfhM,2.3418792433377202
ada,tadA,2.587757324554714
ada,rpoE,2.3419148911694583
ada,yggE,1.279271330745173
ada,rplP,1.6979802525092453
ada,pck,2.5878577714062114
ada,nikB,2.587871165439232
ada,yjbS,1.330517072226036
rcsB,tmk,2.3081681454453555
rcsB,ynaN,2.0496024283711094
rcsB,yeaD,3.21608044632665
rcsB,yfgO,2.3613977585612473
rcsB,adeQ,2.3613977585612473
crr,xisR,3.307326720884776
crr,malX,1.1648562858557325
iscR,lapC,2.6574117872157235
iscR,yejO,2.657408256306403
fhlA,insN,1.2718228910335436
fhlA,yibQ,1.6294579933876594
rpoS,thrC,2.5515643767043827
rpoS,yaaA,2.448819668919581
rpoS,mbiA,2.7734250412546975
rpoS,yaaI,1.916292510553981
rpoS,dnaK,2.132618458309314
rpoS,insB1,1.811970124132436
rpoS,ispH,2.0414329225970294
rpoS,fixA,3.2745336700529215
rpoS,folA,2.1785661752013925
rpoS,rluA,1.4498553044436644
rpoS,rapA,3.234958252863747
rpoS,araD,1.181188393642844
rpoS,sgrR,1.3325810214033844
rpoS,setA,2.560842414724945
rpoS,yabR,1.091940279602228
rpoS,murE,1.9326995367319213
rpoS,mraY,1.1284720263069399
rpoS,murC,2.7143155717570036
rpoS,yacM,2.5707436528255445
rpoS,guaC,2.448819668919581
rpoS,ppdD,2.142020224954964
rpoS,panB,1.8800561760785413
rpoS,yadV,1.9895060857949003
rpoS,dksA,1.0823682216690118
rpoS,yadX,2.495655855923917
rpoS,yadS,2.846796784258353
rpoS,dapD,1.8302782938145745
rpoS,glnD,1.3956870478846268
rpoS,rpsB,1.502002168891132
rpoS,cdsA,2.388513162502317
rpoS,fabZ,1.0950749551433203
rpoS,lpxB,2.366721661275787
rpoS,rnhB,2.3986970277745128
rpoS,yafE,2.0651258074641907
rpoS,rnhA,2.7932180665344544
rpoS,dpaA,2.59890118457916
rpoS,yafL,1.3139723881842347
rpoS,yafP,1.0692819878379867
rpoS,frsA,1.6075051199038068
rpoS,crl,2.351281448389372
rpoS,phoE,2.6729248747734697
rpoS,mmuP,1.0759722485237662
rpoS,yagE,1.835583146409783
rpoS,ykgV,2.9044109660266946
rpoS,yagU,3.122492248412993
rpoS,matA,1.881329640529183
rpoS,ykgM,2.975579420361152
rpoS,insF1,1.5540015540015542
rpoS,yahD,3.0942748180253687
rpoS,yahM,1.6665875037706535
rpoS,yahN,2.876241098033802
rpoS,prpD,1.1145886276293147
rpoS,cynR,3.1229310691689385
rpoS,lacA,2.6841242133166148
rpoS,mhpR,1.465229374332405
rpoS,frmB,1.6075102880658436
rpoS,yaiX,1.845158028559356
rpoS,insC1,1.8302883436256547
rpoS,yaiP,2.1680566162449013
rpoS,ykiC,3.107240445426207
rpoS,yaiS,3.038091592385327
rpoS,tauB,3.11863280957296
rpoS,ytiB,1.590230893575598
rpoS,insE2,2.4912618988896447
rpoS,yaiY,2.327492103983037
rpoS,iraP,1.525231911544079
rpoS,phoA,3.025178562161252
rpoS,dgcC,2.175786111522093
rpoS,sbcC,2.7218364776895845
rpoS,queA,2.5897342932615115
rpoS,ribD,2.240954031755356
rpoS,ribE,1.0883121801722582
rpoS,yajQ,1.9436799303385115
rpoS,cyoC,1.0968424100698908
rpoS,bolA,1.9436345966958213
rpoS,ybaV,1.5504837509302902
rpoS,cof,1.9893074723381612
rpoS,maa,1.0374541704620197
rpoS,acrB,1.3084501016011503
rpoS,copA,3.1813901402356772
rpoS,ybbC,1.4242234777543414
rpoS,gcl,2.684167438364805
rpoS,hyi,1.3505756828848297
rpoS,purE,1.4148173824463608
rpoS,lpxH,1.4148193841574186
rpoS,sfmC,2.684160233629307
rpoS,intD,1.8530923943890913
rpoS,renD,1.2548814889921796
rpoS,insF3,1.5540015540015542
rpoS,ybcK,1.186201628180355
rpoS,ybcL,2.9079843133413705
rpoS,ybcN,2.9908508461490237
rpoS,ompT,1.9510751463794778
rpoS,cusR,2.684167438364805
rpoS,cusB,1.7743867275872776
rpoS,hokE,2.8810058176116087
rpoS,entS,2.0533564678356835
rpoS,entB,3.1852510137061354
rpoS,cstA,3.024995538131581
rpoS,ybdD,2.260316082600991
rpoS,hcxA,1.6758155800163508
rpoS,ybdL,1.0946895515179493
rpoS,ybdO,1.4030243593116882
rpoS,dsbG,2.5988471514036373
rpoS,ahpC,3.327261314665348
rpoS,dpiA,1.2256884692131569
rpoS,mrdA,2.1554604280622325
rpoS,ybeL,1.2045029136925482
rpoS,hscC,3.316397596275022
rpoS,rihA,1.916292510553981
rpoS,ybeX,1.4988121913383643
rpoS,asnB,2.8798774324164764
rpoS,ybfE,3.0608904093555926
rpoS,seqA,1.8319812294867375
rpoS,ybfP,1.6860904284018563
rpoS,potE,1.8451546239574876
rpoS,ybfA,2.922643472568068
rpoS,ybfC,2.8468454106928025
rpoS,ybgA,1.7684130732214771
rpoS,pxpC,1.7403168768969455
rpoS,nei,2.0296443197246963
rpoS,ybgD,2.1972178827593343
rpoS,sucC,2.9927843968192684
rpoS,mngA,1.836024642180105
rpoS,cydA,1.6904741780069308
rpoS,tolQ,3.0746147507717283
rpoS,gpmA,2.7532888034757517
rpoS,modE,2.59890118457916
rpoS,modA,1.5109894260959962
rpoS,ybhI,3.1218099005079187
rpoS,bioC,2.9009134976604134
rpoS,uvrB,1.2730372458400772
rpoS,ybhN,2.2750567065529532
rpoS,ybhQ,1.9839957860476711
rpoS,rhlE,2.142011048492988
rpoS,ybiE,3.2506371248764756
rpoS,mcbA,3.234612946214856
rpoS,ompX,2.805702310455804
rpoS,opgE,2.0348115561017894
rpoS,ybiT,1.737070708822733
rpoS,ybiV,2.481777548351231
rpoS,ybiW,3.1852408679144317
rpoS,gsiA,3.205934826756853
rpoS,gsiB,1.4826503016205255
rpoS,gsiD,3.210262567375386
rpoS,ybjN,2.0053703818826816
rpoS,potF,2.004453896558152
rpoS,artP,1.960580567117535
rpoS,ybjD,2.481796026148203
rpoS,macB,2.4067852088608204
rpoS,yljB,2.142701797038346
rpoS,clpA,3.199201479310764
rpoS,cydD,1.9605728793953592
rpoS,dmsB,2.693428590615625
rpoS,ycaN,1.617182237841666
rpoS,pflB,1.2963256522196547
rpoS,focA,3.1852408679144317
rpoS,ycaO,2.162366253055211
rpoS,aroA,3.0381100524985416
rpoS,ssuD,2.2463580919887782
rpoS,ycbV,1.1264584821197245
rpoS,pyrD,3.274962583552483
rpoS,pqiB,1.5504837509302902
rpoS,fabA,1.9364574523116298
rpoS,sxy,1.2812825125437557
rpoS,mgsA,2.1889166394876183
rpoS,appC,1.3527513849637676
rpoS,insB4,2.7610618492133123
rpoS,cspH,1.5540015540015542
rpoS,cbpM,2.684167438364805
rpoS,ymdF,2.162461400064009
rpoS,phoH,1.7188273472306255
rpoS,dgcT,1.9162814940863555
rpoS,ghrA,3.232866615156325
rpoS,ycdX,1.6074870315983725
rpoS,csgG,2.588487479946381
rpoS,yceK,3.2586080206281807
rpoS,trhO,2.6841746431389812
rpoS,yceJ,1.9824395504620074
rpoS,yceB,2.838319590973115
rpoS,flgA,2.8380790745591753
rpoS,yceQ,1.8941725780635872
rpoS,yceF,1.7975362967516724
rpoS,acpP,2.246368184238133
rpoS,fabF,1.0609561761441881
rpoS,ptsG,1.8115114232851504
rpoS,nagZ,1.3750316257299915
rpoS,nagK,3.121839137872904
rpoS,potA,3.0365970678618712
rpoS,phoQ,2.5672095459119757
rpoS,phoP,2.1685553064926886
rpoS,ymfI,3.0028497043694466
rpoS,ymfT,1.1428173075113683
rpoS,ymfR,1.7571573411397978
rpoS,mcrA,1.9101795377747557
rpoS,ymgK,1.8901965898980206
rpoS,bluR,1.1818829403442566
rpoS,ymgA,2.6337344519854176
rpoS,ymgF,3.037692686269987
rpoS,ymgG,2.8891380118597643
rpoS,ycgL,2.2387491755024653
rpoS,hlyE,1.8704384681857118
rpoS,umuD,1.6398456252514695
rpoS,fadR,2.730363922219954
rpoS,ymgM,1.5835413050914022
rpoS,ycgR,1.1941510481660824
rpoS,ycgY,1.845456006024668
rpoS,ychF,2.0117971786556366
rpoS,pth,2.351286976926821
rpoS,lolB,1.5382367192487252
rpoS,kdsA,3.1852205765249244
rpoS,chaB,1.166682805937616
rpoS,narX,1.5504549034686776
rpoS,purU,1.4416596385759286
rpoS,rssB,1.1748127201676517
rpoS,oppA,1.1907356007320642
rpoS,oppF,1.7571604287471445
rpoS,tonB,1.835593254561908
rpoS,trpC,2.0348074156521454
rpoS,trpE,1.501830731661896
rpoS,trpL,2.352108253433509
rpoS,cysB,1.6708172554604885
rpoS,pgpB,3.274962583552483
rpoS,osmB,3.038128512836093
rpoS,yciW,2.4067852088608204
rpoS,puuD,2.0367044550798346
rpoS,pspC,1.7558923357055438
rpoS,ycjS,2.4921217801196387
rpoS,ycjU,2.197370613218895
rpoS,tyrR,2.73152636988719
rpoS,ymjC,1.267043316409858
rpoS,fnr,1.5543300526757229
rpoS,ogt,1.0394378304440637
rpoS,ynaL,1.0524681694230873
rpoS,dbpA,3.2336945684747906
rpoS,ralR,1.4548798123786995
rpoS,ydaE,2.6352822123721227
rpoS,kilR,1.9824356204032272
rpoS,ydaS,2.0414329225970294
rpoS,ydaU,2.448813672216495
rpoS,rzoR,1.7974942931008118
rpoS,ynaE,2.06356057998826
rpoS,ompN,1.6075077039806713
rpoS,feaR,3.2102934850634863
rpoS,feaB,2.183449044733732
rpoS,paaC,3.0851676398340304
rpoS,ynbG,1.2565102939605832
rpoS,pdxI,2.243593736216458
rpoS,ydbD,2.684160233629307
rpoS,aldA,1.6035959059291431
rpoS,ydcJ,1.2474855369766893
rpoS,ydcK,2.0414287551571593
rpoS,ydcL,2.4826216506641785
rpoS,rlhA,1.714263183969582
rpoS,ydcR,3.074255569013963
rpoS,ydcV,2.176176740372722
rpoS,yncL,3.038128512836093
rpoS,curA,1.8815300304474936
rpoS,yncG,1.7882593619848248
rpoS,yncH,3.285771895989855
rpoS,ydcD,1.441678344261255
rpoS,pptA,2.0848144202806282
rpoS,nhoA,1.195706438508149
rpoS,yddL,2.753319126206642
rpoS,yddG,1.969311719169609
rpoS,maeA,1.2419783721886268
rpoS,bdm,1.073690045095478
rpoS,osmC,1.558497510042634
rpoS,gadC,3.18645375288249
rpoS,ydeS,1.5770905518082132
rpoS,ydeT,1.9523017196009342
rpoS,hipB,1.4600287917957844
rpoS,lsrR,2.9568914791258245
rpoS,lsrF,1.9824356204032272
rpoS,marC,1.988534685194027
rpoS,dgcZ,1.9662448074130072
rpoS,ydeI,2.6645705378435633
rpoS,ydfK,2.3017797601847323
rpoS,pinQ,2.3754774709716653
rpoS,tfaQ,1.0823670501493126
rpoS,stfQ,2.2828652698575036
rpoS,nohA,2.1749345005373133
rpoS,ydfO,2.4325146595217735
rpoS,gnsB,1.6555195020197337
rpoS,ynfR,3.002254693274649
rpoS,ynfQ,1.2928365221146152
rpoS,cspF,1.338238423320239
rpoS,ydfT,1.7065472563828767
rpoS,rem,1.7063536078369737
rpoS,ydfX,1.2812825125437557
rpoS,rspA,1.7748528203298741
rpoS,ynfD,1.2845454429606744
rpoS,ynfE,2.0654905397757615
rpoS,ydgU,1.3586291977356915
rpoS,folM,1.6513612996873972
rpoS,ydgA,2.7294662272320176
rpoS,hdhA,1.424075419034192
rpoS,malY,2.635289157102763
rpoS,add,1.593988749627405
rpoS,rsxA,1.622967918158769
rpoS,nth,1.7571666039943912
rpoS,dtpA,1.6907679342411477
rpoS,gstA,1.9544113996908121
rpoS,ydhF,1.8602256294863175
rpoS,nemR,1.5606472021185707
rpoS,nemA,1.6075025358352502
rpoS,sodB,3.0744540556812687
rpoS,cfa,1.016583592671731
rpoS,mdtK,2.04138708169427
rpoS,ydhX,2.879885726134387
rpoS,lpp,2.796575500985126
rpoS,ydiH,2.109506597144599
rpoS,ydiJ,1.5345743861475343
rpoS,ydiB,1.686106064531947
rpoS,aroH,1.7126425560897856
rpoS,rflP,1.7188332559858368
rpoS,btuC,2.1548241124818186
rpoS,pheT,1.9824356204032272
rpoS,pheM,1.9824395504620074
rpoS,thrS,2.6352822123721227
rpoS,pfkB,3.0746052975449274
rpoS,ydiZ,1.0585516684362122
rpoS,ydjM,1.8211154696474685
rpoS,chbC,3.3164085948045146
rpoS,ves,3.0381192826392747
rpoS,xthA,2.134983609892724
rpoS,nudG,2.684160233629307
rpoS,ynjH,2.68417464315832
rpoS,topB,1.031147884136099
rpoS,selD,1.4027803105755607
rpoS,gapA,3.0381192826392747
rpoS,yoaJ,1.8718194404951902
rpoS,leuE,1.225686966902775
rpoS,yoaA,2.0651513962488592
rpoS,yoaC,2.8468210972217873
rpoS,sdaA,1.2592666556363712
rpoS,manX,1.502002168891132
rpoS,kdgR,2.4912681052909553
rpoS,rsmF,1.4548798123786995
rpoS,yebW,2.0700805065042207
rpoS,pphA,2.0414287551571593
rpoS,yebY,2.139734887381805
rpoS,eda,1.522616952208099
rpoS,edd,1.0609921974681573
rpoS,znuC,2.9019152695726937
rpoS,ruvC,2.508321356098858
rpoS,cmoB,3.0381192826392747
rpoS,yecM,2.3512538060920987
rpoS,flhC,1.0164636619323177
rpoS,flhD,1.8451546239574876
rpoS,ftnA,1.2553929297902164
rpoS,tcyL,3.1218293920237254
rpoS,dcyD,1.4002189942507008
rpoS,tcyJ,2.684160233629307
rpoS,fliZ,2.168606019421988
rpoS,yedD,1.6474078163709511
rpoS,yedE,1.2256854645960753
rpoS,yedK,1.2928365221146152
rpoS,fliG,2.730584181179722
rpoS,fliH,1.6513558457171262
rpoS,rcsA,1.7489962960367254
rpoS,yedI,1.85512580535649
rpoS,yedA,2.9349526445390803
rpoS,yedJ,2.2523080526769808
rpoS,hchA,1.1671599108102444
rpoS,hprS,2.4227916859480505
rpoS,cobU,1.3901459342764697
rpoS,insD3,2.9349526445390803
rpoS,yeeS,2.5672128412028616
rpoS,cbeA,1.3419981681731046
rpoS,yoeF,2.8468373060947942
rpoS,dacD,1.0863484027962609
rpoS,yeeZ,1.7797901271482066
rpoS,yefM,2.7216315322684093
rpoS,hisD,1.4765901399216819
rpoS,gmm,1.7192469700762223
rpoS,wcaC,2.9927843968192684
rpoS,dgcE,2.7219587215010304
rpoS,yegS,1.199957281520778
rpoS,gatR,3.1852510137061354
rpoS,insF5,1.5540015540015542
rpoS,gatB,1.2812841542307363
rpoS,gatZ,2.4921528337685532
rpoS,yegX,1.1689870084664757
rpoS,thiD,2.1550911334188063
rpoS,rcnA,2.588792341321075
rpoS,yehC,2.340013884735024
rpoS,metG,2.5717419565938338
rpoS,yehI,2.2433269883252493
rpoS,yehL,2.01310612125641
rpoS,yehP,1.9824316903600296
rpoS,mlrA,3.249253484012048
rpoS,yohD,2.0181295592672592
rpoS,yohP,2.469648305862522
rpoS,sanA,1.6708270259613103
rpoS,mglA,1.8451512193681832
rpoS,mglB,2.481796026148203
rpoS,yeiH,2.0414370900539143
rpoS,nfo,1.971589396792224
rpoS,fruB,1.8118141151190452
rpoS,setB,1.0552352330381487
rpoS,pdeN,2.2828756928527727
rpoS,yejB,1.2602418278048377
rpoS,yejE,1.0366206994494507
rpoS,yejF,1.1164128316025212
rpoS,yejK,1.7186568097085386
rpoS,napG,2.8468048885333546
rpoS,mqo,1.0627783150712593
rpoS,rcsC,1.3015867644245098
rpoS,gyrA,2.80559998638879
rpoS,yoaM,1.7886783813405027
rpoS,nrdB,1.7886783813405027
rpoS,glpQ,1.9101740646133802
rpoS,glpB,1.7571604287471445
rpoS,nudI,1.3743789584209942
rpoS,menF,2.3885074575208156
rpoS,elaB,1.2812841542307363
