
tf,tg,kd
csgD,yfgM,2.1732834033135093
csgD,mltF,1.9363648632270931
csgD,shoB,1.7177315563104676
csgD,yfiL,2.825852617281055
csgD,trmD,2.72668676192434
csgD,ffh,2.1036909961959545
csgD,yfjH,2.359745765363356
csgD,yfjI,2.5253616922321074
csgD,ypjC,2.716402383861202
csgD,proX,3.1216277352646715
csgD,csrA,2.647943786140619
csgD,ygcP,2.271684054932906
csgD,ygcG,1.204833068416249
csgD,mazG,2.949563442225663
csgD,gudX,2.8530182079622035
csgD,araE,3.1038648860596614
csgD,yqeJ,2.9653063429798943
csgD,yqeL,1.8854799931717663
csgD,ygeW,2.466337588078649
csgD,ygfM,1.64733935345274
csgD,yqfB,1.634545761456629
csgD,yqfI,2.079107542947135
csgD,serA,2.644113280632762
csgD,yggE,3.203978059158251
csgD,galP,3.3161116601118192
csgD,yqhD,1.1576787454309345
csgD,yqhH,2.325061597730513
csgD,ygiZ,1.6047771503590926
csgD,tolC,3.038403369963241
csgD,ubiK,2.7682812535916375
csgD,yqiH,2.7793759191243974
csgD,yqiI,2.8563049681379082
csgD,yqiK,2.0092885306112853
csgD,ebgR,3.2745613338432107
csgD,yhaH,2.902339301992942
csgD,yhaI,2.7425407695256627
csgD,yhaJ,1.5737768391674427
csgD,tdcG,1.6917557788396906
csgD,tdcA,2.468045265583112
csgD,yhaC,1.243315882937124
csgD,garD,2.6185310887635094
csgD,agaC,3.2254318853294457
csgD,yraR,2.5627622943852657
csgD,yhbO,3.332222592469177
csgD,yhbW,1.2779332253077893
csgD,glmM,3.0034097559375397
csgD,ibaG,1.9626103110791853
csgD,mlaF,2.659220848291451
csgD,lptC,2.689014168825935
csgD,yhcA,1.7564822374992395
csgD,yhcN,2.722664024233201
csgD,tldD,2.7001181775312526
csgD,rng,2.618195246788887
csgD,yhdE,1.8016202351406383
csgD,csrD,3.0661286307195983
csgD,trkA,2.6905387974742445
csgD,rpsQ,2.855939469322845
csgD,gspD,2.967504050109248
csgD,slyD,2.1488146810807818
csgD,pabA,1.907249797713618
csgD,nirC,2.9118282064757883
csgD,yhfL,2.715391654515289
csgD,frlR,3.2300975433135957
csgD,yhfY,1.6867899703642792
csgD,aroK,1.3065832942504783
csgD,feoA,2.2282285537326256
csgD,yhgH,3.176318050392214
csgD,malT,2.815236098798879
csgD,gntK,3.230974623759992
csgD,yhhX,2.3907807758892323
csgD,yhhM,1.2392994114237643
csgD,dcrB,2.2805612999467595
csgD,yhhS,3.331512106714996
csgD,rhsB,2.139614099201068
csgD,yhiM,3.065612493027239
csgD,arsC,2.7878022512539284
csgD,yhiS,1.6562186414220026
csgD,treF,2.1032861277969244
csgD,rcdB,2.6669383183725817
csgD,bcsG,1.8165836599279959
csgD,dppC,1.187235471335402
csgD,xylG,2.7528719361690888
csgD,yiaK,2.3811335559752167
csgD,yiaO,1.6919082415122195
csgD,yiaU,3.060955831483144
csgD,yiaY,2.8920959106327415
csgD,selB,2.7795881713455715
csgD,yibV,3.1207417147741694
csgD,yibH,1.5594195249804272
csgD,tdh,2.9685482314873908
csgD,yibY,2.4666255316077974
csgD,waaZ,2.88327361101224
csgD,waaY,2.469413370603659
csgD,adeD,2.93753066552931
csgD,uhpC,3.1551115962971608
csgD,ibpB,1.8571673063048013
csgD,recF,1.2704299567047415
csgD,yieH,2.932696620293809
csgD,bglF,1.4623141268711803
csgD,bglG,2.9534855559788884
csgD,rsmG,2.7146331723728494
csgD,yifB,2.471136103199878
csgD,wzzE,2.5707272281408144
csgD,wecF,2.946584346037233
csgD,yigF,1.0158078171650509
csgD,rarD,2.2966370099277444
csgD,metE,1.802981356831091
csgD,tatD,1.5721355128469856
csgD,ubiD,1.2963522104087533
csgD,yihT,2.869275794789395
csgD,yihU,2.1943956761803296
csgD,csqR,2.1018964980000217
csgD,yiiE,2.905680194928151
csgD,yiiF,1.698788139071757
csgD,fdhD,1.8471246721397052
csgD,rhaM,2.788968956022086
csgD,metL,3.2135625775602907
csgD,yijF,2.2962002224045914
csgD,argE,1.0973652448922417
csgD,murB,2.0760649434836944
csgD,dinF,2.8363490018699515
csgD,yjcF,2.1868514761617597
csgD,rdcA,2.321297325167749
csgD,ghoT,2.307886764101526
csgD,cadB,2.876574056889151
csgD,groL,3.103432007172664
csgD,yjeV,2.047014935480992
csgD,nsrR,3.2820674399217555
csgD,yjfI,1.5630837971733813
csgD,qorB,1.5877000889977082
csgD,ytfJ,1.628715662503296
csgD,sgcR,3.1035948939656803
csgD,nanS,1.8792091034587293
csgD,fimB,2.263912921869114
csgD,ytiD,1.6869540346759657
csgD,yjiK,2.8200881090426444
csgD,lgoR,2.835266826983717
phoP,metI,1.60490716414509
phoP,mngB,2.352537093628624
phoP,macA,1.463580268596251
phoP,ymfH,1.4781664792159988
phoP,ymgK,2.517468081974645
phoP,npr,1.009728736440859
phoP,yrbL,1.0127502041934102
phoP,metH,2.2625330189136315
fadR,carA,3.03081279557772
fadR,lptD,3.1608135317337664
fadR,setA,2.965409976509527
fadR,leuA,3.2378585910620012
fadR,zapD,1.690604215941491
fadR,rnhB,3.2588789064605903
fadR,gmhA,1.5152426103642123
fadR,yafP,2.6810316366617317
fadR,pepD,3.3134120660294313
fadR,fadM,1.1142818620541342
fadR,pdeB,2.3893228430331073
fadR,adk,2.206881030311056
fadR,ybcH,3.2984885460160096
fadR,pheP,3.154565051597619
fadR,hokE,2.595110875474297
fadR,entD,1.9053190143320866
fadR,cspE,2.3642576319508657
fadR,rhsC,1.7794314779586933
fadR,modA,2.5358181511879962
fadR,pgl,1.4864550512986443
fadR,rhlE,2.5534933270675086
fadR,yliM,1.600883832539706
fadR,ybjJ,2.98945464771398
fadR,ybjN,2.7900816086782294
fadR,lpxK,2.3505118878234987
fadR,ycbJ,3.3108225318442552
fadR,gloC,1.832424756722951
fadR,ycbZ,1.028607014252926
fadR,hyaE,1.9537767418856369
fadR,torC,2.3893777822067817
fadR,csgB,2.9425238497427553
fadR,ymdA,1.923564784250107
fadR,flgM,2.4182233447517043
fadR,flgI,1.2245391523630098
fadR,lit,2.7539295133150916
fadR,dadX,1.223347971973813
fadR,adhE,1.2254215193588047
fadR,ydaT,3.247897393273545
fadR,insH5,2.8684733674325384
fadR,ydcA,2.695196223762548
fadR,ydcR,2.3049926163312686
fadR,ydfR,1.652744361367112
fadR,ydiR,2.595905737497101
fadR,ves,2.5908094921432916
fadR,ydjI,2.186039625074062
fadR,yeaC,2.5952959203899804
