"","0","120","300","300 | 1","900","0 | 1","1500","2100","2700","3300","3300 | 1"
"mmuM",1.05365880322972,0.79506017508442,0.707782792609003,1.3121998990192,2.37028189912978,1.55345973137658,1.04423921854317,1.55489117976975,2.06871183959983,1.99067333898719,3.52614364306859
"yagE",0.758926993362781,1.45010683642197,0.762605617418672,1.26590174930024,2.13550208604744,NA,1.36269919699487,1.2597953470905,1.74180687339161,1.14077501292212,1.80675805669422
"yagF",NA,0.418504372666927,1.08292904004804,1.45982232159806,1.90414492684038,NA,0.334195040026114,1.46994132651385,1.43681217703428,NA,2.3911124459497
"yagG",0.991060118647831,1.55704082590184,0.717629032054771,1.20281822535565,1.98746733708477,1.26124657531754,1.41807760996891,1.06316335750377,1.95929576609242,1.24480120484467,2.02395102798877
"yagH",0.789223484789973,1.09144033644876,0.800755628506701,1.22574463204981,1.600294821949,0.911171233042919,1.16225119128821,1.20976217075027,1.91911058134119,1.52440372031744,2.08209240522012
"yagJ",1.06954731056616,1.32007923619226,1.20309521637573,1.09420828803668,1.65653264931802,1.19784327782586,1.75751888368596,1.93999227239098,2.13010003741125,1.663795709387,NA
"yagU",2.33292082556011,0.83791506743841,1.90589951702436,NA,NA,1.00925288607668,NA,0.524203601008463,0.65765783735542,NA,0.824138115013002
"eaeH",NA,NA,1.0757218745734,NA,NA,NA,NA,NA,NA,NA,NA
"rclR",1.57000125656149,1.52615976562546,1.51949753540689,1.01321124241273,1.27732084611315,NA,1.02376434464327,1.25429589230232,1.31492202534625,NA,2.08449088309729
"ykgE",NA,1.38995263121335,1.72385209102696,1.41481612197132,1.15292219525677,1.55811676317309,NA,1.3088805074245,1.25025903021772,2.25579692338667,4.81393254000145
"ykgF",1.11378150013467,1.3055695126911,1.42495122818881,1.14577673591711,1.38292936979594,1.93597613764143,0.971627951577106,1.47468750331735,1.40378306870724,2.11884896208665,2.04267841627554
"ykgG",0.719614656326581,1.09572103738189,0.49762248997347,3.23891834996877,2.4900037433882,1.45110888079143,1.28706357625333,1.46487308661343,1.74140585370833,1.48388416376902,1.64930129508964
"betT",0.758752264081847,0.828895916273106,0.717298627756709,1.29658203538263,1.00069101416826,0.666346314469357,1.23055208328189,0.903857570660176,1.63870206128463,0.532966608010277,0.433810440546589
"pdeL",1.15000571869924,1.30166731557926,0.779830110523259,1.09018449238513,0.90448214904759,1.7836104164296,0.916853611461923,1.44577263387363,1.20337227118268,NA,0.538517721997528
"yahD",NA,NA,2.45923482384623,1.70844105786449,NA,NA,NA,NA,1.02801629812647,NA,NA
"yahE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"yahF",0.388597497954393,1.11045253533364,1.54881661891248,1.67070587577331,1.4288939585111,1.7526693824662,NA,0.970957006528824,1.58379876507478,1.75549662962123,NA
"yahG",NA,1.26619326751094,1.46251389195779,1.61027481300942,NA,2.51130811486805,1.27673275354901,1.50591340772544,1.68694141328731,NA,2.09893988362352
"yahI",0.788860117618554,1.65310332723701,0.704855349225209,2.60075834096442,1.65006100132023,1.27908674963875,0.853689618283319,1.38420368156874,1.63643967388343,1.74823576223745,1.99296650616472
"yahJ",0.763659924136158,NA,1.06071814963532,1.68306155570166,1.55095786692872,2.42381796455463,0.701132340686736,1.12771666933147,1.37435839629735,NA,2.13993213245594
"yahK",0.788678496774501,0.867560958697706,0.727779804536824,1.09849984505838,0.765949258372888,0.764011683517019,0.988780743626928,1.01437841671477,0.968054927712061,0.629506182857198,0.793962517269857
"yahL",0.761903555049371,0.681553574726704,0.392012576295165,0.997240711741549,1.14077501292212,1.07596959720769,1.33628778948501,1.6169626935123,1.49348202512706,1.03681196406103,1.03705072632576
"prpB",0.788678496774501,1.2122717925365,0.894746483052804,1.6761002852848,1.73340482058893,1.76725817784194,0.821674860976434,1.25718734295421,1.42003811054215,1.75670970266463,1.56170859326537
"prpC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"prpD",0.689445593170923,NA,1.17111623075444,2.05116217882557,2.51593837869271,1.39123341462881,NA,1.20254129810778,0.908657048958146,0.700164359372975,NA
"prpE",0.891045743646114,NA,0.832530206749242,2.53629636923773,2.49746838915414,0.977912505721241,NA,1.25950530188582,1.19839503207727,0.64268771731702,NA
"codB",1.00855595961911,1.40540016438762,2.61396639490488,2.2105482562994,1.37689239120097,1.24451461177139,1.89103688536449,1.13920006218652,1.00762747290145,2.44568207210437,1.05171967853515
"codA",1.06635055667011,1.16600389185145,1.10128569994107,1.28735996771579,1.02235093850323,0.38291290212081,NA,0.458458469249326,0.544502652842421,0.736207097494736,0.76700818769351
"cynT",0.956973694587658,0.835410635675614,0.644020957135652,1.57108614967396,2.05447092746499,1.81635193117651,NA,1.45545908058197,1.6842245750827,1.00646806643833,NA
"cynS",0.817146641346752,0.732824533138904,0.745246594251514,2.27038756775851,2.39276473852775,1.2089267852133,0.418119093349903,1.83484760775554,1.12227683834508,1.30526892880865,NA
"cynX",0.801308961991312,1.10840888901587,0.726440418592476,2.00724322164329,2.35830515327765,0.856248847606355,1.02352864132879,1.4288939585111,1.79473362683253,1.51112364094588,1.3925153782328
"mhpA",1.85097264293165,1.10662378397767,0.675616115084155,1.82221660566879,2.19078621716484,NA,1.38771409679755,1.60103195466733,1.93107881755808,1.50244990299891,2.15030467934026
"mhpB",NA,0.735868139651045,0.859409202953283,2.1817249589883,1.8352701456751,NA,NA,1.70490427599289,1.21394776536583,1.35269535901304,NA
"mhpC",0.910542035595527,0.652529274119251,1.03252363103552,2.59956092322393,2.26881978114451,1.02517970482556,0.631247977991039,1.89539617559934,1.31069004236608,1.83569278089882,NA
"mhpD",0.732149887534064,1.27174488628807,0.947763545262961,1.38643655330134,1.20254129810778,2.69153480392692,0.874580923075202,1.77582432254734,1.57942860773856,1.78114796896577,2.28875865706236
"mhpF",NA,0.912220861791043,NA,1.18658813117242,0.65720370028709,1.21255096057149,0.93303943579109,1.89583265694711,0.963385266142351,1.33444291436663,NA
"mhpE",1.04616455102201,1.24222424129373,0.746792589930883,1.39155379484467,NA,2.52289978645071,1.85097264293165,1.53108746168203,1.81844428784289,0.964495043135074,1.36426896588171
"mhpT",1.05584459243008,1.11403798733062,NA,1.13474949986011,1.41449038602332,1.26911214444519,1.0634081880997,1.52791783381961,1.5969819223383,1.49176357980965,NA
"yaiL",1.13893778187571,1.25892541179417,0.659022132318856,1.02659702175155,0.876193445404055,1.11275614173052,0.576766463392251,0.974765163901319,1.06096241713649,0.505475371359798,NA
