"","0","0 | 1","0 | 2","17700","17700 | 1","17700 | 2"
"pntB",0.820028540116799,1.91464950616466,1.73423308957579,1.34675084464888,1.28768790681123,2.2732334838526
"ydiT",1.41952363198416,1.76922371300301,0.922303230999507,0.793847700877695,1.13415153898396,1.50520742586574
"yeaR",1.52183632720663,2.64241775580309,2.43639282346605,1.85944140726721,1.00061431701743,1.80197074851774
"otsB",0.796389625815907,1.35658249888474,1.29763654726249,1.02366134675116,0.764053577715677,0.991693029274511
"ydgD",1.00151865495378,1.03969504450191,0.875909882075552,1.02219443911269,1.04438081711412,0.999242097320893
"ydiP",0.861881400789846,1.0500735465756,2.12500025444951,1.61203315347921,0.940380110031072,1.03392480246419
"nimT",0.793127904310529,0.508484517774238,1.16173198812225,0.583107497529192,0.64588148801061,1.17603177530182
"flhC",0.948138649627698,1.28756525832891,0.791786108322273,2.42771098105524,0.904978984933546,0.732382072045544
"mlc",0.85592813915222,1.24055897309281,0.917355410640412,0.844187246407502,0.924021837812379,0.939911430742513
"ydiB",1.08108807008166,0.833121150934918,1.22890624273546,1.84725595066924,0.638514301051173,0.725068782143757
"dgcJ",2.27822193452258,5.8527302379835,15.7938191542062,0.768653721212077,1.0966693445014,1.11728793497582
"cheW",0.889317928781285,1.7064164481533,0.981591448097017,1.19555053255846,0.718399786779007,0.721321723933306
"hisD",NA,NA,NA,NA,NA,NA
"yehI",1.1200447814215,1.04526587245459,0.721085964902599,2.13794731728725,0.710511356910782,0.887243520192775
"rcsB",1.35124528512521,1.58510239709327,1.33999666027182,0.943084358989721,0.81660483687286,1.14080424005158
"ubiX",0.817134290980662,1.36098460344039,0.355525377597386,0.913217259256011,1.19677042549316,1.75567702918121
"yeeY",0.905489614868344,0.445593131546978,0.529451203324795,0.822463556320847,0.695741131989145,0.630263179997827
"mrp",0.701937024716236,0.182926915236682,0.388654935461016,1.10259013756643,0.731104582190594,0.739964429309555
"ada",1.18888448498145,0.81199105461009,1.26903544309188,1.45656393186884,0.980243576528476,1.26901193788108
"hisM",0.733144472955993,3.36472629265355,0.995292849573204,1.09306585115311,0.862346993046022,1.13915396340219
"sbcB",0.803591438652251,1.18881778647055,2.51192639553486,0.800692718220351,1.00853324547581,0.733457401446662
"yehB",1.8643963789824,1.40816191866687,2.51334040147903,0.791364295019067,1.59109178551213,1.04051829023803
"eco",1.16510071386633,1.39464910276834,1.4138950506193,0.94499900669164,1.08522963967347,0.898970266245013
"folX",0.845574653490939,1.03374628589105,1.01520555820214,0.822324272171927,0.93224809367981,0.999279311200189
"tmaR",0.991564092374261,1.08536585565345,1.18141808677111,0.701894846366314,0.997037550746167,1.00496166514416
"rcnR",0.740873926965685,0.559070473021096,0.828309247188677,0.8738799796839,0.710904223448297,0.568618228058835
"napG",0.778883956629899,0.679685639607214,0.311681089784816,0.924961111995246,0.580710482213131,1.40190652704333
"yfcD",1.48327003307724,1.86127435916721,3.24433114448683,2.05644522491705,1.3666746656919,1.12414065492822
"yeeS",1.51870745742882,3.04663689152015,2.30580878686865,1.11997764883489,0.708306716115392,1.69131404174241
"thiD",1.24071060675483,0.978069505793315,1.90321438870785,2.02937488956156,0.819022504590648,0.951931658657623
"ccmA",1.10364768861402,0.616700349482344,1.04966314757991,0.708096127206275,0.634678998584453,0.957664424904259
"yfbV",0.984563442195055,1.24681779685953,1.40298329575713,0.782344760641808,0.888601070820262,0.999447714263037
"yegU",0.408530033337912,0.665798160662771,0.511171338001457,0.169822097640136,0.614972046721933,0.546340450575923
"ccmE",0.69557096208371,1.09857418652674,0.895619464662218,1.10353830348448,0.853137282225682,0.887629116806124
"yfbR",0.85282724484377,1.03818076686344,2.90209202737032,1.38925829945381,0.727015450160296,0.372041663421675
"ptsI",0.618736548520335,1.17897823981026,1.16969945713054,0.714294835750033,1.02980106196233,1.10789744171251
"argK",1.1146152272838,1.0545995081658,1.11941432426618,0.761101967128282,0.952737755577772,0.877607818072063
"grpE",1.05038321687049,1.57813400396498,1.34024025483157,0.684862575931487,1.31318919091265,1.0956139268277
"hycH",0.657345623580471,0.575595567322929,1.22927338804003,1.78416936649968,0.766143253144691,0.950732030973567
"zipA",0.86813482391228,1.77876084030843,2.43502169810635,1.13612442483797,1.26815409603825,1.25676027565865
"yfgI",1.40074075335146,1.59855369978565,1.41533443059892,1.34632040817781,0.767787017503533,1.15727946745307
"ffh",0.75087285939332,0.415988578794129,0.684439806770744,0.797769838938362,0.720263632107638,0.744380829824934
"ascG",0.987727533733263,1.28714846362745,2.19751575233548,1.48288923896927,1.52985166559535,0.942479881788986
"yfeN",0.832840143860762,0.846682116443284,0.883932987101665,0.95087726132974,0.700870033196071,0.823965381116034
"ppx",0.667963594097425,0.376625873513906,0.493754633529171,0.778138453693692,0.580299554324094,0.683222004673889
"rplS",3.45631022254631,5.02019153408015,1.53941949006257,0.859865424611739,1.03152808611801,1.05657770440974
"norV",0.751779977474812,1.47104764086872,1.74595450063815,0.384212470536232,0.65334721052435,0.76604155584729
"gltX",0.931909457905074,1.77774716551011,1.08296801110361,0.634425420062071,0.750480287557917,1.09340377530746
"upp",1.71274456017601,1.16704536896544,0.726151927735569,1.70585519767152,0.854645077609844,1.03756865466014
"yfiL",0.711643897208185,2.15538961951689,1.28544692699445,0.911640777118016,0.566193805306463,0.585626642013066
"gutM",0.855418980510922,1.28755833901032,0.307585414419996,0.50030971086384,0.738242527720694,1.12727045829606
"nupC",0.970786195673268,0.996410551357334,1.32371830053879,1.08976047784198,0.958544513930561,1.19584331479467
"bepA",0.594760660135245,1.37001540735901,0.839068001838419,0.794009130241353,0.922110679125708,1.04168086324542
"raiA",0.457584178421145,1.71004426122949,1.22940809619677,0.796417556067929,0.846675132068886,1.25473459106682
"srlA",1.42594790706424,1.71327224741496,0.84155160193759,1.81656131960572,1.08122102099799,1.54031143992124
"glk",0.733878571634543,1.17090635196204,1.05842222272667,0.894139610021154,0.972013272788028,1.21382482764357
"hyfJ",0.606540108800603,1.75177394795496,0.681813007350182,0.371545990291846,0.830357001816001,1.42759263242233
"yfiH",0.76725185189366,1.5217714876101,2.39752343636266,0.914174008247501,1.00659763894835,0.99457910351461
"recX",0.975840692547301,2.51449335876269,1.66907531033309,0.296793202256201,1.20592964701371,0.634209740793257
"amiC",1.22237489425452,1.41205470329518,1.98059818043692,2.05004733283086,1.17256607011835,0.871053184946525
"scpB",1.02818455945876,2.28669982079197,0.521013448059143,1.63584722564123,0.66075198909336,1.16768617461181
"plsC",1.4450473996587,1.29557211678923,1.18483289711262,3.06018378873291,0.770824524947437,0.824975266599839
"tdcB",1.15988013963453,2.6234463356677,1.95437463403564,0.478113727252401,0.88842668020439,0.825641037450242
"csdA",0.897732924992919,0.919883379099327,2.75627058047206,0.304380647411076,0.706257346234508,1.10390541868452
"yqfE",1.29214682325485,1.26037603579944,1.11538494088104,0.597280031933597,0.667662809576632,1.12914120896316
"yqhH",1.73145043485416,1.40285629932928,0.596307286992497,1.63684534810185,1.00314981656937,2.34910857700989
"tdcF",1.29901509815742,0.841629602318351,0.683188357638347,0.342611320361003,0.711566054449199,2.56715079922596
"rlmM",0.983627105851926,0.571699101499242,1.97667190457724,0.670358867663717,0.817399387828466,0.989359756981413
"zapA",0.977017771162437,1.46062960047233,1.25224064949115,0.79613990789525,0.941833487748635,1.10156079164679
"yqhC",1.59323378067106,0.985145586241817,3.26235336174398,1.26766152618423,1.04801244879394,1.37938780475649
"fucI",1.00976902007875,0.907929774474824,1.32922315496685,0.429776208634316,0.971473274818298,0.813020331571963
"ubiI",1.07078449948014,0.931819046673881,1.44366970503044,0.836770380534374,1.13436344939063,1.26778870510014
"exbB",1.63482445204405,1.82765609501029,2.8377045149731,1.45831840914704,1.5408181515409,1.14032999746669
"yhaI",0.795622668805531,2.13119555275563,1.48524015440134,1.9462037470325,1.34351345713648,0.779911419775033
"ygdG",1.10309504045971,1.37527179435851,0.865735955235605,1.11288999288933,1.0026655899145,0.850807606713878
"ygfF",0.708420606574858,0.482234631039001,1.18523111753042,0.453597433656604,0.844531744739405,0.850585678320794
"yqhA",0.844056664206726,2.71794308365792,2.06524387668786,1.47279824227149,1.08497128078205,1.35452117957863
"yqjK",1.07470818001369,1.18708672515805,1.32505416614361,0.586524599953464,0.956153297302002,1.00542249715865
"queF",0.783548666543137,1.64889502021902,1.28139954025523,0.9425892271487,0.692670818506285,0.69707494557668
"ygfZ",0.900420348762764,0.804269910622319,0.990456880551758,0.90953839071251,0.868255448507686,0.875576621383105
"yghW",0.888906592624766,1.46869973142563,0.805395599021376,1.88234871412551,0.597134101296713,1.41728594790479
"mzrA",1.08742604369648,2.03698503446542,1.55561505270325,2.24852403282657,0.805681198455047,1.21651221461972
"yhcD",1.14078721543354,0.928790734343604,1.21354370738604,1.26616675484965,0.753096718524098,1.77766210722
"rplC",2.49255193838758,1.16244587015195,0.859810689088958,1.38733270312974,0.886312908897248,1.07935749773653
"malQ",0.902881840684608,0.558685753455165,0.739426401227929,0.511279860863829,0.680319650528264,0.871438336434879
"gadX",0.840119811573266,1.0526002729143,0.883852948777496,0.910515744882441,0.792661501249088,0.863540330745994
"gltB",0.953220832584812,1.29209505225921,1.36938683894907,1.20160221883872,1.06332473036311,1.01957687209519
"rpsS",1.7531904325848,2.11194729534391,0.647353210911663,1.13908913186921,0.906829213904947,0.689576588456855
"rpnA",1.57367736049495,2.10350064721211,1.81616196669643,3.28229513528253,1.22400075336429,1.67492659768209
"gadE",0.727667385606607,1.47940745098426,1.25409225998763,0.732371542982275,0.803988358558481,1.01993669189705
"mtgA",1.24236571673076,1.51935540388756,1.88324983770268,2.09576448537325,1.05726529986371,1.08958686512193
"rpmC",1.31021582141597,3.21017338722508,0.921198759187104,1.1463302168897,1.08885224907548,0.697231907356061
"yhgF",0.603180274180965,0.358586325511177,0.468780236182347,1.01508577876393,0.833984928436308,0.560660605372587
"yhiD",1.0176505310592,0.434826307845058,0.80243201161823,0.856478328308531,0.826279348199121,0.772600782573208
"ptsN",0.829034313030788,0.787295144060831,0.86533069863157,1.00260629957392,0.787865484178901,1.0558677441784
"rplE",1.6598687275025,2.25924588504031,1.1350721962256,1.04825699187972,0.824069278937799,1.05373393695891
"pck",0.609903089884029,0.769785028686611,0.567019859257907,0.947841032890178,0.621631033978808,1.09508161423547
"arsC",0.857179084356462,0.852682943314534,0.882198198818805,0.800752621384403,0.790601836757327,1.05443033932863
"lptA",1.23231722105076,1.01005375628581,0.899878653082373,0.938484648426635,0.78518031008409,1.00718244675486
"rplR",1.55232965511486,1.79282366693613,0.84927844240385,0.821004429616831,0.697235771708279,0.935248694465514
"yrfG",1.46101969879717,3.56090400008432,2.16867633431503,0.950807006726238,0.825361884022185,1.25780538388713
"rlmJ",0.956716726754761,0.781110929270581,0.935741473224975,1.37781886064533,0.657565591472358,0.989063463535224
"yrbG",0.77835428928134,0.406017487247285,0.72314801677547,0.844579939674154,0.520430792461738,0.688378756818256
"secY",1.14161367691449,0.927149588139086,0.865153194779178,1.06639879327293,0.673709525183347,0.780513759238373
"hofM",0.98656202710342,0.718329433909663,0.713222805305626,0.771397196563433,0.889568280100181,0.856865751799859
"uspA",0.60501699938409,1.22843450902489,1.18293384834939,0.705298797450014,0.979635626776095,0.801656126022677
"tdh",0.689122703662997,0.32695499769764,0.694900088630227,0.706737995466349,0.892702304903985,0.640165708589325
"yieE",0.690338223725132,0.891115193162185,1.21546105480962,0.934968416314831,1.00868144352075,1.15584255248635
"yigI",0.636290082768398,1.44348975975199,1.29159229349054,1.70362751982646,1.09978037133316,1.29965596808098
"fpr",0.972133224222628,1.36167555418043,2.52405299070662,2.51018671669291,2.11424685414596,0.936146458025278
"gpmM",1.70914630292895,2.21028006445238,1.18127873107012,1.51996738806844,1.59469807980133,1.74485359783443
"tnaA",0.458421954295296,0.622378024360788,0.413693307569584,0.981574880804987,0.751834618789835,0.982765255539348
"corA",1.26563798455821,0.996906686908335,1.02008536288597,1.00931870753372,0.790354030088634,1.00580124337844
"tpiA",0.671369433136932,1.40931970012637,0.858628870601429,0.697844251833397,0.83331412981596,1.08717450469086
"gpsA",1.14958531197867,0.901744784557247,0.584883868006668,1.50925034297387,0.744677795185392,1.05716753540525
"rpmH",1.14757683559385,1.90409319309261,1.44716313162959,0.946430296416064,0.828312886671523,0.807923514096662
"yigB",0.649734981240952,1.37379149971781,1.00923050431135,1.39009718431021,0.670246736171228,1.040341229788
"fieF",0.866910296208675,0.793480498358755,0.929500506238623,0.843282471527864,0.716069561575134,0.951743841759868
"lldR",0.798531554544431,0.966314150345818,0.409766205357461,1.40409233954702,0.487527274440765,1.01663081785111
"dnaN",1.37756195254035,2.23578234092484,1.18465619736249,1.62351602962369,0.846408534729151,1.03661870542373
"yzcX",1.54150488999434,2.42152323507795,2.73654583166146,3.08778522815224,1.16540636397961,1.13424504954039
"cpxA",0.764047582649275,0.384649817244037,1.17682276897193,0.547260353950723,0.648739225962479,0.778829569815094
"mtlD",0.89736390298587,0.700771948038155,0.961955412871543,1.12750761794064,0.727714549242689,0.952408147832063
"yidA",0.643659818851717,0.529223007875053,0.382604074049001,0.873725756915074,0.675500205706526,0.540393913620703
"hemD",1.0901683028599,1.44490082547609,1.29053331861953,0.983133337824711,1.04312335032394,0.99621168001458
"rhaT",0.776870761417309,1.01993856394538,1.15085330563315,0.277848781787712,0.996994058399651,1.86561845746383
"yibG",1.10986265902773,1.21921431756229,1.5599131634295,1.88265457243528,0.599915310808464,1.65700049323192
"dgoK",1.07771745682932,1.21136723576572,2.48609291233733,1.45423779591558,1.2045784931331,1.63052062236298
"aslB",1.36824182620777,0.801782634963636,2.37057893599157,1.66856868398841,1.38651035113005,1.02586303731969
"rhaA",1.06624219137153,1.02968056467151,1.49923682527274,4.68444710238163,0.93425087699611,0.738177396470692
"malG",0.467692982787819,0.695145498469139,0.430664219948772,0.490635370025345,0.845300643906496,1.0518774100164
"dtpC",0.962215733701514,2.06626632371387,2.30232154169886,0.46378145856323,0.653033123997912,1.93169299486827
"yjfF",0.788157197942515,0.896802918946814,0.558191135266525,0.855986558872222,0.629239078359085,0.694733118238085
"yjiK",0.781169504430019,0.38455701279057,0.464264743118938,0.769485404994959,0.614361303224214,0.766831242452431
"yjbG",0.963586182447677,1.59264519706423,1.31703009363305,0.837279157216966,0.7583503543789,1.03155108151455
"yjdI",0.871983760408602,1.03217791612106,1.24062266505692,0.754900412609719,0.626753520555913,0.949492371171475
"ytfQ",0.426866225106817,0.540450034989268,0.391004159470609,0.751457031525337,0.575728239751729,1.03597731759091
"yjiG",0.814365020140689,1.79780457936006,1.06114010537683,0.856480000072319,0.683844534684247,1.05838194652637
"lysC",0.979304239331172,0.460205759119068,0.66777488277708,0.141892845992776,0.614292659495779,0.888023010891574
"fumB",0.962392334807625,0.428891257929473,1.24733740047372,0.248475142907204,0.672996570879212,0.453006251890361
"yjiC",0.911489938344107,0.835041973623171,1.57458534834973,2.28308733963739,1.75850350072715,1.16357781087864
"yjbB",0.91071496752866,1.17911624446656,1.2522197389891,0.38282360855064,1.23203014845031,1.78667663852338
"melR",1.07660138616828,3.24261094338861,2.13197607014077,3.85189270961183,1.22076537060348,1.43976381178006
"msrA",1.05828800696198,1.52827648161575,1.2509776374217,1.29167655934047,1.06883179571565,1.31064958003271
"gntP",0.875410125966225,0.731135910448625,1.13318585697107,1.13229537316593,2.07881180527418,1.28709892610141
"aceK",0.664548069285735,1.68535977562751,0.712757594791132,0.736970510050501,1.07220386221945,1.01684889439361
"eptA",0.78740410506592,0.919310678610597,1.23700936539809,0.924601278124269,0.960899172141972,0.643267191488736
"ytfI",1.46958508138733,1.15023570667363,2.37077716361204,19.5337539170929,0.911910058622258,0.957589411533515
"fimD",0.782352290236745,0.533714811036679,2.33240143098101,0.272206904834102,0.61187385325467,0.924418329392871
"yjaB",0.757289061356782,0.725464209826423,0.779686941484405,1.20361851365145,0.706075254361332,0.881900100400333
"rdcB",1.04995011026312,1.87700625387692,1.17384113045935,1.30363565313569,0.79552715316632,1.11522467875221
"qorB",0.836917542489606,0.78657369235332,1.5063911277572,1.31027902901525,0.651362645861093,0.60818595654891
"fimE",1.05398291414936,0.865424693836224,3.09093109268603,1.85216601971748,0.628545699846365,0.685701391027842
"nupX",0.984919759198788,1.30489828942019,1.38517288123823,0.378694566045432,0.606953831985778,1.66657996525955
"hisL",0.704835945805501,7.90092063766714,1.59947266167947,1.07535596747255,0.982199412702972,0.936101912324626
"ybaY",0.684587020599405,1.42297021864066,3.34687388909719,0.733049207641952,1.21369367775875,1.29536951189287
"tauC",0.914689681239566,1.10874368923878,1.17567095877061,1.16101780090727,0.456013779976089,1.14956888381447
"rhsE",0.894281355916798,1.45820735356138,0.805424355946554,0.73971723998296,0.6357962952022,0.651872559703205
"yafQ",1.21345330576841,2.12607209733392,1.56951197893905,1.14293099041659,0.949748304834503,1.11352271400734
"chaA",0.952347715491718,0.712348948763675,0.670386663578532,3.65055737598378,0.969863658854169,0.804915391084091
"hns",0.695016888975807,1.32808408413373,0.992123415235185,0.627286821983567,0.750772389748543,0.855254591887821
"rplN",1.51946721638841,0.84700634906996,0.841820588863775,1.05914436646663,0.796071214791071,0.956554177739953
"rpnC",0.949943238848393,0.944599075759101,0.601820478894918,0.925261037022091,0.717753364372405,0.87752736771261
