"","0","0 | 1","0 | 2","3600","3600 | 1","3600 | 2","7200","7200 | 1","7200 | 2","10800","10800 | 1","10800 | 2","14400","14400 | 1","14400 | 2","18000","18000 | 1","18000 | 2","0 | 3","0 | 4","0 | 5","3600 | 3","3600 | 4","3600 | 5","7200 | 3","7200 | 4","7200 | 5","10800 | 3","10800 | 4","10800 | 5","14400 | 3","14400 | 4","14400 | 5","18000 | 3","18000 | 4","18000 | 5"
"mrr",9.891242,10.054422,10.271131,9.733932,10.011416,9.964488,9.603353,10.129509,10.405114,10.500854,10.571286,10.700311,10.473943,10.653584,10.659093,10.552201,10.700417,10.568094,9.994993,9.946599,10.02352,10.160749,10.284779,10.25754,9.873506,10.203901,10.191649,9.924772,10.032636,10.040674,10.254035,10.312193,10.401283,9.943041,9.946946,10.102285
"pdeF",7.921183,8.408294,8.286612,8.243098,8.237055,8.1416,8.152386,8.149624,8.070108,8.115253,8.287881,8.216526,7.954855,8.245433,7.893213,8.185729,8.157208,8.343512,8.039152,8.368075,8.347411,8.228785,8.406161,8.317574,7.928539,7.94508,8.261001,8.116511,7.953465,7.873591,8.103967,7.94518,8.418085,8.029405,8.68361,9.100384
"ycfK",4.857497,4.488402,4.563835,4.711709,4.716628,4.829746,4.757343,5.206789,4.741913,4.476754,4.898604,4.613208,5.247654,4.545137,5.082558,4.876528,4.814205,4.54214,4.53006,4.280439,4.290104,4.580246,4.599547,4.719329,4.97418,4.556636,4.540814,4.62849,4.379227,4.638557,4.115871,4.353801,4.150911,4.337617,4.123963,4.372383
"yfbN",7.096329,7.199788,6.991128,6.527785,6.872079,6.940986,6.718367,6.106438,6.032296,5.872569,5.856443,5.930255,6.386067,6.036791,6.078675,5.637548,5.502802,6.804623,6.900673,7.198053,6.743497,6.615082,6.91161,6.366989,6.699832,6.269857,6.533436,6.966741,6.853274,6.678559,7.017539,6.869547,7.15609,6.411256,7.829164,8.236452
"ggt",9.370593,9.414979,10.266816,10.566021,10.397361,10.367574,9.563847,10.095081,10.362442,10.950069,10.852456,10.786884,10.663751,10.832901,10.87855,10.864698,10.560768,10.159435,9.01266,9.006359,9.606901,8.956439,8.679301,8.990149,9.319296,9.577179,9.349123,9.186293,9.639917,9.673771,9.281796,9.401123,9.467058,8.949222,9.175282,9.379466
"yajO",12.171228,12.378444,12.357063,12.555945,12.591337,12.576976,12.467894,12.757288,12.79082,12.739668,13.014322,12.990971,12.801385,12.825001,12.842641,13.103271,13.058074,12.986667,11.838782,11.831581,11.913657,12.125259,12.095447,11.985154,12.093294,12.114614,12.017035,11.787723,11.953669,12.010218,11.757609,11.985575,11.824178,11.76585,11.938153,11.991901
"ygeK",4.273409,4.667966,4.444791,3.939308,4.252666,4.721988,4.408573,3.892654,3.347291,4.541238,4.514369,4.450818,4.969649,5.045888,4.216955,3.98933,4.330215,5.636745,4.556356,5.833307,4.416463,4.249172,4.262112,3.94375,4.020604,4.567709,4.382468,5.005869,5.336589,4.668828,5.513648,5.307523,6.287594,5.214198,7.327578,7.502063
"rimO",11.776697,11.727285,11.689463,11.650309,11.667767,11.684384,10.928284,11.485508,11.701555,11.679497,11.411736,11.334834,11.378548,11.393676,11.383516,11.024888,11.010438,11.097603,12.32773,12.055771,11.81545,11.754928,11.64882,11.927249,11.390416,11.85284,12.158394,11.532545,11.716977,11.833236,11.787387,11.872535,11.881443,11.479586,11.594069,11.534951
"frc",7.353466,7.633686,7.841214,7.014632,7.347259,7.53466,7.005973,7.365798,7.338541,7.199412,7.162193,7.162892,7.222441,7.696829,7.368851,7.273238,7.322097,7.63021,7.683323,7.662252,7.675597,7.05842,7.144298,7.271246,7.331203,7.507991,7.514374,7.629284,7.693013,7.530161,7.619899,7.520016,7.654322,7.434031,8.201092,8.534977
"speF",6.433652,6.832393,6.714382,6.124514,6.780547,7.172359,6.364793,6.475165,6.128606,6.477638,6.468689,6.398311,6.676816,7.458679,6.580664,6.447602,6.579828,7.664712,6.130606,7.406108,6.377655,6.528337,6.73852,6.300949,6.218986,6.229838,6.503459,6.520395,6.888867,6.249669,6.32343,6.436533,8.3342,6.785209,8.758435,9.284595
"nanS",7.213312,7.689,7.947707,8.443776,8.303251,8.333069,8.020582,7.442635,7.611689,8.017987,7.88925,7.838366,8.299842,8.099702,7.878381,8.15045,8.227461,8.185904,7.659967,7.725682,7.666086,7.987044,7.911985,7.424265,7.676641,7.361223,7.479327,7.67696,7.826517,7.845823,8.095282,8.028623,8.305248,7.806309,8.532069,8.896809
"rnc",12.936181,12.913486,12.769443,12.33601,12.690641,12.610025,12.503095,12.537135,12.53536,12.508687,12.390628,12.429014,12.525031,12.36676,12.413576,12.390807,12.41705,12.345938,13.055338,13.107386,13.052172,12.641217,12.810813,12.830414,12.606343,12.804329,13.032266,12.824556,12.790567,12.830788,12.851021,12.958276,13.08704,12.80447,12.746132,12.715065
"slt",10.09097,10.416702,10.70689,10.782311,10.895778,10.800935,10.430104,11.222087,11.344482,11.22493,11.464562,11.448804,11.303221,11.450958,11.559761,11.173584,11.20813,11.073982,10.338362,10.244189,10.27908,11.121645,11.021595,11.026321,11.053293,11.503345,11.294037,11.065225,11.164982,11.285037,11.392095,11.332708,11.418959,11.383669,11.395594,11.184745
"fkpA",13.274608,13.391285,13.507714,12.870287,12.940205,12.897398,12.976827,12.7105,12.679138,12.885203,12.629882,12.540661,13.000344,12.814339,12.65769,12.667375,12.446338,12.444549,13.305232,13.316094,13.358826,12.949804,13.221182,13.004757,13.040682,13.107425,13.02935,13.057964,13.095092,13.059315,13.111526,13.056753,12.977031,13.202754,13.148369,13.030769
"yecF",10.776492,10.72665,10.608206,9.869059,9.894499,10.070541,9.993705,9.677609,9.604716,10.289392,9.785994,9.828241,9.375551,9.056159,9.164465,9.507882,9.62678,9.558079,11.027775,10.867691,10.727721,9.799922,9.990472,9.829169,9.647443,9.649924,9.884867,9.957906,9.693533,9.6222,9.549003,9.53908,9.511382,9.708565,9.475476,9.238162
"menI",12.116354,12.190567,12.261532,12.647542,12.476503,12.470289,12.611679,12.259678,12.305851,12.071421,12.039563,11.862084,12.155126,11.833071,11.780281,11.768598,11.742022,11.888733,12.197094,12.26262,12.428499,12.613032,12.592382,12.340137,12.529714,12.218035,11.601517,12.427221,12.37756,12.381178,12.356776,12.280962,11.769995,12.399667,12.17231,10.575863
"ftsK",13.150151,12.956694,12.641484,13.040054,12.934975,12.833485,13.114322,12.763468,12.733164,12.327276,12.324944,12.389639,12.722921,12.677171,12.655744,12.586105,12.496863,12.585392,12.938265,12.941036,12.844726,13.196673,12.932088,12.906423,13.050106,12.729978,12.596308,12.82917,12.767641,12.749806,12.792263,12.784898,12.499714,12.694325,12.400868,12.327836
"ftp",9.877612,9.995462,10.082135,9.678605,9.745417,9.837647,9.589131,9.562077,9.661641,9.1988,9.219634,9.392348,9.380105,9.304126,9.416636,9.024821,9.06321,9.241581,10.107161,10.292629,10.393313,10.290571,10.135969,10.504843,9.903855,10.125858,10.573674,9.988951,9.926852,10.054934,10.076505,9.994278,10.077855,9.791462,9.406176,9.195231
"thrA",13.142682,13.420252,13.751539,13.660034,13.674225,13.869049,13.557421,14.091171,14.168525,13.74563,14.167271,14.258575,13.973964,14.251295,14.354036,14.255478,14.349174,14.367636,13.385625,13.54558,13.782162,13.943593,13.879512,14.169558,13.966673,14.139662,14.277145,14.021258,14.072687,14.134535,14.071648,14.094537,14.215803,14.035146,14.147076,14.326369
"yghA",9.490825,8.963541,9.168634,8.607868,7.949661,8.016707,8.598096,7.938505,8.004034,8.380621,8.699613,8.813499,8.425564,8.68717,8.935459,9.073848,9.170889,8.917055,8.982371,8.335538,8.875876,8.030416,7.707617,7.800616,10.793974,11.102784,10.630141,11.220128,11.324249,10.990929,10.15674,9.996685,9.446212,9.782097,9.115142,9.239377
"yggN",12.503815,12.562421,12.4304,11.219854,11.311629,11.230136,11.495926,11.133463,11.168137,11.547871,11.327947,11.255468,11.136785,11.244068,11.220336,11.300605,11.175258,11.167288,12.654302,12.644575,12.573805,11.157848,11.144199,11.055403,11.082339,11.215446,11.413709,11.405732,11.211105,11.184417,11.350147,11.24481,11.393155,11.69826,11.599465,11.641232
"ydhL",7.464982,7.771421,7.761241,7.409047,7.476504,7.486436,7.270831,7.451395,7.591556,7.608326,8.000477,7.790627,7.713912,8.001994,7.747049,8.299916,7.764448,8.446083,7.339228,7.615488,7.307181,7.353635,7.340699,7.324682,7.213103,7.432247,7.341686,7.484428,7.410736,7.162843,7.348094,7.494418,8.106988,7.34531,8.767901,9.561642
"sokB",10.399877,10.119446,10.544612,10.648913,9.935658,10.669425,10.015033,10.388219,10.352783,10.634333,10.126548,10.350618,10.190093,10.011441,10.282523,10.061502,10.349924,10.040344,9.939168,9.99031,10.757603,10.075774,10.804194,10.586346,9.955138,10.360669,10.655661,10.382276,10.400198,10.161176,10.316561,9.480723,10.443947,10.564518,10.243981,10.440449
"ycjW",8.073718,8.226103,8.220435,7.718606,8.153309,8.233361,7.555414,7.370028,7.823938,7.699823,7.696989,7.916093,8.140358,7.984011,7.929338,8.145906,8.068072,7.766505,8.335164,8.212095,8.134402,8.600599,8.53683,8.320672,8.151889,7.865509,7.551469,7.862594,8.002025,8.193153,8.602406,8.576679,7.638027,7.778341,7.756128,8.075542
"mdtJ",11.080105,10.68282,11.051971,10.451048,10.178728,10.656707,10.723214,9.927473,9.467374,8.499239,8.727039,8.67023,9.013902,8.996089,8.370957,8.325649,8.380599,8.833033,11.054297,11.206046,11.666071,10.442668,10.658105,10.660567,10.594557,10.228592,10.602637,11.231334,10.59957,10.466517,9.98178,9.787105,9.712047,10.327433,9.797255,9.416646
"higB",9.276363,9.655767,9.695916,8.59915,9.067796,9.048199,8.997604,8.888169,8.946099,9.396465,9.114444,9.258024,8.874398,8.679107,8.684599,8.860606,9.177214,9.000488,9.773654,9.709005,9.628643,9.219653,9.248958,9.309089,9.036836,9.386742,9.700681,9.887006,9.393707,9.51103,9.835029,9.594055,9.799812,9.813021,9.36348,9.059744
"kdgR",10.76371,11.116432,11.350174,11.318236,11.709913,11.669249,11.249422,11.719903,11.945642,11.99876,12.02881,11.964881,11.906722,11.952604,11.972104,11.962297,12.10951,12.177981,11.105134,10.918933,10.779201,11.127737,11.420381,11.421669,11.070226,11.349158,11.324704,10.863615,11.203531,11.449991,11.267007,11.585373,11.564574,11.18342,11.215561,9.977527
"fau",10.749111,10.554591,10.270599,11.201949,10.579717,10.824924,10.858147,10.216645,10.146276,9.575091,9.826016,10.040787,9.782771,9.395129,9.60622,10.080145,10.365574,10.272693,10.560848,10.663022,10.640632,10.913221,10.563721,10.476472,10.444287,10.090548,10.423183,10.282523,10.202484,10.09424,10.128767,9.917606,9.781984,9.994024,9.826087,9.913901
"yqeA",8.860293,9.061779,8.813128,8.745208,8.705481,8.523885,8.67241,8.415272,8.403791,8.715858,8.674078,8.686293,8.723965,8.681984,8.681395,8.948135,8.950853,8.973722,8.87646,8.823842,8.833462,8.700574,8.611827,8.343361,8.413916,8.425275,8.506322,8.540578,8.497465,8.48286,8.395796,8.263256,8.374608,8.53521,8.295695,9.173915
"cbeA",7.173378,5.849969,5.681262,7.065801,5.651077,6.033989,6.764036,5.600367,5.551222,6.188409,5.814119,5.703197,6.5939,6.422697,6.239425,6.14064,5.902013,6.776338,6.922641,6.418729,5.680156,6.649827,5.251239,5.581504,6.736147,5.842376,6.032906,6.895624,6.403716,6.207933,6.628621,5.990109,6.826931,6.657506,7.582126,8.181211
"hycB",5.99485,5.148508,5.142215,5.429806,5.52649,5.277708,5.525617,6.122582,5.928453,5.901011,5.9637,5.957822,6.117648,6.313593,5.675491,5.713793,6.052522,6.156128,5.175274,5.861437,5.756293,5.725988,5.59666,5.969009,5.834689,5.562672,5.438476,5.574384,5.765548,5.644483,5.633231,5.658814,6.035517,5.981303,6.314104,6.31094
"grpE",12.644255,12.826507,13.122395,12.298693,12.356723,12.415511,12.343693,12.195983,12.387541,12.600014,12.859504,12.812586,12.715841,12.803145,12.745715,12.869698,12.992463,13.092739,12.637908,12.594012,12.838956,13.572578,13.529121,13.550407,13.811602,13.868219,13.585663,13.776042,13.59065,13.757006,13.897573,13.821512,13.807292,13.837378,13.743842,13.749604
"arfB",11.788513,11.769976,11.638623,11.360994,11.313397,11.329114,11.542641,11.349205,11.29693,11.216239,11.212602,11.191746,11.336915,11.13079,11.083279,11.111515,11.304979,11.003717,11.740633,11.714857,11.72261,11.38412,11.36591,11.31891,11.423596,11.337708,11.361699,11.388377,11.317702,11.367224,11.399357,11.35821,11.258408,11.268079,11.313763,11.328915
"pepA",11.99431,12.206077,12.386839,12.288435,12.373811,12.370069,12.068142,12.363458,12.406969,12.426322,12.417787,12.519101,12.452416,12.539758,12.677173,12.404906,12.471175,12.335958,12.228444,12.212905,12.295912,12.375882,12.323009,12.581223,12.340989,12.593767,12.826497,12.382305,12.534892,12.493691,12.581038,12.518779,12.737395,12.463728,12.37446,12.339101
"plsY",11.149269,11.255358,11.094494,11.104656,11.208595,11.039345,11.268856,10.980035,10.945004,11.17098,10.916106,11.093766,10.561228,10.476463,10.439006,11.021752,11.248297,10.867423,11.084186,11.241897,11.232345,11.427581,11.601326,11.401282,11.191689,11.112619,11.105825,11.209859,10.953088,11.04139,11.165738,11.184997,10.998688,11.117796,10.625697,9.850639
"ypdE",7.145261,7.266638,7.291758,7.025372,7.266384,7.108303,6.776041,6.90061,6.851055,7.071779,7.02658,7.13977,7.037168,7.312132,7.044087,7.074602,6.994901,7.594427,6.940826,7.148367,6.82674,6.99598,7.008525,6.785822,6.860139,6.969395,7.072052,6.857928,6.952019,6.991025,7.241963,7.060889,7.687846,6.737792,8.143639,8.575525
"tdcE",7.202325,7.472192,7.598917,7.562738,7.815458,7.73471,7.57067,7.938505,8.148277,8.159592,8.413119,8.333554,8.494182,8.411815,8.436239,8.252834,8.514588,8.525968,7.274729,7.648186,7.541258,7.566325,7.667039,7.729489,7.43333,7.502152,7.525015,7.424063,7.793039,7.943852,7.572127,7.714602,8.064497,7.618347,8.568572,8.783361
"fruB",5.208886,4.969509,4.962397,5.183128,5.098808,5.052683,4.988156,5.863463,5.59682,5.099948,5.576257,5.459349,5.827631,5.582288,5.683313,5.735763,5.159214,4.876329,4.665885,5.073457,4.875792,5.154848,4.561877,5.259519,5.231886,5.163656,4.826074,4.798738,4.950214,4.965271,5.120913,5.362235,4.694379,4.741973,4.552018,4.24057
"osmB",13.425305,12.646681,12.480257,11.591338,10.533234,10.532335,12.181704,10.288127,10.123173,11.235157,10.726131,10.573763,10.973092,10.483931,10.421932,10.8616,10.730583,10.702496,13.469188,12.58206,12.458066,11.880133,11.69912,11.932664,13.845555,13.865614,13.720845,13.860299,13.909582,13.753423,13.745037,13.701143,13.422814,13.827932,13.657893,13.316791
"yoaF",10.41031,10.64653,10.851404,10.401171,10.505338,10.47437,10.381678,10.664216,10.573254,10.618526,10.793512,10.672779,10.610793,10.598369,10.622524,10.812166,10.898379,10.819619,10.476514,10.461094,10.734484,10.976746,11.329881,11.109763,10.690984,10.977459,10.944802,10.60756,10.599081,10.583799,10.58936,10.51608,10.461945,10.619158,10.104796,9.529764
"yhcN",10.198323,10.500337,10.666993,9.39893,9.078683,9.083678,9.53543,9.188793,9.126216,8.725217,9.342824,9.475626,9.263765,9.133895,9.311233,9.785743,9.867489,9.899802,10.367054,10.611375,10.898194,10.137348,10.275951,9.875084,10.651244,10.604513,11.049287,10.854464,11.070831,10.723718,10.328599,9.943008,10.396705,11.237582,10.726488,10.818918
"ybbA",11.052636,11.130623,11.248347,10.961082,10.905047,10.990825,10.987454,11.186933,11.154967,11.040349,11.216908,11.275887,10.991344,11.070646,11.084701,11.102439,10.946503,10.886764,10.991412,11.044895,11.245378,11.338601,11.237978,11.432252,11.492613,11.631559,11.57205,11.615634,11.368618,11.295958,11.530011,11.355796,11.391673,11.679901,11.296309,11.052952
"ryeA",13.076331,12.894905,12.93549,13.0997,12.875546,12.863371,13.118959,12.690317,12.39029,13.051073,12.937167,13.027773,12.905283,12.676343,12.626058,12.793871,12.974797,13.081646,12.990314,12.824127,12.779816,12.787593,12.939636,12.367319,12.813925,12.397321,12.267523,12.772581,12.645883,12.569769,12.567808,12.443586,12.308258,12.837543,12.692524,12.471182
"ygcW",6.658379,7.434062,7.683712,6.881483,7.884921,8.12655,7.117037,7.901026,8.011824,8.500446,7.91466,7.576365,8.028836,8.036839,7.65695,7.593929,7.524662,7.942004,6.858401,7.319371,6.409779,6.400113,6.848623,7.033946,6.586736,7.005245,6.75875,6.342686,6.89894,6.728873,6.890257,6.963897,7.636279,6.802591,8.638399,9.073635
"ftsP",11.338141,11.52994,11.643394,12.0202,11.88135,11.860935,11.73357,11.744906,11.95776,11.730544,11.659032,11.574214,11.823224,11.58786,11.591129,11.556424,11.524657,11.647913,11.557642,11.586207,11.665158,12.059563,11.765852,11.873569,11.622371,11.570751,11.596933,11.389529,11.535162,11.660123,11.797901,11.781512,11.662176,11.480142,11.438387,11.254074
"kefG",11.158436,11.244114,10.963036,11.368382,10.789859,10.565528,11.319772,10.307642,10.043646,9.794751,10.01593,9.892478,10.525266,10.036171,10.139214,10.440707,10.547877,10.393198,10.839707,11.037872,11.121503,11.274223,10.996972,10.388768,11.053596,10.533367,10.670918,11.207891,10.903598,10.705159,10.837949,10.434532,10.186514,11.081894,10.506537,10.282716
"lspA",13.261678,13.371139,13.347569,13.388786,13.514417,13.524999,13.569419,13.441116,13.401124,13.261612,13.210365,13.217785,13.285497,13.246178,13.26434,13.175916,13.244318,13.227243,13.372681,13.424404,13.467589,13.577364,13.395243,13.569638,13.679386,13.614998,13.644961,13.651084,13.661698,13.655761,13.714347,13.646605,13.583391,13.667304,13.542897,13.579451
"nanT",9.668374,9.851917,9.800142,10.25338,10.474577,10.257303,10.206281,10.250901,10.132852,10.510556,10.096072,9.936307,10.154043,9.861987,9.995165,9.627798,9.580971,9.212167,8.735548,8.776335,8.809015,9.793222,9.624296,9.8514,10.323193,10.298548,9.541657,10.828936,10.666317,10.57941,12.428439,12.000605,11.675151,12.566945,12.065345,11.625394
"ttdT",6.276298,6.417003,6.701066,6.7742,6.924341,6.934405,6.385394,6.866684,6.679139,6.721297,6.578074,6.741805,6.788666,7.548325,6.804773,6.755889,6.431765,7.938597,6.756389,7.377855,6.735578,6.63147,6.5586,6.868585,6.594812,6.802433,6.78311,6.740556,7.178085,6.741919,6.477141,6.510155,7.97596,7.331288,8.522674,9.215642
"mntP",8.594879,9.354405,9.306723,8.0161,8.119416,8.021388,8.177017,7.528806,7.503919,7.736932,7.532774,7.783075,7.210512,7.950125,7.07663,7.48613,7.232327,8.145873,9.057738,9.231022,9.193337,8.14401,8.099734,8.011842,8.048697,8.047744,8.390298,8.280606,8.353199,8.012088,8.133131,7.956331,8.604514,8.240213,9.091753,9.607544
"ydfT",8.0103,8.361267,8.149686,7.610357,7.812615,7.729259,7.94832,7.396705,7.535461,7.710687,7.496167,7.444791,7.772941,7.434407,7.52708,7.462346,7.73099,7.568226,8.224042,8.112792,8.028898,7.74807,7.97975,7.525658,7.846086,7.899766,7.871053,8.095615,7.774638,7.741638,7.824487,7.765718,7.63554,7.867506,7.707002,7.346961
"matA",3.620469,3.781921,3.752797,3.693193,3.736792,3.802529,3.618091,3.730004,3.713831,3.758196,3.638326,3.815672,3.723655,3.568111,3.761038,4.029635,3.730272,3.717007,3.712377,3.667084,3.650308,3.834357,3.795409,3.695916,3.817746,3.559615,3.714895,3.626204,3.790647,3.828182,3.950578,3.803562,3.662766,3.834893,3.705878,3.527067
"yajD",11.878928,12.078092,12.211121,11.757746,11.992648,12.087264,11.784015,11.803847,11.796976,12.216004,11.838884,11.79092,11.670044,11.675226,11.514151,11.634476,11.71454,11.606162,12.047564,12.064154,11.968884,11.932692,12.129929,12.09421,11.920293,12.028143,12.086465,11.909254,11.924474,11.934442,11.879158,12.018529,12.142728,11.822901,11.860208,11.735656
"ecnA",11.112954,11.168711,10.841408,10.462429,10.480063,10.509107,10.386978,10.305083,10.41708,10.235837,9.714483,9.718893,10.212196,10.268816,10.153208,9.108991,9.489569,8.694506,11.44568,11.335951,11.10119,10.772744,10.863889,10.799883,10.440322,10.678371,10.796964,10.425051,10.402981,10.389296,10.560833,10.556106,10.597771,10.239073,9.723041,9.510867
"fruK",8.798405,8.770134,8.866675,8.721707,8.685895,8.651791,8.571338,8.526785,8.589231,8.857842,8.774964,8.785472,8.656519,8.726784,8.660038,8.816337,8.865628,8.777334,8.842739,8.648651,8.852044,8.53691,8.347021,8.462419,8.56032,8.633274,8.581981,8.489246,8.639654,8.433955,8.553581,8.328354,8.615986,8.651502,8.461869,9.081923
"frdC",8.753797,8.994411,9.178625,9.364333,9.312991,9.292336,9.078163,9.89097,9.47462,9.699128,9.547608,9.706983,8.723307,8.573561,8.822006,8.705566,9.116089,8.952773,8.325249,8.145564,8.350068,8.634039,8.576584,9.025171,8.741179,9.342556,10.155767,8.549839,8.713422,8.795461,8.750938,8.757687,9.785068,8.587363,8.688082,8.805138
"wcaE",6.36301,5.602297,6.265184,7.37997,6.07872,6.61065,7.093043,5.100832,5.217978,6.794838,5.045253,4.936457,6.007887,6.23267,4.933793,4.999828,4.960069,6.463029,6.568433,6.189508,6.06631,7.533399,6.147569,7.089639,10.480408,10.71813,10.066433,11.353581,11.211417,10.920859,10.973468,10.79477,10.076277,11.113064,10.270428,8.595523
"lptB",12.857032,12.889152,12.83791,12.822777,12.757086,12.78975,12.779695,12.780727,12.718168,12.603206,12.592356,12.765415,12.747123,12.687783,12.826106,12.706074,12.795411,12.663114,12.885719,12.893752,12.922521,12.770302,12.572937,12.778541,12.703659,12.781586,12.804217,12.683055,12.700128,12.662808,12.765592,12.688684,12.715665,12.66141,12.665767,12.486622
"yiiE",7.10064,7.661671,7.466227,6.677899,7.175163,6.920954,6.947752,6.892047,6.821799,6.789865,7.031446,7.039227,7.019296,7.204035,7.063971,6.830452,6.752253,7.759862,7.136091,7.763419,6.968502,6.474569,6.778438,6.450224,6.637225,6.749645,7.005481,7.121953,7.255499,6.984335,7.008902,7.125992,8.078613,7.028071,8.928294,9.345763
"yiaK",7.364949,7.670458,8.203405,7.971665,8.518696,8.586363,7.749325,8.200916,8.569014,8.887535,9.087567,8.904131,8.99205,9.127902,8.828342,8.694124,8.621234,8.972147,7.737242,8.100098,7.462003,7.922347,7.808752,8.007043,7.69305,8.072028,8.094728,7.797535,8.312736,8.080925,8.165495,8.180304,9.109545,8.021384,9.790882,10.631558
"sdhE",12.915175,12.881623,12.718893,12.724374,12.658,12.548789,12.764998,12.806199,12.820438,12.69326,12.750115,12.722286,12.701714,12.44387,12.502415,12.469084,12.576344,12.644402,12.738832,12.733237,12.735961,12.438857,12.600356,12.439318,12.540076,12.46739,12.585531,12.471777,12.453896,12.495454,12.304434,12.41195,12.528054,12.536968,12.499188,12.229102
"yafL",7.451856,7.568586,7.792609,8.035024,7.845646,7.784963,7.81065,7.37569,7.503919,7.66589,7.8616,7.855975,7.72052,7.801677,7.877404,7.942461,8.088139,8.33378,7.663012,7.756345,7.576494,7.981828,8.043809,7.715646,7.754287,7.715968,7.756966,7.781107,7.641669,7.524929,7.80339,7.585772,8.254159,7.799751,8.712758,8.967546
"flgF",6.722901,6.325483,6.391855,6.786848,6.645625,6.616758,6.663966,6.547118,6.285788,6.607422,6.52982,6.500733,6.843415,6.942546,6.524312,6.731167,6.579427,6.816561,6.286611,6.514132,6.300949,6.706455,6.121736,6.445841,6.524085,6.361799,6.447607,6.509896,6.301965,6.533236,6.598542,6.595486,6.623044,6.343241,6.547615,6.681477
"cusC",10.651874,11.473655,12.002805,12.176515,11.972263,12.143493,11.848273,13.540773,13.481161,13.002527,13.489403,13.64743,12.80762,12.954437,12.567769,11.886397,6.644971,7.435673,11.171618,11.363381,12.333862,12.568135,12.764174,13.241039,11.945954,11.476631,11.074081,10.242132,9.100707,8.91965,9.993812,8.258621,7.954493,9.245971,8.164487,8.657448
"eutQ",8.454311,8.730222,8.515207,8.504743,8.802935,8.738906,8.585629,8.390455,8.520352,8.585609,8.615011,8.592629,8.617012,8.503431,8.395229,8.394357,8.442965,8.520244,7.977983,8.216941,8.082574,8.329342,8.020424,7.907414,8.099869,7.928886,7.799889,8.069107,8.127764,8.086887,8.142391,8.142135,8.1628,7.978185,8.512786,9.487915
"ybgO",7.437619,7.539622,7.523004,7.387395,7.369062,7.357404,7.338182,7.270245,7.129155,7.241478,7.516924,7.524184,7.177913,7.618294,7.39502,7.641974,7.659325,8.13774,7.347249,7.796811,7.457591,7.313647,7.533647,7.334901,7.35754,7.057287,7.529033,7.470986,7.589117,7.350032,7.429621,7.317087,8.236897,7.486007,8.731381,9.32468
"lipB",11.413969,11.455244,11.185052,10.869305,10.90743,10.812742,11.053655,10.58701,10.554462,10.852799,10.689425,10.866675,10.608233,10.67084,10.521933,10.661767,10.938069,10.748106,11.422137,11.411556,11.410345,11.735697,11.575259,11.43105,11.701591,11.395408,11.23596,11.571376,11.365583,11.401627,11.560738,11.420769,11.214596,11.365662,11.129159,11.306615
"lit",4.47351,4.163659,4.158097,4.265424,3.979824,4.30771,4.032142,4.323746,3.97564,4.801238,3.854982,3.969283,3.873751,3.689347,4.140368,3.926255,4.144619,4.150862,4.035432,4.588762,4.715182,4.654535,4.350617,4.212876,3.652452,4.145716,3.970033,4.152384,3.877487,3.800349,4.129363,4.154466,4.064307,4.447812,4.04874,4.108156
"hsdR",11.353796,11.621515,11.678836,12.099359,12.235321,12.173745,12.193978,12.248266,12.158546,11.713636,11.989792,12.078208,12.072096,11.960031,12.019662,12.000487,12.059095,12.097934,10.891266,11.143641,11.176717,11.791581,11.652092,11.753064,11.774789,11.539382,11.185274,11.467316,11.619301,11.735386,11.670084,11.73734,11.460314,11.461814,11.556709,11.336016
"lsrB",9.085342,9.268557,9.539255,9.579088,9.766916,9.74598,9.534401,9.410495,9.441989,9.27384,9.442326,9.399658,9.760115,9.563698,9.516038,9.504149,9.405972,8.966019,7.958521,8.214165,8.41572,9.035768,9.15913,9.035149,8.910053,8.763543,8.632229,8.852849,8.985232,9.154988,9.118211,9.150823,8.317235,8.852766,8.355917,8.6155
"sgcE",8.566695,8.875459,8.767956,8.711213,8.858665,8.812035,8.509913,8.852627,8.814639,8.863035,9.148365,9.233182,9.053732,9.15962,9.266324,9.358696,9.314882,9.374928,8.483833,8.573597,8.547569,8.552329,8.177799,8.360606,8.264067,8.383505,8.41496,8.538719,8.597934,8.620424,8.548221,8.563034,8.768683,8.371739,9.159907,9.916416
"ydeE",8.218034,8.254442,7.792652,8.38309,7.956798,7.878651,8.432058,8.018442,7.947975,7.228063,7.288276,7.43626,7.331419,7.322366,7.792511,7.190022,7.589188,6.809741,7.816526,7.822715,8.469124,8.172097,8.021698,7.980094,7.838555,7.976074,8.54731,8.105482,7.349496,7.529139,7.710218,7.467897,7.332127,7.289864,6.828501,7.050581
"preA",7.924717,8.310931,8.545712,8.295387,8.330478,8.536871,8.342694,8.554974,8.569598,8.594948,8.646294,8.687469,8.578075,8.460385,8.563067,8.389171,8.612922,8.888925,8.31847,8.150603,8.051757,7.983482,8.042533,8.151451,8.001787,8.215313,8.421235,8.181104,8.17268,8.321516,8.210661,8.300753,8.601402,8.05326,8.631068,9.146792
"yagH",5.565578,5.746683,5.388527,5.045876,5.274006,5.345003,5.450927,5.567526,5.519795,5.565253,5.400638,5.704788,5.832495,5.547754,5.759038,5.863773,5.579899,5.217473,5.004315,5.050442,5.210583,5.314798,4.933083,5.349247,5.566964,5.581597,5.052331,5.030188,5.260125,5.542335,5.409704,5.146074,5.043118,4.984875,4.72396,4.987708
