"","0","0 | 1","0 | 2","7200","7200 | 1"
"polB",0.643259656626346,0.672913700136723,0.646202906632856,0.972960667828428,0.895887986808219
"araD",1.06444386708894,0.845442647728323,0.950425901591455,0.889374870078343,0.950592836566938
"araA",1.03907921183354,0.745441527018644,1.05825029806247,0.89390643262396,0.962109425942158
"araB",1.07866727897753,1.05797710693814,1,NA,1.07053324814538
"araC",1.60169638866029,1.25771078623994,1.7346696842391,1.3703547047888,1.38816007386278
"yabI",1.11095759543532,1.14921648822532,1.27160946140939,1.04600080508677,1.08983584995311
"thiQ",0.839979254330995,1.02174663994104,0.86331996109504,0.982828374922932,1.14647356569333
"thiP",0.833115493425901,0.738915912839507,0.741937700549724,1.08352141386245,1.07944440825461
"thiB",0.921927285104992,0.831797223813204,0.802312448457317,1.0067754037775,1.105947553977
"sgrR",0.994028154596287,0.959934578043369,1.00830331944663,0.968196100678233,0.997250070903998
"setA",1.15820863984673,1.15881281886631,0.962120793704365,0.810467548035306,0.706738416267767
"leuD",1.28010903860284,1.15766246593644,1.28181979720341,0.899694805821157,0.830286254164442
"leuC",1.098389176206,0.994271396531297,1.0303131099658,0.853250662732534,0.823477143467701
"leuB",0.779019249115051,0.796174715546797,0.822819510373494,0.777119793916322,0.869498121024273
"leuA",1.01900221324402,0.927657163710633,1,NA,0.776311878070624
"leuL",1.33495879296426,0.99748283271227,1.07444657944599,0.781299476693185,0.863120443278287
"leuO",1.10985612770546,1.05456201329405,1.17286746269439,0.884013331696405,0.92164528475024
"ilvI",1.41141670754028,1.41803035314092,1.40802867181136,0.771568334027924,0.7296776526035
"ilvH",1.04644653618561,1.06345726735576,1.02944794386695,0.779960945108956,0.852102394992502
"cra",1.18298619330079,1.05442617919397,0.957951805502885,1.03094345628662,0.993240726768614
"mraZ",0.885927651938611,0.839190558059238,0.874319667271813,1.26668754989083,1.29738338130684
"rsmH",0.880537292830712,0.801088508422473,0.78689282674573,1.45005243285462,1.17739851895175
"ftsL",1.415804116269,1.64368114941484,1.53829063306023,1.24530611840177,1.28600106550608
"ftsI",0.855892248585182,0.95866366775871,0.984005793627933,0.924422641703992,1.06382502362973
"murE",1.17265594053109,1.33612788194548,1.33527916986997,1.31296874088014,1.38008630392767
"murF",1.04378416611739,1.16185674112307,1.04860008215631,1.12651722636208,1.22315251596712
"mraY",1.05131512809289,1.05041606572577,0.887821552100272,1.17853780586938,1.07624567125462
"murD",0.954927074306013,0.986566325001222,1.04190256193349,0.967429597954391,0.953958032354646
"ftsW",0.817329242806165,0.912247719261003,0.723143074988235,1.03563138058362,0.909486099410107
"murG",0.813797386311118,0.994997702143449,0.907094584310468,1.1435872663446,1.23385295766929
"murC",0.799927996830832,1.00281760306017,0.821855376224956,0.955851798629474,0.888932776011352
"ddlB",0.925943984760989,1.09807007725021,1.03817734439407,0.936825459061569,0.970712386983146
"ftsQ",0.733090638150496,0.924085416276674,0.875795563080881,0.9878892385284,1.04955020479904
"ftsA",1.39848671992451,1.36242894904235,1.34797403383336,1.12683010253332,0.987479584627502
"ftsZ",1.13818350134367,1.37335465875605,1.26068241002082,1.13232293577047,1.15195356082714
"lpxC",1.19554128604352,1.12207666398034,1.2136014403955,1.38853562771987,1.32696666598673
"secM",0.954761890342285,0.929978015045333,0.935451357575321,1.20329958131144,1.1793051983695
"secA",0.828464080290653,0.795083090029666,0.807297775227186,0.838653872216446,0.901225327563633
"mutT",0.959766353808095,0.974815045362312,0.91384483005153,0.960402802807374,0.973506597295212
"yacG",0.827246862528723,0.84542021532627,0.817128817930581,1.19096968892947,1.18432231425424
"zapD",0.921312251461018,0.90447033504205,0.88241223455551,1.20168094841369,1.02157887195858
"coaE",1.0548900943896,1.12412460051062,0.986242883415679,1.06093698055492,1.03212118096834
"guaC",0.549569818527414,0.60225319407911,0.518068765907564,0.224902303389118,0.314927304924487
"hofC",0.877509785651774,0.83721546016062,0.920757796957251,NA,0.731099056973613
"hofB",1.05353021799061,0.886344097299168,0.820227577756494,NA,0.940517488906526
"ppdD",0.893582285481782,0.871750552216381,0.845546167964952,1.01716460110184,1.02002819298621
"nadC",1.16218940207631,1.12759290392526,1.14611385849411,0.923664469953463,0.895882465051227
"ampD",1.29183481898288,1.24686010327811,1.31590137033551,1.01878510205871,0.961961631917761
"ampE",1.24275456695546,1.60261186511569,1.16650354122102,1.06208334840565,1.14105876426184
"aroP",1.02714624921132,1.28768788181963,1.09963729969014,0.910419645308602,0.903040097546154
"pdhR",1.11335947821227,1.19424652757968,0.941262985367108,0.853579716432507,0.769500779975294
"aceE",0.528105406776309,0.644689675731249,0.565393652625104,0.6315358534951,0.648087522717373
"aceF",0.956614484466027,1.08905774276714,0.910064913333422,0.936662372080438,1.0059449832587
"lpd",0.460207724741645,0.479102352979357,0.482758824833005,0.720783767381193,0.731281537904492
"yacH",0.896345600502345,0.973219808711801,0.987013581707342,0.942170758572823,0.892119928430409
"acnB",0.52107563521155,0.611263134762236,0.547820318387022,0.529543695583116,0.607481282204084
"yacL",1.59659812839265,1.56657352040719,1.50349884643575,1.00389501883166,0.945144197884965
"speD",0.455184978388888,0.50625817968031,0.455771034057647,0.562376342145139,0.582259412262704
"speE",0.54102411212632,0.627366975912954,0.544525328378469,0.776064138367251,0.735815921178642
"yacC",0.747183394564182,0.699038655405851,0.727888514433487,0.978826425042035,1.00132348372393
"cueO",0.995034370338096,0.930939387129889,0.880981747324244,0.928861942676192,0.979253764238536
"gcd",1.20950970883721,0.901141560378821,0.940348129589009,0.725298424908315,0.738351706206355
"hpt",0.780454861602749,0.911025726467824,0.821968321555044,0.696418341636812,1.06848533789447
"can",0.802616387555135,0.787889698923817,0.781108504773918,0.9831376780282,0.972173946728742
"yadG",1.16457717159152,1.23336264156734,1.10253229168874,0.81750364031046,0.939051973030117
"yadH",0.875976481186815,0.82676174807171,0.84728331417792,1.07076075343649,0.938266924593574
"yadI",1.24793796447426,1.26477983552282,1.11133583178169,0.877785478792669,0.92041027864257
"yadE",0.857802358062873,0.708304430696539,0.676144362023961,0.756618840305399,0.738057478451617
"panD",0.972050789836371,1.17250736343242,1.01955481923487,1.18889328857446,1.17402676189426
"rpnC",0.892684162632145,0.784494290771535,0.791352504961594,NA,0.972369967321634
"panC",1.1285091390413,1.44940495248344,1.2687684213022,0.795988329085629,0.806724084552961
"panB",0.894293869291782,0.932508522627971,0.962558628085838,1.28772883567401,1.19496420325418
"yadC",1,0.964749475809371,0.782241167605943,NA,0.872848333840934
"yadK",NA,NA,NA,NA,NA
"yadL",0.913961964274803,1.02659125632318,1,NA,1.10526189202489
"yadM",0.901430476421053,0.771264790971084,0.868056212469333,1.00568945377486,0.935294949316738
"htrE",NA,NA,NA,NA,NA
"yadV",1,0.683976557320467,1,NA,NA
"yadN",0.912139895774121,0.762517984494407,1,NA,0.775578998984805
"folK",0.605483825780086,0.732733848829689,0.644964466775906,0.922386035161902,0.909607407401981
"pcnB",0.611184862911303,0.737588916422936,0.61495024871038,0.934658429384575,1.02177647488616
"gluQ",0.999840648456935,1.04322507516299,0.912818579728957,1.11432869878006,1.04786767465426
"dksA",1.44369479018395,1.52357376087134,1.53484612777438,1.03791026179343,1.06204719448118
"sfsA",2.52582899791499,2.81787848530841,2.69521202810611,1.42326596721097,1.39180372236271
"thpR",1.00542061342412,0.902490160466213,0.91468743936678,1.37401067516768,1.05850050232858
"hrpB",0.943887348797883,0.839383073442193,0.88268863583823,1.08392457567192,1.02720488392912
"mrcB",1.08842641812062,1.23449695675809,1.15107860837191,1.08858860757988,1.06855264511991
"fhuA",0.843792469927683,0.869127093735277,0.837617539866986,1.18678814030164,1.27424437354094
"fhuC",0.887973177082192,1.05472202599948,0.928225836139247,1.09041040052586,1.08388510958951
"fhuD",0.783209247321642,0.861179020488386,0.776275901107876,1.27651984295791,1.23022637198818
"fhuB",0.789942975108282,0.779473203314476,0.820195994917531,0.944868527179376,0.929684833235688
"hemL",0.756444702632935,0.904031337216461,0.844089339018555,1.54647390201611,1.44147202463118
"clcA",1.18044289535327,1.28387253641719,1.24215865165649,1.3495413306228,1.31445674246465
"erpA",1.82309137199434,1.59505965324798,1.55096363573827,2.28488842540677,2.55164124023477
"yadS",0.787576279276912,0.750964060879909,0.828417406191051,0.957429058881579,1.0761874246662
"btuF",0.789612446503307,0.822783281209065,0.757729038730815,0.842173656326687,0.871294136816439
"mtn",1.02029196399792,1.26439760094244,1.21491575536236,1.15009735695762,1.14312738738531
"dgt",1.23807695177252,1.01202764368557,1.22511423187137,0.86741180215173,0.896809350834922
"degP",1.48316792738476,1.19771577523146,1.59119847984164,1.40622504757627,1.35624672423849
"cdaR",0.957204081747889,0.930218024610403,0.986246155869234,1.1131741522565,1.12327969233462
"yaeH",2.2836451574649,2.74443968059445,2.66986567026533,0.555307802055373,0.580456347423175
"yaeI",0.832225508417895,0.7785731070208,1.02866736315122,1.06121518025695,1.08803302930828
"dapD",0.950157854732769,1.12526766419598,1.06287494923934,0.707951118052394,0.747021147960604
"glnD",0.98386645846387,1.044382130287,1.01224754987217,1.02448297596411,1.0636841175088
"map",0.812998656316086,0.83548570420365,0.789361241949293,0.974769264365386,1.02307275015346
"rpsB",0.387150737628866,0.363987050511387,0.378849037313007,0.949391572821593,1.05524487822839
"tsf",0.376786113412663,0.42793320122378,0.394368361726778,0.767754798368523,0.795867553074252
"pyrH",0.45920777210859,0.515139045539244,0.4548443662507,1.00514111275028,1.05787085806558
"frr",0.810019688517242,0.786715213595262,0.821435721619769,0.805789758377705,0.787441367913252
"dxr",0.738869716386983,0.758354585334755,0.676131634070214,0.814031028500206,0.901658050420465
"ispU",0.955708284719014,1.09434499722988,0.882016211535013,0.424535059703872,0.461398000458808
"cdsA",1.04305560241651,1.03107891534237,1.01338768078256,0.935628876062938,0.952079073832938
"rseP",0.86647210952879,0.977938155095812,0.931662821463554,1.15230130533599,1.15025053064523
"bamA",0.721427423897147,0.723943998277019,0.673365482526527,1.02983325644016,1.01810732087059
"skp",0.783064977955386,0.765717119076228,0.774336695169939,0.805999472684366,0.781794543202194
"lpxD",0.672006036674741,0.809056753438734,0.711610563521161,1.03415036921683,1.04300680310819
"fabZ",0.711771428831932,0.870488016870542,0.81763135400668,1.10119736355161,1.06692152212065
"lpxA",0.842352482111528,0.883399337162809,0.795354621241502,0.993199116307936,0.955850369518865
"lpxB",1.12081391486476,1.12322844150191,1.09631467862347,1.00500753570521,1.04043621867947
"rnhB",0.97911034313297,0.961175553100293,0.865141992857362,1.0521872957516,1.01654409370117
"dnaE",0.748010238779483,0.942839908927048,0.786342979672552,1.09124365168951,1.07455447003684
"accA",0.66312647079558,0.812299063944685,0.751567089065784,1.0619129481673,1.08542240437792
"ldcC",1.28878190562627,1.12098830893692,1.39015089413929,0.928275238128202,0.924665286783432
"yaeR",1.32675569185132,1.38549836084778,1.41357003016806,0.980432004255323,0.993666754408885
"tilS",0.903500515910308,1.02527182876955,0.905536131538979,1.0225915345922,1.07803475260624
"rof",2.11814408822186,2.29997598743437,2.19476863073855,0.704392320174841,0.668139444549719
"yaeQ",1.3862175483672,1.47531385922218,1.39334295202086,1.33307477543385,1.25000957076393
"arfB",0.995419050544043,0.954926121163275,1.02354230926117,1.16538358752596,1.08366155643925
"nlpE",0.895994713929367,0.973177809308378,0.936522764321395,1.07879912609521,0.999394009148589
"yaeF",1.0343802289629,0.948289415979663,0.827963300069452,0.656575380710719,0.732644772964593
"proS",0.772030590358511,0.901293831523323,0.845669985177012,1.27662296624932,1.30112847541198
"trmO",1.01882370687732,0.960866832226933,1.12924411636119,1.14947143600948,1.04143725151362
"rcsF",1.04076331737513,0.968091957898573,1.00990564712264,0.99233444015721,0.850814960150046
"metQ",0.882198721645641,0.844887115277318,0.797604875166778,0.631203526611229,0.71084826817482
"metI",1.0159852117461,0.793752784557457,0.927803444910384,0.795471358850194,0.926910437735505
"metN",0.75643365670587,0.783918717555238,0.707437430433273,0.930460874542007,0.893135439809402
"gmhB",1.13122554253819,0.998017587708445,0.960392831997119,0.854084005085209,0.909560943233842
"dkgB",0.976183808675181,0.902812314900048,1.00542117791689,0.78211346358661,0.774114919795888
"yafC",1.03751567704431,1.07779120634676,1.0623424071639,0.879001254207689,0.990742671661775
"yafD",1.53641725232796,1.70168579672265,1.78221720397496,1.17581687799979,1.14293439617284
"yafE",1.27497543244429,1.2823225099815,1.27735208550687,1.0945847485983,0.959477056837021
"mltD",0.707160018069502,0.821446396347647,0.753514441390927,0.877983611692422,0.907163080412301
"gloB",1.11574833987386,1.1844821233123,1.03155976399917,0.553898362671206,0.566632069930305
"yafS",1.25533565464336,1.31400148399599,1.36129878606214,0.896467567391774,1.10208457658677
"rnhA",0.936440811659695,1.01903675492359,0.967590039357067,0.9765901398637,1.03008425968602
"dnaQ",1.03319434337926,0.949520605051592,1.00036575954268,0.985594835863417,1.00862653401825
"yafT",0.616297264636601,0.713550408963968,0.757434851015503,0.739775548730339,0.988960168447169
"yafU",0.833276973035563,0.90559714874982,0.694040722583858,0.677881148073552,0.664629300295368
"yafV",1.15301362003292,1.03388047356602,1.13774208117035,1.14526780816962,1.14434037405996
"ivy",1.58147377130522,1.76910735259818,1.8054736224484,0.569097263337723,0.559397102793815
"fadE",1.43035382699903,1.15664338750531,1.33428048342173,1.57114962164237,1.34148837535227
"gmhA",1.26598668296592,1.17447001348815,1.18298356935636,1.15775938273114,1.23730033575068
"yafJ",0.778945273893227,0.862415134953309,0.866729165291472,1.0073061908484,1.14695772107561
"dpaA",0.899507482741283,0.882293159038389,0.852066982592573,0.921801655000007,0.947576081519586
"yafQ",0.911851508936885,0.994756197296804,0.972236418892912,1.16945936784605,1.17120965597072
"dinJ",1.16234936350452,1.23652964257892,1.26933650520808,1.39049864131683,1.33222699708494
"yafL",1.1156060373772,0.912175900433586,0.910391856603082,0.656696696535744,0.648359322331372
"rayT",1.37868710948329,1.32432958925922,1.24140197992245,0.876550742227866,0.833181729747782
"lfhA",0.933977645533138,0.793856781759771,0.845345188891791,0.967382187057236,0.970339096896347
"lafU",1.1324679255831,1.06248329020463,1.13912798897205,0.868623150468902,0.865758235382997
"dinB",0.998336850531848,1.09938192480715,1.16123033555087,1.21257682268729,1.29781962946684
"yafN",1.31558383724439,1.35872532258281,1.52867527247959,0.865147764107748,0.832577459609298
"yafO",1.35372869607088,1,1,NA,1.00571602374204
"yafP",0.983898909586461,0.900969867673145,0.753112497390968,0.857333409431244,0.960091749380534
"ykfJ",1,0.931922555287691,1,NA,1.16127295999973
"prfH",1.15869801919818,1.05391082077992,1.20541754695445,0.896392829822433,0.943993481119829
"pepD",1.03592830874744,1.00381281900742,1.14364823334195,0.640217066075325,0.646552514071509
"gpt",0.782055753816557,0.848331131448899,0.769494465347395,2.35859354298473,2.16780159185351
"frsA",1.36466197716926,1.10535848652291,1.12595070852241,1.16167498820025,1.15613032975624
"crl",1.54152071013503,1.48502236219598,1.73216444444815,1.11100655828637,0.973620636287732
"phoE",1.48437419918302,1.53845446118249,1.59007849101953,0.927919248861536,0.905382807295294
"proB",0.995593463811778,1.05142354550824,1.10414616325111,1.09676500179886,1.08212705033644
"proA",1.155582224313,1.01939952562388,1.10120444081636,1.04613574306471,1.02745500512845
"ykfI",1.02495952091803,0.801819058199721,0.915282928870249,0.964733713026372,0.976254360318943
"yafW",0.581236612373693,0.718752702210959,0.646576607389775,0.786556464954147,0.800036387664927
"ykfG",1.13623057239066,1.13654123365189,1.15081708694537,0.970767456325685,0.964497679908673
"yafX",0.958636330823425,1.00799383417211,0.937317193579401,NA,1.03481642190021
"ykfF",0.722303416267164,0.841262493321792,0.779561799643539,0.917444057309452,0.918691981013679
"ykfB",1.17352606850906,1.15231696104332,1.06549644602233,0.921260702154043,0.990031520924941
"yafY",1.10271067898651,0.995058112345793,0.937666938386596,0.915776958814629,0.905839037897335
"yafZ",1.00312704336441,0.844203923818658,0.820872887785696,0.900436450677323,0.8941697735133
"ykfA",1.14652958846521,1.08318410830422,1.12565768628738,1.1273091294619,1.07186661395068
"perR",0.811861067204281,1.11690670204451,1,NA,0.958500170742051
"insI1",1.18277550499315,1.09724566316947,1.13492163848915,0.90173821289113,0.874540960056835
"ykfC",0.956505550159066,1.05757128304002,1,NA,NA
"insH1",0.862165253431236,1.09590035129869,0.905152756044502,1.2724649236574,1.2563518155911
"mmuP",0.749320805635674,0.850647629627973,0.832951808997851,0.823423516558662,0.820381199285962
"mmuM",1.33668704259595,1.42264066551202,1.43007697473157,1.12070222632084,1.09673957122868
"afuC",NA,NA,NA,NA,NA
"afuB",0.728811734965273,0.853779783628568,0.771667238043237,0.926260550158253,0.839279052349074
"insB2",0.883026302592102,1.04719908367309,0.994384575388285,1.16299790260344,1.09369701715457
"insA2",0.890752938637162,0.924425132985913,0.934842237683453,1.08628631595119,1.23901155320519
"yagB",1.08577073857464,1.20272258763892,0.918959815828702,0.761010343607375,0.705327934564999
"yagA",1.10010768261773,0.829341473970242,1,NA,0.86475254882173
"yagE",1.13680165813114,1.100524404627,1.0255574617816,0.843215325842749,0.903940392554848
"yagF",0.68098523762757,0.808462927065418,0.76446976933371,1.0243864712826,1.08038698089578
"yagG",1.33456277834108,1.19722890523229,1.19434667681736,0.903864049614344,0.893963848031694
"yagH",1.06744533144496,1.08483578280626,1.157165391576,0.988171953766301,1.03137703395801
"xynR",0.800956641009251,0.795654599795778,0.754872914903811,0.847662270390606,0.861939561875016
"argF",1.05350766441444,1.05923983284248,1.01142501964421,0.607800303765108,0.545561106415049
"insB3",0.944134754220662,0.9609252461418,1.02306057571051,1.13922708441382,1.10867821074446
"insA3",0.801879805992361,0.886624163217768,0.828359931541305,1.33940984650968,1.47059854739873
"yagJ",1.13816170503067,1.08082943331004,1.23944234731731,0.99875331661647,1.09999801245429
"yagK",1.18453238150296,0.798860818132869,1.13270493661324,1.20614595879141,0.994551596556518
"yagL",0.686577143899567,0.668881104193056,0.618672890803501,NA,0.826726515481827
"yagM",1,0.965290297487742,1,NA,NA
"yagN",1.17289543813095,1.31843052494685,1.24671545655894,0.689736299899742,0.63911987573956
"intF",1.29381945979687,1.20596895439213,1.24647492775254,0.993611091979752,0.962790566265515
"yagP",1.33984549116986,1.11141683688928,0.955770277148367,0.960000523722346,0.855594412465731
"paoD",1.02613116078801,0.966734267237429,0.952855062145497,1.13938615749836,1.20073111403032
"paoC",1.11257884961994,1.15209973544051,1.31621255178137,1.059691364864,1.17936168591343
"paoB",0.876717647826858,1.02210617977537,0.897575927948601,1.11698375813648,1.0795368113821
"paoA",1.9621649482897,1.95558071315433,2.06202043192871,0.986375886260946,1.07629043049249
"yagU",0.824735235585584,0.777625873057932,0.759520107401559,1.02385820705834,1.12310981428628
"ykgJ",0.905898279035438,0.848021143085164,1,NA,0.950397899687309
"ecpE",0.904855018969731,0.930431485446758,0.931211749126396,0.770537392287984,0.79343675761221
"ecpD",0.857277874232353,0.746408954969061,0.672544235585963,0.918972409535964,1.00720020094534
"ecpC",0.864181203001938,0.806777089708214,1,NA,0.951078989089406
"ecpB",0.775017176005159,0.665450421880352,0.6817992865864,0.95765430927297,1.02015851677678
"ecpA",1.00655819759165,1.00975312855313,1.01094296772542,0.872821297467249,0.913102782509617
"matA",1.05782698288472,1.22022853030259,1.09895343155884,0.729079734978311,0.763964877777144
"ykgL",1.33193349430411,1.43345498587145,1.32136610679943,0.97889236173134,0.933645559059959
"ykgM",0.825859992300996,0.843161560194283,1,0.999819348200036,1.00819546357686
"eaeH",0.957202548439186,0.9004837632247,0.73508438617966,NA,0.932925103297869
"insE1",1.17970513268546,1.25222134473941,1.30309863367927,1.19467926789358,1.18576788267605
"insF1",1.01720518992927,0.975031659924487,0.968562048135132,0.983106015903442,0.973183275921137
"ykgA",0.830720832875467,0.971748167446748,0.92870197622078,0.979914775719276,1.04965776575064
"rclC",1.28472192116682,0.968683215340374,1.2809251702188,NA,0.95890443523015
"rclB",1.30832294948422,0.912201634273224,1.07411802753985,NA,0.935311290435111
"rclA",1.50287383156544,1.27412581395084,1.56102148621674,0.745054110474144,0.864771369012564
"rclR",1.04486336074817,0.752917524448842,1,0.84686412721491,0.860195975118648
"ykgE",1.18565729879647,1.22438346766101,0.989086857399307,0.985601634717894,1.04041389060652
"ykgF",1.06613165917809,0.85837115250081,0.928958022444519,0.86204683728835,1.0165447384238
"ykgG",0.965619249875499,1.03052867201373,0.99057298135679,0.976748115469999,1.06957178191566
"ykgH",1,0.7705340322985,1,NA,NA
"betA",0.475339087645821,0.604848572385975,0.497752777350368,0.650735252244983,0.701974978737252
"betB",0.611505898090493,0.77693367956634,0.654826400076246,0.784457558880067,0.854259039504549
"betI",0.657878271915489,0.865626864122087,0.708075062237743,0.686986429060719,0.711106197524012
"betT",0.888031561268945,0.89836349242812,0.812412816127245,1.00053572371905,1.06324745962962
"pdeL",0.728572635526314,0.705273041494936,1,1.43233799026137,1.61099899383989
"yahB",1.14978164419704,0.849655746159878,1.25173093757507,1.0054277455697,1.04915015858326
"yahC",1.18454064216894,1.22595518922305,1.12581864391097,1.1093688018104,1.01703004586163
"yahD",0.795562894088161,0.769976673484121,0.8111507802845,0.953621225849103,0.977382066064718
"yahE",0.915945594168536,0.705166712625536,0.83043819134641,NA,1.0663839522945
"yahF",1,0.647588200005311,1,NA,NA
"yahG",0.768608357067046,0.822139115810154,1,NA,NA
"yahH",1.22404479780372,1.39945738796244,1.34959588417695,0.925981432883198,0.976285864035099
"yahI",1.04270935152465,0.998240526102353,1,NA,NA
"yahJ",1.13452044829773,1.23590897130748,1.27194592344264,0.919525621302105,0.918746049154029
"yahK",1.32900204356226,1.21224561151321,1.35223029371382,1.05222563464907,0.96869353677165
"yahL",NA,NA,NA,NA,NA
"yahM",0.903941323002472,0.852978887356008,1,NA,1.3021670038132
"yahN",1.1050575160624,1.09852840007334,0.924748133149172,0.90375032312835,0.811906179883632
"yahO",2.21217494890248,2.3475889474933,2.24222876243535,0.314498380255545,0.336336951338561
"prpR",1.8268359377636,1.46311665415113,1.58816475574056,0.675681673698851,0.712378327260535
"prpB",1.23509656060461,1.44980906033378,1.46953087552566,1.75085301515354,1.56275854061984
"prpC",1.3174456545271,1.51681750602362,1.4779860431943,1.20950563772786,1.26082699750595
"prpD",1.20005211290659,1.3248530667535,1.36096104882245,1.34214284636277,1.25773578735757
"prpE",1.20758043259842,1.2085453320249,1.27724630490263,1.23953180857332,1.24524684262324
"codB",0.941421769824833,0.785839297703194,0.699537817642418,0.843410584998062,0.931147033001268
"codA",0.942139542025279,0.931733981973729,1.05445165844918,0.780719234091521,0.76519014593988
