tf,tg,score
ompR,1810,0.713
malT,1810,0.729
lrp,1810,0.721
crp,1810,0.712
glpR,1810,0.813
narL,1810,0.725
metJ,1810,0.709
gcvA,1810,0.708
lexA,1810,0.701
gcvA,1810,0.708
lrp,1810,0.721
tyrR,155,0.798
purR,155,0.731
cpxR,155,0.777
pdhR,155,0.854
cspA,155,0.8
phoB,155,0.702
galR,155,0.795
hns,155,0.783
soxS,155,0.776
narL,155,0.731
fnr,155,0.722
lrp,155,0.714
fis,155,0.789
fur,155,0.784
torR,155,0.737
pdhR,155,0.854
cytR,155,0.717
hns,155,0.783
cspA,155,0.8
ompR,155,0.709
phoB,155,0.702
narP,155,0.746
soxS,155,0.776
arcA,155,0.747
malT,155,0.754
nagC,155,0.788
fur,155,0.784
cytR,155,0.717
cpxR,155,0.777
dnaA,155,0.736
lexA,155,0.818
fadR,155,0.745
purR,155,0.731
nagC,155,0.788
arcA,155,0.747
tyrR,155,0.798
fis,155,0.789
fnr,155,0.722
rpoN,155,0.725
ompR,155,0.709
deoR,155,0.745
malT,155,0.754
glpR,155,0.747
galR,155,0.795
lexA,155,0.818
rpoN,155,0.725
glpR,155,0.747
narP,155,0.746
deoR,155,0.745
fadR,155,0.745
lrp,155,0.714
torR,155,0.737
narL,155,0.731
dnaA,155,0.736
tyrR,156,0.772
purR,156,0.705
crp,156,0.72
hns,156,0.864
soxS,156,0.722
narL,156,0.733
cpxR,156,0.757
lrp,156,0.705
fis,156,0.732
fur,156,0.711
torR,156,0.76
cytR,156,0.818
hns,156,0.864
ompR,156,0.756
narP,156,0.707
soxS,156,0.722
argR,156,0.735
arcA,156,0.884
malT,156,0.812
nagC,156,0.7
fur,156,0.711
cytR,156,0.818
cpxR,156,0.757
dnaA,156,0.735
fadR,156,0.702
purR,156,0.705
nagC,156,0.7
arcA,156,0.884
tyrR,156,0.772
metJ,156,0.792
fis,156,0.732
rpoN,156,0.712
ompR,156,0.756
malT,156,0.812
crp,156,0.72
glpR,156,0.82
metJ,156,0.792
argR,156,0.735
rpoN,156,0.712
glpR,156,0.82
narP,156,0.707
lacI,156,0.729
fadR,156,0.702
lrp,156,0.705
torR,156,0.76
dnaA,156,0.735
narL,156,0.733
tyrR,157,0.828
pdhR,157,0.805
cspA,157,0.746
phoB,157,0.756
crp,157,0.768
hipB,157,0.791
hns,157,0.735
soxS,157,0.711
fnr,157,0.71
narL,157,0.759
lrp,157,0.804
fis,157,0.761
fur,157,0.792
torR,157,0.755
hipB,157,0.791
pdhR,157,0.805
cytR,157,0.73
hns,157,0.735
cspA,157,0.746
ompR,157,0.775
cysB,157,0.73
phoB,157,0.756
soxS,157,0.711
arcA,157,0.729
malT,157,0.807
nagC,157,0.731
fur,157,0.792
cytR,157,0.73
dnaA,157,0.712
lexA,157,0.712
gcvA,157,0.733
nagC,157,0.731
arcA,157,0.729
tyrR,157,0.828
fis,157,0.761
fnr,157,0.71
ompR,157,0.775
deoR,157,0.723
malT,157,0.807
cysB,157,0.73
crp,157,0.768
lexA,157,0.712
deoR,157,0.723
lrp,157,0.804
gcvA,157,0.733
torR,157,0.755
dnaA,157,0.712
narL,157,0.759
tyrR,158,0.743
tus,158,0.738
ilvY,158,0.702
purR,158,0.707
pdhR,158,0.732
cspA,158,0.777
crp,158,0.706
ilvY,158,0.702
hns,158,0.777
soxS,158,0.74
fnr,158,0.722
cpxR,158,0.772
lrp,158,0.764
fur,158,0.823
torR,158,0.827
metR,158,0.736
cynR,158,0.778
pdhR,158,0.732
cytR,158,0.755
hns,158,0.777
metR,158,0.736
cspA,158,0.777
ompR,158,0.736
cynR,158,0.778
argR,158,0.726
soxS,158,0.74
arcA,158,0.758
malT,158,0.745
nagC,158,0.741
fur,158,0.823
cytR,158,0.755
cpxR,158,0.772
dnaA,158,0.726
fadR,158,0.781
nagC,158,0.741
arcA,158,0.758
purR,158,0.707
tyrR,158,0.743
fnr,158,0.722
ompR,158,0.736
malT,158,0.745
crp,158,0.706
glpR,158,0.728
argR,158,0.726
glpR,158,0.728
fadR,158,0.781
lrp,158,0.764
torR,158,0.827
tus,158,0.738
dnaA,158,0.726
tyrR,159,0.723
phoB,159,0.761
crp,159,0.713
hns,159,0.845
soxS,159,0.715
cpxR,159,0.72
narL,159,0.84
lrp,159,0.789
fur,159,0.712
torR,159,0.773
metR,159,0.705
cynR,159,0.711
cytR,159,0.772
hns,159,0.845
metR,159,0.705
ompR,159,0.739
cynR,159,0.711
phoB,159,0.761
argR,159,0.704
soxS,159,0.715
arcA,159,0.712
malT,159,0.812
fur,159,0.712
cytR,159,0.772
cpxR,159,0.72
dnaA,159,0.712
arcA,159,0.712
tyrR,159,0.723
metJ,159,0.7
rpoN,159,0.774
ompR,159,0.739
malT,159,0.812
crp,159,0.713
glpR,159,0.771
metJ,159,0.7
argR,159,0.704
rpoN,159,0.774
glpR,159,0.771
lrp,159,0.789
torR,159,0.773
dnaA,159,0.712
narL,159,0.84
pdhR,1819,0.78
torR,1819,0.809
dnaA,1819,0.765
purR,1819,0.753
cytR,1819,0.79
narL,1819,0.817
cpxR,1819,0.793
ompR,1819,0.792
phoB,1819,0.712
argR,1819,0.702
fis,1819,0.731
metR,1819,0.97
tyrR,1819,0.77
hns,1819,0.871
cytR,1819,0.79
glpR,1819,0.755
fnr,1819,0.704
cynR,1819,0.733
pdhR,1819,0.78
metR,1819,0.97
hns,1819,0.871
soxS,1819,0.763
fadR,1819,0.758
phoB,1819,0.712
metJ,1819,0.724
ilvY,1819,0.737
tyrR,1819,0.77
crp,1819,0.801
arcA,1819,0.749
soxS,1819,0.763
fur,1819,0.838
cynR,1819,0.733
nagC,1819,0.723
cpxR,1819,0.793
fis,1819,0.731
malT,1819,0.797
dnaA,1819,0.765
arcA,1819,0.749
argR,1819,0.702
fnr,1819,0.704
ompR,1819,0.792
fur,1819,0.838
malT,1819,0.797
nagC,1819,0.723
purR,1819,0.753
lrp,1819,0.771
fadR,1819,0.758
crp,1819,0.801
narL,1819,0.817
glpR,1819,0.755
metJ,1819,0.724
torR,1819,0.809
ilvY,1819,0.737
lrp,1819,0.771
pdhR,1818,0.805
torR,1818,0.791
galR,1818,0.808
dnaA,1818,0.794
cytR,1818,0.75
cpxR,1818,0.729
ompR,1818,0.821
phoB,1818,0.722
metR,1818,0.871
fis,1818,0.732
hns,1818,0.746
cytR,1818,0.75
argR,1818,0.739
glpR,1818,0.719
fnr,1818,0.786
cynR,1818,0.733
pdhR,1818,0.805
metR,1818,0.871
hns,1818,0.746
soxS,1818,0.81
fadR,1818,0.722
phoB,1818,0.722
metJ,1818,0.728
ilvY,1818,0.702
arcA,1818,0.827
soxS,1818,0.81
fur,1818,0.777
cynR,1818,0.733
nagC,1818,0.724
cpxR,1818,0.729
fis,1818,0.732
deoR,1818,0.802
arcA,1818,0.827
dnaA,1818,0.794
argR,1818,0.739
fnr,1818,0.786
ompR,1818,0.821
fur,1818,0.777
nagC,1818,0.724
lrp,1818,0.703
galR,1818,0.808
fadR,1818,0.722
glpR,1818,0.719
metJ,1818,0.728
torR,1818,0.791
deoR,1818,0.802
ilvY,1818,0.702
lrp,1818,0.703
pdhR,1817,0.707
torR,1817,0.76
dnaA,1817,0.702
cytR,1817,0.708
purR,1817,0.701
cpxR,1817,0.707
cspA,1817,0.777
ompR,1817,0.746
metR,1817,0.731
fis,1817,0.714
hns,1817,0.921
cytR,1817,0.708
argR,1817,0.746
cynR,1817,0.711
pdhR,1817,0.707
metR,1817,0.731
hns,1817,0.921
soxS,1817,0.728
cspA,1817,0.777
iclR,1817,0.708
soxS,1817,0.728
fur,1817,0.759
cynR,1817,0.711
nagC,1817,0.758
cpxR,1817,0.707
fis,1817,0.714
rpoN,1817,0.723
malT,1817,0.724
deoR,1817,0.759
dnaA,1817,0.702
argR,1817,0.746
ompR,1817,0.746
fur,1817,0.759
rpoN,1817,0.723
malT,1817,0.724
nagC,1817,0.758
purR,1817,0.701
lrp,1817,0.731
gcvA,1817,0.739
torR,1817,0.76
iclR,1817,0.708
deoR,1817,0.759
gcvA,1817,0.739
lrp,1817,0.731
pdhR,1816,0.732
dnaA,1816,0.73
cytR,1816,0.733
narL,1816,0.864
cpxR,1816,0.744
ompR,1816,0.76
phoB,1816,0.728
metR,1816,0.718
fis,1816,0.754
tyrR,1816,0.778
hns,1816,0.814
argR,1816,0.763
cytR,1816,0.733
glpR,1816,0.729
narP,1816,0.767
fnr,1816,0.709
pdhR,1816,0.732
metR,1816,0.718
oxyR,1816,0.733
hns,1816,0.814
soxS,1816,0.807
phoB,1816,0.728
metJ,1816,0.753
ilvY,1816,0.737
iclR,1816,0.708
tyrR,1816,0.778
soxS,1816,0.807
arcA,1816,0.723
fur,1816,0.72
nagC,1816,0.802
cpxR,1816,0.744
ada,1816,0.745
fis,1816,0.754
rpoN,1816,0.777
malT,1816,0.98
dnaA,1816,0.73
arcA,1816,0.723
argR,1816,0.763
fnr,1816,0.709
ompR,1816,0.76
oxyR,1816,0.733
fur,1816,0.72
rpoN,1816,0.777
malT,1816,0.98
nagC,1816,0.802
lrp,1816,0.825
glpR,1816,0.729
narL,1816,0.864
ada,1816,0.745
metJ,1816,0.753
gcvA,1816,0.702
iclR,1816,0.708
ilvY,1816,0.737
narP,1816,0.767
gcvA,1816,0.702
lrp,1816,0.825
pdhR,1815,0.707
dnaA,1815,0.744
cytR,1815,0.754
narL,1815,0.712
cpxR,1815,0.739
ompR,1815,0.751
cspA,1815,0.792
tyrR,1815,0.773
hns,1815,0.821
argR,1815,0.703
cytR,1815,0.754
glpR,1815,0.724
pdhR,1815,0.707
oxyR,1815,0.721
hns,1815,0.821
soxS,1815,0.757
cspA,1815,0.792
tyrR,1815,0.773
soxS,1815,0.757
arcA,1815,0.773
fur,1815,0.859
cpxR,1815,0.739
ada,1815,0.71
malT,1815,0.817
dnaA,1815,0.744
arcA,1815,0.773
argR,1815,0.703
ompR,1815,0.751
oxyR,1815,0.721
fur,1815,0.859
malT,1815,0.817
lrp,1815,0.782
glpR,1815,0.724
narL,1815,0.712
ada,1815,0.71
gcvA,1815,0.718
lrp,1815,0.782
pdhR,1814,0.707
dnaA,1814,0.744
torR,1814,0.827
cytR,1814,0.767
purR,1814,0.724
narL,1814,0.805
cpxR,1814,0.713
ompR,1814,0.72
fis,1814,0.738
metR,1814,0.81
hns,1814,0.843
cytR,1814,0.767
cynR,1814,0.711
narP,1814,0.74
pdhR,1814,0.707
metR,1814,0.81
hns,1814,0.843
soxS,1814,0.734
fadR,1814,0.715
iclR,1814,0.729
soxS,1814,0.734
arcA,1814,0.828
fur,1814,0.758
cynR,1814,0.711
nagC,1814,0.711
cpxR,1814,0.713
fis,1814,0.738
malT,1814,0.807
dnaA,1814,0.744
arcA,1814,0.828
ompR,1814,0.72
fur,1814,0.758
malT,1814,0.807
nagC,1814,0.711
purR,1814,0.724
lrp,1814,0.734
fadR,1814,0.715
narL,1814,0.805
gcvA,1814,0.729
torR,1814,0.827
iclR,1814,0.729
narP,1814,0.74
gcvA,1814,0.729
lrp,1814,0.734
pdhR,1813,0.707
dnaA,1813,0.708
cytR,1813,0.712
purR,1813,0.705
narL,1813,0.742
cpxR,1813,0.837
ompR,1813,0.706
cspA,1813,0.762
phoB,1813,0.714
fis,1813,0.704
hns,1813,0.724
cytR,1813,0.712
glpR,1813,0.828
fnr,1813,0.712
pdhR,1813,0.707
hns,1813,0.724
soxS,1813,0.738
cspA,1813,0.762
phoB,1813,0.714
soxS,1813,0.738
arcA,1813,0.714
nagC,1813,0.753
cpxR,1813,0.837
ada,1813,0.745
fis,1813,0.704
malT,1813,0.744
dnaA,1813,0.708
arcA,1813,0.714
fnr,1813,0.712
ompR,1813,0.706
malT,1813,0.744
nagC,1813,0.753
purR,1813,0.705
lrp,1813,0.716
glpR,1813,0.828
ada,1813,0.745
narL,1813,0.742
gcvA,1813,0.774
lrp,1813,0.716
dnaA,1812,0.725
torR,1812,0.707
purR,1812,0.747
cytR,1812,0.712
narL,1812,0.728
ompR,1812,0.745
cspA,1812,0.769
fis,1812,0.796
metR,1812,0.75
hns,1812,0.822
cytR,1812,0.712
tyrR,1812,0.721
fnr,1812,0.719
hns,1812,0.822
metR,1812,0.75
oxyR,1812,0.7
soxS,1812,0.742
cspA,1812,0.769
fadR,1812,0.82
tyrR,1812,0.721
soxS,1812,0.742
arcA,1812,0.716
fis,1812,0.796
malT,1812,0.828
rpoN,1812,0.762
dnaA,1812,0.725
arcA,1812,0.716
fnr,1812,0.719
ompR,1812,0.745
oxyR,1812,0.7
rpoN,1812,0.762
malT,1812,0.828
purR,1812,0.747
lrp,1812,0.717
fadR,1812,0.82
narL,1812,0.728
torR,1812,0.707
lrp,1812,0.717
tyrR,160,0.769
torR,160,0.707
cspA,160,0.754
pdhR,160,0.732
crp,160,0.731
hns,160,0.769
soxS,160,0.75
narL,160,0.947
cpxR,160,0.715
hns,160,0.769
lrp,160,0.734
fnr,160,0.702
metJ,160,0.755
fis,160,0.709
torR,160,0.707
cynR,160,0.711
cytR,160,0.796
pdhR,160,0.732
cspA,160,0.754
ompR,160,0.81
cpxR,160,0.715
cynR,160,0.711
narP,160,0.851
arcA,160,0.744
soxS,160,0.75
malT,160,0.765
nagC,160,0.708
dnaA,160,0.802
cytR,160,0.796
nagC,160,0.708
arcA,160,0.744
tyrR,160,0.769
metJ,160,0.755
fis,160,0.709
rpoN,160,0.716
ompR,160,0.81
malT,160,0.765
fnr,160,0.702
crp,160,0.731
rpoN,160,0.716
narP,160,0.851
lrp,160,0.734
narL,160,0.947
dnaA,160,0.802
phoB,161,0.71
torR,161,0.72
pdhR,161,0.732
galR,161,0.792
crp,161,0.715
hns,161,0.764
soxS,161,0.763
narL,161,0.717
cpxR,161,0.73
hns,161,0.764
lrp,161,0.737
fnr,161,0.718
fur,161,0.736
metJ,161,0.71
fis,161,0.762
torR,161,0.72
metR,161,0.726
cytR,161,0.82
pdhR,161,0.732
metR,161,0.726
phoB,161,0.71
ompR,161,0.751
cpxR,161,0.73
narP,161,0.802
argR,161,0.743
arcA,161,0.771
soxS,161,0.763
malT,161,0.709
nagC,161,0.706
fur,161,0.736
dnaA,161,0.728
lexA,161,0.757
cytR,161,0.82
gcvA,161,0.763
nagC,161,0.706
arcA,161,0.771
metJ,161,0.71
fis,161,0.762
ompR,161,0.751
malT,161,0.709
fnr,161,0.718
crp,161,0.715
lexA,161,0.757
argR,161,0.743
galR,161,0.792
narP,161,0.802
lrp,161,0.737
narL,161,0.717
gcvA,161,0.763
dnaA,161,0.728
tyrR,162,0.734
torR,162,0.737
cspA,162,0.8
pdhR,162,0.805
crp,162,0.761
hns,162,0.835
soxS,162,0.834
cpxR,162,0.73
hns,162,0.835
lrp,162,0.744
fnr,162,0.738
fur,162,0.739
fis,162,0.723
torR,162,0.737
metR,162,0.951
cytR,162,0.801
pdhR,162,0.805
metR,162,0.951
cspA,162,0.8
ompR,162,0.732
cpxR,162,0.73
argR,162,0.713
arcA,162,0.791
soxS,162,0.834
malT,162,0.828
nagC,162,0.76
fur,162,0.739
dnaA,162,0.773
purR,162,0.717
cytR,162,0.801
gcvA,162,0.739
nagC,162,0.76
arcA,162,0.791
purR,162,0.717
tyrR,162,0.734
fis,162,0.723
ompR,162,0.732
malT,162,0.828
fnr,162,0.738
crp,162,0.761
argR,162,0.713
lrp,162,0.744
gcvA,162,0.739
dnaA,162,0.773
torR,163,0.707
cspA,163,0.777
pdhR,163,0.707
crp,163,0.739
hns,163,0.764
soxS,163,0.714
narL,163,0.755
hns,163,0.764
lrp,163,0.722
fur,163,0.703
torR,163,0.707
cynR,163,0.711
cspA,163,0.777
pdhR,163,0.707
ompR,163,0.796
cynR,163,0.711
soxS,163,0.714
malT,163,0.807
fur,163,0.703
fadR,163,0.702
rpoN,163,0.784
ompR,163,0.796
malT,163,0.807
crp,163,0.739
rpoN,163,0.784
fadR,163,0.702
lrp,163,0.722
narL,163,0.755
torR,164,0.707
cspA,164,0.777
pdhR,164,0.732
soxS,164,0.745
hns,164,0.816
cpxR,164,0.748
narL,164,0.71
hns,164,0.816
lrp,164,0.747
fnr,164,0.79
fur,164,0.723
torR,164,0.707
cynR,164,0.711
cspA,164,0.777
pdhR,164,0.732
ompR,164,0.728
cpxR,164,0.748
cynR,164,0.711
narP,164,0.777
cytR,164,0.734
arcA,164,0.733
soxS,164,0.745
malT,164,0.744
nagC,164,0.729
fur,164,0.723
purR,164,0.715
fadR,164,0.79
cytR,164,0.734
gcvA,164,0.714
nagC,164,0.729
arcA,164,0.733
purR,164,0.715
ompR,164,0.728
malT,164,0.744
fnr,164,0.79
glpR,164,0.704
fadR,164,0.79
narP,164,0.777
lrp,164,0.747
gcvA,164,0.714
narL,164,0.71
pdhR,1822,0.707
cpxR,1822,0.784
dnaA,1822,0.724
torR,1822,0.707
cspA,1822,0.769
narL,1822,0.771
phoB,1822,0.726
metR,1822,0.804
hns,1822,0.817
cytR,1822,0.733
fnr,1822,0.727
hns,1822,0.817
pdhR,1822,0.707
metR,1822,0.804
cspA,1822,0.769
soxS,1822,0.761
phoB,1822,0.726
cytR,1822,0.733
cpxR,1822,0.784
fadR,1822,0.798
arcA,1822,0.734
crp,1822,0.71
soxS,1822,0.761
fur,1822,0.737
malT,1822,0.729
dnaA,1822,0.724
arcA,1822,0.734
fnr,1822,0.727
fur,1822,0.737
malT,1822,0.729
crp,1822,0.71
narL,1822,0.771
fadR,1822,0.798
torR,1822,0.707
tyrR,165,0.747
cspA,165,0.746
pdhR,165,0.805
crp,165,0.72
soxS,165,0.783
hns,165,0.925
cpxR,165,0.728
narL,165,0.719
hns,165,0.925
lrp,165,0.771
metJ,165,0.711
fur,165,0.791
fis,165,0.705
cspA,165,0.746
pdhR,165,0.805
ompR,165,0.821
cpxR,165,0.728
cytR,165,0.772
argR,165,0.733
arcA,165,0.753
soxS,165,0.783
nagC,165,0.789
fur,165,0.791
dnaA,165,0.707
cytR,165,0.772
nagC,165,0.789
arcA,165,0.753
tyrR,165,0.747
metJ,165,0.711
fis,165,0.705
ompR,165,0.821
rpoN,165,0.721
crp,165,0.72
glpR,165,0.71
argR,165,0.733
rpoN,165,0.721
lrp,165,0.771
narL,165,0.719
dnaA,165,0.707
tyrR,166,0.739
ilvY,166,0.772
torR,166,0.707
cspA,166,0.762
pdhR,166,0.732
crp,166,0.72
ilvY,166,0.772
soxS,166,0.743
hns,166,0.731
cpxR,166,0.785
narL,166,0.702
hns,166,0.731
lrp,166,0.808
fnr,166,0.713
torR,166,0.707
metR,166,0.718
cynR,166,0.711
cspA,166,0.762
pdhR,166,0.732
metR,166,0.718
ompR,166,0.728
cpxR,166,0.785
cynR,166,0.711
cytR,166,0.8
soxS,166,0.743
malT,166,0.909
dnaA,166,0.701
cytR,166,0.8
gcvA,166,0.783
tyrR,166,0.739
ompR,166,0.728
rpoN,166,0.806
malT,166,0.909
fnr,166,0.713
deoR,166,0.745
crp,166,0.72
glpR,166,0.715
rpoN,166,0.806
deoR,166,0.745
lrp,166,0.808
gcvA,166,0.783
narL,166,0.702
dnaA,166,0.701
torR,1821,0.737
hipB,1821,0.704
ompR,1821,0.771
narL,1821,0.712
fis,1821,0.704
argR,1821,0.715
metR,1821,0.725
hipB,1821,0.704
hns,1821,0.793
cytR,1821,0.719
glpR,1821,0.76
hns,1821,0.793
metR,1821,0.725
soxS,1821,0.76
cytR,1821,0.719
arcA,1821,0.75
crp,1821,0.716
soxS,1821,0.76
fur,1821,0.751
fis,1821,0.704
malT,1821,0.754
dnaA,1821,0.784
arcA,1821,0.75
argR,1821,0.715
ompR,1821,0.771
fur,1821,0.751
malT,1821,0.754
lrp,1821,0.874
crp,1821,0.716
narL,1821,0.712
glpR,1821,0.76
torR,1821,0.737
lrp,1821,0.874
pdhR,1820,0.732
dnaA,1820,0.739
ompR,1820,0.829
phoB,1820,0.709
metR,1820,0.797
hns,1820,0.756
cytR,1820,0.726
hns,1820,0.756
pdhR,1820,0.732
metR,1820,0.797
soxS,1820,0.733
phoB,1820,0.709
metJ,1820,0.753
cytR,1820,0.726
fadR,1820,0.719
arcA,1820,0.722
soxS,1820,0.733
malT,1820,0.744
rpoN,1820,0.706
dnaA,1820,0.739
arcA,1820,0.722
rpoN,1820,0.706
ompR,1820,0.829
malT,1820,0.744
lrp,1820,0.812
metJ,1820,0.753
fadR,1820,0.719
lrp,1820,0.812
tyrR,167,0.701
cspA,167,0.785
soxS,167,0.714
hns,167,0.757
cpxR,167,0.707
hns,167,0.757
lrp,167,0.702
fis,167,0.8
cynR,167,0.733
cspA,167,0.785
cpxR,167,0.707
arcA,167,0.708
ompR,167,0.753
cynR,167,0.733
cytR,167,0.732
soxS,167,0.714
malT,167,0.833
fadR,167,0.706
cytR,167,0.732
gcvA,167,0.729
arcA,167,0.708
fis,167,0.8
tyrR,167,0.701
ompR,167,0.753
malT,167,0.833
glpR,167,0.823
fadR,167,0.706
lrp,167,0.702
gcvA,167,0.729
tyrR,168,0.822
phoB,168,0.789
ilvY,168,0.719
torR,168,0.76
cspA,168,0.777
pdhR,168,0.78
crp,168,0.748
ilvY,168,0.719
soxS,168,0.842
hns,168,0.732
cpxR,168,0.827
narL,168,0.756
fur,168,0.711
hns,168,0.732
lrp,168,0.759
metJ,168,0.703
fnr,168,0.758
metR,168,0.768
torR,168,0.76
iclR,168,0.833
cynR,168,0.756
cspA,168,0.777
pdhR,168,0.78
metR,168,0.768
cpxR,168,0.827
phoB,168,0.789
arcA,168,0.717
ompR,168,0.716
cynR,168,0.756
narP,168,0.721
cytR,168,0.733
argR,168,0.727
soxS,168,0.842
malT,168,0.714
nagC,168,0.781
fur,168,0.711
purR,168,0.724
cytR,168,0.733
gcvA,168,0.703
nagC,168,0.781
arcA,168,0.717
purR,168,0.724
tyrR,168,0.822
metJ,168,0.703
ompR,168,0.716
malT,168,0.714
fnr,168,0.758
deoR,168,0.709
crp,168,0.748
glpR,168,0.85
argR,168,0.727
narP,168,0.721
deoR,168,0.709
lrp,168,0.759
narL,168,0.756
gcvA,168,0.703
iclR,168,0.833
torR,169,0.724
cspA,169,0.792
pdhR,169,0.707
crp,169,0.725
soxS,169,0.756
hns,169,0.791
cpxR,169,0.79
fur,169,0.702
hns,169,0.791
lrp,169,0.7
fnr,169,0.737
fis,169,0.75
torR,169,0.724
cynR,169,0.778
cspA,169,0.792
pdhR,169,0.707
cpxR,169,0.79
ompR,169,0.7
cynR,169,0.778
cytR,169,0.71
soxS,169,0.756
malT,169,0.724
nagC,169,0.725
fur,169,0.702
dnaA,169,0.721
fadR,169,0.739
cytR,169,0.71
gcvA,169,0.723
nagC,169,0.725
fis,169,0.75
ompR,169,0.7
malT,169,0.724
fnr,169,0.737
crp,169,0.725
glpR,169,0.762
fadR,169,0.739
lrp,169,0.7
gcvA,169,0.723
dnaA,169,0.721
cpxR,1829,0.709
pdhR,1829,0.707
purR,1829,0.718
torR,1829,0.791
phoB,1829,0.729
narL,1829,0.805
fis,1829,0.745
metR,1829,0.727
hns,1829,0.749
cytR,1829,0.869
glpR,1829,0.728
narP,1829,0.732
cynR,1829,0.733
fnr,1829,0.8
hns,1829,0.749
pdhR,1829,0.707
metR,1829,0.727
soxS,1829,0.786
phoB,1829,0.729
cytR,1829,0.869
metJ,1829,0.756
cpxR,1829,0.709
soxS,1829,0.786
iclR,1829,0.729
arcA,1829,0.802
cynR,1829,0.733
nagC,1829,0.79
fis,1829,0.745
rpoN,1829,0.783
arcA,1829,0.802
rpoN,1829,0.783
purR,1829,0.718
nagC,1829,0.79
fnr,1829,0.8
glpR,1829,0.728
lrp,1829,0.712
metJ,1829,0.756
narL,1829,0.805
iclR,1829,0.729
gcvA,1829,0.783
narP,1829,0.732
torR,1829,0.791
gcvA,1829,0.783
lrp,1829,0.712
pdhR,1828,0.707
cpxR,1828,0.703
dnaA,1828,0.709
torR,1828,0.707
phoB,1828,0.739
ompR,1828,0.865
fis,1828,0.742
metR,1828,0.727
hns,1828,0.742
cytR,1828,0.739
narP,1828,0.708
hns,1828,0.742
fnr,1828,0.717
pdhR,1828,0.707
metR,1828,0.727
soxS,1828,0.764
phoB,1828,0.739
cytR,1828,0.739
cpxR,1828,0.703
fadR,1828,0.709
soxS,1828,0.764
arcA,1828,0.796
ilvY,1828,0.737
crp,1828,0.731
fur,1828,0.815
nagC,1828,0.788
fis,1828,0.742
rpoN,1828,0.759
arcA,1828,0.796
dnaA,1828,0.709
rpoN,1828,0.759
ompR,1828,0.865
fur,1828,0.815
nagC,1828,0.788
fnr,1828,0.717
lrp,1828,0.765
fadR,1828,0.709
crp,1828,0.731
gcvA,1828,0.704
narP,1828,0.708
ilvY,1828,0.737
torR,1828,0.707
gcvA,1828,0.704
lrp,1828,0.765
cpxR,1827,0.986
purR,1827,0.759
galR,1827,0.764
dnaA,1827,0.967
phoB,1827,0.734
cspA,1827,0.738
cysB,1827,0.727
ompR,1827,0.741
narL,1827,0.726
argR,1827,0.755
fis,1827,0.76
metR,1827,0.833
tyrR,1827,0.74
hns,1827,0.853
cytR,1827,0.853
hns,1827,0.853
metR,1827,0.833
cspA,1827,0.738
soxS,1827,0.799
phoB,1827,0.734
metJ,1827,0.748
cytR,1827,0.853
cpxR,1827,0.986
soxS,1827,0.799
arcA,1827,0.702
tyrR,1827,0.74
crp,1827,0.839
fis,1827,0.76
fhlA,1827,0.717
malT,1827,0.916
rpoN,1827,0.784
arcA,1827,0.702
dnaA,1827,0.967
argR,1827,0.755
rpoN,1827,0.784
ompR,1827,0.741
purR,1827,0.759
malT,1827,0.916
cysB,1827,0.727
galR,1827,0.764
lrp,1827,0.761
metJ,1827,0.748
narL,1827,0.726
crp,1827,0.839
fhlA,1827,0.717
lrp,1827,0.761
pdhR,1826,0.756
cpxR,1826,0.761
dnaA,1826,0.806
torR,1826,0.72
phoB,1826,0.754
cspA,1826,0.8
ompR,1826,0.757
narL,1826,0.728
fis,1826,0.726
metR,1826,0.862
tyrR,1826,0.706
hns,1826,0.751
cytR,1826,0.739
glpR,1826,0.732
hns,1826,0.751
pdhR,1826,0.756
metR,1826,0.862
cspA,1826,0.8
soxS,1826,0.713
phoB,1826,0.754
cytR,1826,0.739
cpxR,1826,0.761
soxS,1826,0.713
tyrR,1826,0.706
iclR,1826,0.729
arcA,1826,0.755
ilvY,1826,0.702
nagC,1826,0.716
fis,1826,0.726
malT,1826,0.771
dnaA,1826,0.806
arcA,1826,0.755
deoR,1826,0.723
ompR,1826,0.757
malT,1826,0.771
nagC,1826,0.716
glpR,1826,0.732
lrp,1826,0.7
narL,1826,0.728
iclR,1826,0.729
gcvA,1826,0.769
deoR,1826,0.723
ilvY,1826,0.702
torR,1826,0.72
gcvA,1826,0.769
lrp,1826,0.7
pdhR,1825,0.707
cspA,1825,0.708
ompR,1825,0.762
narL,1825,0.713
metR,1825,0.769
tyrR,1825,0.857
hns,1825,0.793
cytR,1825,0.832
hns,1825,0.793
pdhR,1825,0.707
metR,1825,0.769
cspA,1825,0.708
soxS,1825,0.771
cytR,1825,0.832
fadR,1825,0.71
soxS,1825,0.771
tyrR,1825,0.857
arcA,1825,0.704
crp,1825,0.729
fur,1825,0.715
ada,1825,0.729
malT,1825,0.807
rpoN,1825,0.821
arcA,1825,0.704
rpoN,1825,0.821
ompR,1825,0.762
fur,1825,0.715
malT,1825,0.807
lrp,1825,0.765
fadR,1825,0.71
narL,1825,0.713
crp,1825,0.729
ada,1825,0.729
gcvA,1825,0.761
lrp,1825,0.765
pdhR,1824,0.707
cpxR,1824,0.777
dnaA,1824,0.704
torR,1824,0.707
phoB,1824,0.812
cspA,1824,0.777
ompR,1824,0.747
narL,1824,0.727
fis,1824,0.831
metR,1824,0.921
tyrR,1824,0.738
hns,1824,0.748
cytR,1824,0.807
