"","0","1200","1200 | 1","4800","8400","12000","19200","0 | 1","0 | 2","1200 | 2","4800 | 1","8400 | 1","12000 | 1","19200 | 1"
"tnaA",0.0866531645257774,0.0783456269136419,0.189409570584498,0.0487110064777372,0.180621122014939,0.486380445240749,0.249309285158069,0.0500905709061874,0.168276566848544,0.140611643168547,0.101341491275204,0.188054679557739,0.129204231332833,0.125491567711346
"1.1.7.4",0.0998479537433521,0.0876729616988339,0.17716061933889,0.0627408150407135,0.217588217616191,0.531042596269173,0.203088023965603,0.203312732755619,0.148550712401031,0.124303786063861,0.112707340518878,0.205349995099367,0.114888290576606,0.183955068571685
"corA",0.695136968059007,0.83074644595513,0.712291312698243,0.875981292499326,1.00431899884709,1.19114324099104,1.10549911253671,0.884806653259837,1.08129904631525,0.870955464530319,0.919816496400043,0.976628630333311,1.13887192508119,0.98600109780448
"1.1.7.6",0.852756988411127,0.771256614841787,1.30411122558862,0.970297268216904,0.890205760143454,1.13657507920492,1.34033417466381,0.905230034821633,1.07991049568675,0.854357871850513,0.88863104931955,0.973396646882542,1.1610398643133,1.07831331436308
"tpiA",1.5826329695495,1.19658411911474,1.41469338699058,1.50852982902222,1.79995174526579,1.24942804456456,2.36417695654644,1.06248427779432,1.41839228383826,1.69811519584779,1.39533193976344,1.18111241993017,1.24854826979814,1.48509063570808
"1.1.7.8",1.83781867908259,1.16257233726625,1.03422074167467,1.68497231225817,1.77697680020587,1.21030106278088,1.82269522143909,1.46069854867042,1.48611025823615,1.43785904736139,1.36363996582819,1.30970781835285,1.30300710715508,1.36231221273706
"tdh",0.987632955168979,0.968854949337394,0.605174245934863,1.1187168811448,0.669562891869733,1.41972150996442,1.27589523334485,2.44154124050782,1.33966841456831,1.38813318257885,1.12666448096831,1.0164670357337,1.26277524066154,1.38452033183742
"1.1.7.10",1.01309985451311,1.01830396078999,0.65945991928341,1.07768737039998,1.06278591634923,1.38658142398467,1.24315569899501,2.20070698475573,1.23280630377961,1.34273139730147,1.16293670211544,1.00503978058631,1.27991855216356,1.37743351263302
"yieE",0.98382975992354,0.965196346681044,1.19358598352339,1.01416394111504,1.68802279233306,0.708985114113976,0.821848248585652,0.682468824189804,0.847919114183442,0.965779895123524,0.943560063222128,0.771260215877722,0.854031005031713,0.854646755866033
"1.1.7.12",1.03344561210615,1.11140817790299,0.638006505602369,1.0048618938554,0.692469150191191,0.950255603790596,0.915258038781996,0.965075956119079,0.845513501226258,0.883242593838593,0.82109124575044,0.850292910922772,0.967804786148888,0.841005903658703
"yigI",1.20957396140931,1.03015102941795,1.07468251446938,1.06688242073524,1.95948325191865,1.21849764942918,1.00166306031687,0.898877575885242,0.969139000017552,0.511499703571135,1.00219440520976,0.639609023330964,0.705201392236894,0.759805190124419
"1.1.7.14",1.29209533616826,0.972188689541516,1.17269796830564,1.09244982963726,1.71202790503446,0.86430120456637,1.09867426166075,0.983292697663456,0.782640301061273,1.20753521786883,1.07888971957582,0.738776765784414,0.995213864389351,0.806146973360402
"fpr",1.16211797372402,0.876146561096669,0.646873375248422,0.756764745900885,0.532622542133821,0.803124853978218,1.13247824009579,0.576814449339969,1.08381274155863,0.855337662075988,1.0019736000656,1.31697139574786,1.11838081370825,0.482854026073422
"1.1.7.16",1.01243904529539,0.88835405202566,0.631558569924092,0.775220360223238,0.389539878641536,0.812752012291951,0.958795541877638,1.07826645676264,1.31670663598909,1.00670833766516,0.87931447850369,1.36332747587249,1.06111558174324,1.26044109728761
"lldR",0.581840207084891,0.720288236502597,0.913510076662339,0.567991198403093,0.897494050229135,0.501255842696612,0.750774950100074,0.509221155817941,0.660831941669112,0.762820912317605,0.860873055893248,0.851101436825971,0.419327159040885,0.692401275756429
"1.1.8.2",0.421654256999544,0.752188772837999,0.938457314479043,0.54024793920638,0.794844513008966,0.710570367416453,0.821993136034656,0.401711321000442,0.753405320680863,0.78469997263381,0.802714736261673,0.827705385206456,0.683277334495224,0.663676431859877
"dnaN",0.509315558759017,1.12260746972332,1.47181826048422,0.913812285050714,1.18926788032656,1.53670532527587,1.31857072407582,0.949194041990485,1.29473874916601,1.27207646308111,1.28466898996487,1.21979032242084,1.11920421816964,1.04573861472003
"1.1.8.4",0.968713724041878,1.32935841562941,1.52346813943783,1.18385191809364,1.41521550569508,1.58641781081443,1.19112356125627,1.73337834579373,1.28360917688139,1.1379478309344,1.38048585348624,1.42369306186409,1.03638856519159,1.29410257158227
"yzcX",0.716404341810076,0.883402384713372,0.74031861134952,0.821039635745349,0.721118648788313,0.66669007591538,0.692132562316924,0.623116608065283,0.862351553166087,0.637259565542058,0.864192697380803,0.885989110407851,1.01532888611286,0.869899722919758
"1.1.8.6",0.904240007332128,0.88619326339808,0.84970997775101,0.749223222319496,0.520802512281341,1.06048430840484,0.517940357640239,0.634196259262474,0.739613857691166,0.563150139653422,0.908081166513461,1.07038786475232,0.987777485686585,0.868364361076935
"cpxA",0.944944546340623,0.948872139282551,1.31786995238922,0.770868531795699,0.542859691219253,0.873039854572375,0.851131873480443,0.754423679772923,0.970589849847923,1.03649790253379,0.928902223988683,0.947186294586388,1.16832024456654,0.868147386637832
"1.1.8.8",0.960115954036541,0.898915526933375,1.28005229322244,0.804672071656271,0.547919286183222,0.879690773651866,0.898594687018566,0.700998443021037,1.02121949425276,0.93682147201239,0.927243777301081,0.941173728828391,1.20311496713162,0.913471059267336
"gpsA",1.26945302561268,0.85520244274629,0.905186726221081,0.921294766622322,0.59960952322163,0.820265215295721,0.916427594932659,0.710541421534416,0.876889462288273,0.760062986018773,1.18838805894579,0.966393481789576,1.18299676129591,0.926334037176428
"1.1.8.10",1.05338968462128,0.815977845256506,0.727298916426268,0.972721076535584,0.973186436236326,0.842921279417459,0.914677321208963,0.393509700364201,0.836959498622325,0.921018525309711,1.04404391108495,1.05280355373028,1.10981979071496,1.00695657956064
"rpmH",1.5629698632918,1.5464252476961,0.889855216360478,1.29353314897753,1.34909008599159,1.33177735732895,1.04894369406663,1.56474096390077,0.501501373091807,1.23130575755338,1.12305745257969,1.17473221658874,1.09926513261549,1.31427102449656
"1.1.8.12",1.38465085397492,1.572574555871,1.54781144338195,1.39226365372259,2.28531026978508,0.749876732143829,1.19107749233145,1.99372100543138,1.1990997908885,1.28055172719591,1.2383919074405,1.19705196233932,1.16609617239261,1.30782990081444
"yigB",1.59400566655936,1.12114534819455,0.798860008582763,1.42032977161848,1.67670033839254,1.05480878435292,1.23799703731256,1.26325504973876,1.15298235463519,1.9472569118995,1.52226571861151,1.26695574346097,1.32983609169151,1.41711939286518
"1.1.8.14",1.18328258805782,1.27530363505946,0.830707179338196,1.94319166109748,1.36108809991726,1.24329323058159,1.3564300387906,1.75847465321621,1.12216898528661,1.51551307716122,1.36691598021778,1.14072020353335,1.5447182203181,1.17942076849134
"fieF",1.21353529072425,1.11711225897425,0.741081173350261,1.17339197227334,1.71915809717149,1.07725490246134,0.792733620656198,1.02544406561607,1.10724889464764,1.025691081313,1.04644672912646,0.907698425497444,1.0669029267092,1.00436070690565
"1.1.8.16",1.22877177779762,1.15636589918792,0.576493918533697,1.16529239327493,1.44540693358211,1.34938073513494,0.804513136325644,1.04883974895423,1.07370244064648,0.981808917174815,1.09378718996969,0.926841912780469,1.08333712061186,0.98533189172338
"yibG",0.547879657424241,1.12291014091632,2.88990391287173,0.838191168570173,1.18096764195117,0.629250507040016,0.768226861746769,0.599689411918012,0.790826509530694,0.835897599588676,1.21658449522813,0.848891615668431,0.76431822625943,0.659303554276978
"1.1.9.2",0.771587762865307,0.957314238258132,2.05308681606224,0.971816517114015,1.14904470029765,0.773130562444068,0.852561417493976,0.672159521491746,0.934687020996479,1.18055201584971,1.37688267710066,0.85727368142811,1.19826095023647,0.814044143877411
"dgoK",0.61609277150154,0.909052004044729,1.42505281092979,0.730751310795033,1.35330850530205,0.776193712048922,0.747846563882489,0.813954827058009,0.805811061027782,0.812873695757771,0.87580601966956,0.786054748819153,0.806859450662412,0.69457657214908
"1.1.9.4",0.624466032740076,0.955902859099112,1.02964996936938,0.948841165027589,1.16338554662483,0.674897401888901,0.802598975131091,0.518569371046013,0.693401410811957,0.656354496587883,1.01948413598286,0.795815759474909,0.885962994689324,0.783813437247421
"aslB",0.80388962925038,0.64114095202489,1.26387843248123,1.50062904677063,0.906710888397491,0.810077731258727,1.00514894729295,0.845920195286354,0.958552164005776,0.872418791249396,1.16842061527676,0.800496992721961,0.966356773207214,0.768982620587541
"1.1.9.6",0.889249944895675,0.651377680657651,0.94627423139121,1.39856433171769,1.06138823474959,0.840297400379231,0.900999071236312,0.807702230731237,1.11679499412577,0.663653614069885,0.82571216996018,0.866230731917309,1.09284863699207,0.851280134994746
"rhaA",1.13965353604181,0.929159809298744,0.657246524933782,1.1343273470947,0.731926375918486,1.08768605619584,0.920198182459398,1.09992774328737,1.60016650803647,0.967139735396395,1.08287585095541,1.2431492837305,1.11709147555823,1.17669627443355
"1.1.9.8",1.01618225885753,0.93221649123894,1.01341710657143,1.11699100344309,0.64383211151131,0.80712232071996,0.960226810386455,1.4828425696979,1.57031548980134,1.0871939070808,0.998772412734553,1.31443942962872,1.25248156685217,1.30727078359545
"mtlD",0.836219895631572,0.81123376092268,0.782547410914334,0.68029028041659,1.10642529749393,0.660859661834081,0.701611580209309,0.8016989050867,1.02654474146857,0.662268706144791,0.889701076430277,0.986636413124357,1.17118989155143,1.12439370747816
"1.1.9.10",0.798260357429464,0.735423980286778,0.895323634035805,0.693906090703381,0.810202932540107,0.646851692478061,0.746347711589025,0.522572744141661,1.06269407929813,0.773172982775436,0.922251967608026,1.01671157678897,1.01869226143628,0.978052019685345
"yidA",0.94568744391185,0.986324697328471,1.09001570834463,1.09673602565256,1.40471920390719,1.09974628823394,0.983865238430562,1.10503579190566,1.39321267956622,0.982351944088139,1.20875330470158,0.898734331503991,1.12665801789175,1.23502306714486
"1.1.9.12",1.00395735961258,1.05913985149722,1.15809033832716,1.06033710287123,0.697191310721062,1.19198519005864,0.927863630496019,1.12838760378762,0.89723214955291,0.995924905673781,1.09021780113462,0.939033130279531,1.10356432159175,1.22220722537068
"hemD",1.265760329756,1.13870220915209,1.20530189986526,1.29736536980016,0.920993456266548,1.17665084507017,1.12276043992593,0.745621551256709,0.94201731236557,1.21539448701631,1.03989187439686,0.935090364605941,0.942736340417035,0.963594961457875
"1.1.9.14",1.07664212435615,1.09902519023902,1.29557976975668,1.39587970459069,1.82263847688865,1.13123049574534,1.08877763627888,1.03901919279778,0.724777387390792,0.995733545252257,1.15399485911984,1.00876299389181,1.07270173788738,1.12540335468041
"rhaT",1.216504951127,1.45734244560173,1.07222958673948,1.81676512732951,1.50551866990079,1.2851624733967,1.41648151229614,1.09040904308315,0.812667590341786,2.07405265064654,1.56386473229055,1.28278603665868,1.38621904825921,1.04671762196889
"1.1.9.16",1.3163491874422,1.42800433107012,1.0897585426001,1.81382260036587,2.34992652525517,1.47435304392409,1.40931522315671,1.4221242019751,1.28413920150869,1.80823853826938,1.33966547373529,1.41917682805525,1.36887481813757,1.08695961926933
"gltB",2.19443989684435,3.52528406357362,3.162202319287,2.88078678979696,6.79679876918145,1.28768942148176,2.23924836066701,1.7276898868749,1.99968857104058,3.21689682630856,3.80998576372767,2.82822161129049,1.60738188822371,2.67520350180341
"1.1.10.2",2.1137120405668,3.28636055107143,3.29263451375535,3.33286410533741,4.35771812479957,1.83254390680395,2.21860549939954,2.20245641263444,2.47351412837984,3.73073339183397,3.97537521139475,2.75167989691182,2.65791084734368,2.73468373954393
"rpsS",1.67882158904754,1.64429057946704,2.36368360012908,2.34249338038318,4.40360774691643,1.9524209412959,2.58596328644816,1.8478139306738,2.28078584694356,2.30825117333345,2.73766922586537,2.75535472377014,2.32590940593566,2.97394232123107
"1.1.10.4",1.60150683129242,1.69640273851297,2.36930815928295,2.35532306188692,4.35501591491422,1.58987468963928,1.90771938570634,2.32538684018069,2.22740386776127,2.6734298938316,2.73612114563091,3.31605239915485,2.33925839353101,3.62999921441319
"rpnA",0.908100351231959,0.730403537129784,1.12327267874437,0.966745996548745,0.629306220633729,0.574511455913752,0.754797715740186,0.344127941571441,0.964322698386124,0.922203887834149,0.864708181713963,0.84524123100429,1.03415381425186,0.851553429092797
"1.1.10.6",0.966634502814679,0.701597755238038,0.78302660277218,0.949202543157253,0.451218110709472,0.500775203731616,0.73835653492686,0.320516364488981,0.934461898357632,1.06621561057131,0.852569334495156,0.793229017730878,0.989902480990011,0.781049653752359
"gadE",1.05618097904571,0.947231872655702,1.11599347110882,1.10245075273419,1.93583791790899,0.585802821483835,0.708886311909817,0.218996981350513,1.13115752497359,1.18477468655865,1.14801795425243,0.815139731569506,0.918865727423498,0.701758471059109
"1.1.10.8",1.11829075353204,0.954335357759407,1.29397471990943,1.17692341737771,1.1945365686017,0.832276537977956,1.00697547585576,1.04762104319538,1.00867973126786,0.758184869407213,0.969310323006408,0.781527070386299,1.04623062938494,0.842522844064654
"yhcD",1.0945793632998,1.04538870879608,0.747239342641457,0.750542020394757,0.73473512583548,0.793025621958825,0.715824355228661,0.984965739054072,0.852093523740445,0.521870389480463,0.670087238017601,0.582212580584806,0.679316044428757,0.746838670084654
"1.1.10.10",1.09875773222517,1.09288124882432,0.971268353722301,0.77613871687635,0.687637838984363,0.615597257690585,0.680207722318984,1.11799160188216,0.666049277586341,0.871990338261017,0.753557053103804,0.595432510619888,0.734144772993846,0.747818397346821
"rplC",1.21440143951971,1.41868375915297,1.85835273179654,1.63293408809883,1.16931759227852,1.15640064531031,1.66958538871607,1.33529511895652,1.46698083661673,1.53706667955376,1.63754202877212,1.48032837262892,1.94148344572666,2.11607675164376
"1.1.10.12",1.21348618740414,1.58621326919827,1.90371397885403,1.54967514478698,1.2860184646264,1.14807401986415,1.61762848594773,1.44857033697256,1.85483604889846,1.43755776136145,1.61730781088299,1.50570009504592,1.95662814306117,2.17949691861048
"malQ",0.983503626284991,1.05834426362314,0.756887238086507,1.10420716908766,1.95938003337161,1.05537123035137,1.07167510751932,0.755238775174631,1.13969624773091,1.02335584395979,1.1073175538116,0.89129469123812,1.05345531510579,0.887913427346205
"1.1.10.14",0.963770011338977,1.02565808429488,0.595350673399156,1.08348933817785,0.549424145147401,0.938214719932595,1.05121399736231,0.765730915106443,0.7826848148421,1.04756414827282,1.13014001837164,0.83316972093404,1.12020559800666,1.02630888944785
