"","0","3600","0 | 1","3600 | 1","0 | 2","0 | 3","0 | 4","0 | 5","0 | 6","7200","7200 | 1","0 | 7","0 | 8","0 | 9","10800","0 | 10","0 | 11","10800 | 1","14400","0 | 12","14400 | 1","0 | 13","0 | 14","0 | 15","0 | 16","18000","0 | 17","18000 | 1"
"nhaA",0.759477579636978,1.02639877521736,0.72707407807838,0.580127475202487,0.668071529751892,1.09426105334846,0.695402573876572,0.6102029991931,0.825098582222213,0.553136580170235,0.887336479622857,0.626451627989184,0.354815464881576,0.407577849762286,0.274389025394575,0.432541658233172,0.300183234807294,0.365390569624097,0.289416326836558,0.344270355142489,0.53764697347014,0.388438217462091,1.1160485513869,0.542365784463155,0.42725470224589,0.490104040591898,0.92807310043948,0.432649209557345
"nhaR",0.909593190553264,0.959418083893806,0.827865454680783,0.697321597164111,0.734432416406799,0.920369894769874,0.917487226737779,0.887771285924389,0.96698048933482,0.632898655472256,0.494682109311812,0.779029912074275,0.737961474992539,0.486138427291807,1.08191000313959,0.998363318975495,0.5776815332963,0.805941266306454,1.10994821212829,1.27278188268757,1.23090080792099,0.8200299974969,1.12849449435867,0.893056967539944,0.91641607848086,1.08949018382178,0.931054359540571,0.939621903188279
"rpsT",1.20137941385636,0.478632112872743,0.54374609874929,0.615807841316741,0.40615320105736,1.11799797262225,0.896694067465222,0.686099024332714,0.0628881448024299,0.0425594983772075,0.104081236081094,0.451269302821505,0.0271566135335366,0.0316988425707655,0.0284335518412045,0.0522859697698383,0.0237492060940052,0.0686823071574417,0.0456288716738599,0.0509662441141848,0.0633023612040676,0.0444957814206258,0.191317890730287,0.0606348744972197,0.0925017319941544,0.0327484999608064,0.114824291751358,0.0317690727571522
"yaaY",0.747028813446033,0.5734844176882,0.762458606710078,0.915026517837969,1.07255370107332,0.729918231797965,1.05204284037421,0.710110018433189,0.975744466366133,0.415925616449102,0.83912800333891,0.621425633820196,1.48732796537713,0.439625019513597,0.72891997345737,0.610326245828761,0.643103260055796,0.566939963429905,1.12673653085106,0.94198254698354,0.664826209577929,0.733275100316038,0.915462280210163,1.09864507210659,1.72162194413297,1.10483681997206,0.808761008677517,0.848296989439533
"ribF",0.948009005491424,0.747731163912418,0.878733090670553,0.90217338319995,0.863258227365165,0.970630381217855,0.853180279163257,0.936829230539992,0.339294870149096,0.316511884805806,0.433557793666339,0.404862355174695,0.260287548930767,0.215986920051439,0.205541625405575,0.246202155365842,0.20828410199484,0.22136223890915,0.280731178282441,0.266937778654461,0.204065468708818,0.246959833925293,0.375907013530077,0.239203724139138,0.242027661399823,0.309250120829307,0.364783099320268,0.210974074252422
"ileS",0.863058603571841,0.893641435518463,0.939538562454328,0.935863481478654,0.940828959938947,0.956131247698654,0.991984473569912,0.914301371431065,0.256318978241321,0.221006000246817,0.316825400325351,0.290424844579994,0.163696836999741,0.148549055148242,0.156105019228684,0.139884706173491,0.155864096638849,0.183181055448116,0.160917527686251,0.165128312778689,0.172984525733791,0.190889063671381,0.412165672742918,0.252009828376036,0.261278847605658,0.220464365742592,0.326198922802688,0.203110958083425
"lspA",0.730144500297952,1.01466802397771,0.697675537680507,0.704290175940734,0.980171052352298,1.16250674263889,1.03631371304201,0.935594598067542,0.302791974433449,0.223674447982813,0.335843415262502,0.842718035741713,0.187798236150004,0.13781643806817,0.140908012837055,0.161611754669394,0.198917382161194,0.132751850519287,0.232714873865295,0.26526034745977,0.233593031372691,0.174642925160256,0.405411279595053,0.290188710498171,0.297316267540684,0.233516287674275,0.517324590022891,0.32095636923001
"fkpB",0.784513027134595,0.817886774928909,0.706958646861183,0.784728029777678,0.783753633820279,1.21329096633001,1.09730902740813,0.803722857407603,0.470971604962426,0.382716973215786,0.560465571723118,0.665383594448301,0.456796313871781,0.351292498331501,0.485630880055624,0.570169768917013,0.577548861112047,0.515509841791356,0.649312458928359,0.644574753234698,0.547618674006247,0.420996803644861,0.732714475022275,0.468109590499084,0.5045197554241,0.801783648658428,0.937476441777378,1.13478322723548
"ispH",0.667773656182572,0.670750757555607,0.58685139852438,0.725564811632415,0.624873029250756,0.853956672328549,0.678658989667495,0.570461296538585,0.149497357206599,0.180326940266951,0.286111519872012,0.68250493220775,0.165444472600294,0.100942088454672,0.195710433703025,0.214606855789109,0.119651868708276,0.474394587177474,0.239262618284805,0.241035458217127,0.285672713584479,0.253055984493311,0.921015627610341,0.321597824428493,0.419953839640437,0.26787131823733,0.394209297465126,0.325325369269677
"rihC",1.47332370014432,1.45264682285355,1.2841470673241,1.00280289484792,1.62203729570183,1.50629944993344,1.31596262381931,1.10263225353052,2.04441154284683,1.86074067631244,1.88479193758539,3.48099328490929,0.777580220859381,0.826732760529699,0.465097859391449,0.639921244151031,0.435671151588897,0.541394420266377,0.582280443390424,0.52984157463318,0.630432191704504,0.767071929027038,0.947253676976376,0.800195128026309,0.730688698709365,0.436247250588568,1.10939006671948,1.16882130937505
"dapB",1.34401593203468,1.65133077870674,0.951148023672567,0.790977723824636,1.86665411942445,2.01042296320706,1.99113650594126,1.92008429083671,0.281051485612514,0.203839055072676,0.423136541094867,0.571866540867096,0.198526913618586,0.233571338771406,0.189617872172493,0.213273827757586,0.146740812950437,0.173248896340045,0.395857447766888,0.292486584470641,0.309782165480557,0.22974581387795,0.677207660476922,0.384476516127032,0.449416132695934,0.334693889703809,0.529514276103885,0.407541745269756
"carA",0.884449734269977,1.0691128689028,1.00811173559808,0.823768604888867,0.823071383197355,0.845544492927272,0.763848239588442,0.83664756536304,0.0516361000961384,0.0398128380074871,0.0850594818578741,0.0260254396404794,0.0153708687861978,0.0379591540149061,0.0179133405739968,0.0200676963670006,0.0216286494102917,0.0659823797979928,0.0285895078432565,0.0172062277327568,0.0319914629999448,0.0463772320544642,0.0589105612471669,0.049342680459025,0.0383489733574674,0.0318606504570773,0.0738571611540779,0.0329416471543932
"carB",1.00707775638335,1.19117608530675,0.932303400367693,0.685195726209303,1.08266258513988,1.2399945854794,0.967985370617614,0.907960137587681,0.12838213789289,0.0888919016551624,0.468442088572,0.983032048000724,0.120714827291679,0.186865914022839,0.0724791440473528,0.106788622325937,0.156000529496567,0.142623357485535,0.110504180915817,0.119756848797659,0.0759763822297653,0.156339843952458,0.262132342710551,0.178652779150564,0.158600566359575,0.0888494123791917,0.312418758357791,0.16292916652219
"caiF",1.69761714162785,1.58549345287526,1.33062391196145,1.14599645952705,1.60396250494116,1.37847731907005,1.58319840275089,1.76430347024114,1.56736492783064,1.9494838200729,1.67731727214015,3.10821715956481,2.9820840530276,2.4502461896836,2.6128513855453,2.23472622420965,1.8265288041312,1.9569223005421,2.30533412389752,1.53307880404651,1.99362679651891,1.41978970708239,1.18957560169629,1.70739494727873,1.62141575763598,1.62262387924037,0.960652215912827,1.47814682586083
"caiE",0.883804433907948,1.00804745012682,0.931333366239512,1.12011703220651,0.771903682206745,0.815040740167114,0.751888846098167,0.944082582990267,0.637335224713351,0.625321594746503,0.87449315211148,0.831993821576159,0.833982617876524,0.746627329479793,0.908954560095405,0.565165011300463,0.861510705369199,0.509390572350402,1.1157079749223,0.876003492640692,0.703989402237456,0.537828260288062,0.724950265017277,0.529683170844153,0.552408767699474,0.961680986070757,0.944638301762804,0.502445893712368
"caiD",1.2781715315481,1.18354366086472,1.06483273407298,1.02879191138507,1.0790150907312,1.34498384663352,1.24251256653182,1.19707241709675,0.892115001268564,0.703777191453657,0.511414856391766,1.14776334077775,0.827057453379688,0.95814178523442,0.622257408532717,1.14065796946716,0.796068550179803,1.42744450026982,0.634818624003542,0.708533818941088,0.904952160801146,1.72190365089056,3.41302002240611,1.61093761112487,1.67974536339763,0.865283298214418,3.73816187761623,1.79528802529713
"caiC",1.41020304903822,1.21171949990551,1.01079362958631,0.942877814244814,1.02749206894048,1.08212665054744,1.10523343603241,1.47386225441236,0.810750505326281,0.486459750162,0.724350014889537,0.707195765306884,1.0534100210693,0.731031615495842,0.675588123677754,1.04372983514845,0.636445863554001,0.853377183946318,0.775095386205628,0.793038934304932,0.956304639432424,0.649932408033817,1.04952703659266,0.625490225601042,0.606880779538195,0.767112532362761,0.945043777291286,0.284819543814214
"caiB",1.42883429037078,1.38809806727977,1.11504957371829,1.19651834547844,1.34015942174794,1.40578498316245,1.52647011504566,1.65663653281297,0.851616078958801,1.14958345775252,0.700026379932597,0.823886205841302,1.27443139455211,1.38730374599569,1.04747758355779,1.34225407142954,1.12994517288651,1.02374254709421,1.16417798007395,0.69911894095917,1.06838641669986,1.0619636368122,0.95352298253424,1.39513785183574,1.44361914377986,1.16545330849813,0.918574451973816,0.786479563977259
"caiA",1.5759184448466,1.31285819804571,1.25533538403222,1.2823818653058,1.1290264336413,1.65172686881015,1.53682970512781,2.06285485213849,1.00137118652853,1.25881134844311,1.03138467908506,1.52351756785339,1.89118970617532,1.49740335916421,1.35746145649515,1.55554748760407,1.5562104116406,1.37826896302311,1.81186775690194,1.3858161170494,1.16184524578926,1.62921709906498,0.958599696299804,1.81870051590352,2.03793574240815,1.69869882733463,0.969364421852653,1.01753279345837
"caiT",1.14477840931627,1.5720173321481,1.2954925643466,1.12636905255266,1.23650421619969,0.943141451934766,1.44731627653944,1.63506617705177,1.08452266377867,1.12267187134789,1.09678888891805,1.16237950113078,1.17645917938402,1.28235005981845,1.1845331418004,0.979184158479302,1.06705881132298,1.19932621408646,1.2237718832069,1.20567376660483,1.36152378630729,0.978846659963634,0.926395813671496,0.945641105744273,0.849872885925588,1.36650501833019,1.18489951660218,0.983289021981863
"fixA",0.987469390887918,1.10248780597753,1.42011523528125,1.44114344689925,0.828087790151821,1.12949194488101,0.987612000550582,0.989768522380194,0.417443717441284,0.573625241446555,0.442322757530829,0.691186595961894,0.682467967021312,0.679756153295327,0.903979408894028,0.805169481695714,0.763946510369998,0.942528914136823,0.697550650629907,0.696203481177874,1.10679871340135,0.730149132117894,0.942214575547865,0.7530748326602,0.68063085806155,0.937522546220591,0.990702790591298,1.06215761243114
"fixB",1.1956339019287,1.5465207387387,1.48277276228122,1.3227494757895,1.08371037768519,1.40985559832423,1.06225055763273,0.880076139162863,0.927516668561729,1.13866048577302,0.863104539626643,1.5235140840411,1.35321368946481,0.782069075539649,1.29535447156341,1.72492928554365,0.8334885901395,0.776306690819479,1.21468427314897,0.700070899433081,0.748439482848061,0.816571501939087,1.06819396682263,1.22214590200395,0.90617867526091,0.740773728234603,0.978011426517781,0.989988741113672
"fixC",1.37561975845087,1.48890559001603,1.3893630475021,1.44968723464499,1.16530883289849,1.32389883260458,1.30426228107275,1.24553922655323,1.04976819154074,1.27399416504839,0.825720583974309,1.20540139289137,0.423413851104156,0.73267875676476,0.672221995330792,0.955734176791312,0.906512470028545,1.25611094521848,0.611198015413309,0.764654479528173,1.13832151858376,1.20492669513401,1.14585625761223,0.561740497950152,0.600548994491026,1.18690924091074,0.998927088545775,0.667401447204313
"fixX",1.26969811077101,1.16529704090012,1.51541176656921,1.17692825986457,0.852396902691573,1.17345444769679,1.01106420237727,0.976168115511729,0.829254176953773,0.901507371165971,0.990014896959684,1.02838754312386,0.993273151104642,0.602485437535457,0.69832751839306,0.627430249587081,0.957968961465667,0.597734432194606,0.724479863211035,0.770632278650115,0.748095539501551,0.810931504409307,1.19956563851569,0.864944003040619,0.72834675973292,0.689882565151708,1.30397896945339,1.42078928338725
"yaaU",1.04507700345172,1.07189462767337,0.995074304384751,1.11371347087296,1.00818097348567,1.03718163050616,1.04453443334479,0.9472419550152,0.613915407126603,0.696735072435818,1.00154410256032,1.09791515069833,1.21348301300432,0.801617639318657,0.597603680298955,0.569364110615977,0.984526181273523,1.05780546500891,0.842281060970506,0.67168007921478,1.08919279793539,0.802431215691436,1.18890098878451,0.603932388097441,0.93774148700517,0.818202977828894,1.04477004461561,1.00061972898213
"kefF",0.89700254654409,0.84237116804634,0.886208959168948,0.977241321045696,0.925844735244704,1.05811146809699,1.12375449460404,1.05526599950155,0.88711449230158,1.26313827434914,0.54795912101029,0.735691457664422,2.25679276665705,1.7835775307291,1.71320535878911,2.38621119756187,1.90465598147182,1.84773335942267,1.73658153991502,1.90360038579995,1.38464583440347,1.39224903049331,1.34286775331022,1.36693793620813,1.49618594442572,1.11393257675756,1.01413737712323,1.22685947706869
"kefC",0.735166553688504,0.842596311167233,0.808516084578519,1.08313621995226,0.896146549572961,0.637190546503689,0.832715735287066,0.811226110245169,0.845867030511223,1.20050900646228,0.83060357419918,0.882586622228645,1.60442021754403,1.52245597796632,1.91520653484675,1.44187059160568,2.00669297563588,1.67817633097714,1.73316345886964,0.807833204106916,1.18269298876711,1.34645910630422,0.671640986640345,0.850160221611425,0.961845108328636,0.90062737071445,0.683868754868089,1.09766830916991
"folA",1.00457687696272,0.770659223300138,0.862411305579164,0.931315329070977,0.514319859196675,1.11276930518511,0.730026009184559,0.704057132563361,1.73307086105791,1.53918852644934,1.20118084182724,1.36925379887186,1.92479116698087,1.99637510014188,1.55646626712056,1.39797086797129,0.895363421012202,1.32471976213028,1.68378315178487,1.2616731307118,1.37473892768126,1.3959007160664,2.33605526979433,1.60406320220564,1.72180913166577,1.478621231259,1.40541822676406,1.31452028039451
"apaH",1.01592033476627,0.942613322464361,1.07888415873097,0.875591476685272,1.13621229055885,1.41320603863892,1.28624847086823,0.987040951334793,0.601423710130235,0.662908138499193,0.684720907521811,0.604550472986911,0.702054563068267,0.642076847968822,0.818560875219366,0.765233839074259,0.826230126683055,1.9518453895204,0.606893566825713,0.898062224315269,1.93040125955321,1.69110667404611,0.828605591563354,1.62816619820524,1.42003958614806,1.20924153953886,0.683158680425637,0.946567866301865
