"","0","216000","540000","972000","0 | 1","216000 | 1","540000 | 1","972000 | 1","0 | 2","216000 | 2","540000 | 2","972000 | 2"
"yhjR",522.4,623.2,468.6,760,418.2,371.6,542.6,466.4,191.8,180.1,410,231
"bcsE",197.8,194.1,199.9,579.6,233.5,356.3,548.3,568.7,167.5,114.9,353.6,265.9
"bcsF",80.9,128.8,150.3,411.6,19.4,114.2,186.5,348.1,120,67,232.4,180.9
"bcsG",144.5,116.6,55.8,149.7,220.4,139.2,290.1,171,72.7,48.7,150.3,59.9
"yhjV",367.2,196.5,154,78,183.9,87.4,65.9,140.8,86.1,100,61.2,33.2
"dppF",344.4,327.4,814.5,396.7,281.1,201.5,536.5,392.2,70.1,174.6,232.7,89
"dppD",340.3,493.7,1128,526.8,411.9,339.1,702.7,499.8,173.9,176.4,309,128.6
"dppC",118.5,302.1,842.5,394.8,187.3,24.2,391.9,350.2,51.6,52.6,148.8,46.9
"dppB",162.2,326,923.2,477.2,173.2,154.5,303.8,295.6,70.3,162.6,206.5,97.6
"dppA",456.5,1070.6,4887.8,5005.8,196.8,293.2,1779.2,2611.3,290.6,337.2,692,616.2
"proK",2171.6,683.6,1000,1160.7,512.7,46.6,188,289.2,45.3,39.4,103.7,129
"eptB",297,292.4,334.5,176,536.2,283.6,315.1,202.7,354.6,142.5,107.9,94.9
"yhjX",26.4,27.9,46.3,149.2,45.4,23.8,35.9,40.8,629.7,70.6,57.4,52.2
"yhjY",105.6,61,46.6,1430.1,125.5,95.9,1054.5,1594.1,15.2,82.6,702.9,561
"tag",310.6,403.7,344.2,431.5,544.5,440.7,535.9,577.5,330.5,279.7,344.6,225.1
"yiaC",223.4,276.1,253.1,279.5,106.3,158.2,282.8,318.8,171,179.1,191.7,143.2
"bisC",261.5,366,319.9,283.6,304.8,447.7,374.4,249.7,134.3,139.1,115.5,113.6
"yiaD",1897,1382,476.7,22.2,747.3,411.3,19.3,17.2,558.8,204.5,46.6,6.8
"ghrB",305.1,453.5,449.4,278.9,400.5,518.3,419.6,403.3,292.1,313.7,255.7,119.9
"yiaF",1944.9,2165.9,996.3,1034.7,1675.8,1925.1,2112.2,1485.4,1336.1,790.6,698.9,566.2
"yiaG",106.8,198,190.2,5805.7,283.9,539.3,2449.7,3618,142.4,1115.5,2555.9,2867.1
"cspA",25996.7,21147.1,15786.6,4695.1,47977.9,12563.4,5296.9,2108.5,11524.4,8142.4,7074.4,9336.7
"insJ",491.7,196.9,107.7,107.1,396.7,228,194.3,279.7,141.5,150.1,84.4,63.3
"insK",91.5,71.9,72.1,48.4,153.1,72.3,85.1,95.6,24.2,15,29.5,14.7
"glyS",2455.4,2115.3,1763.2,974.7,3047.6,1759.5,976.2,922.2,1578.8,1315.7,689.5,588.2
"glyQ",1882.4,1554.3,1213.5,365.2,686,668.3,443.4,390.4,952.8,788.9,441.4,307.7
"wecH",18.8,15.4,15.2,18.6,63.4,41.3,21.6,14.1,23.9,2.3,35.1,29.8
"yiaA",125.1,73.7,93.6,88.9,113.2,198.9,117.7,141.8,44.2,57,49.7,33.3
"yiaB",38.9,49.4,47.3,34.9,80.1,6.7,19.5,9.9,23.6,14.6,43.5,13.8
"xylB",26.2,32.1,30.6,19.5,38,58.9,133.9,104.9,8.1,22.4,54.2,26.7
"xylA",121.4,151.5,266.6,2473.6,193.2,290.1,551.4,875,100.6,333.4,429.8,378.1
"xylF",80.5,137.7,243.8,540.2,67.1,266.7,1111.2,669.3,78,171.1,519.6,153.5
"xylG",79,116.3,121.8,177.8,215.2,261.1,555.2,398.5,59.7,82.2,261.8,92.4
"xylH",145.2,152.2,157.6,279,187.7,87.2,175.5,159.3,64.2,81.6,202.9,100.3
"xylR",133.7,119.7,103.3,108.3,152.8,29.1,131.3,77.6,95,39.3,100,45.2
"bax",2228.8,1035.5,2444.4,2386.3,1992.1,1239.9,3894.7,3864,1240.2,736.5,1773.3,1532
"malS",75.6,118.9,136.4,140.7,738.3,355.4,158.7,242.1,324.1,95.2,105,61.8
"avtA",486.2,397.9,452.8,103.5,520.8,322.1,192.8,42.5,623.7,367.9,229.6,195.5
"ysaA",148.2,219.5,249.3,88,205.6,523.7,46.9,146.9,56,131.1,107.2,15
"plaR",237.7,326.5,579.1,256,225.9,361.6,196.8,141.3,129.9,148.2,114.3,112.4
"yiaK",25.9,21.7,106.1,122.3,59.7,40.1,69.7,41.5,32.8,30.5,89.5,70.6
"yiaL",81.4,80.2,68.7,69.1,96.5,32.4,116.4,78.9,23.3,28.1,56.1,9.3
"yiaM",44.3,20.4,48.4,47.1,44.9,20.7,91.9,99.9,29.8,14.1,37.4,17.5
"yiaN",6.9,25.4,44.9,21.4,48.2,8.7,61.3,22.8,8.3,7.8,14.8,9.8
"yiaO",69.3,132.1,125.8,179.1,192,194.3,312.6,251.2,52.3,19.4,65.1,37.6
"lyxK",21.6,110.5,118.9,140.9,344.3,255.9,206.7,175,61.9,38.2,67.6,26.4
"sgbH",203.3,259,226.5,183.4,285.8,399.3,469.2,446.9,90.8,68.1,78.8,68.7
"sgbU",101.4,140.1,79.5,196.9,257.8,222.7,320.8,392.8,46.7,52,70.8,44
"sgbE",26.5,23.9,22.3,127.5,170.8,186.8,30.4,130.1,24.2,16.6,80.4,38
"yiaT",180.3,92.7,67,117.5,138.8,116.8,149.7,129.9,29.9,57.3,62.7,53.9
"yiaU",231.6,232.5,181.3,400.5,412.6,200.6,198.9,171.9,174.9,236.9,172.8,136
"yiaV",155.9,150,124.2,125.1,259.9,224.6,85.8,221.2,44.8,46.4,55.1,37.5
"yiaW",77.7,78.8,80.5,60.2,225.5,24,51,229.3,32.1,46.9,41.2,22.1
"aldB",172.9,240.4,223.8,9600.2,304.5,353.8,7040,12093.8,49.6,885.9,2857.6,2929.1
"yiaY",140.6,177.2,92,146.3,217.5,238.5,294.6,265.6,95,70.4,63.3,55.8
"selB",326.9,299.2,220.1,104.5,309.9,166.7,155.2,174.6,180.1,64.9,107,43.2
"selA",435.6,561.9,440.2,238.8,707.4,699.6,460.8,539.7,406,470.1,251.1,214
"yibF",461.9,515.8,444.5,1209.3,665.5,781.4,1024.8,1378.5,441.7,436.2,472.9,469.5
"rhsA",95,73.5,95.8,98.8,126.1,95.4,96.4,129.8,41.4,87.2,65.2,26.1
"yibA",116.1,95.5,44.6,69.3,92.4,19.1,45.9,4.8,15.2,24.3,44.6,21.1
"yibJ",94.5,91,56.9,38.5,11.9,18.7,9.3,5,35,36.3,30.2,13.2
"yibG",12.1,1.5,15.4,1.8,9.7,77.2,15.8,12.3,1.2,2.5,0.8,1.9
"yibH",111.3,193.4,176.1,535.1,160.1,302.5,609.9,452.2,75.8,159.3,362.4,179.6
"yibI",79.8,56.1,40.5,635,200.8,91.3,204.8,362.1,11.6,46,159.6,103.7
"mtlA",697.2,878.7,1233.4,4400.8,954.5,1185.2,3742.5,3153.7,545,576.1,873.7,725.1
"mtlD",379.9,277.8,333.1,1763.5,219.4,389.5,1154.7,1118.2,290,346.1,446.6,422.9
"mtlR",322,299.3,200.7,1053.9,210.1,118.8,420.2,404.1,172.5,314.3,180.6,237.1
"yibL",1372.6,1244.7,1106.2,1215.5,787.2,870.8,994.2,1051.8,525.2,368.9,228.9,229.8
"lldP",113.1,1066.6,159.7,438.5,847.6,280.7,461.1,539.2,2254.1,1619.7,305.1,215.7
"lldR",23.1,749.6,23.6,350.6,397.7,73.6,106,264.4,2204.2,1944.1,229.3,146.5
"lldD",27.5,1636,49.9,398.5,374.6,174.2,411.9,535,2105.8,1754,300.8,187.9
"trmL",1006.5,708.3,518.3,364.7,732.1,464,340.9,344.7,228,206.4,127.3,96.5
"cysE",1188.7,1385.2,1825.5,789.9,2050.8,1293,1483.5,1097.8,1930.8,1237.5,949.4,729.3
"gpsA",2670.9,4312.6,3917.7,1509.1,6078.6,4607.7,3381.7,2349.2,2320.3,1746.6,1187.7,735.5
"secB",2177.1,3548.4,4436.2,2957.7,4649.5,3006.8,1999.5,2058.3,2860.6,2095.7,1760.5,1116.4
"grxC",4008.1,5161.6,5515.5,3006.5,5843.8,5178.3,3471.8,3475.9,4010.7,3097.3,2207.9,1396
"yibN",3354.4,3336.1,2877,998.3,4262.7,2934.1,1347.9,1311.7,2758.5,1705.1,951.3,660.3
"gpmM",914,1273.2,992.6,1018.3,1341.1,1022.6,1295.4,1205,438.3,1003.7,730.4,531.8
"envC",711.8,832.9,610.5,377.8,596,586.7,208.9,477.4,428.9,452.3,209.3,189.8
"yibQ",357.2,299.1,142.2,59.4,289,172.5,34.6,39.6,145.6,149.8,76.8,46.3
"waaH",106.3,138.6,58,41.8,205.6,109.4,95.4,120.5,38.4,40.4,37.4,21
"tdh",1877.1,2303.9,2007,1546.7,1635.9,1664.9,2266.2,1418,1114.3,1072.7,1160.8,483.6
"kbl",2127.6,2642.8,1731,2212.1,2010,3687.8,4654,3466.7,1568.2,1529.8,1889.7,860.5
"htrL",871.6,358.2,257,70.1,222.4,31.8,52,14.8,368.2,456.1,122.9,62.1
"rfaD",1728.7,2688,1582.1,1966.3,2248.4,2268.8,1965.8,2881.7,974.4,1238.9,859.7,893.2
"waaF",1172.4,1243.7,448.9,362.2,916.9,954.1,583,909.8,642.5,692.3,575.7,406.6
"waaC",629.4,1175.6,545.6,307.6,720.5,727.4,675,630.3,504.2,729.1,346.6,190.6
"waaL",675.4,1251.5,643.2,84.1,625.8,312.9,172.6,129,464.7,787.4,244.2,128.5
"waaU",395.2,324.1,228.7,59,130.8,66.1,117.8,45.9,246.6,271.5,120.2,90.4
"waaZ",216.8,148.5,143.6,94,114,114.4,43.3,62.5,87.3,195.2,111.3,64.8
"waaY",601.3,458.2,364.1,139.6,306.6,194.2,127.5,238.2,356.3,431.3,174.8,193.3
"waaJ",547.1,504.9,424.4,155.1,184.1,98.6,82.3,66.3,254,279.4,136.1,114.7
"waaO",556.7,534,364.1,260.9,337.5,195.1,162.6,233.9,318.4,396,248.3,171.8
"waaB",564.4,564.4,340.6,208.6,326.1,230,232.1,239.4,335.7,382.6,178,168.1
"waaS",258.3,190.1,153.2,30.9,116.6,75.3,85.1,6.2,156.2,183.3,62.1,56
"waaP",554.1,391.1,337.7,153.4,376.6,407.3,142.9,243.4,363,330.1,174.8,156.2
"waaG",547.1,546.2,363.5,245,523.7,545.3,339,306.5,610.8,365.9,330.6,281.1
"waaQ",781.3,629,512.3,308.1,601.6,705.4,417.3,498.3,471.4,499.3,259.8,228.4
"waaA",1085.5,730.5,731,852,1013.8,806.4,747.6,1108.6,535.1,508.1,371.5,455.6
"coaD",501.6,401.4,247.3,237.2,429,453.3,139.4,333.2,180,218.6,113.5,123.8
"mutM",755.2,529.5,478.3,208.7,615.8,327.1,242.5,405.6,139.3,156.9,98.7,56.2
"rpmG",23520.7,17568.4,15617,2453.6,29187.3,9903.9,2783.9,1937.1,6079.7,5289.4,2647.2,2124.7
"rpmB",20087,20629.8,16788.2,2701.4,34085.1,21947.1,4898.4,4268.6,5979.2,4537.3,1881.6,1480.7
"yicR",456.9,420.8,321.6,235.4,501.7,399.8,247.9,110.7,167.2,158.2,103.5,70.6
"dfp",2199.1,3342.4,1876,255.7,891.9,636.8,385,329.6,882.7,886.4,309,218
"dut",1619.1,2050.1,1145.3,280.4,964.6,712.6,428.5,404.7,783.8,564.9,253.7,180.8
"slmA",1644.7,2525.8,1071.8,397.6,1713.1,746.7,443.1,541.5,787.9,664.7,218.1,149.5
"pyrE",247.5,641.5,370.3,212.7,514.4,632.3,330.8,407.8,145.9,220.5,93.5,54
"rph",784.2,937.1,487.4,45.7,462.6,462.8,60.3,64.7,260,247.9,11.7,18.7
"yicC",1682.3,1549.2,1100.8,1327,1722.6,1374.4,929,1212.1,487.2,533,427.5,324.3
"dinD",170,260.3,211.8,222.7,376.1,315.4,416.5,121,209.1,206.7,191.3,67.6
"yicG",62.5,100.9,69.6,62.5,332.7,291.8,115.7,33.8,228.7,105.6,35,17.7
"ligB",66.7,53,70,49.3,179.8,26.8,44.8,130.4,62,28,51.2,21.4
"gmk",3422,2668.1,1295,1710.3,1451.8,1187.4,1177.4,1519.7,1092.8,920.9,887.8,938.4
"rpoZ",5900.1,4448.9,2751.4,1693.5,2468.2,2217.6,1815.2,2215.3,1897.3,1704.3,832.9,989.2
"spoT",1804.9,1798.3,1180.4,275.9,1969.6,1284.1,683.3,710.5,982,1199,462.2,335
"trmH",891.4,853,663.7,245.5,971.4,608.9,293.9,221.2,482.6,365.4,179.9,135.2
"recG",381.3,369,329.9,237.3,331.3,393.1,414,317.2,183.2,262.1,141.2,100.2
"gltS",292.8,262.7,168.3,429.8,157.5,182,234.3,300.1,144.3,236.8,153.2,128.1
"xanP",35.6,195.3,141.9,48.4,924.5,29.1,34.2,60.9,104,82.7,63.6,41
"yicH",203.1,293.5,314.5,993.2,204.3,245.7,446.2,483,278,331.1,369,343.8
"yicI",204.4,241.3,160.2,296.7,291.2,383,283.3,377.9,161.6,154.1,101.6,92.3
"yicJ",109.4,110.7,85.5,105.8,238.3,206.5,165.5,302.2,31.3,7.3,19.3,33.6
"selC",3448.6,2370.8,3167.1,2536.6,2302.4,1811.8,2842.1,334.9,323.9,235.1,369.8,402
"setC",54.2,24.4,33.7,80.7,17.2,35.5,11.3,27.4,19.4,26,32.3,9.1
"yicL",160.6,162.8,162.3,241.2,55.5,213.4,163.4,59.1,165,185,158.7,99
"nlpA",250.8,210.5,389.2,248,187.3,139.5,335.3,250,79.5,72.9,144.2,98.7
"nepI",342,179.5,62.6,97.9,114.8,13.1,21.9,176.1,67.3,118.8,27.7,37.4
"yicN",310.2,292.4,266.1,307.5,336.4,384.5,385.6,258.9,176.9,178.9,110.3,156.5
"adeQ",120.3,153.7,165.3,184.8,169.3,210.3,156.1,159.2,83.3,128.6,98.2,98.7
"adeD",252.8,216.1,172.9,274,260.5,136.8,48.3,64.4,111.1,115.3,109.5,58.5
"uhpT",321,852.9,1593.8,2318.9,352.1,1201.5,1675.5,1910.3,128.6,98.9,343.5,184.1
"uhpC",356.8,383,421.3,240.5,454,287.7,296.9,261.5,348.7,369.6,167,123.9
"uhpB",132.1,127.6,193.8,97.9,43.6,28.1,39.7,34.8,152.4,50.5,76.8,66.2
"uhpA",488.6,572,655.5,282.1,585.9,480.9,451.4,443.5,270.9,471.5,168.4,172.5
"ilvN",219.3,204.6,230.1,332.1,169.5,152.8,192.3,450.3,297.9,145.5,196.5,284.5
"ilvB",624.2,492.4,629.9,445.8,377.6,52.2,350.9,965.6,435.2,452.4,283.5,394.5
"ivbL",2564.4,5171.3,5733,15002.4,9011.5,5241.1,10992.7,10539,5451.5,6143.9,7298.5,7841.9
"emrD",293.7,294,394.2,227.4,310,570.6,504.1,489,121.9,206.4,140.1,105.5
"yidF",139.5,185.9,267.8,142,242.3,145.4,89.5,236.9,57.2,102.5,152.1,78
"yidG",86.9,118,112,164.6,126.4,71.4,131.5,136.2,23.6,84.9,61.4,67
"yidH",109,235.8,459.5,717,344.4,317.4,396.5,501.2,119.9,195.8,207.8,306
"yidI",86,234.1,200.2,233.7,316.3,237.8,114.2,247,113.3,54.2,76.3,50.3
"yidJ",127.2,209.8,158.3,158.1,200.3,141.3,44.4,237.1,59.2,46.4,77.2,50.7
"yidK",21.9,21.2,36.1,20.9,98.5,188.8,31.4,243.6,11.6,41.3,83.3,7.4
"yidL",98.8,170.3,32.5,125,130.4,118.3,96.2,107,42.6,32.3,79.9,33.8
"glvB",131,174.1,111.9,44.6,71.8,99.9,210.7,107.9,35.3,42.6,53,40.4
"glvC",121.5,140.6,98.7,84.5,98.9,117.8,151.1,167.5,25.6,44.3,45.2,32.5
"yidP",75.8,88.2,101.8,90.5,210.4,146.2,114.5,218.5,50.8,34.7,65.2,28.9
"yidE",267.9,313.4,441.6,494.3,492.6,542.1,591.9,499.1,257.9,235,292.6,195.7
"ibpB",602.2,422.3,198.1,239.1,371.8,228,59.6,256.8,180.3,187,79.5,83.9
"ibpA",1744.7,777.9,656,415.5,1119.7,210.7,346.9,434.4,420.3,553.1,139.9,175.8
"yidQ",578.4,895,1568.5,2383.1,783,1517.4,2056.2,2221.1,571.7,917.2,1485.2,832.7
"yidR",249.1,142.8,151.6,40.3,223.5,116.2,318,171.7,43,94.5,66,38.4
"cbrA",241.6,579.7,333.5,191,289,262.9,257.9,182.9,204.6,115.5,169.5,105.9
"dgoT",177.7,178.4,135.3,169.4,172.1,22,107.4,165.7,88.2,75.3,63.2,46.9
"dgoK",65.7,17.1,47.5,31.5,163.9,57.7,112.2,159,39.9,42.5,48.1,28.8
"yidX",332.8,146.5,79.9,157.1,132,115.1,87.3,92.4,104.8,96.3,75.6,32.6
"yidA",496.2,560.4,453.9,445.8,470.4,430.3,447.2,425.3,432.5,362.9,222.2,182.1
"yidB",537.4,731.4,647.9,1693.5,249.9,488.7,523.8,840.7,193.8,503.4,461.5,368.4
"gyrB",2047.4,1717.6,1215.3,775.2,1480.5,1273.2,713,768.7,818.1,733.5,390.5,357.1
"recF",632.4,463.2,382.6,171.8,367,525.7,355.8,76.5,374,263.2,128.3,92.8
"dnaN",1389.6,915.4,839.2,435.7,1433.2,1140,889.5,687,919.6,894.6,636.2,449.9
"dnaA",995.6,817,668.6,611.7,712,684.4,716,985.4,629.2,825.8,372.1,353.9
"rpmH",16840.1,8146.5,6933.8,1203.8,9184.3,6117.8,1327,1395.1,3920.8,2997.8,633.9,586.4
"rnpA",10130.9,4814.5,3094.5,336.7,4071.9,2646.6,448.5,477.1,2929.7,1933.4,427.8,322.3
"yidC",2576,1860.6,1679.1,195.9,3381.1,2002.3,454.6,191.5,779,561.9,229.7,153.1
"mnmE",738.3,495.9,338.1,258.7,595.9,671.6,588.5,479.5,211.2,413.9,253.2,139.7
"tnaC",244.8,1676.1,20899.1,9125.5,650.9,30129.9,12777.3,1364.7,7796,8586.5,8570.5,898.4
"tnaA",24.7,266.7,21876.2,1067.6,422.8,33245.6,12716.3,809.7,3741,6835.4,4690,205.7
"tnaB",79,68.2,740.4,144.6,107.9,591.4,730.7,74.2,170.2,547.9,390.2,33.7
"mdtL",147.5,76.1,159,73.3,210.5,63.1,59.9,19.8,65.1,50.1,65.2,15.1
"yidZ",139.9,87,94.6,48.5,194.7,145.7,28.5,20.6,36,86.3,17.2,5.2
"yieE",530.3,689.5,698.3,646.1,434.7,458.9,774.2,1192.2,345.6,151.7,355.5,306.1
"yieF",226.9,371.6,365.8,395.6,337.3,231.6,408.9,450.2,135.4,114.8,162.4,156.4
"adeP",582.7,585.6,405.1,30.1,374.1,14.8,21.2,26.9,209.1,79.7,62.4,36
"yieH",421.6,420.4,334.3,266,345.9,63.9,185.1,128.7,295,207.2,183.7,100.5
"cbrB",186.3,180.8,35.7,36.4,665.1,341.8,882.8,245.4,484.4,370.2,513.2,177.4
"cbrC",206.7,222.3,179.7,165.5,665.5,525.8,657.5,360.3,594.3,396.7,433.7,157.2
"yieK",146,200.1,114.7,110.4,250,230.3,197.5,320.4,70.3,53.6,45.5,39.6
"yieL",15.9,12.7,9.2,10.3,17.6,15,21.2,12.3,4.8,2.8,9.5,3.2
"bglH",53.6,22.9,81,42.3,143.9,125.3,142.2,14.1,10.2,4.3,17.2,6.7
"bglB",17,68.3,89.3,67.5,85.9,97.2,59,111.5,8.7,18.6,23.5,6
"bglF",8.9,27.4,48,67.2,111.6,12.8,16.8,18.6,6.9,19.7,30.8,6.8
"bglG",19.8,59.1,34.5,6.5,17.4,62.1,11.3,10.8,1.6,47.3,44.9,7
"phoU",207.9,324.8,291.1,71.6,291.2,220.5,198.9,190,170.9,91.3,128,73.3
"pstB",779.8,1178.4,1084.6,544.9,1001.8,1025.4,700.9,644.6,661.3,640.6,515.5,279.1
"pstA",497.2,563.1,438.4,334.7,294,327.1,265.9,314.8,179.8,286.2,144,100.1
"pstC",223.6,287.6,273.1,204.5,156.8,177,345.8,297.4,90,143.9,108.3,71.3
"pstS",272.4,459.3,486.8,230.1,116.3,104.9,212.7,390.2,163.4,351.5,219.1,110.6
"glmS",3159,2992.5,2102.1,1960.1,2411.3,1585.3,1423,1024.4,1142.5,499.5,584.9,458.5
"glmU",2744.6,4178,2806.1,3273.8,2655.8,2387.7,2424.4,3069,2092.2,1777.8,1203,1295.6
"atpC",3605.3,6036.5,3018.7,755.1,16336.7,5128.5,2359.6,1088.4,1872.5,1617.9,615.4,278.8
"atpD",3118.7,3735,2726.5,241.1,5372.8,3188.7,1067.3,402.5,1352.8,1254,467.9,209.9
"atpG",3882,5184.4,3694.1,365.8,4738.6,1072.5,1108.6,560,1676.7,1862.3,616,285.1
"atpA",2969.5,5218.5,2586.5,217.7,4131.7,1939.3,826.7,682.5,1779.4,1846.1,752.6,336.8
"atpH",6233.4,10151.4,5948.9,548.9,17452.7,8536.1,1960,1820.5,4099.2,3769.7,1501.7,798.8
"atpF",5149.1,8164.7,4812.9,679.5,9001.6,8391.1,2621.8,1763.7,3686,3503.8,1293.6,686.8
"atpE",7468.4,11387.3,6642.4,969.3,7870.4,8225.7,2978.6,3137.4,4894.6,4401.2,1947.7,1014.5
"atpB",5381.7,7723.9,4303.6,797,5498.8,4266.1,2243.9,1467.1,3345.1,3198.8,1223.6,719.7
"atpI",4251.2,4760.9,2228.8,519.8,3575,3033.3,1174,877.6,2946.8,1751.2,610,344.8
"rsmG",1042.3,419.2,236,64.5,494.2,197.2,33.2,28.5,230.9,340,65.8,47.2
"mnmG",921.1,680.4,415.1,46.4,710.7,516.2,290.9,263.7,477.8,481.1,114.6,92.1
"mioC",3761.6,3552.2,1895.8,450.8,2890.2,2031.3,842.5,1001.4,1859.8,936.5,369.8,405.1
"asnC",404.9,352.5,217.7,344.5,194.9,169.7,155.2,207,125.9,147.6,131.3,102.3
"asnA",352.9,360.6,792.3,253.8,625.3,572.9,416.7,450.3,406.4,243.6,145,137.6
"viaA",378.6,447.6,417.3,694.3,307.1,308.3,586.1,423.4,223.4,271.9,334.2,332.2
"ravA",327.9,308.3,275.4,519.8,153.3,462.8,556.9,520.3,176.3,407.4,330.1,333.9
"kup",365.4,333.6,234.8,217.6,278.1,42.5,178.4,49.2,83.4,128,141.6,77.9
"rbsD",3546.2,15103.6,20362.4,20287.6,17833.3,26205.3,40096.8,41028.6,6843.7,6012.9,9432.2,8569.2
"rbsA",642.4,3931.2,7138.6,3742.1,3661.8,4757.3,7822.7,5351.1,1910.8,1486.9,3456.6,1797.9
"rbsC",1074.2,6257.3,8486.6,4020.2,8165,6770.6,8905.1,4612.7,4182.2,2505.7,4026.7,2110.9
"rbsB",4337,20158.4,22342.1,16105.7,17575.7,27861.1,35772.6,19346.3,8449.8,6145.7,8646.4,5776.9
"rbsK",629.6,5448.6,4962.6,541,6350.6,4818.3,4790.6,1658.6,2771.6,1634.5,1606.6,431.9
"rbsR",288,430.1,295.1,505.9,636.6,407.7,559,574.4,269.3,271.7,215.3,189.4
"hsrA",93.6,110.8,113.7,123.5,116,67,174.7,101.7,65.2,50.7,66.5,57.4
"yieP",340.8,494.3,475.5,515.8,346.2,390.5,440.7,437.8,244.9,205.8,215.4,127
"rrsC",953.4,1147.9,1092.1,1198,4829.3,4183.6,4524.6,4383.2,10764.5,6810.9,10312,9477.8
"gltU",953.4,5054.8,2721.3,1859.6,124710.4,79648.8,60266.3,125815.5,9466.4,7682.4,9700.8,10494.6
"rrlC",7371.5,8318.6,10125.6,12697.7,114102.7,99688.9,87149.5,34539.7,9753.4,7341.4,9999,9910.5
"rrfC",953.4,2517.4,1814.6,6337.7,106906.7,101304.5,94636.4,108817.7,11764.5,9152.6,11984.2,11359.9
"aspT",20010.6,18414.9,19562,21752.1,20721.1,10249.3,11723,8183.1,2824.8,2833.4,2876.3,3192.9
"trpT",19329.1,8306.8,7143.5,1370.3,6078.2,1335.8,36.4,38.9,665.9,814.4,296.9,516.8
"maoP",6354.9,5744.5,3303.2,1964.9,2988.8,1473.5,848.4,851.4,671.2,385.5,597,258.1
"yifB",223.2,179.8,180.2,184.9,151.2,44,93.6,159.6,79.5,72.2,91.9,71
"ilvL",4200.7,3421.3,5789.6,14742.1,4484.9,2709.1,6523.5,4235.3,1666.3,3049.5,2429.9,1870.5
"ilvM",313.9,233.6,164.1,177.5,202.2,136.4,80.3,49.9,124.5,170.3,125.5,37.5
"ilvE",738,805.3,718.3,393.6,364.4,831.3,758.2,638.9,300.7,502.1,257.9,185.4
"ilvD",407.1,498.3,457.6,405.7,358.8,314.4,216.1,544.6,221.1,206.1,204.3,168.9
"ilvA",327.3,419,404.7,257.1,205.3,208.6,258.2,28.7,131.7,99,137.7,103.6
"ilvY",362.3,346.3,280.9,592.7,454.8,503.4,440.5,388.2,216.8,221.3,110.9,114.4
"ilvC",324.8,458.7,515.4,389.6,307.8,402.2,282.4,312.4,174.2,249,115.7,110.8
"ppiC",3099.8,3146.9,1423.3,361.4,1968.3,1731.4,722.9,679.8,971.5,488.9,242.6,166.5
"yifN",318.8,333.6,320.7,407.5,261.7,278.6,212.6,336.5,186.3,205,206.2,131.5
"rep",427.9,363.6,331.5,194.4,343.9,440.8,253.5,261.6,238.1,366.2,133.4,136.6
"gpp",553.3,599.1,451.4,209.6,514.1,295.9,287.8,317.3,316,232.9,129.3,133.3
"rhlB",2361.2,2797,2275.4,1317.2,1981,1564.1,1350.7,1286.5,1580.8,1301.5,766.2,852.3
"trxA",4600.7,5226.8,4142.5,4245.5,3641.2,3798.5,4467.5,3142.3,2576.8,2920,2886.4,1646.6
"rhoL",15621.4,10571,4176.8,2101.5,12905.3,5191.5,4448.1,4564.2,6811.2,5446.6,3333.8,3416.6
"rho",3666.1,2259,1716.6,651.2,3766.5,1168.4,1085.8,929,1599.9,1476.7,716.1,466.7
"rfe",704.3,562.7,371.3,249.3,579.5,398.2,243.5,255,372.8,135.5,194.4,143.4
"wzzE",772.1,678.3,499.4,281.6,1424.7,936.7,885.9,651.6,560.6,256.6,289.5,237.9
"wecB",654.2,586.5,351.7,55.3,700.8,630.4,188,102.3,466.4,231.8,138.5,72.1
"wecC",1257.5,780.9,555.1,262.4,1210.3,545.1,364.7,410.2,652.3,397.7,236.9,121.1
"rffG",952.2,580.8,475.9,386.5,831.6,469.6,533,420.3,429.3,243,178.8,148.3
"rffH",970.6,718.9,363,394.5,1266.1,752.7,530.9,643,336.6,232.3,224.1,218.8
"rffC",839.2,807.6,552.6,415.9,1616.7,817.2,622.8,537.2,370.3,223.1,156.9,136.3
"wecE",413.6,501.6,400.1,367.5,464.5,537.9,507.7,495,159.5,82.9,101.7,102.3
"wzxE",355.5,483.2,326.6,165.6,395.4,467.8,470.9,323.2,171.6,130.8,135.4,81.3
"wzyE",281.1,353.2,285,396.6,398.8,467.1,507.8,427.7,189.3,219.6,157.7,172.6
"rffM",374.2,379.4,275,212.1,412.5,396.7,397,151.9,215.7,120.7,173.3,117.2
"yifK",3344.9,1973.2,1181.1,428,689.1,609.7,1521.8,1481.7,515.7,233.7,359.3,288
"argX",9424,3816.3,1639.1,1163.4,4489.8,1400.9,656.2,106.5,431.6,240.6,220.2,157.3
"hisR",25502.2,20088.2,20195.7,24926.5,32861.9,16541.4,26115.3,7757.5,3042,3096,4468.7,5096.1
"leuT",14522.4,12294.5,11704.4,9965,20537.7,11181.1,16003.8,5529,4103.2,2805.1,2668.7,3412.6
"proM",4753.5,2172.6,2072,2006.8,71.6,46,60.6,37.6,15.8,33.8,79.4,91.1
"aslB",197.6,117.2,163.3,142.4,162.6,101.7,70,168.1,60.1,64,85.3,33.7
"aslA",89.9,169,146.3,147.7,284,135.7,129.7,203.3,58.6,48.9,82.5,68.5
"hemY",282.4,791.7,766.6,603.3,874.3,698.1,1068.9,624.2,700.7,409.9,601.1,312.2
